	Regulatory Impact Analysis: Heavy‐Duty Engine and Vehicle Standards and Highway Diesel Fuel Sulfur Control Requirements, U.S. Environmental Protection Agency, Office of Transportation and Air Quality, Assessment and Standards Division,	Environmental Protection Agency (EPA). 2005a. Clean Air Interstate Rule Emissions Inventory Technical Support Document, U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Emissions Inventory and Emissions Processing for the Clean Air Mercury Rule (CAMR), U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA). 2007b, Proposed Emission Standards for New Nonroad Spark‐Ignition Engines, Equipment, and Vessels.	Environmental Protection Agency (EPA). 2008a. Air Quality Modeling Platform for the Ozone National Ambient Air Quality Standard Final Rule Regulatory Impact Analysis. North Carolina.	Environmental Protection Agency (EPA). 2008b. Final Ozone NAAQS Regulatory Impact Analysis. U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA).	Development and applications of a standard visual index.	Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci. Technol.,	Oxidants and Asthmatics in Los Angeles: A Benefits Analysis -- Executive Summary. Prepared for U.S. Environmental Protection Agency, Office of Policy Analysis. Prepared by Energy and Resource Consultants,	Ambient air pollution and asthma exacerbations in children: an eight-city analysis.	Guidelines for Preparing Economic Analyses.	Letter to Recipients of Third Draft EPA PM Criteria Document. National Center for Environmental Assessment,	Air Quality Criteria for Particulate Matter. Volume I	Regulatory Impact Analysis for the Final Clean Air Interstate Rule.	Regulatory Impact Analysis,	Willingness to Pay for Environmental	Forest Inventory and Analysis National Program: Forest Inventory Data Online. Online database. U.S. Department of Agriculture Forest Service, Forest Inventory and Analysis,	Investigations and Monitoring of Mercury in Indiana by the U.S. Geological Survey.	Episodic acidification of small streams in the northeastern United States: Fish mortality in field bioassays.	Pricing Environmental Health Risks: Survey Assessments of Risk-Risk and Risk-Dollar Trade-Offs for Chronic Bronchitis.”	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Effect of short-term exposure to low levels of gaseous pollutants on chronic obstructive pulmonary disease hospitalizations.	Association between ozone and respiratory admissions among children and the elderly in Vancouver,	Chapter 6: Cost Analysis Approach and Results Commercial, and Institutional	Pechan and Associates and Industrial Economics, Direct Cost Estimates for the Clean Air Act Second Section 812 Prospective Analysis: Draft Report, prepared for U.S. EPA, Office of Air and Radiation,	Learning and Cost Reductions for Generating Technologies in the National Energy Modeling System (NEMS),	Proposed Approach for Expanding the Treatment of Learning Curve Impacts for the Second Section 812 Prospective Analysis: Memorandum, prepared for U.S. EPA, Office of Air and Radiation,	Sulfur Dioxide Control by Electric Utilities: What Are the Gains from Trade?”	Ex Post Evaluation of Tradable Permits: The U.S.	Testimony of Jeffrey Holmstead, Assistant Administrator, Office of Air	Are the costs of proposed environmental regulations overestimated?	The Clean Air Act Amendment: Spurring Innovation and Growth While Cleaning the Air.	Incorporating Technological Learning in the Coal Utility Environmental Cost (CUECost) Model: Estimating the Future Cost Trends of SO2, NOx, and Mercury Control Technologies.” Prepared for ARCADIS Geraghty and Miller, Research Triangle Park, NC 27711. Available at http://steps.ucdavis.edu/People/slyeh/syeh‐ resources/Drft%20Fnl%20Rpt%20Lrng%20for%20CUECost_v3.pdf.	Census Bureau	f No data on budget or revenues for this NAICS code is included
Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality	0.4418604651162791	0.45238095238095233	0.33333333333333337	0.5454545454545454	0.4285714285714286	0.5227272727272727	0.5161290322580645	0.4137931034482759	0.4285714285714286	0.3513513513513513	0.368421052631579	0.4375	0.4516129032258065	0.3529411764705882	0.43333333333333335	0.3870967741935484	0.4666666666666667	0.48275862068965514	0.4736842105263158	0.40625	0.48484848484848486	0.3513513513513513	0.43243243243243246	0.4411764705882353	0.4545454545454546	0.3870967741935484	0.39473684210526316	0.4	0.375	0.41666666666666663	0.40625	0.43333333333333335	0.3793103448275862	0.48571428571428577	0.5454545454545454	0.7037037037037037	0.3666666666666667
Spatial and seasonal patterns and long-term variability of the composition of the haze in the United States: an analysis of data from the IMPROVE network.	0.34782608695652173	0.42553191489361697	0.3571428571428571	0.4130434782608695	0.3695652173913043	0.3913043478260869	0.5526315789473684	0.5526315789473684	0.5116279069767442	0.37209302325581395	0.30952380952380953	0.4473684210526315	0.5	0.4883720930232558	0.5641025641025641	0.4871794871794872	0.5526315789473684	0.5277777777777778	0.36585365853658536	0.3783783783783784	0.36111111111111116	0.37209302325581395	0.40476190476190477	0.32432432432432434	0.42105263157894735	0.525	0.37209302325581395	0.5227272727272727	0.3555555555555555	0.5333333333333333	0.42105263157894735	0.6	0.5263157894736843	0.4878048780487805	0.4655172413793104	0.8421052631578947	0.5128205128205128
The Social Costs of Chronic Heart and Lung Disease	0.5	0.5121951219512195	0.5263157894736843	0.6363636363636364	0.5909090909090908	0.6444444444444444	0.6451612903225806	0.4444444444444444	0.5428571428571429	0.5	0.5128205128205128	0.5161290322580645	0.5333333333333333	0.4242424242424242	0.6129032258064516	0.4666666666666667	0.5517241379310345	0.5714285714285714	0.5405405405405406	0.43333333333333335	0.5161290322580645	0.41666666666666663	0.4571428571428572	0.5151515151515151	0.53125	0.5161290322580645	0.5384615384615384	0.375	0.5121951219512195	0.4411764705882353	0.4838709677419355	0.4642857142857143	0.40740740740740744	0.46875	0.6181818181818182	0.6521739130434783	0.33333333333333337
Trends in Asthma Morbidity and Mortality	0.627906976744186	0.6097560975609756	0.5555555555555556	0.6341463414634146	0.5853658536585367	0.6428571428571428	0.5384615384615384	0.5384615384615384	0.53125	0.48571428571428577	0.5789473684210527	0.3846153846153846	0.5185185185185186	0.5	0.5555555555555556	0.5	0.48	0.5	0.5714285714285714	0.4642857142857143	0.4444444444444444	0.5675675675675675	0.5714285714285714	0.5	0.40740740740740744	0.4444444444444444	0.6052631578947368	0.5	0.575	0.46875	0.4642857142857143	0.375	0.43999999999999995	0.5483870967741935	0.6666666666666667	0.7142857142857143	0.4814814814814815
Linkage Between Health Effects Estimation and Morbidity Valuation in the Section 812 Analysis�Draft Valuation Document	1.0	0.54	0.5217391304347826	1.0	0.4897959183673469	0.54	0.6153846153846154	0.5789473684210527	1.0	0.5	0.4782608695652174	0.5128205128205128	0.5263157894736843	0.5116279069767442	0.5897435897435898	0.55	0.5789473684210527	0.5945945945945945	0.5333333333333333	0.4871794871794872	0.5128205128205128	1.0	1.0	0.475	0.4473684210526315	0.5853658536585367	0.4666666666666667	0.47619047619047616	0.44680851063829785	1.0	0.5609756097560976	0.5526315789473684	0.5135135135135135	0.5813953488372092	1.0	0.7714285714285715	0.5
nan	0.9512195121951219	0.9487179487179487	0.9411764705882353	0.9473684210526316	0.95	0.9487179487179487	0.9	0.9	0.9310344827586207	0.9428571428571428	0.9444444444444444	0.9166666666666666	0.9090909090909091	0.9333333333333333	0.9545454545454546	0.9166666666666666	0.9	0.8888888888888888	0.9375	0.92	0.9166666666666666	0.9428571428571428	0.9696969696969697	0.9259259259259259	0.92	0.9166666666666666	0.9428571428571428	0.9333333333333333	0.9487179487179487	0.935483870967742	0.92	0.9047619047619048	0.9047619047619048	0.9259259259259259	0.962962962962963	0.7777777777777778	0.9130434782608696
Regional Haze Regulations	0.6904761904761905	0.7073170731707317	0.6666666666666667	0.7317073170731707	0.6829268292682926	0.675	0.64	0.5833333333333333	0.65625	0.7105263157894737	0.6842105263157895	0.5925925925925926	0.6153846153846154	0.6666666666666667	0.7037037037037037	0.5384615384615384	0.4545454545454546	0.5454545454545454	0.6857142857142857	0.6071428571428572	0.6896551724137931	0.6388888888888888	0.6857142857142857	0.5862068965517242	0.5555555555555556	0.5925925925925926	0.7105263157894737	0.625	0.7073170731707317	0.7142857142857143	0.6551724137931034	0.6	0.5416666666666667	0.6774193548387097	0.7857142857142857	0.6470588235294117	0.5769230769230769
Regulatory Impact Analysis for the Final Clean Air Interstate Rule	0.4390243902439024	0.44999999999999996	0.41666666666666663	0.5476190476190477	0.42500000000000004	0.4878048780487805	0.5172413793103448	0.4642857142857143	0.4242424242424242	0.38888888888888884	0.4473684210526315	0.3793103448275862	0.3928571428571429	0.4411764705882353	0.4285714285714286	0.04166666666666663	0.20833333333333337	0.4814814814814815	0.4285714285714286	0.4516129032258065	0.43333333333333335	0.4736842105263158	0.5135135135135135	0.4375	0.4	0.2592592592592593	0.43243243243243246	0.4411764705882353	0.44999999999999996	0.5	0.5882352941176471	0.48275862068965514	0.3076923076923077	0.4375	0.5740740740740741	0.6666666666666667	0.3571428571428571
Regulatory Impact Analysis, 2006 National Ambient Air Quality Standards for Particulate Matter, Chapter 5	0.4375	0.3023255813953488	0.3414634146341463	0.4	0.2790697674418605	0.34090909090909094	0.6153846153846154	0.5789473684210527	0.46341463414634143	0.3571428571428571	0.40909090909090906	0.4736842105263158	0.4864864864864865	0.4	0.4722222222222222	0.38888888888888884	0.4117647058823529	0.5945945945945945	0.3902439024390244	0.4473684210526315	0.5128205128205128	0.5	0.5333333333333333	0.5121951219512195	0.4473684210526315	0.34285714285714286	0.39534883720930236	0.4	0.37777777777777777	0.5227272727272727	0.5609756097560976	0.5526315789473684	0.4722222222222222	0.5121951219512195	0.45614035087719296	0.7714285714285715	0.37142857142857144
Regulatory Impact Analysis, 2008 National Ambient Air Quality Standards for Ground-level Ozone, Chapter 6	0.43999999999999995	0.34782608695652173	0.38636363636363635	0.4375	0.25	0.2727272727272727	0.6428571428571428	0.575	0.5333333333333333	0.4347826086956522	0.37777777777777777	0.475	0.525	0.4772727272727273	0.5853658536585367	0.4358974358974359	0.45945945945945943	0.625	0.39534883720930236	0.44999999999999996	0.5476190476190477	0.46808510638297873	0.5625	0.4390243902439024	0.41025641025641024	0.39473684210526316	0.36363636363636365	0.4418604651162791	0.3829787234042553	0.5217391304347826	0.5909090909090908	0.55	0.4736842105263158	0.47619047619047616	0.4576271186440678	0.7894736842105263	0.3783783783783784
Basic characteristics of the fall tourism market.	0.6511627906976745	0.6341463414634146	0.5833333333333333	0.625	0.6428571428571428	0.6666666666666667	0.5769230769230769	0.3913043478260869	0.6060606060606061	0.5945945945945945	0.5675675675675675	0.4814814814814815	0.5	0.53125	0.48	0.42307692307692313	0.52	0.5416666666666667	0.6	0.5	0.4814814814814815	0.5142857142857142	0.5151515151515151	0.48275862068965514	0.5517241379310345	0.5357142857142857	0.5945945945945945	0.5757575757575757	0.6341463414634146	0.5882352941176471	0.5	0.5384615384615384	0.41666666666666663	0.5806451612903225	0.7090909090909091	0.631578947368421	0.5185185185185186
Acute respiratory health effects of air pollution on children with asthma in US inner cities	0.46341463414634143	0.475	0.4444444444444444	0.5	0.5238095238095238	0.5121951219512195	0.5517241379310345	0.3846153846153846	0.5	0.41666666666666663	0.43243243243243246	0.3571428571428571	0.37037037037037035	0.47058823529411764	0.5172413793103448	0.3571428571428571	0.3846153846153846	0.5185185185185186	0.4117647058823529	0.3793103448275862	0.2962962962962963	0.5	0.5	0.3666666666666667	0.3214285714285714	0.3571428571428571	0.41666666666666663	0.47058823529411764	0.475	0.3939393939393939	0.43333333333333335	0.40740740740740744	0.28	0.4193548387096774	0.6181818181818182	0.7083333333333333	0.3928571428571429
Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution	0.48888888888888893	0.5	0.4358974358974359	0.5227272727272727	0.4772727272727273	0.5	0.4838709677419355	0.4838709677419355	0.06896551724137934	0.32432432432432434	0.3421052631578947	0.3548387096774194	0.3666666666666667	0.37142857142857144	0.5	0.40625	0.3793103448275862	0.5	0.4473684210526315	0.5555555555555556	0.5	0.4878048780487805	0.525	0.4117647058823529	0.4242424242424242	0.40625	0.4878048780487805	0.41666666666666663	0.3902439024390244	0.5128205128205128	0.5555555555555556	0.5	0.4516129032258065	0.5405405405405406	0.5272727272727273	0.7142857142857143	0.5294117647058824
Air pollution and exacerbation of asthma in African-American children in Los Angeles	0.5777777777777777	0.5581395348837209	0.5384615384615384	0.5476190476190477	0.5348837209302326	0.5581395348837209	0.5666666666666667	0.34615384615384615	0.375	0.43243243243243246	0.36111111111111116	0.1923076923076923	0.3928571428571429	0.4411764705882353	0.5806451612903225	0.3793103448275862	0.40740740740740744	0.5357142857142857	0.4722222222222222	0.4516129032258065	0.43333333333333335	0.5128205128205128	0.5135135135135135	0.27586206896551724	0.3448275862068966	0.43333333333333335	0.55	0.48571428571428577	0.4878048780487805	0.4571428571428572	0.4516129032258065	0.48275862068965514	0.24	0.48484848484848486	0.6	0.72	0.3571428571428571
Fish Consumption Patterns and Blood Mercury Levels in Wisconsin Chippewa Indians	0.48888888888888893	0.5333333333333333	0.475	0.5555555555555556	0.4772727272727273	0.5652173913043479	0.5757575757575757	0.4838709677419355	0.4	0.41025641025641024	0.46341463414634143	0.5	0.5151515151515151	0.41666666666666663	0.5	0.40625	0.4838709677419355	0.5	0.4871794871794872	0.47058823529411764	0.5	0.5238095238095238	0.4871794871794872	0.4571428571428572	0.4242424242424242	0.40625	0.4878048780487805	0.5	0.4651162790697675	0.55	0.5555555555555556	0.5882352941176471	0.4516129032258065	0.4117647058823529	0.5789473684210527	0.6666666666666667	0.48484848484848486
What Determines the Value of Life? A Meta-Analysis	0.6086956521739131	0.6222222222222222	0.575	0.6444444444444444	0.6304347826086957	0.6808510638297872	0.6129032258064516	0.5172413793103448	0.5142857142857142	0.5853658536585367	0.5609756097560976	0.4838709677419355	0.5483870967741935	0.48571428571428577	0.48275862068965514	0.4838709677419355	0.5172413793103448	0.4814814814814815	0.5897435897435898	0.5454545454545454	0.5757575757575757	0.55	0.5135135135135135	0.5294117647058824	0.5	0.53125	0.5853658536585367	0.5277777777777778	0.5909090909090908	0.4571428571428572	0.5882352941176471	0.5333333333333333	0.4285714285714286	0.6111111111111112	0.6724137931034483	0.72	0.5625
Ambient air pollution and respiratory emergency department visits	0.5476190476190477	0.525	0.5	0.4736842105263158	0.5	0.4871794871794872	0.4	0.33333333333333337	0.4193548387096774	0.4285714285714286	0.4444444444444444	0.24	0.31999999999999995	0.48484848484848486	0.5357142857142857	0.37037037037037035	0.26086956521739135	0.41666666666666663	0.375	0.3928571428571429	0.4285714285714286	0.5135135135135135	0.5555555555555556	0.3214285714285714	0.19999999999999996	0.37037037037037035	0.5135135135135135	0.5294117647058824	0.525	0.5	0.5	0.42307692307692313	0.21739130434782605	0.43333333333333335	0.6296296296296297	0.6818181818181819	0.34615384615384615
Air Pollution and Hospital Admissions for Chronic Obstructive Pulmonary Disease in Three Metropolitan Areas in the United States	0.34883720930232553	0.3571428571428571	0.3589743589743589	0.5217391304347826	0.40909090909090906	0.4666666666666667	0.5714285714285714	0.4375	0.4871794871794872	0.2894736842105263	0.35	0.4571428571428572	0.47058823529411764	0.33333333333333337	0.5	0.4571428571428572	0.5294117647058824	0.5454545454545454	0.32432432432432434	0.38235294117647056	0.4117647058823529	0.33333333333333337	0.4878048780487805	0.45945945945945943	0.4285714285714286	0.4571428571428572	0.33333333333333337	0.46153846153846156	0.3571428571428571	0.3513513513513513	0.38235294117647056	0.40625	0.40625	0.45945945945945943	0.4727272727272728	0.7419354838709677	0.3939393939393939
Air Pollution and Daily Mortality in Three U.S. Counties	0.47619047619047616	0.44999999999999996	0.41666666666666663	0.6136363636363636	0.5348837209302326	0.5909090909090908	0.5666666666666667	0.5172413793103448	0.47058823529411764	0.38888888888888884	0.4871794871794872	0.4838709677419355	0.5	0.3939393939393939	0.48275862068965514	0.4838709677419355	0.5666666666666667	0.5862068965517242	0.4722222222222222	0.4	0.4838709677419355	0.43243243243243246	0.5135135135135135	0.5714285714285714	0.5454545454545454	0.4838709677419355	0.43243243243243246	0.48571428571428577	0.44999999999999996	0.4117647058823529	0.4	0.5333333333333333	0.5333333333333333	0.48484848484848486	0.5740740740740741	0.6666666666666667	0.4666666666666667
The cost of asthma in the emergency department and hospital	0.5365853658536586	0.5128205128205128	0.5277777777777778	0.575	0.5609756097560976	0.5853658536585367	0.5	0.375	0.5	0.4571428571428572	0.5135135135135135	0.34615384615384615	0.36	0.46875	0.5714285714285714	0.34615384615384615	0.375	0.3913043478260869	0.5	0.4285714285714286	0.34615384615384615	0.5	0.5428571428571429	0.3571428571428571	0.37037037037037035	0.40740740740740744	0.5405405405405406	0.4193548387096774	0.5128205128205128	0.48484848484848486	0.48275862068965514	0.33333333333333337	0.26086956521739135	0.4666666666666667	0.6481481481481481	0.7272727272727273	0.4444444444444444
Reduction in Fine Particulate Air Pollution and Mortality	0.5952380952380952	0.6097560975609756	0.5142857142857142	0.6341463414634146	0.55	0.575	0.48	0.5384615384615384	0.43333333333333335	0.5277777777777778	0.5789473684210527	0.5	0.46153846153846156	0.5	0.43999999999999995	0.4444444444444444	0.41666666666666663	0.56	0.5294117647058824	0.5172413793103448	0.5517241379310345	0.5675675675675675	0.6111111111111112	0.59375	0.5172413793103448	0.4444444444444444	0.5675675675675675	0.5454545454545454	0.575	0.6	0.6129032258064516	0.5	0.5	0.59375	0.6666666666666667	0.7142857142857143	0.5357142857142857
The effect of air pollution on inner-city children with asthma	0.5238095238095238	0.5365853658536586	0.5526315789473684	0.5609756097560976	0.5813953488372092	0.6046511627906976	0.5862068965517242	0.36	0.48484848484848486	0.4864864864864865	0.5	0.33333333333333337	0.40740740740740744	0.4545454545454546	0.5517241379310345	0.3928571428571429	0.42307692307692313	0.5	0.5277777777777778	0.4666666666666667	0.3928571428571429	0.4864864864864865	0.5277777777777778	0.2857142857142857	0.3571428571428571	0.3928571428571429	0.5263157894736843	0.4545454545454546	0.5365853658536586	0.47058823529411764	0.4666666666666667	0.3846153846153846	0.31999999999999995	0.4516129032258065	0.6607142857142857	0.6956521739130435	0.48275862068965514
A Poisson process approach for recurrent event data with environmental covariates	0.4878048780487805	0.5	0.4722222222222222	0.4871794871794872	0.5121951219512195	0.5365853658536586	0.4814814814814815	0.29166666666666663	0.48484848484848486	0.4444444444444444	0.45945945945945943	0.3928571428571429	0.34615384615384615	0.3548387096774194	0.5	0.3928571428571429	0.42307692307692313	0.43999999999999995	0.4411764705882353	0.4666666666666667	0.4482758620689655	0.4864864864864865	0.48571428571428577	0.3448275862068966	0.2962962962962963	0.3928571428571429	0.4444444444444444	0.5428571428571429	0.5	0.5142857142857142	0.4137931034482759	0.4444444444444444	0.17391304347826086	0.4	0.6363636363636364	0.6956521739130435	0.37037037037037035
Choices of stratification in Poisson process analysis of recurrent event data with environmental covariates	0.46341463414634143	0.475	0.4444444444444444	0.5	0.4878048780487805	0.5476190476190477	0.5	0.31999999999999995	0.4545454545454546	0.41666666666666663	0.43243243243243246	0.4137931034482759	0.37037037037037035	0.375	0.4642857142857143	0.3571428571428571	0.4444444444444444	0.4	0.4571428571428572	0.43333333333333335	0.4137931034482759	0.45945945945945943	0.5	0.31034482758620685	0.3214285714285714	0.3571428571428571	0.41666666666666663	0.47058823529411764	0.475	0.48571428571428577	0.43333333333333335	0.4642857142857143	0.28	0.4193548387096774	0.6181818181818182	0.6521739130434783	0.3928571428571429
Direct Medical Costs of Coronary Artery Disease in the United States	0.5238095238095238	0.5	0.4285714285714286	0.627906976744186	0.5476190476190477	0.6046511627906976	0.5862068965517242	0.4814814814814815	0.5294117647058824	0.4444444444444444	0.5	0.5	0.5172413793103448	0.4545454545454546	0.5	0.4482758620689655	0.5357142857142857	0.5555555555555556	0.48571428571428577	0.3571428571428571	0.3928571428571429	0.4864864864864865	0.5277777777777778	0.5454545454545454	0.5161290322580645	0.4482758620689655	0.4444444444444444	0.4545454545454546	0.5	0.375	0.5161290322580645	0.4444444444444444	0.4444444444444444	0.5454545454545454	0.6111111111111112	0.6956521739130435	0.37037037037037035
Development and applications of a standard visual index	0.5714285714285714	0.55	0.5675675675675675	0.575	0.5952380952380952	0.5853658536585367	0.5555555555555556	0.050000000000000044	0.5	0.5	0.5135135135135135	0.40740740740740744	0.42307692307692313	0.4193548387096774	0.5714285714285714	0.4642857142857143	0.43999999999999995	0.45833333333333337	0.4545454545454546	0.48275862068965514	0.4642857142857143	0.5405405405405406	0.5833333333333333	0.3571428571428571	0.4285714285714286	0.4642857142857143	0.5	0.5588235294117647	0.55	0.48484848484848486	0.4285714285714286	0.46153846153846156	0.26086956521739135	0.5161290322580645	0.6481481481481481	0.6666666666666667	0.4444444444444444
Characterization of PM2.5, gaseous pollutants, and meteorological interactions in the context of time-series health effects models	0.5319148936170213	0.4418604651162791	0.44999999999999996	0.5333333333333333	0.4545454545454546	0.5111111111111111	0.5882352941176471	0.4	0.32352941176470584	0.3846153846153846	0.4	0.375	0.4375	0.38888888888888884	0.5151515151515151	0.4242424242424242	0.5	0.5625	0.5	0.48571428571428577	0.5142857142857142	0.5	0.5365853658536586	0.33333333333333337	0.4411764705882353	0.47058823529411764	0.46341463414634143	0.4736842105263158	0.40476190476190477	0.5609756097560976	0.48571428571428577	0.5588235294117647	0.4193548387096774	0.5135135135135135	0.5614035087719298	0.7241379310344828	0.5
Soil chemistry and nutrition of North American spruce-fir stands: evidence for recent change	0.4651162790697675	0.47619047619047616	0.4473684210526315	0.46341463414634143	0.45238095238095233	0.47619047619047616	0.5	0.3928571428571429	0.4571428571428572	0.42105263157894735	0.3513513513513513	0.25	0.3793103448275862	0.4285714285714286	0.5625	0.3666666666666667	0.3928571428571429	0.4642857142857143	0.32352941176470584	0.3870967741935484	0.3666666666666667	0.3783783783783784	0.45945945945945943	0.32258064516129037	0.33333333333333337	0.3666666666666667	0.42105263157894735	0.4285714285714286	0.4390243902439024	0.4444444444444444	0.4375	0.4666666666666667	0.23076923076923073	0.375	0.5636363636363637	0.7407407407407407	0.2857142857142857
Air pollution and daily hospital admissions in metropolitan Los Angeles	0.5714285714285714	0.55	0.5277777777777778	0.575	0.5609756097560976	0.5853658536585367	0.5	0.43999999999999995	0.4	0.5	0.4722222222222222	0.28	0.36	0.46875	0.5714285714285714	0.34615384615384615	0.30434782608695654	0.45833333333333337	0.5	0.48275862068965514	0.4642857142857143	0.5405405405405406	0.5428571428571429	0.4137931034482759	0.3076923076923077	0.34615384615384615	0.5405405405405406	0.46875	0.5128205128205128	0.5294117647058824	0.5333333333333333	0.46153846153846156	0.26086956521739135	0.4666666666666667	0.6481481481481481	0.6666666666666667	0.4444444444444444
Association of asthma symptoms with peak particulate air pollution and effect modification by anti-inflammatory medication use	0.5454545454545454	0.5581395348837209	0.5384615384615384	0.475	0.5348837209302326	0.5581395348837209	0.5666666666666667	0.40740740740740744	0.47058823529411764	0.4736842105263158	0.4473684210526315	0.2592592592592593	0.3928571428571429	0.48571428571428577	0.5333333333333333	0.3793103448275862	0.40740740740740744	0.5357142857142857	0.4722222222222222	0.4516129032258065	0.3793103448275862	0.4736842105263158	0.5135135135135135	0.27586206896551724	0.2857142857142857	0.3793103448275862	0.5128205128205128	0.5277777777777778	0.5581395348837209	0.4571428571428572	0.5	0.4285714285714286	0.3076923076923077	0.48484848484848486	0.625	0.72	0.4137931034482759
Asthma symptoms in Hispanic children and daily ambient exposures to toxic and criteria air pollutants	0.5581395348837209	0.5714285714285714	0.5526315789473684	0.5609756097560976	0.5476190476190477	0.5714285714285714	0.5357142857142857	0.36	0.4375	0.4444444444444444	0.45945945945945943	0.19999999999999996	0.40740740740740744	0.5	0.5517241379310345	0.3928571428571429	0.36	0.5555555555555556	0.48571428571428577	0.4666666666666667	0.3928571428571429	0.5263157894736843	0.6052631578947368	0.3448275862068966	0.2962962962962963	0.33333333333333337	0.5263157894736843	0.5428571428571429	0.5365853658536586	0.4242424242424242	0.4666666666666667	0.3846153846153846	0.31999999999999995	0.5	0.6363636363636364	0.6956521739130435	0.4285714285714286
Acid rain impacts on calcium nutrition and forest health	0.5609756097560976	0.5384615384615384	0.5142857142857142	0.5641025641025641	0.55	0.575	0.5384615384615384	0.2727272727272727	0.4838709677419355	0.48571428571428577	0.5	0.31999999999999995	0.33333333333333337	0.4	0.5	0.31999999999999995	0.34782608695652173	0.5	0.48484848484848486	0.4642857142857143	0.3846153846153846	0.5277777777777778	0.5294117647058824	0.3928571428571429	0.34615384615384615	0.31999999999999995	0.48571428571428577	0.5	0.5384615384615384	0.46875	0.4642857142857143	0.375	0.1428571428571429	0.4482758620689655	0.6666666666666667	0.65	0.36
A national estimate of the economic costs of asthma 	0.6585365853658536	0.641025641025641	0.5882352941176471	0.6666666666666667	0.65	0.675	0.5217391304347826	0.4545454545454546	0.6129032258064516	0.6	0.6111111111111112	0.48	0.5	0.5333333333333333	0.5416666666666667	0.41666666666666663	0.4545454545454546	0.47619047619047616	0.6060606060606061	0.5555555555555556	0.48	0.6	0.6060606060606061	0.5357142857142857	0.5	0.48	0.6	0.5806451612903225	0.641025641025641	0.5483870967741935	0.5555555555555556	0.40909090909090906	0.33333333333333337	0.5862068965517242	0.7407407407407407	0.7222222222222222	0.45833333333333337
"Association of ambient air pollution with respiratory hospitalization in a government-designated ""area of concern"": the case of Windsor"	0.5	0.5434782608695652	0.5238095238095238	0.5	0.48888888888888893	0.5111111111111111	0.5454545454545454	0.4516129032258065	0.5	0.46341463414634143	0.4	0.2666666666666667	0.4375	0.5128205128205128	0.6	0.4242424242424242	0.4516129032258065	0.4666666666666667	0.42105263157894735	0.4411764705882353	0.4242424242424242	0.46341463414634143	0.46153846153846156	0.22580645161290325	0.23333333333333328	0.4242424242424242	0.5	0.55	0.5111111111111111	0.4473684210526315	0.48571428571428577	0.5151515151515151	0.31034482758620685	0.38235294117647056	0.6101694915254237	0.7666666666666666	0.40625
Association between air pollution and multiple respiratory hospitalizations among the elderly in Vancouver, Canada	0.4418604651162791	0.4883720930232558	0.46153846153846156	0.4390243902439024	0.4651162790697675	0.4883720930232558	0.5161290322580645	0.4666666666666667	0.4285714285714286	0.39473684210526316	0.41025641025641024	0.33333333333333337	0.4516129032258065	0.4444444444444444	0.53125	0.3870967741935484	0.3571428571428571	0.5333333333333333	0.43243243243243246	0.4545454545454546	0.48484848484848486	0.5121951219512195	0.4736842105263158	0.29032258064516125	0.038461538461538436	0.33333333333333337	0.475	0.4864864864864865	0.4883720930232558	0.5	0.5428571428571429	0.4838709677419355	0.3214285714285714	0.3939393939393939	0.5964912280701755	0.7037037037037037	0.3666666666666667
Comparison of time series and case-crossover analyses of air pollution and hospital admission data	0.5238095238095238	0.5	0.4722222222222222	0.5609756097560976	0.5121951219512195	0.5714285714285714	0.5357142857142857	0.29166666666666663	0.4375	0.4444444444444444	0.41666666666666663	0.33333333333333337	0.40740740740740744	0.40625	0.5	0.33333333333333337	0.42307692307692313	0.43999999999999995	0.48571428571428577	0.4137931034482759	0.3928571428571429	0.4444444444444444	0.5277777777777778	0.2857142857142857	0.3571428571428571	0.33333333333333337	0.4444444444444444	0.4545454545454546	0.5	0.47058823529411764	0.4666666666666667	0.4444444444444444	0.25	0.4516129032258065	0.6363636363636364	0.6363636363636364	0.37037037037037035
Hmong Fishing Activity and Fish Consumption	0.5121951219512195	0.5609756097560976	0.5405405405405406	0.6190476190476191	0.5365853658536586	0.5952380952380952	0.5714285714285714	0.5185185185185186	0.46875	0.4722222222222222	0.5263157894736843	0.4285714285714286	0.5	0.5294117647058824	0.6333333333333333	0.37037037037037035	0.46153846153846156	0.5925925925925926	0.5142857142857142	0.5483870967741935	0.5333333333333333	0.5135135135135135	0.5945945945945945	0.4838709677419355	0.3928571428571429	0.4285714285714286	0.5526315789473684	0.5714285714285714	0.5609756097560976	0.5833333333333333	0.6363636363636364	0.5357142857142857	0.36	0.4838709677419355	0.6545454545454545	0.7391304347826086	0.4642857142857143
