	Regulatory Impact Analysis: Heavy‐Duty Engine and Vehicle Standards and Highway Diesel Fuel Sulfur Control Requirements, U.S. Environmental Protection Agency, Office of Transportation and Air Quality, Assessment and Standards Division,	Environmental Protection Agency (EPA). 2005a. Clean Air Interstate Rule Emissions Inventory Technical Support Document, U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Emissions Inventory and Emissions Processing for the Clean Air Mercury Rule (CAMR), U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA). 2007b, Proposed Emission Standards for New Nonroad Spark‐Ignition Engines, Equipment, and Vessels.	Environmental Protection Agency (EPA). 2008a. Air Quality Modeling Platform for the Ozone National Ambient Air Quality Standard Final Rule Regulatory Impact Analysis. North Carolina.	Environmental Protection Agency (EPA). 2008b. Final Ozone NAAQS Regulatory Impact Analysis. U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA).	Development and applications of a standard visual index.	Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci. Technol.,	Oxidants and Asthmatics in Los Angeles: A Benefits Analysis -- Executive Summary. Prepared for U.S. Environmental Protection Agency, Office of Policy Analysis. Prepared by Energy and Resource Consultants,	Ambient air pollution and asthma exacerbations in children: an eight-city analysis.	Guidelines for Preparing Economic Analyses.	Letter to Recipients of Third Draft EPA PM Criteria Document. National Center for Environmental Assessment,	Air Quality Criteria for Particulate Matter. Volume I	Regulatory Impact Analysis for the Final Clean Air Interstate Rule.	Regulatory Impact Analysis,	Willingness to Pay for Environmental	Forest Inventory and Analysis National Program: Forest Inventory Data Online. Online database. U.S. Department of Agriculture Forest Service, Forest Inventory and Analysis,	Investigations and Monitoring of Mercury in Indiana by the U.S. Geological Survey.	Episodic acidification of small streams in the northeastern United States: Fish mortality in field bioassays.	Pricing Environmental Health Risks: Survey Assessments of Risk-Risk and Risk-Dollar Trade-Offs for Chronic Bronchitis.”	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Effect of short-term exposure to low levels of gaseous pollutants on chronic obstructive pulmonary disease hospitalizations.	Association between ozone and respiratory admissions among children and the elderly in Vancouver,	Chapter 6: Cost Analysis Approach and Results Commercial, and Institutional	Pechan and Associates and Industrial Economics, Direct Cost Estimates for the Clean Air Act Second Section 812 Prospective Analysis: Draft Report, prepared for U.S. EPA, Office of Air and Radiation,	Learning and Cost Reductions for Generating Technologies in the National Energy Modeling System (NEMS),	Proposed Approach for Expanding the Treatment of Learning Curve Impacts for the Second Section 812 Prospective Analysis: Memorandum, prepared for U.S. EPA, Office of Air and Radiation,	Sulfur Dioxide Control by Electric Utilities: What Are the Gains from Trade?”	Ex Post Evaluation of Tradable Permits: The U.S.	Testimony of Jeffrey Holmstead, Assistant Administrator, Office of Air	Are the costs of proposed environmental regulations overestimated?	The Clean Air Act Amendment: Spurring Innovation and Growth While Cleaning the Air.	Incorporating Technological Learning in the Coal Utility Environmental Cost (CUECost) Model: Estimating the Future Cost Trends of SO2, NOx, and Mercury Control Technologies.” Prepared for ARCADIS Geraghty and Miller, Research Triangle Park, NC 27711. Available at http://steps.ucdavis.edu/People/slyeh/syeh‐ resources/Drft%20Fnl%20Rpt%20Lrng%20for%20CUECost_v3.pdf.	Census Bureau	f No data on budget or revenues for this NAICS code is included
Introduction to visibility	0.9063829787234042	0.896551724137931	0.8802395209580839	0.8686131386861314	0.8901098901098901	0.88	0.7368421052631579	0.7321428571428571	0.8235294117647058	0.8787878787878788	0.9117647058823529	0.7710843373493976	0.8372093023255814	0.8411214953271028	0.8301886792452831	0.8059701492537313	0.9259259259259259	0.7777777777777778	0.877906976744186	0.8048780487804879	0.8348623853211009	0.865546218487395	0.8817204301075269	0.8629032258064516	0.8350515463917526	0.8266666666666667	0.8939393939393939	0.8155339805825242	0.8913043478260869	0.8441558441558441	0.7708333333333334	0.8428571428571429	0.7878787878787878	0.8192771084337349	0.9397260273972603	0.9230769230769231	0.7777777777777778
Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality	0.7191489361702128	0.7389162561576355	0.7544910179640718	0.7883211678832117	0.7362637362637363	0.7714285714285715	0.8455284552845529	0.7886178861788617	0.6341463414634146	0.7878787878787878	0.7450980392156863	0.7398373983739838	0.8373983739837398	0.7886178861788617	0.7560975609756098	0.7560975609756098	0.8699186991869918	0.8373983739837398	0.7267441860465116	0.7723577235772358	0.7642276422764228	0.8455284552845529	0.6991869918699187	0.8064516129032258	0.7886178861788617	0.7398373983739838	0.7171717171717171	0.7886178861788617	0.75	0.7886178861788617	0.8211382113821138	0.7642276422764228	0.7886178861788617	0.7804878048780488	0.821917808219178	0.9186991869918699	0.7723577235772358
Spatial and seasonal patterns and long-term variability of the composition of the haze in the United States: an analysis of data from the IMPROVE network.	0.7574468085106383	0.7881773399014779	0.7904191616766467	0.7922077922077922	0.7637362637362637	0.8114285714285714	0.8441558441558441	0.7792207792207793	0.7467532467532467	0.7402597402597403	0.75	0.7402597402597403	0.8311688311688312	0.7662337662337663	0.8116883116883117	0.7662337662337663	0.8701298701298701	0.8571428571428571	0.8023255813953488	0.7272727272727273	0.6883116883116883	0.7857142857142857	0.7662337662337663	0.7792207792207793	0.7402597402597403	0.7922077922077922	0.7323232323232324	0.7337662337662337	0.7717391304347826	0.7662337662337663	0.8246753246753247	0.8051948051948052	0.7987012987012987	0.7597402597402597	0.8054794520547945	0.9545454545454546	0.8051948051948052
The Social Costs of Chronic Heart and Lung Disease	0.851063829787234	0.8423645320197044	0.8323353293413174	0.7956204379562044	0.8241758241758241	0.8342857142857143	0.82	0.8035714285714286	0.8	0.7878787878787878	0.8480392156862745	0.7590361445783133	0.78	0.7570093457943925	0.7735849056603774	0.7611940298507462	0.78	0.78	0.8372093023255814	0.7682926829268293	0.7798165137614679	0.8235294117647058	0.7419354838709677	0.75	0.7835051546391752	0.7466666666666667	0.8282828282828283	0.7669902912621359	0.842391304347826	0.7272727272727273	0.82	0.8142857142857143	0.7121212121212122	0.7590361445783133	0.8849315068493151	0.84	0.7936507936507936
Trends in Asthma Morbidity and Mortality	0.8808510638297873	0.8669950738916257	0.844311377245509	0.8394160583941606	0.8351648351648352	0.8571428571428571	0.85	0.75	0.7764705882352941	0.8257575757575758	0.8627450980392157	0.7228915662650602	0.813953488372093	0.7850467289719626	0.7358490566037735	0.7910447761194029	0.825	0.8	0.8488372093023255	0.7682926829268293	0.7798165137614679	0.8151260504201681	0.8064516129032258	0.8225806451612904	0.8041237113402062	0.76	0.8585858585858586	0.7864077669902912	0.8532608695652174	0.7922077922077922	0.875	0.8142857142857143	0.7727272727272727	0.7349397590361446	0.9123287671232877	0.825	0.7936507936507936
Linkage Between Health Effects Estimation and Morbidity Valuation in the Section 812 Analysis�Draft Valuation Document	1.0	0.7635467980295566	0.7844311377245509	1.0	0.7637362637362637	0.7771428571428571	0.8305084745762712	0.7627118644067796	1.0	0.7954545454545454	0.7352941176470589	0.7457627118644068	0.8050847457627118	0.7966101694915254	0.7711864406779662	0.7796610169491526	0.8305084745762712	0.8305084745762712	0.7732558139534884	0.7542372881355932	0.788135593220339	1.0	1.0	0.8145161290322581	0.7457627118644068	0.7711864406779662	0.7222222222222222	0.7542372881355932	0.7554347826086957	1.0	0.8220338983050848	0.7796610169491526	0.7711864406779662	0.7542372881355932	1.0	0.923728813559322	0.7796610169491526
nan	0.9872340425531915	0.9852216748768473	0.9820359281437125	0.9781021897810219	0.9835164835164835	0.9828571428571429	0.9210526315789473	0.9464285714285714	0.9647058823529412	0.9772727272727273	0.9852941176470589	0.963855421686747	0.9302325581395349	0.9719626168224299	0.9811320754716981	0.9552238805970149	0.9259259259259259	0.9166666666666666	0.9825581395348837	0.9634146341463414	0.9724770642201835	0.9747899159663865	0.989247311827957	0.9758064516129032	0.9690721649484536	0.96	0.9848484848484849	0.970873786407767	0.9836956521739131	0.961038961038961	0.9583333333333334	0.9571428571428572	0.9545454545454546	0.963855421686747	0.9917808219178083	0.8461538461538461	0.9682539682539683
Regional Haze Regulations	0.9063829787234042	0.9064039408866995	0.8982035928143712	0.8905109489051095	0.8846153846153846	0.88	0.7631578947368421	0.8214285714285714	0.8117647058823529	0.8712121212121212	0.9166666666666666	0.8192771084337349	0.813953488372093	0.8598130841121495	0.8113207547169812	0.7761194029850746	0.7777777777777778	0.8055555555555556	0.8895348837209303	0.8414634146341463	0.8532110091743119	0.8487394957983193	0.8602150537634409	0.8629032258064516	0.865979381443299	0.7733333333333333	0.9141414141414141	0.8446601941747572	0.907608695652174	0.8441558441558441	0.8333333333333334	0.8285714285714286	0.7727272727272727	0.8554216867469879	0.9424657534246575	0.84	0.8412698412698413
Regulatory Impact Analysis for the Final Clean Air Interstate Rule	0.7702127659574468	0.8177339901477833	0.7964071856287425	0.7883211678832117	0.7802197802197802	0.76	0.7878787878787878	0.7727272727272727	0.7529411764705882	0.75	0.8088235294117647	0.7710843373493976	0.7424242424242424	0.7476635514018691	0.7575757575757576	0.014925373134328358	0.6060606060606061	0.7424242424242424	0.7674418604651163	0.7804878048780488	0.7706422018348624	0.8151260504201681	0.7526881720430108	0.7983870967741935	0.7319587628865979	0.68	0.8131313131313131	0.7378640776699029	0.8043478260869565	0.8051948051948052	0.7575757575757576	0.8428571428571429	0.8484848484848485	0.7590361445783133	0.8794520547945206	0.8636363636363636	0.7878787878787878
Regulatory Impact Analysis, 2006 National Ambient Air Quality Standards for Particulate Matter, Chapter 5	0.7319148936170212	0.7783251231527094	0.7904191616766467	0.781021897810219	0.6593406593406593	0.7371428571428571	0.8380952380952381	0.7142857142857143	0.7333333333333333	0.7272727272727273	0.7843137254901961	0.780952380952381	0.8476190476190476	0.8317757009345794	0.6285714285714286	0.5619047619047619	0.7428571428571429	0.819047619047619	0.7034883720930233	0.8	0.8256880733944955	0.8235294117647058	0.7714285714285715	0.8225806451612904	0.819047619047619	0.7333333333333333	0.7878787878787878	0.8571428571428571	0.7771739130434783	0.7714285714285715	0.780952380952381	0.780952380952381	0.7714285714285715	0.7904761904761904	0.8547945205479452	0.9142857142857143	0.780952380952381
Regulatory Impact Analysis, 2008 National Ambient Air Quality Standards for Ground-level Ozone, Chapter 6	0.7361702127659574	0.7832512315270936	0.7964071856287425	0.781021897810219	0.6758241758241759	0.7485714285714286	0.8380952380952381	0.7142857142857143	0.8095238095238095	0.7878787878787878	0.7892156862745098	0.7904761904761904	0.8476190476190476	0.8317757009345794	0.7714285714285715	0.580952380952381	0.7428571428571429	0.8095238095238095	0.7325581395348837	0.8	0.8532110091743119	0.8067226890756303	0.780952380952381	0.8387096774193549	0.8095238095238095	0.7428571428571429	0.7929292929292929	0.8571428571428571	0.782608695652174	0.7619047619047619	0.8	0.7904761904761904	0.7714285714285715	0.7714285714285715	0.8493150684931506	0.9142857142857143	0.780952380952381
Basic characteristics of the fall tourism market.	0.8680851063829788	0.8620689655172413	0.8323353293413174	0.8175182481751825	0.8296703296703297	0.8571428571428571	0.7959183673469388	0.7678571428571429	0.7647058823529411	0.8181818181818182	0.8627450980392157	0.7590361445783133	0.8163265306122449	0.8037383177570093	0.7924528301886793	0.7164179104477612	0.8367346938775511	0.7755102040816326	0.8372093023255814	0.7439024390243902	0.7614678899082569	0.8235294117647058	0.7526881720430108	0.7580645161290323	0.7628865979381443	0.8	0.8434343434343434	0.7572815533980582	0.8260869565217391	0.7662337662337663	0.7755102040816326	0.8285714285714286	0.7878787878787878	0.7831325301204819	0.9013698630136986	0.8571428571428571	0.7777777777777778
Acute respiratory health effects of air pollution on children with asthma in US inner cities	0.7829787234042553	0.7931034482758621	0.7844311377245509	0.7883211678832117	0.7747252747252747	0.7885714285714286	0.8260869565217391	0.75	0.8152173913043478	0.7045454545454546	0.7843137254901961	0.7065217391304348	0.7934782608695652	0.7850467289719626	0.75	0.7282608695652174	0.8478260869565217	0.8152173913043478	0.7848837209302325	0.7717391304347826	0.7339449541284404	0.7563025210084033	0.8172043010752689	0.6854838709677419	0.711340206185567	0.8043478260869565	0.7676767676767676	0.7766990291262136	0.75	0.7717391304347826	0.7717391304347826	0.7717391304347826	0.717391304347826	0.7717391304347826	0.8493150684931506	0.9130434782608695	0.75
Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution	0.7957446808510639	0.7931034482758621	0.7784431137724551	0.8029197080291971	0.7692307692307693	0.7828571428571428	0.8125	0.78125	0.15625	0.6893939393939394	0.8088235294117647	0.7916666666666666	0.7916666666666666	0.8130841121495327	0.7083333333333334	0.7604166666666666	0.8229166666666666	0.8020833333333334	0.7558139534883721	0.8020833333333334	0.7614678899082569	0.8235294117647058	0.84375	0.7661290322580645	0.845360824742268	0.7604166666666666	0.7727272727272727	0.8252427184466019	0.7717391304347826	0.78125	0.8125	0.7916666666666666	0.8020833333333334	0.7708333333333334	0.8438356164383561	0.90625	0.7604166666666666
Air pollution and exacerbation of asthma in African-American children in Los Angeles	0.8	0.7832512315270936	0.7904191616766467	0.7664233576642335	0.7637362637362637	0.7714285714285715	0.8095238095238095	0.6904761904761905	0.8117647058823529	0.7424242424242424	0.7941176470588235	0.6666666666666666	0.7738095238095238	0.7570093457943925	0.7380952380952381	0.7619047619047619	0.8333333333333334	0.7619047619047619	0.7441860465116279	0.7380952380952381	0.7431192660550459	0.7899159663865546	0.7956989247311828	0.7741935483870968	0.7216494845360825	0.8333333333333334	0.803030303030303	0.7572815533980582	0.782608695652174	0.8095238095238095	0.7261904761904762	0.7857142857142857	0.7857142857142857	0.8214285714285714	0.8657534246575342	0.9166666666666666	0.7380952380952381
Fish Consumption Patterns and Blood Mercury Levels in Wisconsin Chippewa Indians	0.8127659574468085	0.7881773399014779	0.7365269461077845	0.7664233576642335	0.8021978021978022	0.7942857142857143	0.8125	0.7625	0.788235294117647	0.7878787878787878	0.7990196078431373	0.7710843373493976	0.8	0.794392523364486	0.7625	0.825	0.8625	0.775	0.7790697674418605	0.7926829268292683	0.7339449541284404	0.7899159663865546	0.8387096774193549	0.7741935483870968	0.7319587628865979	0.85	0.803030303030303	0.7864077669902912	0.7934782608695652	0.875	0.775	0.825	0.8	0.8674698795180723	0.8602739726027397	0.8625	0.775
What Determines the Value of Life? A Meta-Analysis	0.8553191489361702	0.8472906403940886	0.8143712574850299	0.8248175182481752	0.8241758241758241	0.84	0.82	0.8392857142857143	0.8117647058823529	0.7954545454545454	0.8431372549019608	0.7228915662650602	0.72	0.7850467289719626	0.8490566037735849	0.7761194029850746	0.76	0.76	0.7906976744186046	0.8170731707317073	0.7798165137614679	0.8151260504201681	0.7956989247311828	0.7983870967741935	0.7731958762886598	0.8	0.8434343434343434	0.7766990291262136	0.8315217391304348	0.8181818181818182	0.9	0.8285714285714286	0.8181818181818182	0.7951807228915663	0.9013698630136986	0.86	0.7777777777777778
Ambient air pollution and respiratory emergency department visits	0.8127659574468085	0.8078817733990148	0.7784431137724551	0.7591240875912408	0.7967032967032966	0.8	0.7692307692307693	0.8	0.7529411764705882	0.7878787878787878	0.7990196078431373	0.5180722891566265	0.7846153846153846	0.7570093457943925	0.7692307692307693	0.835820895522388	0.7692307692307693	0.7538461538461538	0.7616279069767442	0.8048780487804879	0.7339449541284404	0.7983193277310925	0.8279569892473119	0.7661290322580645	0.6907216494845361	0.76	0.8131313131313131	0.7378640776699029	0.7989130434782609	0.8441558441558441	0.7538461538461538	0.8428571428571429	0.8181818181818182	0.8072289156626506	0.8767123287671232	0.8769230769230769	0.8307692307692308
Air Pollution and Hospital Admissions for Chronic Obstructive Pulmonary Disease in Three Metropolitan Areas in the United States	0.7659574468085106	0.7339901477832512	0.7245508982035929	0.8321167883211679	0.7527472527472527	0.7657142857142857	0.84375	0.7734375	0.75	0.8106060606060606	0.7549019607843137	0.734375	0.8046875	0.7890625	0.765625	0.7265625	0.8828125	0.8125	0.7441860465116279	0.734375	0.765625	0.8125	0.7421875	0.765625	0.75	0.75	0.7373737373737373	0.671875	0.7717391304347826	0.765625	0.7734375	0.8046875	0.765625	0.7421875	0.8246575342465754	0.9296875	0.7734375
Air Pollution and Daily Mortality in Three U.S. Counties	0.8425531914893617	0.8078817733990148	0.8143712574850299	0.7956204379562044	0.7967032967032966	0.8114285714285714	0.7857142857142857	0.8214285714285714	0.7294117647058823	0.7651515151515151	0.8284313725490197	0.6265060240963856	0.8214285714285714	0.7476635514018691	0.7321428571428571	0.7910447761194029	0.8214285714285714	0.75	0.7965116279069767	0.6707317073170732	0.7522935779816514	0.8067226890756303	0.7526881720430108	0.8064516129032258	0.7319587628865979	0.8133333333333334	0.8232323232323232	0.7572815533980582	0.8152173913043478	0.7402597402597403	0.6964285714285714	0.8285714285714286	0.803030303030303	0.7710843373493976	0.8904109589041096	0.9107142857142857	0.7936507936507936
The cost of asthma in the emergency department and hospital	0.825531914893617	0.8177339901477833	0.8023952095808383	0.781021897810219	0.8131868131868132	0.8171428571428572	0.8305084745762712	0.847457627118644	0.7529411764705882	0.7651515151515151	0.8137254901960784	0.7228915662650602	0.8305084745762712	0.7476635514018691	0.8135593220338984	0.7761194029850746	0.7796610169491526	0.7966101694915254	0.7906976744186046	0.7682926829268293	0.6880733944954128	0.8067226890756303	0.6989247311827957	0.7419354838709677	0.7525773195876289	0.7066666666666667	0.803030303030303	0.7669902912621359	0.7989130434782609	0.7922077922077922	0.7288135593220338	0.8142857142857143	0.7121212121212122	0.7590361445783133	0.8794520547945206	0.8813559322033898	0.7936507936507936
Reduction in Fine Particulate Air Pollution and Mortality	0.825531914893617	0.8029556650246306	0.7784431137724551	0.8102189781021898	0.7912087912087912	0.7771428571428571	0.7719298245614035	0.7719298245614035	0.6941176470588235	0.7424242424242424	0.8137254901960784	0.7469879518072289	0.8070175438596491	0.7383177570093458	0.7543859649122807	0.7611940298507462	0.7719298245614035	0.7192982456140351	0.8023255813953488	0.7439024390243902	0.7339449541284404	0.8067226890756303	0.7526881720430108	0.7661290322580645	0.7216494845360825	0.7466666666666667	0.8181818181818182	0.7087378640776699	0.8097826086956522	0.7532467532467533	0.8596491228070176	0.8	0.7727272727272727	0.7469879518072289	0.8986301369863013	0.8771929824561403	0.7936507936507936
The effect of air pollution on inner-city children with asthma	0.8425531914893617	0.8275862068965517	0.8203592814371258	0.8029197080291971	0.7857142857142857	0.8171428571428572	0.7903225806451613	0.7580645161290323	0.8	0.7575757575757576	0.8333333333333334	0.6385542168674698	0.7903225806451613	0.7289719626168224	0.8225806451612904	0.8059701492537313	0.8225806451612904	0.8064516129032258	0.8081395348837209	0.7682926829268293	0.7522935779816514	0.8151260504201681	0.7419354838709677	0.7258064516129032	0.7319587628865979	0.7866666666666666	0.8282828282828283	0.7475728155339806	0.8097826086956522	0.7922077922077922	0.7580645161290323	0.7571428571428571	0.7424242424242424	0.7228915662650602	0.8904109589041096	0.9032258064516129	0.8571428571428571
A Poisson process approach for recurrent event data with environmental covariates	0.8042553191489362	0.7733990147783252	0.7305389221556886	0.781021897810219	0.7747252747252747	0.7771428571428571	0.8148148148148148	0.7654320987654321	0.8117647058823529	0.7575757575757576	0.7990196078431373	0.8433734939759037	0.7654320987654321	0.6822429906542056	0.7530864197530864	0.7777777777777778	0.8518518518518519	0.7037037037037037	0.7616279069767442	0.8048780487804879	0.7614678899082569	0.7647058823529411	0.8172043010752689	0.7580645161290323	0.7422680412371134	0.7901234567901234	0.7878787878787878	0.7475728155339806	0.782608695652174	0.8148148148148148	0.7901234567901234	0.8148148148148148	0.7283950617283951	0.8192771084337349	0.8712328767123287	0.9135802469135802	0.7654320987654321
Choices of stratification in Poisson process analysis of recurrent event data with environmental covariates	0.7787234042553192	0.7487684729064039	0.7425149700598802	0.7518248175182481	0.7637362637362637	0.7428571428571429	0.8411214953271028	0.7663551401869159	0.794392523364486	0.7727272727272727	0.7401960784313726	0.719626168224299	0.8130841121495327	0.7383177570093458	0.7757009345794392	0.7289719626168224	0.8598130841121495	0.7476635514018691	0.7441860465116279	0.719626168224299	0.7614678899082569	0.8151260504201681	0.7289719626168224	0.7419354838709677	0.7570093457943925	0.7570093457943925	0.7323232323232324	0.8317757009345794	0.7445652173913043	0.7757009345794392	0.794392523364486	0.7757009345794392	0.7476635514018691	0.8037383177570093	0.8383561643835616	0.9065420560747663	0.7570093457943925
Direct Medical Costs of Coronary Artery Disease in the United States	0.8170212765957446	0.7931034482758621	0.7784431137724551	0.7664233576642335	0.7912087912087912	0.7771428571428571	0.7941176470588235	0.7941176470588235	0.7764705882352941	0.7196969696969697	0.8088235294117647	0.7469879518072289	0.7794117647058824	0.7102803738317757	0.75	0.8088235294117647	0.8382352941176471	0.7647058823529411	0.7674418604651163	0.7073170731707317	0.6972477064220184	0.7815126050420168	0.7849462365591398	0.75	0.7422680412371134	0.8133333333333334	0.803030303030303	0.7475728155339806	0.8043478260869565	0.7532467532467533	0.7205882352941176	0.8428571428571429	0.7205882352941176	0.7831325301204819	0.863013698630137	0.8970588235294118	0.8088235294117647
Development and applications of a standard visual index	0.8340425531914893	0.8226600985221675	0.8263473053892215	0.7883211678832117	0.8076923076923077	0.8228571428571428	0.7090909090909091	0.017857142857142856	0.7647058823529411	0.7878787878787878	0.8480392156862745	0.7228915662650602	0.7818181818181819	0.7570093457943925	0.8909090909090909	0.746268656716418	0.7818181818181819	0.8	0.8023255813953488	0.7317073170731707	0.7614678899082569	0.7815126050420168	0.7634408602150538	0.7903225806451613	0.7216494845360825	0.76	0.8383838383838383	0.7669902912621359	0.8152173913043478	0.7792207792207793	0.7454545454545455	0.7857142857142857	0.8181818181818182	0.7710843373493976	0.8876712328767123	0.8909090909090909	0.7936507936507936
Characterization of PM2.5, gaseous pollutants, and meteorological interactions in the context of time-series health effects models	0.7659574468085106	0.7438423645320197	0.7784431137724551	0.8248175182481752	0.7417582417582418	0.7657142857142857	0.8307692307692308	0.7615384615384615	0.7307692307692307	0.8409090909090909	0.7647058823529411	0.7	0.8076923076923077	0.7538461538461538	0.8	0.7615384615384615	0.8692307692307693	0.8307692307692308	0.7558139534883721	0.7384615384615385	0.7538461538461538	0.8538461538461538	0.7461538461538462	0.7461538461538462	0.7230769230769231	0.7461538461538462	0.7676767676767676	0.7461538461538462	0.7989130434782609	0.7769230769230769	0.823076923076923	0.7615384615384615	0.7307692307692307	0.7615384615384615	0.8136986301369863	0.9153846153846154	0.7846153846153846
Soil chemistry and nutrition of North American spruce-fir stands: evidence for recent change	0.8	0.7733990147783252	0.7425149700598802	0.7956204379562044	0.7472527472527473	0.7885714285714286	0.8152173913043478	0.7391304347826086	0.7934782608695652	0.7803030303030303	0.7892156862745098	0.782608695652174	0.8043478260869565	0.7757009345794392	0.75	0.782608695652174	0.8586956521739131	0.7717391304347826	0.7209302325581395	0.782608695652174	0.7706422018348624	0.7563025210084033	0.8172043010752689	0.7661290322580645	0.8144329896907216	0.8152173913043478	0.7525252525252525	0.8058252427184466	0.75	0.782608695652174	0.7391304347826086	0.7934782608695652	0.75	0.8260869565217391	0.8438356164383561	0.9021739130434783	0.7391304347826086
Air pollution and daily hospital admissions in metropolitan Los Angeles	0.8170212765957446	0.7832512315270936	0.7904191616766467	0.7299270072992701	0.7747252747252747	0.7828571428571428	0.8028169014084507	0.7464788732394366	0.7529411764705882	0.7803030303030303	0.8186274509803921	0.6385542168674698	0.7746478873239436	0.7383177570093458	0.7464788732394366	0.8309859154929577	0.8450704225352113	0.7464788732394366	0.7906976744186046	0.7682926829268293	0.7614678899082569	0.7815126050420168	0.7634408602150538	0.7903225806451613	0.6701030927835051	0.76	0.8181818181818182	0.7378640776699029	0.8206521739130435	0.8181818181818182	0.7746478873239436	0.8169014084507042	0.8169014084507042	0.8192771084337349	0.8712328767123287	0.9154929577464789	0.7746478873239436
Association of asthma symptoms with peak particulate air pollution and effect modification by anti-inflammatory medication use	0.7787234042553192	0.7733990147783252	0.7485029940119761	0.8467153284671532	0.7637362637362637	0.7714285714285715	0.8333333333333334	0.7936507936507936	0.7619047619047619	0.8409090909090909	0.7549019607843137	0.7301587301587301	0.8174603174603174	0.8015873015873016	0.7777777777777778	0.7857142857142857	0.873015873015873	0.8492063492063492	0.7790697674418605	0.753968253968254	0.753968253968254	0.8253968253968254	0.7698412698412699	0.7619047619047619	0.7063492063492064	0.7619047619047619	0.7373737373737373	0.7698412698412699	0.7663043478260869	0.7936507936507936	0.8412698412698413	0.746031746031746	0.753968253968254	0.746031746031746	0.8328767123287671	0.9285714285714286	0.7936507936507936
Asthma symptoms in Hispanic children and daily ambient exposures to toxic and criteria air pollutants	0.7702127659574468	0.7783251231527094	0.7544910179640718	0.8102189781021898	0.7637362637362637	0.7771428571428571	0.8415841584158416	0.7722772277227723	0.6534653465346535	0.7575757575757576	0.7303921568627451	0.7623762376237624	0.8217821782178217	0.8037383177570093	0.7623762376237624	0.7623762376237624	0.8613861386138614	0.8118811881188119	0.75	0.7920792079207921	0.7981651376146789	0.8067226890756303	0.801980198019802	0.782258064516129	0.7920792079207921	0.7227722772277227	0.7727272727272727	0.8543689320388349	0.7717391304347826	0.7920792079207921	0.8217821782178217	0.7722772277227723	0.7524752475247525	0.8118811881188119	0.8410958904109589	0.900990099009901	0.7524752475247525
Acid rain impacts on calcium nutrition and forest health	0.8425531914893617	0.8226600985221675	0.8083832335329342	0.7883211678832117	0.8131868131868132	0.8114285714285714	0.7678571428571429	0.8571428571428571	0.7764705882352941	0.7803030303030303	0.8186274509803921	0.7108433734939759	0.7678571428571429	0.7383177570093458	0.8214285714285714	0.7164179104477612	0.8035714285714286	0.7321428571428571	0.813953488372093	0.7926829268292683	0.7431192660550459	0.7815126050420168	0.7419354838709677	0.7580645161290323	0.7422680412371134	0.7733333333333333	0.8181818181818182	0.7184466019417476	0.7934782608695652	0.7662337662337663	0.8392857142857143	0.8285714285714286	0.7575757575757576	0.6867469879518072	0.8931506849315068	0.8571428571428571	0.746031746031746
A national estimate of the economic costs of asthma 	0.8468085106382979	0.8275862068965517	0.8143712574850299	0.8029197080291971	0.8131868131868132	0.8171428571428572	0.75	0.8214285714285714	0.7647058823529411	0.803030303030303	0.8235294117647058	0.7349397590361446	0.75	0.794392523364486	0.8113207547169812	0.7761194029850746	0.8076923076923077	0.75	0.7906976744186046	0.7560975609756098	0.7339449541284404	0.7983193277310925	0.7526881720430108	0.7741935483870968	0.7628865979381443	0.76	0.803030303030303	0.7572815533980582	0.8097826086956522	0.7792207792207793	0.8076923076923077	0.7714285714285715	0.7575757575757576	0.7831325301204819	0.8876712328767123	0.8846153846153846	0.7619047619047619
"Association of ambient air pollution with respiratory hospitalization in a government-designated ""area of concern"": the case of Windsor"	0.7617021276595745	0.7389162561576355	0.7485029940119761	0.8394160583941606	0.7637362637362637	0.7428571428571429	0.8296296296296296	0.762962962962963	0.7703703703703704	0.8	0.7352941176470589	0.6592592592592592	0.8296296296296296	0.7333333333333333	0.7925925925925926	0.7851851851851852	0.8740740740740741	0.8296296296296296	0.7383720930232558	0.762962962962963	0.7555555555555555	0.7777777777777778	0.725925925925926	0.8074074074074075	0.6222222222222222	0.8	0.7222222222222222	0.7407407407407407	0.7336956521739131	0.7777777777777778	0.8148148148148148	0.725925925925926	0.7703703703703704	0.7407407407407407	0.8136986301369863	0.9407407407407408	0.7851851851851852
