	We are chronically sleep deprived.	Circadian rhythms in the secretion of cortisol, adrenaline and noradrenaline.	Sleepiness as a consequence of shift work.	Concepts and Models of Sleep Regulation: An overview&quot;,	Homeostatic and circadian components of sUbjective alertness interact in a non-additive manner&quot;,	Bimodal distribution of REM sleep latency during forced desynchrony: model implications&quot;,	Review of fatigue detection and prediction technologies._	Effects of loading and unloading cargo on commercial truck driver alertness and performance~ Federal Motor Carrier Safety Administration FMCSA	Pay for Safety: An Economic Alternative for Truck Driver Safety&quot;,	Commercial Motor Vehicle Driver Fatigue, Alertness, and Countermeasures Survey.&quot; Sponsored by U.S. Department of Transportation, Federal Highway Administration.	A Survey of Owner-Operators and Company Drivers on their Use of Three New 'Hours of Service Features,'&quot; OOIDA Foundation,	A Survey of Private Fleets on their Use of Three New 'Hours of Service Features,'&quot;	06 P a 00 00 I' IS 00 os , Ii 00 i~l 1. ________ ~ ____ . ___ .. _ .1 The 'regular' driver, in addition to showing a higher overall effectiveness, also shows much less
Multiday driving patterns and motor carrier accident risk: a disaggregate analysis	0.8414634146341463	0.7439024390243902	0.7804878048780488	0.7926829268292683	0.7821782178217822	0.7553191489361702	0.7682926829268293	0.7394366197183099	0.7439024390243902	0.7515151515151515	0.753968253968254	0.8160919540229885	0.8143712574850299
Hybrid Corn: An Exploration in the Economics of Technological Change	0.8382352941176471	0.7792207792207793	0.7794117647058824	0.8676470588235294	0.7623762376237624	0.8085106382978723	0.6911764705882353	0.8028169014084507	0.8142857142857143	0.793939393939394	0.7857142857142857	0.7816091954022989	0.8383233532934131
Factors associated with falling asleep at the wheel among long-distance truck drivers	0.7647058823529411	0.8235294117647058	0.8	0.7647058823529411	0.7722772277227723	0.8085106382978723	0.7529411764705882	0.7816901408450704	0.788235294117647	0.7818181818181819	0.8015873015873016	0.8160919540229885	0.8203592814371258
The effects of regularizing sleep-wake schedules on daytime sleepiness 	0.7605633802816901	0.8181818181818182	0.7605633802816901	0.7464788732394366	0.7821782178217822	0.7659574468085106	0.7323943661971831	0.7605633802816901	0.8873239436619719	0.806060606060606	0.7857142857142857	0.7701149425287356	0.8263473053892215
Do Electronic Logbooks Contribute to Motor Carrier Safety Performance	0.8115942028985508	0.8051948051948052	0.7536231884057971	0.8115942028985508	0.7722772277227723	0.8191489361702128	0.8260869565217391	0.7183098591549296	0.7571428571428571	0.7878787878787878	0.7857142857142857	0.8045977011494253	0.8383233532934131
Shiftwork and Performance	0.8529411764705882	0.8051948051948052	0.8333333333333334	0.847457627118644	0.8613861386138614	0.851063829787234	0.7894736842105263	0.8661971830985915	0.8285714285714286	0.896969696969697	0.8650793650793651	0.8505747126436781	0.9101796407185628
Black times: temporal determinants of transport safety	0.8148148148148148	0.7792207792207793	0.7222222222222222	0.847457627118644	0.7623762376237624	0.7978723404255319	0.8245614035087719	0.8028169014084507	0.7142857142857143	0.8	0.8174603174603174	0.7816091954022989	0.8502994011976048
Concepts and Models of Sleep Regulation: An overview	0.75	0.7142857142857143	0.8076923076923077	0.11864406779661017	0.7425742574257426	0.7978723404255319	0.7719298245614035	0.8169014084507042	0.8428571428571429	0.8121212121212121	0.7777777777777778	0.7701149425287356	0.844311377245509
Sustained work, fatigue, sleeps loss and performance: a review of the issues	0.7763157894736842	0.8051948051948052	0.7368421052631579	0.7894736842105263	0.7821782178217822	0.776595744680851	0.631578947368421	0.6971830985915493	0.7763157894736842	0.7757575757575758	0.7857142857142857	0.7701149425287356	0.8203592814371258
The Walter Reed performance assessment battery	0.7391304347826086	0.7792207792207793	0.782608695652174	0.8305084745762712	0.7821782178217822	0.7978723404255319	0.8070175438596491	0.7816901408450704	0.8	0.8181818181818182	0.8174603174603174	0.7816091954022989	0.8682634730538922
We are chronically sleep deprived	0.029411764705882353	0.7792207792207793	0.8333333333333334	0.7796610169491526	0.8217821782178217	0.8297872340425532	0.7894736842105263	0.8380281690140845	0.7857142857142857	0.8727272727272727	0.8650793650793651	0.8275862068965517	0.8982035928143712
