	We are chronically sleep deprived.	Circadian rhythms in the secretion of cortisol, adrenaline and noradrenaline.	Sleepiness as a consequence of shift work.	Concepts and Models of Sleep Regulation: An overview&quot;,	Homeostatic and circadian components of sUbjective alertness interact in a non-additive manner&quot;,	Bimodal distribution of REM sleep latency during forced desynchrony: model implications&quot;,	Review of fatigue detection and prediction technologies._	Effects of loading and unloading cargo on commercial truck driver alertness and performance~ Federal Motor Carrier Safety Administration FMCSA	Pay for Safety: An Economic Alternative for Truck Driver Safety&quot;,	Commercial Motor Vehicle Driver Fatigue, Alertness, and Countermeasures Survey.&quot; Sponsored by U.S. Department of Transportation, Federal Highway Administration.	A Survey of Owner-Operators and Company Drivers on their Use of Three New 'Hours of Service Features,'&quot; OOIDA Foundation,	A Survey of Private Fleets on their Use of Three New 'Hours of Service Features,'&quot;	06 P a 00 00 I' IS 00 os , Ii 00 i~l 1. ________ ~ ____ . ___ .. _ .1 The 'regular' driver, in addition to showing a higher overall effectiveness, also shows much less
Hybrid Corn: An Exploration in the Economics of Technological Change	0.34883720930232553	0.24444444444444446	0.3913043478260869	0.33333333333333337	0.34615384615384615	0.23636363636363633	0.33333333333333337	0.24528301886792447	0.3584905660377359	0.2698412698412699	0.3548387096774194	0.3928571428571429	0.4035087719298246
Factors associated with falling asleep at the wheel among long-distance truck drivers	0.30000000000000004	0.2857142857142857	0.2093023255813954	0.2941176470588235	0.26530612244897955	0.3076923076923077	0.15555555555555556	0.19999999999999996	0.4	0.30000000000000004	0.3220338983050848	0.3584905660377359	0.2962962962962963
The effects of regularizing sleep-wake schedules on daytime sleepiness 	0.31707317073170727	0.2558139534883721	0.2272727272727273	0.34615384615384615	0.31999999999999995	0.28301886792452835	0.21739130434782605	0.2549019607843137	0.37254901960784315	0.3114754098360656	0.33333333333333337	0.37037037037037035	0.3090909090909091
Do Electronic Logbooks Contribute to Motor Carrier Safety Performance	0.47619047619047616	0.31818181818181823	0.33333333333333337	0.3584905660377359	0.4117647058823529	0.2962962962962963	0.4042553191489362	0.1923076923076923	0.2692307692307693	0.32258064516129037	0.4426229508196722	0.4181818181818182	0.3928571428571429
Shiftwork and Performance	0.4117647058823529	0.2777777777777778	0.2432432432432432	0.4222222222222223	0.4418604651162791	0.4347826086956522	0.33333333333333337	0.36363636363636365	0.36363636363636365	0.4444444444444444	0.4339622641509434	0.4042553191489362	0.33333333333333337
Black times: temporal determinants of transport safety	0.2777777777777778	0.21052631578947367	0.28205128205128205	0.36170212765957444	0.33333333333333337	0.25	0.31707317073170727	0.26086956521739135	0.34782608695652173	0.4285714285714286	0.4545454545454546	0.4693877551020408	0.43999999999999995
Concepts and Models of Sleep Regulation: An overview	0.36585365853658536	0.34883720930232553	0.2727272727272727	0.07692307692307687	0.36	0.28301886792452835	0.17391304347826086	0.17647058823529416	0.37254901960784315	0.2786885245901639	0.3666666666666667	0.37037037037037035	0.34545454545454546
Sustained work, fatigue, sleeps loss and performance: a review of the issues	0.31707317073170727	0.2558139534883721	0.18181818181818177	0.1923076923076923	0.28	0.24528301886792447	0.17391304347826086	0.21568627450980393	0.2941176470588235	0.2786885245901639	0.33333333333333337	0.33333333333333337	0.23636363636363633
The Walter Reed performance assessment battery	0.2432432432432432	0.23076923076923073	0.35	0.41666666666666663	0.34782608695652173	0.26530612244897955	0.2857142857142857	0.36170212765957444	0.44680851063829785	0.368421052631579	0.4285714285714286	0.43999999999999995	0.4117647058823529
We are chronically sleep deprived	0.030303030303030276	0.2571428571428571	0.33333333333333337	0.40909090909090906	0.38095238095238093	0.37777777777777777	0.26315789473684215	0.34883720930232553	0.4883720930232558	0.4339622641509434	0.46153846153846156	0.4347826086956522	0.44680851063829785
