	State of the Vending Industry Report.” http://www.vendingmarketwatch.com/content/reports/ accessed,	National Automatic Merchandising Association. “Comments of: The National Automatic Merchandising Association.” Docket No.	Business Administration. “Table of Small Business Size Standards Matched to North American Industry Classification System Codes,” Effective	Operators Find Today&apos;s Patrons Favor &apos;Better-For-You&apos; Food Selections In	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Will all Americans Become Overweight or Obese? Estimating the Progression and	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Social Network and Weight Misperception Among Adolescents”. Southern Economic Journal, Forthcoming,	Size Matters: The Influence of Adolescent’s Weight and	Body Weight, Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	An Economic Analysis of Adult Obesity: Results from the Behavioral Risk Factor Surveillance System.”	A Pricing Strategy to Promote Low-Fat Snack Choices through Vending Machines”.	Department of Agriculture Economic Research Service. “Table 15: Sales of meals and snacks away from home by type of outlet.” Food CPI and Expenditures: Food Expenditure Tables. http://www.ers.usda.gov/Briefing/CPIFoodAndExpenditures/Data/ Accessed 10/8/2010.	Testing Laboratory. “Quality Nutrition Analysis.” http://www.rlfoodtestinglaboratory.com/services.asp, accessed	Evaluation of Recordkeeping Costs for Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin of FDA&apos;s Center for Food Safety and Applied Nutrition. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	City’s Soda Cost Millions Monthly: Tax on Soft Drinks	Taxing Food: Implications for Public	Ounces of Prevention — The Public Policy Case for Taxes on Sugared Beverages.” New England	The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes.”	Schoolchildren’s Consumption of Competitive Foods and Beverages, Excluding à la	Choose Beverages and Foods to Moderate your Intake of Sugars: Measurement Requires Quantification.	Measuring the Health of the U.S.	Obesity-Related Quality-Adusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Separating what We Eat from where:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Modeling weight-loss maintenance to help prevent body weight regain,”	School Vending Machine Use and Fast-Food Restaurant Use Are Associated with Sugar Sweetened Beverage Intake in Youth.”
Choose Beverages and Foods to Moderate your Intake of Sugars: Measurement Requires Quantification	0.36111111111111116	0.45945945945945943	0.44999999999999996	0.5263157894736843	0.6153846153846154	0.46153846153846156	0.78125	0.5789473684210527	0.4871794871794872	0.46341463414634143	0.525	0.4571428571428572	0.5	0.5757575757575757	0.5277777777777778	0.5609756097560976	0.5384615384615384	0.36111111111111116	0.43243243243243246	0.45833333333333337	0.5238095238095238	0.5283018867924528	0.5	0.5142857142857142	0.5121951219512195	0.525	0.41666666666666663	0.033333333333333326	0.5454545454545454	0.6086956521739131	0.525	0.5454545454545454	0.5757575757575757	0.5227272727272727	0.34285714285714286	0.5945945945945945	0.5277777777777778	0.4411764705882353	0.5128205128205128	0.5277777777777778	0.42105263157894735
Modeling weight-loss maintenance to help prevent body weight regain	0.47058823529411764	0.5294117647058824	0.5135135135135135	0.5151515151515151	0.4838709677419355	0.48571428571428577	0.6666666666666667	0.3793103448275862	0.4242424242424242	0.5263157894736843	0.47058823529411764	0.53125	0.3793103448275862	0.46153846153846156	0.3571428571428571	0.4242424242424242	0.48484848484848486	0.5142857142857142	0.4545454545454546	0.574468085106383	0.4285714285714286	0.5800000000000001	0.5806451612903225	0.5	0.5	0.5555555555555556	0.48484848484848486	0.5142857142857142	0.5357142857142857	0.6097560975609756	0.5555555555555556	0.4814814814814815	0.5185185185185186	0.4736842105263158	0.4545454545454546	0.4482758620689655	0.4137931034482759	0.4666666666666667	0.40625	0.08333333333333337	0.48571428571428577
Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling: A Natural Experiment	0.525	0.41666666666666663	0.44999999999999996	0.5641025641025641	0.4571428571428572	0.42105263157894735	0.7419354838709677	0.5	0.4054054054054054	0.46341463414634143	0.4473684210526315	0.4571428571428572	0.5405405405405406	0.53125	0.4411764705882353	0.36111111111111116	0.45945945945945943	0.4473684210526315	0.4736842105263158	0.45833333333333337	0.41025641025641024	0.5	0.5833333333333333	0.32258064516129037	0.475	0.4054054054054054	0.37142857142857144	0.4871794871794872	0.5882352941176471	0.5777777777777777	0.4871794871794872	0.4516129032258065	0.53125	0.2894736842105263	0.43243243243243246	0.47058823529411764	0.4411764705882353	0.1724137931034483	0.43243243243243246	0.48571428571428577	0.5365853658536586
Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City	0.5116279069767442	0.44999999999999996	0.4772727272727273	0.475	0.4473684210526315	0.41463414634146345	0.7428571428571429	0.4473684210526315	0.4	0.41860465116279066	0.47619047619047616	0.525	0.525	0.47058823529411764	0.43243243243243246	0.3157894736842105	0.41025641025641024	0.4390243902439024	0.42500000000000004	0.42000000000000004	0.40476190476190477	0.4339622641509434	0.5641025641025641	0.41666666666666663	0.4285714285714286	0.4390243902439024	0.5238095238095238	0.5116279069767442	0.675	0.5625	0.4	0.5277777777777778	0.5555555555555556	0.05555555555555558	0.46341463414634143	0.5	0.4736842105263158	0.34285714285714286	0.42500000000000004	0.4736842105263158	0.5227272727272727
Annual Medical Spending Attributable to Obesity: Payer- and Service-Specific Estimates	0.4736842105263158	0.4864864864864865	0.4358974358974359	0.4285714285714286	0.3939393939393939	0.4054054054054054	0.7741935483870968	0.3939393939393939	0.24242424242424243	0.41025641025641024	0.4736842105263158	0.4411764705882353	0.3939393939393939	0.5161290322580645	0.1428571428571429	0.38888888888888884	0.5263157894736843	0.34285714285714286	0.45945945945945943	0.47916666666666663	0.4358974358974359	0.45999999999999996	0.5714285714285714	0.40625	0.42105263157894735	0.43243243243243246	0.4444444444444444	0.4736842105263158	0.53125	0.5348837209302326	0.43243243243243246	0.43333333333333335	0.5161290322580645	0.4	0.45945945945945943	0.4545454545454546	0.47058823529411764	0.4242424242424242	0.45945945945945943	0.375	0.525
Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children	0.5135135135135135	0.4411764705882353	0.4736842105263158	0.5945945945945945	0.5714285714285714	0.5263157894736843	0.6538461538461539	0.5294117647058824	0.4722222222222222	0.525	0.5135135135135135	0.48484848484848486	0.48484848484848486	0.5666666666666667	0.4193548387096774	0.4722222222222222	0.29032258064516125	0.5135135135135135	0.4117647058823529	0.5714285714285714	0.43243243243243246	0.52	0.53125	0.5454545454545454	0.41666666666666663	0.5526315789473684	0.5277777777777778	0.4722222222222222	0.48275862068965514	0.5365853658536586	0.4722222222222222	0.48275862068965514	0.6129032258064516	0.4358974358974359	0.4117647058823529	0.5	0.31034482758620685	0.31034482758620685	0.13793103448275867	0.3666666666666667	0.4864864864864865
The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US	0.475	0.525	0.4390243902439024	0.43243243243243246	0.4444444444444444	0.41025641025641024	0.8285714285714285	0.4864864864864865	0.3055555555555556	0.08823529411764708	0.5121951219512195	0.5641025641025641	0.5263157894736843	0.46875	0.4722222222222222	0.39473684210526316	0.4473684210526315	0.3055555555555556	0.5	0.3829787234042553	0.5116279069767442	0.43137254901960786	0.48571428571428577	0.4117647058823529	0.3421052631578947	0.3513513513513513	0.36111111111111116	0.4358974358974359	0.5714285714285714	0.5333333333333333	0.475	0.48484848484848486	0.6	0.40476190476190477	0.46153846153846156	0.5	0.5135135135135135	0.5135135135135135	0.5	0.5135135135135135	0.5238095238095238
Schoolchildren�s Consumption of Competitive Foods and Beverages, Excluding � la Carte	1.0	1.0	1.0	0.5135135135135135	0.5675675675675675	1.0	0.7741935483870968	0.48571428571428577	0.38888888888888884	1.0	1.0	1.0	0.4411764705882353	0.6060606060606061	0.5555555555555556	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4545454545454546	1.0	1.0	1.0	0.43243243243243246	0.53125	1.0	1.0	0.53125	0.5161290322580645	0.5454545454545454	1.0	0.5833333333333333	0.5142857142857142	0.47058823529411764	0.5384615384615384	1.0	1.0
A Pricing Strategy to Promote Low-Fat Snack Choices through Vending Machines	0.45945945945945943	0.4722222222222222	0.5365853658536586	0.5405405405405406	0.5555555555555556	0.4736842105263158	0.7241379310344828	0.5142857142857142	0.45945945945945943	0.5121951219512195	0.41666666666666663	0.5142857142857142	0.47058823529411764	0.6363636363636364	0.40625	0.5384615384615384	0.4722222222222222	0.5	0.06896551724137934	0.5306122448979591	0.5365853658536586	0.5098039215686274	0.5588235294117647	0.5714285714285714	0.525	0.5	0.5135135135135135	0.41666666666666663	0.5625	0.5909090909090908	0.45945945945945943	0.5625	0.59375	0.42500000000000004	0.4444444444444444	0.6111111111111112	0.40625	0.40625	0.4	0.4545454545454546	0.38888888888888884
Social Network and Weight Misperception Among Adolescents	0.48571428571428577	0.40625	0.5263157894736843	0.6111111111111112	0.5454545454545454	0.4571428571428572	0.625	0.4	0.48571428571428577	0.575	0.23333333333333328	0.4	0.4	0.5862068965517242	0.43333333333333335	0.48571428571428577	0.6216216216216216	0.5277777777777778	0.4242424242424242	0.5833333333333333	0.4864864864864865	0.5882352941176471	0.5483870967741935	0.5625	0.5526315789473684	0.3939393939393939	0.5	0.5277777777777778	0.5	0.6511627906976745	0.5675675675675675	0.4444444444444444	0.42307692307692313	0.4871794871794872	0.47058823529411764	0.5625	0.5757575757575757	0.53125	0.5142857142857142	0.3793103448275862	0.4571428571428572
Body Weight, Self-Perception and Mental Health among Adolescents	0.5	0.5135135135135135	0.46153846153846156	0.5	0.47058823529411764	0.38888888888888884	0.7666666666666666	0.4242424242424242	0.41666666666666663	0.5121951219512195	0.41666666666666663	0.4242424242424242	0.07407407407407407	0.5483870967741935	0.3548387096774194	0.45945945945945943	0.5897435897435898	0.5	0.4444444444444444	0.56	0.5	0.5098039215686274	0.5588235294117647	0.5294117647058824	0.525	0.45945945945945943	0.4285714285714286	0.5	0.4666666666666667	0.5581395348837209	0.5	0.4666666666666667	0.5	0.5	0.4864864864864865	0.6111111111111112	0.5	0.5	0.4444444444444444	0.3548387096774194	0.5128205128205128
Do Nutrition Labels Improve Dietary Outcomes	0.5555555555555556	0.5714285714285714	0.5135135135135135	0.46875	0.3793103448275862	0.641025641025641	0.6666666666666667	0.53125	0.5142857142857142	0.5263157894736843	0.5945945945945945	0.6176470588235294	0.6176470588235294	0.4	0.4666666666666667	0.5555555555555556	0.5294117647058824	0.5142857142857142	0.6216216216216216	0.6041666666666667	0.4722222222222222	0.5800000000000001	0.6666666666666667	0.5	0.5405405405405406	0.5555555555555556	0.5714285714285714	0.5945945945945945	0.6333333333333333	0.6097560975609756	0.5555555555555556	0.5862068965517242	0.6666666666666667	0.5128205128205128	0.5428571428571429	0.04347826086956519	0.5161290322580645	0.5161290322580645	0.5428571428571429	0.4666666666666667	0.641025641025641
Bias, Discrimination, and Obesity	0.5882352941176471	0.6060606060606061	0.5428571428571429	0.5483870967741935	0.4642857142857143	0.6388888888888888	0.6666666666666667	0.4642857142857143	0.5	0.5555555555555556	0.6285714285714286	0.65625	0.5172413793103448	0.4347826086956522	0.5	0.5	0.6060606060606061	0.5	0.6176470588235294	0.6595744680851063	0.5833333333333333	0.6326530612244898	0.6206896551724138	0.5862068965517242	0.5714285714285714	0.5882352941176471	0.5625	0.5882352941176471	0.6785714285714286	0.6052631578947368	0.5454545454545454	0.52	0.6666666666666667	0.6153846153846154	0.5757575757575757	0.42307692307692313	0.5	0.6	0.5757575757575757	0.4444444444444444	0.6756756756756757
The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes	0.5128205128205128	0.3529411764705882	0.475	0.5526315789473684	0.4411764705882353	0.4473684210526315	0.7333333333333334	0.4411764705882353	0.38888888888888884	0.368421052631579	0.38888888888888884	0.3939393939393939	0.48571428571428577	0.5161290322580645	0.47058823529411764	0.34285714285714286	0.5263157894736843	0.43243243243243246	0.5	0.44680851063829785	0.5121951219512195	0.4901960784313726	0.4375	0.4545454545454546	0.42105263157894735	0.06666666666666665	0.3529411764705882	0.5128205128205128	0.53125	0.6	0.43243243243243246	0.4838709677419355	0.4666666666666667	0.4390243902439024	0.45945945945945943	0.5428571428571429	0.5555555555555556	0.47058823529411764	0.575	0.5555555555555556	0.5609756097560976
Ounces of Prevention � The Public Policy Case for Taxes on Sugared Beverages	1.0	1.0	1.0	0.4117647058823529	0.5142857142857142	1.0	0.7666666666666666	0.4242424242424242	0.32352941176470584	1.0	1.0	1.0	0.47058823529411764	0.5	0.40625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4375	1.0	1.0	1.0	0.45945945945945943	0.5161290322580645	1.0	1.0	0.4666666666666667	0.6363636363636364	0.5	1.0	0.5294117647058824	0.4545454545454546	0.4545454545454546	0.4444444444444444	1.0	1.0
