	Managing for Safer Food: The Economics of Sanitation and	Does the Value of a Statistical Life Vary with Age and Health Status? Evidence from the United States and Canada.” Resources for the Future, Discussion Paper,	Economic News Release: Employment Cost Index.” http://www.bls.gov/news.release/eci.toc.htm.	Health Status Index in Cost Effectiveness. Analysis of PKO Program.”	Disease Control and Prevention. http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5414a2.htm Consumer Price Index – All Urban Consumers, Medical Care Services, Bureau of Labor Statistics,	Measuring the Health of the United States Population.” Microeconomics, Brookings Paper,	Health Care Contingent Valuation Studies: A Review and	Foodborne Illness Cost Calculator for Salmonella.	Per Capita Consumption of Selected Food Products. http://www.ers.usda.gov/	Foodborne Diseases Active Surveillance Network,	Catfish and Basa Imports Continue to Increase Despite Confirmed Antidumping”, Market News,	Data: U.S. trade data, U.S. Imports Trade data.	Reddy and the FoodNet Working Group.	USDA/FSIS Technical Center,	Willingness to Pay for a Quality-adjusted Life Year: In	What is the Price of Life and Why Doesn’t It Increase at the Rate of Inflation?” Arch Intern Med,	Foodborne Disease Handbook. 2 nd edition, vol.1 Bacterial Pathogens.	The Quality of WellBeing Scale: Rationale for a Single Quality of Life Index.” From Quality of Life Assessment: Key Issues in the 1990s.	The economic impact of the catfish industry on Chicot County,	Food-Related Illness and Death in the United States.” Emerging Infectious Diseases,	FDA Labeling Cost Model.” Prepared for the U.S. Department of Health and Human Services. Research Triangle Park,	Managing for Safer Food: The Economics of Sanitation and	Physician Characteristics and Distribution in the United States.” 2002-2003 Edition.	Food Poisoning, Economic Implications.” Encyclopedia of Food Sciences	Processing Channel Catfish. South Regional Aquaculture Center,	Post-Salmonella Reactive Arthritis:	Department of Agriculture. Food Safety and Inspection Service. Office of Public Health Science.	Department of Agriculture /National Agricultural Statistics Service (USDA/NASS).	Federal Register. 21 CFR Parts 123 and 1240: Procedures for the Safe and Sanitary Processing and Importing of Fish and Fishery Products; Final Rule.	Trade Commission (USITC).	HACCP as a Regulatory Innovation to Improve Food Safety in the Meat Industry.”	Tauxe and the Food Networking Group.	Physician Socioeconomic Statistics.” 2000-2002 Edition: Profiles for Detailed Specialties, Selected States and Practice Arrangements.	Occurrence and Control of Salmonella in Freshwater Catfish,	The Costs of Visits to Emergency Departments.” The New England	Appendix “The Value of Consumer Loss Relating to Foodborne Reactive Arthritis.” 63FR 24254,	means 500 or less full-time equivalent (FTE) employees (Small Business Administration (SBA) definition) ** North American Industry Classification System (NAICS) code,
The Costs of Visits to Emergency Departments	0.8035714285714286	0.8227848101265823	0.8351648351648352	0.7941176470588235	0.8611111111111112	0.7586206896551724	0.7777777777777778	0.8367346938775511	0.7567567567567568	0.8085106382978723	0.7666666666666667	0.8936170212765957	0.8409090909090909	0.8409090909090909	0.8	0.7938144329896907	0.7941176470588235	0.8014705882352942	0.7377049180327869	0.7590361445783133	0.7946428571428571	0.8035714285714286	0.7738095238095238	0.782608695652174	0.7580645161290323	0.7954545454545454	0.8	0.8125	0.8445945945945946	0.7954545454545454	0.7692307692307693	0.8409090909090909	0.7969924812030075	0.7796610169491526	0.2903225806451613	0.7472527472527473	0.8554216867469879
Willingness to Pay for a Quality-adjusted Life Year: In Search of a Standard	0.7368421052631579	0.7784810126582279	0.8571428571428571	0.8289473684210527	0.8055555555555556	0.8045977011494253	0.75	0.7763157894736842	0.8947368421052632	0.8026315789473685	0.8111111111111111	0.8026315789473685	0.8421052631578947	0.8947368421052632	0.27631578947368424	0.7731958762886598	0.8421052631578947	0.7205882352941176	0.7894736842105263	0.8072289156626506	0.7053571428571429	0.7368421052631579	0.8333333333333334	0.8552631578947368	0.7894736842105263	0.8289473684210527	0.7684210526315789	0.8625	0.777027027027027	0.881578947368421	0.8717948717948718	0.8421052631578947	0.7819548872180451	0.8026315789473685	0.7763157894736842	0.8131868131868132	0.8192771084337349
What is the Price of Life and Why Doesn�t It Increase at the Rate of Inflation?	0.759493670886076	1.0	1.0	1.0	1.0	1.0	0.7341772151898734	0.7848101265822784	0.8227848101265823	0.810126582278481	1.0	0.7721518987341772	0.8227848101265823	0.8734177215189873	0.7848101265822784	1.0	0.7974683544303798	1.0	0.759493670886076	1.0	1.0	0.759493670886076	1.0	1.0	0.8227848101265823	0.8227848101265823	0.7473684210526316	0.8625	0.7297297297297297	0.8860759493670886	1.0	0.810126582278481	1.0	0.759493670886076	1.0	1.0	0.7891566265060241
Post-Salmonella Reactive Arthritis: Late Clinical Sequelae in A Point Source Cohort	0.8072289156626506	0.7468354430379747	0.8681318681318682	0.8192771084337349	0.8	0.8160919540229885	0.7831325301204819	0.7831325301204819	0.8795180722891566	0.7710843373493976	0.8222222222222222	0.8072289156626506	0.8192771084337349	0.8072289156626506	0.7951807228915663	0.8041237113402062	0.7951807228915663	0.7573529411764706	0.7469879518072289	0.8192771084337349	0.7946428571428571	0.8072289156626506	0.8214285714285714	0.7951807228915663	0.7469879518072289	0.5783132530120482	0.8105263157894737	0.8313253012048193	0.8040540540540541	0.8674698795180723	0.8192771084337349	0.8072289156626506	0.7518796992481203	0.8072289156626506	0.8313253012048193	0.8241758241758241	0.7951807228915663
Salmonella Cost Estimate Updated Using FoodNet Data	0.8392857142857143	0.8164556962025317	0.8021978021978022	0.75	0.8555555555555555	0.7471264367816092	0.7592592592592593	0.7843137254901961	0.7702702702702703	0.7843137254901961	0.7555555555555555	0.7647058823529411	0.7843137254901961	0.8627450980392157	0.8363636363636363	0.7938144329896907	0.7794117647058824	0.8088235294117647	0.7868852459016393	0.7228915662650602	0.7946428571428571	0.8392857142857143	0.7857142857142857	0.782608695652174	0.8225806451612904	0.7450980392156863	0.8	0.8	0.8108108108108109	0.8431372549019608	0.7564102564102564	0.7647058823529411	0.8120300751879699	0.7966101694915254	0.7580645161290323	0.8021978021978022	0.8433734939759037
Economic Foundations of Cost-Effectiveness Analysis	0.8392857142857143	0.8481012658227848	0.7252747252747253	0.5882352941176471	0.8555555555555555	0.8160919540229885	0.8703703703703703	0.8431372549019608	0.7837837837837838	0.8431372549019608	0.8111111111111111	0.9019607843137255	0.8235294117647058	0.8627450980392157	0.8363636363636363	0.8144329896907216	0.8235294117647058	0.8088235294117647	0.7868852459016393	0.7831325301204819	0.8214285714285714	0.8392857142857143	0.8095238095238095	0.7391304347826086	0.8225806451612904	0.7647058823529411	0.7894736842105263	0.775	0.8445945945945946	0.8431372549019608	0.7564102564102564	0.803921568627451	0.7744360902255639	0.7796610169491526	0.8225806451612904	0.7912087912087912	0.8313253012048193
Income	0.9285714285714286	0.9683544303797469	0.945054945054945	0.9264705882352942	0.9722222222222222	0.9425287356321839	0.9444444444444444	0.8775510204081632	0.9459459459459459	0.9361702127659575	0.9333333333333333	0.9361702127659575	0.9166666666666666	0.8518518518518519	0.9454545454545454	0.9484536082474226	0.9411764705882353	0.9632352941176471	0.9344262295081968	0.9397590361445783	0.9642857142857143	0.9285714285714286	0.9523809523809523	0.927536231884058	0.9516129032258065	0.9142857142857143	0.9473684210526315	0.95	0.9662162162162162	0.92	0.9358974358974359	0.9166666666666666	0.9624060150375939	0.9152542372881356	0.9354838709677419	0.9560439560439561	0.963855421686747
The Value of Consumer Loss  Relating to Foodborne Reactive Arthritis	0.7941176470588235	0.7468354430379747	0.7912087912087912	0.8382352941176471	0.8111111111111111	0.7471264367816092	0.7647058823529411	0.7794117647058824	0.7702702702702703	0.7794117647058824	0.7777777777777778	0.7941176470588235	0.7941176470588235	0.8823529411764706	0.7794117647058824	0.7319587628865979	0.8088235294117647	0.7352941176470589	0.7647058823529411	0.7831325301204819	0.7410714285714286	0.7941176470588235	0.8095238095238095	0.8695652173913043	0.8382352941176471	0.6470588235294118	0.7684210526315789	0.8	0.7905405405405406	0.8088235294117647	0.7948717948717948	0.75	0.7744360902255639	0.75	0.7647058823529411	0.27472527472527475	0.8012048192771084
Does the Value  of a Statistical Life Vary with Age and Health Status? Evidence from the  United States and Canada	0.7543859649122807	0.3037974683544304	0.8333333333333334	0.7719298245614035	0.8	0.7894736842105263	0.7368421052631579	0.8245614035087719	0.8157894736842105	0.8245614035087719	0.7894736842105263	0.7894736842105263	0.8508771929824561	0.8947368421052632	0.7894736842105263	0.7368421052631579	0.7719298245614035	0.75	0.7631578947368421	0.7192982456140351	0.8421052631578947	0.7543859649122807	0.7368421052631579	0.8157894736842105	0.7982456140350878	0.8157894736842105	0.7543859649122807	0.7368421052631579	0.7702702702702703	0.8859649122807017	0.7543859649122807	0.8421052631578947	0.706766917293233	0.7807017543859649	0.7456140350877193	0.7631578947368421	0.7771084337349398
The Value of Reducing Risks  of Death: A Note on New Empirical Evidence	0.8309859154929577	0.7658227848101266	0.8461538461538461	0.8450704225352113	0.8388888888888889	0.7471264367816092	0.7887323943661971	0.8028169014084507	0.8648648648648649	0.7887323943661971	0.7888888888888889	0.8450704225352113	0.7887323943661971	0.8450704225352113	0.8309859154929577	0.7422680412371134	0.8028169014084507	0.7352941176470589	0.7464788732394366	0.7710843373493976	0.7589285714285714	0.8309859154929577	0.7619047619047619	0.8450704225352113	0.8169014084507042	0.8169014084507042	0.7368421052631579	0.8375	0.7972972972972973	0.8591549295774648	0.8333333333333334	0.7746478873239436	0.7819548872180451	0.7887323943661971	0.7323943661971831	0.7142857142857143	0.7891566265060241
