	State of the Vending Industry Report.” http://www.vendingmarketwatch.com/content/reports/ accessed,	National Automatic Merchandising Association. “Comments of: The National Automatic Merchandising Association.” Docket No.	Business Administration. “Table of Small Business Size Standards Matched to North American Industry Classification System Codes,” Effective	Operators Find Today&apos;s Patrons Favor &apos;Better-For-You&apos; Food Selections In	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Will all Americans Become Overweight or Obese? Estimating the Progression and	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Social Network and Weight Misperception Among Adolescents”. Southern Economic Journal, Forthcoming,	Size Matters: The Influence of Adolescent’s Weight and	Body Weight, Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	An Economic Analysis of Adult Obesity: Results from the Behavioral Risk Factor Surveillance System.”	A Pricing Strategy to Promote Low-Fat Snack Choices through Vending Machines”.	Department of Agriculture Economic Research Service. “Table 15: Sales of meals and snacks away from home by type of outlet.” Food CPI and Expenditures: Food Expenditure Tables. http://www.ers.usda.gov/Briefing/CPIFoodAndExpenditures/Data/ Accessed 10/8/2010.	Testing Laboratory. “Quality Nutrition Analysis.” http://www.rlfoodtestinglaboratory.com/services.asp, accessed	Evaluation of Recordkeeping Costs for Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin of FDA&apos;s Center for Food Safety and Applied Nutrition. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	City’s Soda Cost Millions Monthly: Tax on Soft Drinks	Taxing Food: Implications for Public	Ounces of Prevention — The Public Policy Case for Taxes on Sugared Beverages.” New England	The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes.”	Schoolchildren’s Consumption of Competitive Foods and Beverages, Excluding à la	Choose Beverages and Foods to Moderate your Intake of Sugars: Measurement Requires Quantification.	Measuring the Health of the U.S.	Obesity-Related Quality-Adusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Separating what We Eat from where:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Modeling weight-loss maintenance to help prevent body weight regain,”	School Vending Machine Use and Fast-Food Restaurant Use Are Associated with Sugar Sweetened Beverage Intake in Youth.”
An Economic Analysis of Adult Obesity: Results from the Behavioral Risk Factor Surveillance System	0.8888888888888888	0.7768595041322314	0.7553956834532374	0.8163265306122449	0.7755102040816326	0.8787878787878788	0.8877551020408163	0.7959183673469388	0.7857142857142857	0.822429906542056	0.898989898989899	0.826530612244898	0.8061224489795918	0.8367346938775511	0.7857142857142857	0.826530612244898	0.7551020408163265	0.02	0.7959183673469388	0.8062015503875969	0.8018018018018018	0.8153310104529616	0.7755102040816326	0.8163265306122449	0.826530612244898	0.8367346938775511	0.7857142857142857	0.8571428571428571	0.826530612244898	0.8163265306122449	0.7857142857142857	0.7551020408163265	0.8163265306122449	0.8431372549019608	0.7787610619469026	0.8061224489795918	0.7857142857142857	0.7857142857142857	0.86	0.7959183673469388	0.8050847457627118
Choose Beverages and Foods to Moderate your Intake of Sugars: Measurement Requires Quantification	0.8484848484848485	0.768595041322314	0.7841726618705036	0.8144329896907216	0.7938144329896907	0.8383838383838383	0.9072164948453608	0.7938144329896907	0.8144329896907216	0.8130841121495327	0.8181818181818182	0.7731958762886598	0.7731958762886598	0.845360824742268	0.8247422680412371	0.7938144329896907	0.7731958762886598	0.84	0.7731958762886598	0.8023255813953488	0.8558558558558559	0.8257839721254355	0.7938144329896907	0.8041237113402062	0.7422680412371134	0.8144329896907216	0.7835051546391752	0.01020408163265306	0.845360824742268	0.8041237113402062	0.8041237113402062	0.8041237113402062	0.8247422680412371	0.7450980392156863	0.7345132743362832	0.8041237113402062	0.8041237113402062	0.7628865979381443	0.8	0.7731958762886598	0.711864406779661
Modeling weight-loss maintenance to help prevent body weight regain	0.8282828282828283	0.7933884297520661	0.7841726618705036	0.7586206896551724	0.7910447761194029	0.7777777777777778	0.8208955223880597	0.8051948051948052	0.7710843373493976	0.7663551401869159	0.7575757575757576	0.7014925373134329	0.7164179104477612	0.8059701492537313	0.8208955223880597	0.7865168539325843	0.8714285714285714	0.8	0.782051282051282	0.8527131782945736	0.7927927927927928	0.8571428571428571	0.7910447761194029	0.8059701492537313	0.7888888888888889	0.7415730337078652	0.8227848101265823	0.7551020408163265	0.7611940298507462	0.8552631578947368	0.7974683544303798	0.7611940298507462	0.7611940298507462	0.7745098039215687	0.7610619469026548	0.7761194029850746	0.8208955223880597	0.7894736842105263	0.76	0.028985507246376812	0.7542372881355932
Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling: A Natural Experiment	0.8888888888888888	0.768595041322314	0.7841726618705036	0.8762886597938144	0.7628865979381443	0.7676767676767676	0.8969072164948454	0.7422680412371134	0.8041237113402062	0.8130841121495327	0.8282828282828283	0.6907216494845361	0.7731958762886598	0.845360824742268	0.7835051546391752	0.7835051546391752	0.7628865979381443	0.86	0.7938144329896907	0.8178294573643411	0.8558558558558559	0.8153310104529616	0.7731958762886598	0.8041237113402062	0.8041237113402062	0.7731958762886598	0.8350515463917526	0.7653061224489796	0.8247422680412371	0.8350515463917526	0.7835051546391752	0.7938144329896907	0.8247422680412371	0.7745098039215687	0.7079646017699115	0.8144329896907216	0.7525773195876289	0.21649484536082475	0.86	0.7628865979381443	0.7033898305084746
Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City	0.87	0.8016528925619835	0.7985611510791367	0.81	0.79	0.81	0.87	0.79	0.8	0.7663551401869159	0.82	0.8	0.81	0.88	0.82	0.8	0.77	0.85	0.8	0.8294573643410853	0.8288288288288288	0.8153310104529616	0.8	0.8	0.78	0.82	0.82	0.76	0.84	0.8	0.79	0.82	0.81	0.0196078431372549	0.7787610619469026	0.82	0.74	0.72	0.82	0.78	0.7711864406779662
Annual Medical Spending Attributable to Obesity: Payer- and Service-Specific Estimates	0.8282828282828283	0.7520661157024794	0.7697841726618705	0.896551724137931	0.7790697674418605	0.797979797979798	0.8837209302325582	0.7790697674418605	0.7906976744186046	0.7757009345794392	0.797979797979798	0.8023255813953488	0.7906976744186046	0.8372093023255814	0.36046511627906974	0.8539325842696629	0.7906976744186046	0.79	0.813953488372093	0.8255813953488372	0.8018018018018018	0.8257839721254355	0.7674418604651163	0.8372093023255814	0.8222222222222222	0.8764044943820225	0.7906976744186046	0.7755102040816326	0.813953488372093	0.872093023255814	0.8372093023255814	0.7441860465116279	0.813953488372093	0.8431372549019608	0.7522123893805309	0.813953488372093	0.7674418604651163	0.8372093023255814	0.8	0.8023255813953488	0.7627118644067796
Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children	0.8080808080808081	0.768595041322314	0.762589928057554	0.8160919540229885	0.7558139534883721	0.7676767676767676	0.8604651162790697	0.7906976744186046	0.872093023255814	0.8037383177570093	0.8080808080808081	0.813953488372093	0.7790697674418605	0.8604651162790697	0.7790697674418605	0.8314606741573034	0.813953488372093	0.82	0.7790697674418605	0.8333333333333334	0.7927927927927928	0.8257839721254355	0.8023255813953488	0.7790697674418605	0.8222222222222222	0.8651685393258427	0.8604651162790697	0.7653061224489796	0.7906976744186046	0.8023255813953488	0.813953488372093	0.8023255813953488	0.7790697674418605	0.7549019607843137	0.7256637168141593	0.7209302325581395	0.6744186046511628	0.8023255813953488	0.14	0.7558139534883721	0.7796610169491526
The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US	0.8484848484848485	0.7933884297520661	0.7985611510791367	0.8333333333333334	0.7291666666666666	0.8181818181818182	0.8854166666666666	0.78125	0.7395833333333334	0.102803738317757	0.8686868686868687	0.8125	0.8229166666666666	0.7916666666666666	0.7916666666666666	0.6145833333333334	0.75	0.81	0.7708333333333334	0.7868217054263565	0.8288288288288288	0.8118466898954704	0.8020833333333334	0.8125	0.78125	0.6979166666666666	0.8125	0.826530612244898	0.8333333333333334	0.8229166666666666	0.7916666666666666	0.7708333333333334	0.8229166666666666	0.8137254901960784	0.7610619469026548	0.78125	0.7604166666666666	0.78125	0.8	0.7708333333333334	0.7457627118644068
Schoolchildren�s Consumption of Competitive Foods and Beverages, Excluding � la Carte	1.0	1.0	1.0	0.8850574712643678	0.8	1.0	0.8823529411764706	0.8588235294117647	0.8705882352941177	1.0	1.0	1.0	0.7647058823529411	0.8235294117647058	0.8117647058823529	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8117647058823529	1.0	1.0	1.0	0.7857142857142857	0.8352941176470589	1.0	1.0	0.8117647058823529	0.8352941176470589	0.8137254901960784	1.0	0.8352941176470589	0.788235294117647	0.8	0.82	1.0	1.0
A Pricing Strategy to Promote Low-Fat Snack Choices through Vending Machines	0.8080808080808081	0.768595041322314	0.7841726618705036	0.8160919540229885	0.8157894736842105	0.7373737373737373	0.8552631578947368	0.8701298701298701	0.8554216867469879	0.7476635514018691	0.7878787878787878	0.7894736842105263	0.7894736842105263	0.8421052631578947	0.8289473684210527	0.8089887640449438	0.8289473684210527	0.78	0.02564102564102564	0.8372093023255814	0.8018018018018018	0.8466898954703833	0.7763157894736842	0.8026315789473685	0.8111111111111111	0.8089887640449438	0.8607594936708861	0.7653061224489796	0.7894736842105263	0.868421052631579	0.810126582278481	0.7631578947368421	0.7763157894736842	0.7843137254901961	0.7610619469026548	0.7894736842105263	0.8026315789473685	0.8552631578947368	0.67	0.7763157894736842	0.7372881355932204
Social Network and Weight Misperception Among Adolescents	0.7676767676767676	0.768595041322314	0.8057553956834532	0.7931034482758621	0.8771929824561403	0.7676767676767676	0.8070175438596491	0.7402597402597403	0.6746987951807228	0.7850467289719626	0.42424242424242425	0.7894736842105263	0.7719298245614035	0.8421052631578947	0.8070175438596491	0.7865168539325843	0.7857142857142857	0.8	0.782051282051282	0.875968992248062	0.8018018018018018	0.8641114982578397	0.8245614035087719	0.7368421052631579	0.7888888888888889	0.7415730337078652	0.7848101265822784	0.7755102040816326	0.7894736842105263	0.8157894736842105	0.759493670886076	0.8070175438596491	0.7543859649122807	0.7745098039215687	0.7522123893805309	0.7719298245614035	0.8064516129032258	0.8026315789473685	0.8	0.7391304347826086	0.7966101694915254
Body Weight, Self-Perception and Mental Health among Adolescents	0.7878787878787878	0.768595041322314	0.7841726618705036	0.8045977011494253	0.75	0.7777777777777778	0.859375	0.7792207792207793	0.6987951807228916	0.8130841121495327	0.696969696969697	0.8125	0.1875	0.828125	0.828125	0.8089887640449438	0.8285714285714286	0.79	0.7948717948717948	0.8565891472868217	0.8198198198198198	0.8571428571428571	0.75	0.828125	0.8111111111111111	0.7865168539325843	0.8227848101265823	0.7857142857142857	0.734375	0.8026315789473685	0.759493670886076	0.796875	0.765625	0.7843137254901961	0.7699115044247787	0.78125	0.84375	0.7763157894736842	0.77	0.7681159420289855	0.7796610169491526
Do Nutrition Labels Improve Dietary Outcomes	0.8181818181818182	0.8016528925619835	0.7985611510791367	0.7931034482758621	0.8245614035087719	0.7878787878787878	0.7954545454545454	0.8051948051948052	0.7951807228915663	0.7850467289719626	0.7676767676767676	0.8333333333333334	0.8076923076923077	0.75	0.8545454545454545	0.8202247191011236	0.8142857142857143	0.81	0.782051282051282	0.8837209302325582	0.7567567567567568	0.89198606271777	0.8301886792452831	0.8409090909090909	0.8	0.7191011235955056	0.8227848101265823	0.8061224489795918	0.7954545454545454	0.8289473684210527	0.7974683544303798	0.8181818181818182	0.7954545454545454	0.8235294117647058	0.831858407079646	0.022222222222222223	0.7580645161290323	0.8289473684210527	0.75	0.782608695652174	0.8305084745762712
Bias, Discrimination, and Obesity	0.8585858585858586	0.8264462809917356	0.8345323741007195	0.8505747126436781	0.8070175438596491	0.8181818181818182	0.8181818181818182	0.7792207792207793	0.7710843373493976	0.794392523364486	0.8383838383838383	0.8148148148148148	0.7307692307692307	0.7272727272727273	0.7454545454545455	0.8426966292134831	0.8428571428571429	0.84	0.8205128205128205	0.9147286821705426	0.8558558558558559	0.9128919860627178	0.7547169811320755	0.7222222222222222	0.8555555555555555	0.797752808988764	0.7974683544303798	0.826530612244898	0.8484848484848485	0.8552631578947368	0.7215189873417721	0.7857142857142857	0.9117647058823529	0.8529411764705882	0.8407079646017699	0.8444444444444444	0.7741935483870968	0.7894736842105263	0.85	0.8115942028985508	0.8559322033898306
The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes	0.8383838383838383	0.8016528925619835	0.7553956834532374	0.8620689655172413	0.7816091954022989	0.7777777777777778	0.8850574712643678	0.8275862068965517	0.7816091954022989	0.6822429906542056	0.7272727272727273	0.6666666666666666	0.7816091954022989	0.8160919540229885	0.8275862068965517	0.7528089887640449	0.7471264367816092	0.81	0.8275862068965517	0.8217054263565892	0.8108108108108109	0.8118466898954704	0.7701149425287356	0.8045977011494253	0.8333333333333334	0.02247191011235955	0.8620689655172413	0.8061224489795918	0.8275862068965517	0.8620689655172413	0.8160919540229885	0.7816091954022989	0.8275862068965517	0.7941176470588235	0.7345132743362832	0.7241379310344828	0.7471264367816092	0.7701149425287356	0.82	0.735632183908046	0.7796610169491526
Ounces of Prevention � The Public Policy Case for Taxes on Sugared Beverages	1.0	1.0	1.0	0.8390804597701149	0.7631578947368421	1.0	0.868421052631579	0.8571428571428571	0.7831325301204819	1.0	1.0	1.0	0.8026315789473685	0.8552631578947368	0.7894736842105263	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8157894736842105	1.0	1.0	1.0	0.7755102040816326	0.7894736842105263	1.0	1.0	0.7763157894736842	0.7631578947368421	0.803921568627451	1.0	0.7763157894736842	0.7894736842105263	0.8157894736842105	0.77	1.0	1.0
