	State of the Vending Industry Report.” http://www.vendingmarketwatch.com/content/reports/ accessed,	National Automatic Merchandising Association. “Comments of: The National Automatic Merchandising Association.” Docket No.	Business Administration. “Table of Small Business Size Standards Matched to North American Industry Classification System Codes,” Effective	Operators Find Today&apos;s Patrons Favor &apos;Better-For-You&apos; Food Selections In	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Will all Americans Become Overweight or Obese? Estimating the Progression and	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Social Network and Weight Misperception Among Adolescents”. Southern Economic Journal, Forthcoming,	Size Matters: The Influence of Adolescent’s Weight and	Body Weight, Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	An Economic Analysis of Adult Obesity: Results from the Behavioral Risk Factor Surveillance System.”	A Pricing Strategy to Promote Low-Fat Snack Choices through Vending Machines”.	Department of Agriculture Economic Research Service. “Table 15: Sales of meals and snacks away from home by type of outlet.” Food CPI and Expenditures: Food Expenditure Tables. http://www.ers.usda.gov/Briefing/CPIFoodAndExpenditures/Data/ Accessed 10/8/2010.	Testing Laboratory. “Quality Nutrition Analysis.” http://www.rlfoodtestinglaboratory.com/services.asp, accessed	Evaluation of Recordkeeping Costs for Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin of FDA&apos;s Center for Food Safety and Applied Nutrition. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	City’s Soda Cost Millions Monthly: Tax on Soft Drinks	Taxing Food: Implications for Public	Ounces of Prevention — The Public Policy Case for Taxes on Sugared Beverages.” New England	The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes.”	Schoolchildren’s Consumption of Competitive Foods and Beverages, Excluding à la	Choose Beverages and Foods to Moderate your Intake of Sugars: Measurement Requires Quantification.	Measuring the Health of the U.S.	Obesity-Related Quality-Adusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Separating what We Eat from where:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Modeling weight-loss maintenance to help prevent body weight regain,”	School Vending Machine Use and Fast-Food Restaurant Use Are Associated with Sugar Sweetened Beverage Intake in Youth.”
An Economic Analysis of Adult Obesity: Results from the Behavioral Risk Factor Surveillance System	0.27586206896551724	0.3214285714285714	0.24590163934426235	0.3090909090909091	0.28301886792452835	0.2542372881355932	0.6842105263157895	0.24528301886792447	0.1724137931034483	0.19354838709677424	0.31034482758620685	0.3207547169811321	0.3584905660377359	0.34782608695652173	0.2692307692307693	0.27586206896551724	0.3214285714285714	0.03448275862068961	0.33333333333333337	0.26027397260273977	0.3114754098360656	0.2987012987012987	0.36	0.33333333333333337	0.2666666666666667	0.27586206896551724	0.25	0.2068965517241379	0.4042553191489362	0.33333333333333337	0.31034482758620685	0.23404255319148937	0.3913043478260869	0.28125	0.22807017543859653	0.33333333333333337	0.34615384615384615	0.2692307692307693	0.368421052631579	0.34615384615384615	0.288135593220339
Choose Beverages and Foods to Moderate your Intake of Sugars: Measurement Requires Quantification	0.22033898305084743	0.29824561403508776	0.29032258064516125	0.3571428571428571	0.4444444444444444	0.30000000000000004	0.641025641025641	0.40740740740740744	0.3220338983050848	0.3015873015873016	0.35593220338983056	0.2962962962962963	0.33333333333333337	0.4042553191489362	0.3584905660377359	0.38983050847457623	0.368421052631579	0.22033898305084743	0.27586206896551724	0.29729729729729726	0.3548387096774194	0.3589743589743589	0.33333333333333337	0.34615384615384615	0.34426229508196726	0.35593220338983056	0.26315789473684215	0.016949152542372836	0.375	0.4375	0.35593220338983056	0.375	0.4042553191489362	0.3538461538461538	0.2068965517241379	0.42307692307692313	0.3584905660377359	0.28301886792452835	0.3448275862068966	0.3584905660377359	0.2666666666666667
Modeling weight-loss maintenance to help prevent body weight regain	0.3076923076923077	0.36	0.34545454545454546	0.34693877551020413	0.3191489361702128	0.3207547169811321	0.5	0.23404255319148937	0.2692307692307693	0.3571428571428571	0.3076923076923077	0.36170212765957444	0.23404255319148937	0.30000000000000004	0.21739130434782605	0.2692307692307693	0.31999999999999995	0.34615384615384615	0.2941176470588235	0.4029850746268657	0.2727272727272727	0.4084507042253521	0.40909090909090906	0.33333333333333337	0.33333333333333337	0.3846153846153846	0.31999999999999995	0.34615384615384615	0.36585365853658536	0.4385964912280702	0.3846153846153846	0.31707317073170727	0.35	0.31034482758620685	0.2941176470588235	0.28888888888888886	0.26086956521739135	0.30434782608695654	0.2549019607843137	0.04347826086956519	0.3207547169811321
Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling: A Natural Experiment	0.35593220338983056	0.26315789473684215	0.29032258064516125	0.3928571428571429	0.2962962962962963	0.2666666666666667	0.5897435897435898	0.33333333333333337	0.2542372881355932	0.3015873015873016	0.288135593220339	0.2962962962962963	0.37037037037037035	0.36170212765957444	0.28301886792452835	0.22033898305084743	0.29824561403508776	0.288135593220339	0.31034482758620685	0.29729729729729726	0.25806451612903225	0.33333333333333337	0.4117647058823529	0.1923076923076923	0.3114754098360656	0.2542372881355932	0.22807017543859653	0.3220338983050848	0.41666666666666663	0.40625	0.3220338983050848	0.29166666666666663	0.36170212765957444	0.16923076923076918	0.27586206896551724	0.3076923076923077	0.28301886792452835	0.09433962264150941	0.27586206896551724	0.3207547169811321	0.3666666666666667
Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City	0.34375	0.29032258064516125	0.31343283582089554	0.3114754098360656	0.288135593220339	0.2615384615384615	0.5909090909090908	0.288135593220339	0.25	0.2647058823529411	0.3125	0.35593220338983056	0.35593220338983056	0.3076923076923077	0.27586206896551724	0.1875	0.25806451612903225	0.28125	0.2698412698412699	0.26582278481012656	0.25373134328358204	0.27710843373493976	0.3928571428571429	0.26315789473684215	0.2727272727272727	0.28125	0.3548387096774194	0.34375	0.5094339622641509	0.3913043478260869	0.25	0.3584905660377359	0.3846153846153846	0.02857142857142858	0.3015873015873016	0.33333333333333337	0.31034482758620685	0.2068965517241379	0.2698412698412699	0.31034482758620685	0.3538461538461538
Annual Medical Spending Attributable to Obesity: Payer- and Service-Specific Estimates	0.31034482758620685	0.3214285714285714	0.2786885245901639	0.2727272727272727	0.24528301886792447	0.2542372881355932	0.631578947368421	0.24528301886792447	0.13793103448275867	0.25806451612903225	0.31034482758620685	0.28301886792452835	0.24528301886792447	0.34782608695652173	0.07692307692307687	0.24137931034482762	0.3571428571428571	0.2068965517241379	0.29824561403508776	0.31506849315068497	0.2786885245901639	0.2987012987012987	0.4	0.2549019607843137	0.2666666666666667	0.27586206896551724	0.2857142857142857	0.31034482758620685	0.36170212765957444	0.3650793650793651	0.27586206896551724	0.276595744680851	0.34782608695652173	0.25	0.29824561403508776	0.2941176470588235	0.3076923076923077	0.2692307692307693	0.29824561403508776	0.23076923076923073	0.35593220338983056
Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children	0.34545454545454546	0.28301886792452835	0.31034482758620685	0.42307692307692313	0.4	0.3571428571428571	0.48571428571428577	0.36	0.3090909090909091	0.35593220338983056	0.34545454545454546	0.31999999999999995	0.31999999999999995	0.39534883720930236	0.26530612244897955	0.3090909090909091	0.16981132075471694	0.34545454545454546	0.2592592592592593	0.4	0.27586206896551724	0.3513513513513513	0.36170212765957444	0.375	0.26315789473684215	0.38181818181818183	0.3584905660377359	0.3090909090909091	0.31818181818181823	0.3666666666666667	0.3090909090909091	0.31818181818181823	0.4418604651162791	0.2786885245901639	0.2592592592592593	0.33333333333333337	0.18367346938775508	0.18367346938775508	0.07407407407407407	0.22448979591836737	0.3214285714285714
The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US	0.3114754098360656	0.35593220338983056	0.28125	0.27586206896551724	0.2857142857142857	0.25806451612903225	0.7073170731707317	0.3214285714285714	0.180327868852459	0.0461538461538461	0.34426229508196726	0.3928571428571429	0.3571428571428571	0.30612244897959184	0.3090909090909091	0.24590163934426235	0.288135593220339	0.180327868852459	0.33333333333333337	0.23684210526315785	0.34375	0.275	0.3207547169811321	0.2592592592592593	0.2063492063492064	0.21311475409836067	0.22033898305084743	0.2786885245901639	0.4	0.36363636363636365	0.3114754098360656	0.31999999999999995	0.4285714285714286	0.25373134328358204	0.30000000000000004	0.33333333333333337	0.34545454545454546	0.34545454545454546	0.33333333333333337	0.34545454545454546	0.3548387096774194
Schoolchildren�s Consumption of Competitive Foods and Beverages, Excluding � la Carte	1.0	1.0	1.0	0.34545454545454546	0.39622641509433965	1.0	0.631578947368421	0.3207547169811321	0.24137931034482762	1.0	1.0	1.0	0.28301886792452835	0.4347826086956522	0.3846153846153846	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2941176470588235	1.0	1.0	1.0	0.27586206896551724	0.36170212765957444	1.0	1.0	0.36170212765957444	0.34782608695652173	0.375	1.0	0.4117647058823529	0.34615384615384615	0.3076923076923077	0.368421052631579	1.0	1.0
A Pricing Strategy to Promote Low-Fat Snack Choices through Vending Machines	0.29824561403508776	0.3090909090909091	0.3666666666666667	0.37037037037037035	0.3846153846153846	0.31034482758620685	0.5675675675675675	0.34615384615384615	0.29824561403508776	0.34426229508196726	0.26315789473684215	0.34615384615384615	0.3076923076923077	0.4666666666666667	0.2549019607843137	0.368421052631579	0.3090909090909091	0.33333333333333337	0.0357142857142857	0.36111111111111116	0.3666666666666667	0.3421052631578947	0.3877551020408163	0.4	0.35593220338983056	0.33333333333333337	0.34545454545454546	0.26315789473684215	0.3913043478260869	0.4193548387096774	0.29824561403508776	0.3913043478260869	0.4222222222222223	0.2698412698412699	0.2857142857142857	0.43999999999999995	0.2549019607843137	0.2549019607843137	0.25	0.2941176470588235	0.24137931034482762
Social Network and Weight Misperception Among Adolescents	0.3207547169811321	0.2549019607843137	0.3571428571428571	0.43999999999999995	0.375	0.2962962962962963	0.4545454545454546	0.25	0.3207547169811321	0.4035087719298246	0.13207547169811318	0.25	0.25	0.41463414634146345	0.276595744680851	0.3207547169811321	0.4509803921568627	0.3584905660377359	0.2692307692307693	0.4117647058823529	0.3214285714285714	0.41666666666666663	0.37777777777777777	0.3913043478260869	0.38181818181818183	0.24528301886792447	0.33333333333333337	0.3584905660377359	0.33333333333333337	0.48275862068965514	0.39622641509433965	0.2857142857142857	0.2682926829268293	0.3220338983050848	0.3076923076923077	0.3913043478260869	0.4042553191489362	0.36170212765957444	0.34615384615384615	0.23404255319148937	0.2962962962962963
Body Weight, Self-Perception and Mental Health among Adolescents	0.33333333333333337	0.34545454545454546	0.30000000000000004	0.33333333333333337	0.3076923076923077	0.24137931034482762	0.6216216216216216	0.2692307692307693	0.26315789473684215	0.34426229508196726	0.26315789473684215	0.2692307692307693	0.038461538461538436	0.37777777777777777	0.21568627450980393	0.29824561403508776	0.4181818181818182	0.33333333333333337	0.2857142857142857	0.38888888888888884	0.33333333333333337	0.3421052631578947	0.3877551020408163	0.36	0.35593220338983056	0.29824561403508776	0.2727272727272727	0.33333333333333337	0.30434782608695654	0.3870967741935484	0.33333333333333337	0.30434782608695654	0.33333333333333337	0.33333333333333337	0.3214285714285714	0.43999999999999995	0.33333333333333337	0.33333333333333337	0.2857142857142857	0.21568627450980393	0.3448275862068966
Do Nutrition Labels Improve Dietary Outcomes	0.3846153846153846	0.4	0.34545454545454546	0.30612244897959184	0.23404255319148937	0.4716981132075472	0.5	0.36170212765957444	0.34615384615384615	0.3571428571428571	0.42307692307692313	0.44680851063829785	0.44680851063829785	0.25	0.30434782608695654	0.3846153846153846	0.36	0.34615384615384615	0.4509803921568627	0.4328358208955224	0.3090909090909091	0.4084507042253521	0.5	0.33333333333333337	0.37037037037037035	0.3846153846153846	0.4	0.42307692307692313	0.46341463414634143	0.4385964912280702	0.3846153846153846	0.41463414634146345	0.5	0.3448275862068966	0.37254901960784315	0.022222222222222254	0.34782608695652173	0.34782608695652173	0.37254901960784315	0.30434782608695654	0.4716981132075472
Bias, Discrimination, and Obesity	0.41666666666666663	0.4347826086956522	0.37254901960784315	0.37777777777777777	0.3023255813953488	0.4693877551020408	0.5	0.3023255813953488	0.33333333333333337	0.3846153846153846	0.45833333333333337	0.4883720930232558	0.34883720930232553	0.2777777777777778	0.33333333333333337	0.33333333333333337	0.4347826086956522	0.33333333333333337	0.44680851063829785	0.4920634920634921	0.4117647058823529	0.4626865671641791	0.44999999999999996	0.41463414634146345	0.4	0.41666666666666663	0.3913043478260869	0.41666666666666663	0.5135135135135135	0.4339622641509434	0.375	0.3513513513513513	0.5	0.4444444444444444	0.4042553191489362	0.2682926829268293	0.33333333333333337	0.4285714285714286	0.4042553191489362	0.2857142857142857	0.5102040816326531
The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes	0.3448275862068966	0.2142857142857143	0.3114754098360656	0.38181818181818183	0.28301886792452835	0.288135593220339	0.5789473684210527	0.28301886792452835	0.24137931034482762	0.22580645161290325	0.24137931034482762	0.24528301886792447	0.3207547169811321	0.34782608695652173	0.3076923076923077	0.2068965517241379	0.3571428571428571	0.27586206896551724	0.33333333333333337	0.28767123287671237	0.34426229508196726	0.3246753246753247	0.28	0.2941176470588235	0.2666666666666667	0.03448275862068961	0.2142857142857143	0.3448275862068966	0.36170212765957444	0.4285714285714286	0.27586206896551724	0.3191489361702128	0.30434782608695654	0.28125	0.29824561403508776	0.37254901960784315	0.3846153846153846	0.3076923076923077	0.4035087719298246	0.3846153846153846	0.38983050847457623
Ounces of Prevention � The Public Policy Case for Taxes on Sugared Beverages	1.0	1.0	1.0	0.2592592592592593	0.34615384615384615	1.0	0.6216216216216216	0.2692307692307693	0.19298245614035092	1.0	1.0	1.0	0.3076923076923077	0.33333333333333337	0.2549019607843137	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.28	1.0	1.0	1.0	0.29824561403508776	0.34782608695652173	1.0	1.0	0.30434782608695654	0.4666666666666667	0.33333333333333337	1.0	0.36	0.2941176470588235	0.2941176470588235	0.2857142857142857	1.0	1.0
