	Managing for Safer Food: The Economics of Sanitation and	Does the Value of a Statistical Life Vary with Age and Health Status? Evidence from the United States and Canada.” Resources for the Future, Discussion Paper,	Economic News Release: Employment Cost Index.” http://www.bls.gov/news.release/eci.toc.htm.	Health Status Index in Cost Effectiveness. Analysis of PKO Program.”	Disease Control and Prevention. http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5414a2.htm Consumer Price Index – All Urban Consumers, Medical Care Services, Bureau of Labor Statistics,	Measuring the Health of the United States Population.” Microeconomics, Brookings Paper,	Health Care Contingent Valuation Studies: A Review and	Foodborne Illness Cost Calculator for Salmonella.	Per Capita Consumption of Selected Food Products. http://www.ers.usda.gov/	Foodborne Diseases Active Surveillance Network,	Catfish and Basa Imports Continue to Increase Despite Confirmed Antidumping”, Market News,	Data: U.S. trade data, U.S. Imports Trade data.	Reddy and the FoodNet Working Group.	USDA/FSIS Technical Center,	Willingness to Pay for a Quality-adjusted Life Year: In	What is the Price of Life and Why Doesn’t It Increase at the Rate of Inflation?” Arch Intern Med,	Foodborne Disease Handbook. 2 nd edition, vol.1 Bacterial Pathogens.	The Quality of WellBeing Scale: Rationale for a Single Quality of Life Index.” From Quality of Life Assessment: Key Issues in the 1990s.	The economic impact of the catfish industry on Chicot County,	Food-Related Illness and Death in the United States.” Emerging Infectious Diseases,	FDA Labeling Cost Model.” Prepared for the U.S. Department of Health and Human Services. Research Triangle Park,	Managing for Safer Food: The Economics of Sanitation and	Physician Characteristics and Distribution in the United States.” 2002-2003 Edition.	Food Poisoning, Economic Implications.” Encyclopedia of Food Sciences	Processing Channel Catfish. South Regional Aquaculture Center,	Post-Salmonella Reactive Arthritis:	Department of Agriculture. Food Safety and Inspection Service. Office of Public Health Science.	Department of Agriculture /National Agricultural Statistics Service (USDA/NASS).	Federal Register. 21 CFR Parts 123 and 1240: Procedures for the Safe and Sanitary Processing and Importing of Fish and Fishery Products; Final Rule.	Trade Commission (USITC).	HACCP as a Regulatory Innovation to Improve Food Safety in the Meat Industry.”	Tauxe and the Food Networking Group.	Physician Socioeconomic Statistics.” 2000-2002 Edition: Profiles for Detailed Specialties, Selected States and Practice Arrangements.	Occurrence and Control of Salmonella in Freshwater Catfish,	The Costs of Visits to Emergency Departments.” The New England	Appendix “The Value of Consumer Loss Relating to Foodborne Reactive Arthritis.” 63FR 24254,	means 500 or less full-time equivalent (FTE) employees (Small Business Administration (SBA) definition) ** North American Industry Classification System (NAICS) code,
The Costs of Visits to Emergency Departments	0.23809523809523814	0.31034482758620685	0.33333333333333337	0.34615384615384615	0.4516129032258065	0.3877551020408163	0.40909090909090906	0.41463414634146345	0.33333333333333337	0.5	0.30612244897959184	0.4358974358974359	0.4285714285714286	0.41463414634146345	0.4666666666666667	0.41666666666666663	0.44680851063829785	0.4385964912280702	0.1707317073170732	0.34693877551020413	0.368421052631579	0.23809523809523814	0.375	0.33333333333333337	0.36363636363636365	0.41463414634146345	0.33333333333333337	0.36170212765957444	0.37037037037037035	0.4358974358974359	0.37254901960784315	0.4285714285714286	0.2941176470588235	0.34883720930232553	0.125	0.3793103448275862	0.368421052631579
Willingness to Pay for a Quality-adjusted Life Year: In Search of a Standard	0.33333333333333337	0.375	0.4035087719298246	0.31034482758620685	0.38235294117647056	0.34545454545454546	0.36	0.36170212765957444	0.2962962962962963	0.43999999999999995	0.4181818181818182	0.5111111111111111	0.41666666666666663	0.4893617021276596	0.05882352941176472	0.2962962962962963	0.4339622641509434	0.2698412698412699	0.36170212765957444	0.3090909090909091	0.39682539682539686	0.33333333333333337	0.37037037037037035	0.33333333333333337	0.31999999999999995	0.3191489361702128	0.29824561403508776	0.4339622641509434	0.30000000000000004	0.5111111111111111	0.33333333333333337	0.5	0.29824561403508776	0.34693877551020413	0.40740740740740744	0.46875	0.39682539682539686
What is the Price of Life and Why Doesn�t It Increase at the Rate of Inflation?	0.40909090909090906	1.0	1.0	1.0	1.0	1.0	0.4347826086956522	0.39534883720930236	0.4	0.4347826086956522	1.0	0.5121951219512195	0.40909090909090906	0.4418604651162791	0.276595744680851	1.0	0.3877551020408163	1.0	0.34883720930232553	1.0	1.0	0.40909090909090906	1.0	1.0	0.34782608695652173	0.34883720930232553	0.3207547169811321	0.4693877551020408	0.3571428571428571	0.5121951219512195	1.0	0.5454545454545454	1.0	0.37777777777777777	1.0	1.0	0.4576271186440678
Post-Salmonella Reactive Arthritis: Late Clinical Sequelae in A Point Source Cohort	0.37777777777777777	0.3114754098360656	0.37037037037037035	0.3090909090909091	0.3538461538461538	0.3846153846153846	0.23404255319148937	0.36363636363636365	0.2549019607843137	0.36170212765957444	0.42307692307692313	0.5238095238095238	0.5111111111111111	0.40909090909090906	0.375	0.37254901960784315	0.43999999999999995	0.3666666666666667	0.36363636363636365	0.34615384615384615	0.30000000000000004	0.37777777777777777	0.37254901960784315	0.45833333333333337	0.19148936170212771	0.09090909090909094	0.33333333333333337	0.36	0.33333333333333337	0.47619047619047616	0.2962962962962963	0.5555555555555556	0.33333333333333337	0.30434782608695654	0.4509803921568627	0.3770491803278688	0.33333333333333337
Salmonella Cost Estimate Updated Using FoodNet Data	0.31707317073170727	0.33333333333333337	0.36	0.4117647058823529	0.4426229508196722	0.375	0.39534883720930236	0.35	0.3191489361702128	0.34883720930232553	0.375	0.368421052631579	0.41463414634146345	0.4	0.5	0.5319148936170213	0.4347826086956522	0.5	0.4	0.29166666666666663	0.3571428571428571	0.31707317073170727	0.4042553191489362	0.2727272727272727	0.4418604651162791	0.44999999999999996	0.36	0.30434782608695654	0.39622641509433965	0.368421052631579	0.36	0.41463414634146345	0.36	0.33333333333333337	0.276595744680851	0.4736842105263158	0.3928571428571429
Economic Foundations of Cost-Effectiveness Analysis	0.33333333333333337	0.31034482758620685	0.37254901960784315	0.2692307692307693	0.4516129032258065	0.4285714285714286	0.36363636363636365	0.2682926829268293	0.29166666666666663	0.31818181818181823	0.3877551020408163	0.5897435897435898	0.47619047619047616	0.46341463414634143	0.37777777777777777	0.41666666666666663	0.44680851063829785	0.4035087719298246	0.2682926829268293	0.30612244897959184	0.368421052631579	0.33333333333333337	0.375	0.28888888888888886	0.36363636363636365	0.31707317073170727	0.2941176470588235	0.36170212765957444	0.37037037037037035	0.4871794871794872	0.2941176470588235	0.5238095238095238	0.33333333333333337	0.2558139534883721	0.33333333333333337	0.3793103448275862	0.26315789473684215
Income	0.6296296296296297	0.7674418604651163	0.6666666666666667	0.6756756756756757	0.7446808510638299	0.7058823529411764	0.7931034482758621	0.5384615384615384	0.696969696969697	0.7241379310344828	0.6470588235294117	0.6666666666666667	0.7777777777777778	0.6923076923076923	0.7333333333333334	0.696969696969697	0.75	0.7142857142857143	0.6153846153846154	0.6470588235294117	0.7619047619047619	0.6296296296296297	0.7575757575757576	0.6	0.7241379310344828	0.6153846153846154	0.6666666666666667	0.6875	0.6923076923076923	0.5833333333333333	0.7222222222222222	0.7777777777777778	0.7222222222222222	0.6428571428571428	0.696969696969697	0.7674418604651163	0.7142857142857143
The Value of Consumer Loss  Relating to Foodborne Reactive Arthritis	0.276595744680851	0.23809523809523814	0.3214285714285714	0.29824561403508776	0.34328358208955223	0.37037037037037035	0.22448979591836737	0.26086956521739135	0.24528301886792447	0.30612244897959184	0.33333333333333337	0.5454545454545454	0.4042553191489362	0.3913043478260869	0.4	0.3584905660377359	0.34615384615384615	0.29032258064516125	0.26086956521739135	0.2962962962962963	0.19354838709677424	0.276595744680851	0.4339622641509434	0.4	0.26530612244897955	0.30434782608695654	0.25	0.34615384615384615	0.3220338983050848	0.4545454545454546	0.25	0.4042553191489362	0.3928571428571429	0.25	0.28301886792452835	0.17460317460317465	0.32258064516129037
Does the Value  of a Statistical Life Vary with Age and Health Status? Evidence from the  United States and Canada	0.33333333333333337	0.10447761194029848	0.33333333333333337	0.21311475409836067	0.295774647887324	0.31034482758620685	0.2075471698113207	0.36	0.26315789473684215	0.3207547169811321	0.31034482758620685	0.5	0.4901960784313726	0.4	0.40740740740740744	0.33333333333333337	0.3928571428571429	0.36363636363636365	0.31999999999999995	0.27586206896551724	0.24242424242424243	0.33333333333333337	0.33333333333333337	0.37037037037037035	0.3207547169811321	0.36	0.23333333333333328	0.2857142857142857	0.3650793650793651	0.45833333333333337	0.2666666666666667	0.4901960784313726	0.30000000000000004	0.2692307692307693	0.22807017543859653	0.34328358208955223	0.33333333333333337
The Value of Reducing Risks  of Death: A Note on New Empirical Evidence	0.28	0.24242424242424243	0.2542372881355932	0.33333333333333337	0.34285714285714286	0.33333333333333337	0.23076923076923073	0.4285714285714286	0.25	0.2692307692307693	0.22807017543859653	0.44680851063829785	0.36	0.4693877551020408	0.4339622641509434	0.3928571428571429	0.38181818181818183	0.3538461538461538	0.30612244897959184	0.29824561403508776	0.2615384615384615	0.28	0.4642857142857143	0.39622641509433965	0.34615384615384615	0.30612244897959184	0.288135593220339	0.2727272727272727	0.3548387096774194	0.5319148936170213	0.3220338983050848	0.31999999999999995	0.288135593220339	0.33333333333333337	0.1785714285714286	0.303030303030303	0.32307692307692304
