	Regulatory Impact Analysis: Heavy‐Duty Engine and Vehicle Standards and Highway Diesel Fuel Sulfur Control Requirements, U.S. Environmental Protection Agency, Office of Transportation and Air Quality, Assessment and Standards Division,	Environmental Protection Agency (EPA). 2005a. Clean Air Interstate Rule Emissions Inventory Technical Support Document, U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Emissions Inventory and Emissions Processing for the Clean Air Mercury Rule (CAMR), U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA). 2007b, Proposed Emission Standards for New Nonroad Spark‐Ignition Engines, Equipment, and Vessels.	Environmental Protection Agency (EPA). 2008a. Air Quality Modeling Platform for the Ozone National Ambient Air Quality Standard Final Rule Regulatory Impact Analysis. North Carolina.	Environmental Protection Agency (EPA). 2008b. Final Ozone NAAQS Regulatory Impact Analysis. U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA).	Development and applications of a standard visual index.	Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci. Technol.,	Oxidants and Asthmatics in Los Angeles: A Benefits Analysis -- Executive Summary. Prepared for U.S. Environmental Protection Agency, Office of Policy Analysis. Prepared by Energy and Resource Consultants,	Ambient air pollution and asthma exacerbations in children: an eight-city analysis.	Guidelines for Preparing Economic Analyses.	Letter to Recipients of Third Draft EPA PM Criteria Document. National Center for Environmental Assessment,	Air Quality Criteria for Particulate Matter. Volume I	Regulatory Impact Analysis for the Final Clean Air Interstate Rule.	Regulatory Impact Analysis,	Willingness to Pay for Environmental	Forest Inventory and Analysis National Program: Forest Inventory Data Online. Online database. U.S. Department of Agriculture Forest Service, Forest Inventory and Analysis,	Investigations and Monitoring of Mercury in Indiana by the U.S. Geological Survey.	Episodic acidification of small streams in the northeastern United States: Fish mortality in field bioassays.	Pricing Environmental Health Risks: Survey Assessments of Risk-Risk and Risk-Dollar Trade-Offs for Chronic Bronchitis.”	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Effect of short-term exposure to low levels of gaseous pollutants on chronic obstructive pulmonary disease hospitalizations.	Association between ozone and respiratory admissions among children and the elderly in Vancouver,	Chapter 6: Cost Analysis Approach and Results Commercial, and Institutional	Pechan and Associates and Industrial Economics, Direct Cost Estimates for the Clean Air Act Second Section 812 Prospective Analysis: Draft Report, prepared for U.S. EPA, Office of Air and Radiation,	Learning and Cost Reductions for Generating Technologies in the National Energy Modeling System (NEMS),	Proposed Approach for Expanding the Treatment of Learning Curve Impacts for the Second Section 812 Prospective Analysis: Memorandum, prepared for U.S. EPA, Office of Air and Radiation,	Sulfur Dioxide Control by Electric Utilities: What Are the Gains from Trade?”	Ex Post Evaluation of Tradable Permits: The U.S.	Testimony of Jeffrey Holmstead, Assistant Administrator, Office of Air	Are the costs of proposed environmental regulations overestimated?	The Clean Air Act Amendment: Spurring Innovation and Growth While Cleaning the Air.	Incorporating Technological Learning in the Coal Utility Environmental Cost (CUECost) Model: Estimating the Future Cost Trends of SO2, NOx, and Mercury Control Technologies.” Prepared for ARCADIS Geraghty and Miller, Research Triangle Park, NC 27711. Available at http://steps.ucdavis.edu/People/slyeh/syeh‐ resources/Drft%20Fnl%20Rpt%20Lrng%20for%20CUECost_v3.pdf.	Census Bureau	f No data on budget or revenues for this NAICS code is included
Introduction to visibility	0.5	0.4814814814814815	0.4285714285714286	0.4339622641509434	0.4545454545454546	0.4444444444444444	0.4285714285714286	0.3142857142857143	0.4545454545454546	0.4	0.4509803921568627	0.33333333333333337	0.4054054054054054	0.4666666666666667	0.4444444444444444	0.3846153846153846	0.3142857142857143	0.3939393939393939	0.36170212765957444	0.25	0.3846153846153846	0.48	0.5319148936170213	0.33333333333333337	0.30000000000000004	0.33333333333333337	0.43999999999999995	0.4666666666666667	0.4814814814814815	0.4347826086956522	0.4	0.38888888888888884	0.33333333333333337	0.4285714285714286	0.5652173913043479	0.5833333333333333	0.26315789473684215
Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality	0.28358208955223885	0.29230769230769227	0.19999999999999996	0.375	0.2727272727272727	0.3538461538461538	0.34782608695652173	0.26086956521739135	0.2727272727272727	0.21311475409836067	0.22580645161290325	0.28	0.29166666666666663	0.2142857142857143	0.276595744680851	0.24	0.30434782608695654	0.31818181818181823	0.31034482758620685	0.2549019607843137	0.31999999999999995	0.21311475409836067	0.27586206896551724	0.28301886792452835	0.2941176470588235	0.24	0.24590163934426235	0.25	0.23076923076923073	0.26315789473684215	0.2549019607843137	0.276595744680851	0.23404255319148937	0.3207547169811321	0.375	0.5428571428571429	0.22448979591836737
Spatial and seasonal patterns and long-term variability of the composition of the haze in the United States: an analysis of data from the IMPROVE network.	0.21052631578947367	0.2702702702702703	0.21739130434782605	0.26027397260273977	0.22666666666666668	0.2432432432432432	0.38181818181818183	0.38181818181818183	0.34375	0.22857142857142854	0.18309859154929575	0.288135593220339	0.33333333333333337	0.32307692307692304	0.3928571428571429	0.3220338983050848	0.38181818181818183	0.3584905660377359	0.22388059701492535	0.23333333333333328	0.22033898305084743	0.22857142857142854	0.25373134328358204	0.19354838709677424	0.2666666666666667	0.35593220338983056	0.22857142857142854	0.3538461538461538	0.21621621621621623	0.36363636363636365	0.2666666666666667	0.4285714285714286	0.3571428571428571	0.32258064516129037	0.3033707865168539	0.7272727272727273	0.3448275862068966
The Social Costs of Chronic Heart and Lung Disease	0.33333333333333337	0.34426229508196726	0.3571428571428571	0.4666666666666667	0.4193548387096774	0.47540983606557374	0.47619047619047616	0.2857142857142857	0.37254901960784315	0.33333333333333337	0.3448275862068966	0.34782608695652173	0.36363636363636365	0.2692307692307693	0.4418604651162791	0.30434782608695654	0.38095238095238093	0.4	0.37037037037037035	0.276595744680851	0.34782608695652173	0.26315789473684215	0.2962962962962963	0.34693877551020413	0.36170212765957444	0.34782608695652173	0.368421052631579	0.23076923076923073	0.34426229508196726	0.28301886792452835	0.3191489361702128	0.3023255813953488	0.2558139534883721	0.30612244897959184	0.4473684210526315	0.4838709677419355	0.19999999999999996
Trends in Asthma Morbidity and Mortality	0.4576271186440678	0.4385964912280702	0.3846153846153846	0.4642857142857143	0.4137931034482759	0.4736842105263158	0.368421052631579	0.368421052631579	0.36170212765957444	0.3207547169811321	0.40740740740740744	0.23809523809523814	0.35	0.33333333333333337	0.3846153846153846	0.33333333333333337	0.3157894736842105	0.33333333333333337	0.4	0.3023255813953488	0.2857142857142857	0.39622641509433965	0.4	0.33333333333333337	0.2558139534883721	0.2857142857142857	0.4339622641509434	0.33333333333333337	0.4035087719298246	0.30612244897959184	0.3023255813953488	0.23076923076923073	0.28205128205128205	0.37777777777777777	0.5	0.5555555555555556	0.31707317073170727
Linkage Between Health Effects Estimation and Morbidity Valuation in the Section 812 Analysis�Draft Valuation Document	1.0	0.36986301369863017	0.3529411764705882	1.0	0.32432432432432434	0.36986301369863017	0.4444444444444444	0.40740740740740744	1.0	0.33333333333333337	0.3142857142857143	0.3448275862068966	0.3571428571428571	0.34375	0.4181818181818182	0.3793103448275862	0.40740740740740744	0.42307692307692313	0.36363636363636365	0.3220338983050848	0.3448275862068966	1.0	1.0	0.3114754098360656	0.288135593220339	0.4137931034482759	0.30434782608695654	0.3125	0.28767123287671237	1.0	0.38983050847457623	0.38181818181818183	0.34545454545454546	0.4098360655737705	1.0	0.627906976744186	0.33333333333333337
nan	0.9069767441860466	0.9024390243902439	0.8888888888888888	0.9	0.9047619047619048	0.9024390243902439	0.8181818181818181	0.8181818181818181	0.8709677419354839	0.8918918918918919	0.8947368421052632	0.8461538461538461	0.8333333333333334	0.875	0.9130434782608696	0.8461538461538461	0.8181818181818181	0.8	0.8823529411764706	0.8518518518518519	0.8461538461538461	0.8918918918918919	0.9411764705882353	0.8620689655172413	0.8518518518518519	0.8461538461538461	0.8918918918918919	0.875	0.9024390243902439	0.8787878787878788	0.8518518518518519	0.8260869565217391	0.8260869565217391	0.8620689655172413	0.9285714285714286	0.6363636363636364	0.84
Regional Haze Regulations	0.5272727272727273	0.5471698113207547	0.5	0.5769230769230769	0.5185185185185186	0.5094339622641509	0.47058823529411764	0.4117647058823529	0.4883720930232558	0.5510204081632653	0.52	0.42105263157894735	0.4444444444444444	0.5	0.5428571428571429	0.368421052631579	0.2941176470588235	0.375	0.5217391304347826	0.4358974358974359	0.5263157894736843	0.4693877551020408	0.5217391304347826	0.41463414634146345	0.3846153846153846	0.42105263157894735	0.5510204081632653	0.4545454545454546	0.5471698113207547	0.5555555555555556	0.4871794871794872	0.4285714285714286	0.37142857142857144	0.5121951219512195	0.6470588235294117	0.4782608695652174	0.4054054054054054
Regulatory Impact Analysis for the Final Clean Air Interstate Rule	0.28125	0.29032258064516125	0.26315789473684215	0.3770491803278688	0.2698412698412699	0.32258064516129037	0.34883720930232553	0.3023255813953488	0.2692307692307693	0.24137931034482762	0.288135593220339	0.23404255319148937	0.24444444444444446	0.28301886792452835	0.2727272727272727	0.021276595744680882	0.11627906976744184	0.31707317073170727	0.2727272727272727	0.29166666666666663	0.276595744680851	0.31034482758620685	0.34545454545454546	0.28	0.25	0.14893617021276595	0.27586206896551724	0.28301886792452835	0.29032258064516125	0.33333333333333337	0.41666666666666663	0.31818181818181823	0.18181818181818177	0.28	0.4025974025974026	0.5	0.21739130434782605
Regulatory Impact Analysis, 2006 National Ambient Air Quality Standards for Particulate Matter, Chapter 5	0.28	0.17808219178082196	0.20588235294117652	0.25	0.16216216216216217	0.20547945205479456	0.4444444444444444	0.40740740740740744	0.3015873015873016	0.21739130434782605	0.2571428571428571	0.31034482758620685	0.3214285714285714	0.25	0.3090909090909091	0.24137931034482762	0.2592592592592593	0.42307692307692313	0.24242424242424243	0.288135593220339	0.3448275862068966	0.33333333333333337	0.36363636363636365	0.34426229508196726	0.288135593220339	0.2068965517241379	0.24637681159420288	0.25	0.23287671232876717	0.3538461538461538	0.38983050847457623	0.38181818181818183	0.3090909090909091	0.34426229508196726	0.2954545454545454	0.627906976744186	0.22807017543859653
Regulatory Impact Analysis, 2008 National Ambient Air Quality Standards for Ground-level Ozone, Chapter 6	0.28205128205128205	0.21052631578947367	0.23943661971830987	0.28	0.1428571428571429	0.1578947368421053	0.4736842105263158	0.4035087719298246	0.36363636363636365	0.2777777777777778	0.23287671232876717	0.3114754098360656	0.35593220338983056	0.31343283582089554	0.4137931034482759	0.2786885245901639	0.29824561403508776	0.4545454545454546	0.24637681159420288	0.29032258064516125	0.3770491803278688	0.3055555555555556	0.3913043478260869	0.28125	0.25806451612903225	0.24590163934426235	0.2222222222222222	0.28358208955223885	0.23684210526315785	0.3529411764705882	0.4193548387096774	0.3793103448275862	0.31034482758620685	0.3125	0.29670329670329665	0.6521739130434783	0.23333333333333328
Basic characteristics of the fall tourism market.	0.48275862068965514	0.4642857142857143	0.4117647058823529	0.4545454545454546	0.4736842105263158	0.5	0.4054054054054054	0.2432432432432432	0.4347826086956522	0.42307692307692313	0.39622641509433965	0.31707317073170727	0.33333333333333337	0.36170212765957444	0.3157894736842105	0.2682926829268293	0.3513513513513513	0.37142857142857144	0.4285714285714286	0.33333333333333337	0.31707317073170727	0.34615384615384615	0.34693877551020413	0.31818181818181823	0.38095238095238093	0.36585365853658536	0.42307692307692313	0.4042553191489362	0.4642857142857143	0.41666666666666663	0.33333333333333337	0.368421052631579	0.26315789473684215	0.40909090909090906	0.5492957746478873	0.46153846153846156	0.35
Acute respiratory health effects of air pollution on children with asthma in US inner cities	0.3015873015873016	0.3114754098360656	0.2857142857142857	0.33333333333333337	0.3548387096774194	0.34426229508196726	0.38095238095238093	0.23809523809523814	0.33333333333333337	0.26315789473684215	0.27586206896551724	0.21739130434782605	0.2272727272727273	0.3076923076923077	0.34883720930232553	0.21739130434782605	0.23809523809523814	0.35	0.2592592592592593	0.23404255319148937	0.17391304347826086	0.33333333333333337	0.33333333333333337	0.22448979591836737	0.19148936170212771	0.21739130434782605	0.26315789473684215	0.3076923076923077	0.3114754098360656	0.24528301886792447	0.276595744680851	0.2558139534883721	0.16279069767441856	0.26530612244897955	0.4473684210526315	0.5483870967741935	0.24444444444444446
Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution	0.32352941176470584	0.33333333333333337	0.2786885245901639	0.3538461538461538	0.31343283582089554	0.33333333333333337	0.3191489361702128	0.3191489361702128	0.0357142857142857	0.19354838709677424	0.2063492063492064	0.21568627450980393	0.22448979591836737	0.22807017543859653	0.33333333333333337	0.2549019607843137	0.23404255319148937	0.33333333333333337	0.288135593220339	0.3846153846153846	0.33333333333333337	0.32258064516129037	0.35593220338983056	0.2592592592592593	0.2692307692307693	0.2549019607843137	0.32258064516129037	0.26315789473684215	0.24242424242424243	0.3448275862068966	0.3846153846153846	0.33333333333333337	0.29166666666666663	0.37037037037037035	0.3580246913580247	0.5555555555555556	0.36
Air pollution and exacerbation of asthma in African-American children in Los Angeles	0.40625	0.3870967741935484	0.368421052631579	0.3770491803278688	0.3650793650793651	0.3870967741935484	0.39534883720930236	0.2093023255813954	0.23076923076923073	0.27586206896551724	0.22033898305084743	0.1063829787234043	0.24444444444444446	0.28301886792452835	0.40909090909090906	0.23404255319148937	0.2558139534883721	0.36585365853658536	0.3090909090909091	0.29166666666666663	0.276595744680851	0.3448275862068966	0.34545454545454546	0.16000000000000003	0.20833333333333337	0.276595744680851	0.3793103448275862	0.3207547169811321	0.32258064516129037	0.2962962962962963	0.29166666666666663	0.31818181818181823	0.13636363636363635	0.31999999999999995	0.4285714285714286	0.5625	0.21739130434782605
Fish Consumption Patterns and Blood Mercury Levels in Wisconsin Chippewa Indians	0.32352941176470584	0.36363636363636365	0.3114754098360656	0.3846153846153846	0.31343283582089554	0.3939393939393939	0.4042553191489362	0.3191489361702128	0.25	0.25806451612903225	0.3015873015873016	0.33333333333333337	0.34693877551020413	0.26315789473684215	0.33333333333333337	0.2549019607843137	0.3191489361702128	0.33333333333333337	0.3220338983050848	0.3076923076923077	0.33333333333333337	0.3548387096774194	0.3220338983050848	0.2962962962962963	0.2692307692307693	0.2549019607843137	0.32258064516129037	0.33333333333333337	0.303030303030303	0.3793103448275862	0.3846153846153846	0.41666666666666663	0.29166666666666663	0.2592592592592593	0.40740740740740744	0.5	0.31999999999999995
What Determines the Value of Life? A Meta-Analysis	0.4375	0.4516129032258065	0.4035087719298246	0.47540983606557374	0.46031746031746035	0.5161290322580645	0.4418604651162791	0.34883720930232553	0.34615384615384615	0.4137931034482759	0.38983050847457623	0.3191489361702128	0.37777777777777777	0.3207547169811321	0.31818181818181823	0.3191489361702128	0.34883720930232553	0.31707317073170727	0.4181818181818182	0.375	0.4042553191489362	0.3793103448275862	0.34545454545454546	0.36	0.33333333333333337	0.36170212765957444	0.4137931034482759	0.3584905660377359	0.4193548387096774	0.2962962962962963	0.41666666666666663	0.36363636363636365	0.2727272727272727	0.43999999999999995	0.5064935064935066	0.5625	0.3913043478260869
Ambient air pollution and respiratory emergency department visits	0.3770491803278688	0.35593220338983056	0.33333333333333337	0.31034482758620685	0.33333333333333337	0.3220338983050848	0.25	0.19999999999999996	0.26530612244897955	0.2727272727272727	0.2857142857142857	0.13636363636363635	0.19047619047619047	0.31999999999999995	0.36585365853658536	0.2272727272727273	0.15000000000000002	0.26315789473684215	0.23076923076923073	0.24444444444444446	0.2727272727272727	0.34545454545454546	0.3846153846153846	0.19148936170212771	0.11111111111111116	0.2272727272727273	0.34545454545454546	0.36	0.35593220338983056	0.33333333333333337	0.33333333333333337	0.2682926829268293	0.12195121951219512	0.276595744680851	0.45945945945945943	0.5172413793103448	0.2093023255813954
Air Pollution and Hospital Admissions for Chronic Obstructive Pulmonary Disease in Three Metropolitan Areas in the United States	0.21126760563380287	0.21739130434782605	0.21875	0.3529411764705882	0.2571428571428571	0.30434782608695654	0.4	0.28	0.3220338983050848	0.16923076923076918	0.21212121212121215	0.2962962962962963	0.3076923076923077	0.19999999999999996	0.33333333333333337	0.2962962962962963	0.36	0.375	0.19354838709677424	0.23636363636363633	0.2592592592592593	0.19999999999999996	0.32258064516129037	0.29824561403508776	0.2727272727272727	0.2962962962962963	0.19999999999999996	0.30000000000000004	0.21739130434782605	0.21311475409836067	0.23636363636363633	0.2549019607843137	0.2549019607843137	0.29824561403508776	0.30952380952380953	0.5897435897435898	0.24528301886792447
Air Pollution and Daily Mortality in Three U.S. Counties	0.3125	0.29032258064516125	0.26315789473684215	0.4426229508196722	0.3650793650793651	0.4193548387096774	0.39534883720930236	0.34883720930232553	0.3076923076923077	0.24137931034482762	0.3220338983050848	0.3191489361702128	0.33333333333333337	0.24528301886792447	0.31818181818181823	0.3191489361702128	0.39534883720930236	0.41463414634146345	0.3090909090909091	0.25	0.3191489361702128	0.27586206896551724	0.34545454545454546	0.4	0.375	0.3191489361702128	0.27586206896551724	0.3207547169811321	0.29032258064516125	0.2592592592592593	0.25	0.36363636363636365	0.36363636363636365	0.31999999999999995	0.4025974025974026	0.5	0.30434782608695654
The cost of asthma in the emergency department and hospital	0.3666666666666667	0.3448275862068966	0.3584905660377359	0.4035087719298246	0.38983050847457623	0.4137931034482759	0.33333333333333337	0.23076923076923073	0.33333333333333337	0.2962962962962963	0.34545454545454546	0.2093023255813954	0.2195121951219512	0.30612244897959184	0.4	0.2093023255813954	0.23076923076923073	0.2432432432432432	0.33333333333333337	0.2727272727272727	0.2093023255813954	0.33333333333333337	0.37254901960784315	0.21739130434782605	0.2272727272727273	0.2558139534883721	0.37037037037037035	0.26530612244897955	0.3448275862068966	0.31999999999999995	0.31818181818181823	0.19999999999999996	0.15000000000000002	0.30434782608695654	0.4794520547945206	0.5714285714285714	0.2857142857142857
Reduction in Fine Particulate Air Pollution and Mortality	0.423728813559322	0.4385964912280702	0.34615384615384615	0.4642857142857143	0.3793103448275862	0.4035087719298246	0.3157894736842105	0.368421052631579	0.276595744680851	0.3584905660377359	0.40740740740740744	0.33333333333333337	0.30000000000000004	0.33333333333333337	0.28205128205128205	0.2857142857142857	0.26315789473684215	0.38888888888888884	0.36	0.34883720930232553	0.38095238095238093	0.39622641509433965	0.43999999999999995	0.4222222222222223	0.34883720930232553	0.2857142857142857	0.39622641509433965	0.375	0.4035087719298246	0.4285714285714286	0.4418604651162791	0.33333333333333337	0.33333333333333337	0.4222222222222223	0.5	0.5555555555555556	0.36585365853658536
The effect of air pollution on inner-city children with asthma	0.3548387096774194	0.3666666666666667	0.38181818181818183	0.38983050847457623	0.4098360655737705	0.43333333333333335	0.41463414634146345	0.2195121951219512	0.31999999999999995	0.3214285714285714	0.33333333333333337	0.19999999999999996	0.2558139534883721	0.2941176470588235	0.38095238095238093	0.24444444444444446	0.2682926829268293	0.33333333333333337	0.3584905660377359	0.30434782608695654	0.24444444444444446	0.3214285714285714	0.3584905660377359	0.16666666666666663	0.21739130434782605	0.24444444444444446	0.3571428571428571	0.2941176470588235	0.3666666666666667	0.3076923076923077	0.30434782608695654	0.23809523809523814	0.19047619047619047	0.29166666666666663	0.4933333333333333	0.5333333333333333	0.31818181818181823
A Poisson process approach for recurrent event data with environmental covariates	0.32258064516129037	0.33333333333333337	0.3090909090909091	0.3220338983050848	0.34426229508196726	0.3666666666666667	0.31707317073170727	0.1707317073170732	0.31999999999999995	0.2857142857142857	0.29824561403508776	0.24444444444444446	0.2093023255813954	0.21568627450980393	0.33333333333333337	0.24444444444444446	0.2682926829268293	0.28205128205128205	0.28301886792452835	0.30434782608695654	0.28888888888888886	0.3214285714285714	0.3207547169811321	0.20833333333333337	0.17391304347826086	0.24444444444444446	0.2857142857142857	0.37254901960784315	0.33333333333333337	0.34615384615384615	0.26086956521739135	0.2857142857142857	0.09523809523809523	0.25	0.4666666666666667	0.5333333333333333	0.2272727272727273
Choices of stratification in Poisson process analysis of recurrent event data with environmental covariates	0.3015873015873016	0.3114754098360656	0.2857142857142857	0.33333333333333337	0.32258064516129037	0.3770491803278688	0.33333333333333337	0.19047619047619047	0.2941176470588235	0.26315789473684215	0.27586206896551724	0.26086956521739135	0.2272727272727273	0.23076923076923073	0.3023255813953488	0.21739130434782605	0.2857142857142857	0.25	0.2962962962962963	0.276595744680851	0.26086956521739135	0.29824561403508776	0.33333333333333337	0.18367346938775508	0.19148936170212771	0.21739130434782605	0.26315789473684215	0.3076923076923077	0.3114754098360656	0.3207547169811321	0.276595744680851	0.3023255813953488	0.16279069767441856	0.26530612244897955	0.4473684210526315	0.4838709677419355	0.24444444444444446
Direct Medical Costs of Coronary Artery Disease in the United States	0.3548387096774194	0.33333333333333337	0.2727272727272727	0.4576271186440678	0.3770491803278688	0.43333333333333335	0.41463414634146345	0.31707317073170727	0.36	0.2857142857142857	0.33333333333333337	0.33333333333333337	0.34883720930232553	0.2941176470588235	0.33333333333333337	0.28888888888888886	0.36585365853658536	0.3846153846153846	0.3207547169811321	0.21739130434782605	0.24444444444444446	0.3214285714285714	0.3584905660377359	0.375	0.34782608695652173	0.28888888888888886	0.2857142857142857	0.2941176470588235	0.33333333333333337	0.23076923076923073	0.34782608695652173	0.2857142857142857	0.2857142857142857	0.375	0.43999999999999995	0.5333333333333333	0.2272727272727273
Development and applications of a standard visual index	0.4	0.3793103448275862	0.39622641509433965	0.4035087719298246	0.423728813559322	0.4137931034482759	0.3846153846153846	0.02564102564102566	0.33333333333333337	0.33333333333333337	0.34545454545454546	0.2558139534883721	0.2682926829268293	0.26530612244897955	0.4	0.3023255813953488	0.28205128205128205	0.29729729729729726	0.2941176470588235	0.31818181818181823	0.3023255813953488	0.37037037037037035	0.4117647058823529	0.21739130434782605	0.2727272727272727	0.3023255813953488	0.33333333333333337	0.3877551020408163	0.3793103448275862	0.31999999999999995	0.2727272727272727	0.30000000000000004	0.15000000000000002	0.34782608695652173	0.4794520547945206	0.5	0.2857142857142857
Characterization of PM2.5, gaseous pollutants, and meteorological interactions in the context of time-series health effects models	0.3623188405797102	0.28358208955223885	0.29032258064516125	0.36363636363636365	0.2941176470588235	0.34328358208955223	0.41666666666666663	0.25	0.19298245614035092	0.23809523809523814	0.25	0.23076923076923073	0.28	0.24137931034482762	0.34693877551020413	0.2692307692307693	0.33333333333333337	0.3913043478260869	0.33333333333333337	0.3207547169811321	0.34615384615384615	0.33333333333333337	0.3666666666666667	0.19999999999999996	0.28301886792452835	0.3076923076923077	0.3015873015873016	0.31034482758620685	0.25373134328358204	0.38983050847457623	0.3207547169811321	0.3877551020408163	0.26530612244897955	0.34545454545454546	0.3902439024390244	0.5675675675675675	0.33333333333333337
Soil chemistry and nutrition of North American spruce-fir stands: evidence for recent change	0.303030303030303	0.3125	0.288135593220339	0.3015873015873016	0.29230769230769227	0.3125	0.33333333333333337	0.24444444444444446	0.2962962962962963	0.2666666666666667	0.21311475409836067	0.1428571428571429	0.23404255319148937	0.2727272727272727	0.3913043478260869	0.22448979591836737	0.24444444444444446	0.3023255813953488	0.19298245614035092	0.24	0.22448979591836737	0.23333333333333328	0.29824561403508776	0.1923076923076923	0.19999999999999996	0.22448979591836737	0.2666666666666667	0.2727272727272727	0.28125	0.2857142857142857	0.28	0.30434782608695654	0.13043478260869568	0.23076923076923073	0.3924050632911392	0.5882352941176471	0.16666666666666663
Air pollution and daily hospital admissions in metropolitan Los Angeles	0.4	0.3793103448275862	0.3584905660377359	0.4035087719298246	0.38983050847457623	0.4137931034482759	0.33333333333333337	0.28205128205128205	0.25	0.33333333333333337	0.3090909090909091	0.16279069767441856	0.2195121951219512	0.30612244897959184	0.4	0.2093023255813954	0.17948717948717952	0.29729729729729726	0.33333333333333337	0.31818181818181823	0.3023255813953488	0.37037037037037035	0.37254901960784315	0.26086956521739135	0.18181818181818177	0.2093023255813954	0.37037037037037035	0.30612244897959184	0.3448275862068966	0.36	0.36363636363636365	0.30000000000000004	0.15000000000000002	0.30434782608695654	0.4794520547945206	0.5	0.2857142857142857
Association of asthma symptoms with peak particulate air pollution and effect modification by anti-inflammatory medication use	0.375	0.3870967741935484	0.368421052631579	0.3114754098360656	0.3650793650793651	0.3870967741935484	0.39534883720930236	0.2558139534883721	0.3076923076923077	0.31034482758620685	0.288135593220339	0.14893617021276595	0.24444444444444446	0.3207547169811321	0.36363636363636365	0.23404255319148937	0.2558139534883721	0.36585365853658536	0.3090909090909091	0.29166666666666663	0.23404255319148937	0.31034482758620685	0.34545454545454546	0.16000000000000003	0.16666666666666663	0.23404255319148937	0.3448275862068966	0.3584905660377359	0.3870967741935484	0.2962962962962963	0.33333333333333337	0.2727272727272727	0.18181818181818177	0.31999999999999995	0.4545454545454546	0.5625	0.26086956521739135
Asthma symptoms in Hispanic children and daily ambient exposures to toxic and criteria air pollutants	0.3870967741935484	0.4	0.38181818181818183	0.38983050847457623	0.3770491803278688	0.4	0.36585365853658536	0.2195121951219512	0.28	0.2857142857142857	0.29824561403508776	0.11111111111111116	0.2558139534883721	0.33333333333333337	0.38095238095238093	0.24444444444444446	0.2195121951219512	0.3846153846153846	0.3207547169811321	0.30434782608695654	0.24444444444444446	0.3571428571428571	0.4339622641509434	0.20833333333333337	0.17391304347826086	0.19999999999999996	0.3571428571428571	0.37254901960784315	0.3666666666666667	0.2692307692307693	0.30434782608695654	0.23809523809523814	0.19047619047619047	0.33333333333333337	0.4666666666666667	0.5333333333333333	0.2727272727272727
Acid rain impacts on calcium nutrition and forest health	0.38983050847457623	0.368421052631579	0.34615384615384615	0.3928571428571429	0.3793103448275862	0.4035087719298246	0.368421052631579	0.1578947368421053	0.3191489361702128	0.3207547169811321	0.33333333333333337	0.19047619047619047	0.19999999999999996	0.25	0.33333333333333337	0.19047619047619047	0.21052631578947367	0.33333333333333337	0.31999999999999995	0.3023255813953488	0.23809523809523814	0.3584905660377359	0.36	0.24444444444444446	0.2093023255813954	0.19047619047619047	0.3207547169811321	0.33333333333333337	0.368421052631579	0.30612244897959184	0.3023255813953488	0.23076923076923073	0.07692307692307687	0.28888888888888886	0.5	0.4814814814814815	0.2195121951219512
A national estimate of the economic costs of asthma 	0.49090909090909096	0.4716981132075472	0.41666666666666663	0.5	0.4814814814814815	0.5094339622641509	0.3529411764705882	0.2941176470588235	0.4418604651162791	0.4285714285714286	0.43999999999999995	0.3157894736842105	0.33333333333333337	0.36363636363636365	0.37142857142857144	0.26315789473684215	0.2941176470588235	0.3125	0.4347826086956522	0.3846153846153846	0.3157894736842105	0.4285714285714286	0.4347826086956522	0.36585365853658536	0.33333333333333337	0.3157894736842105	0.4285714285714286	0.40909090909090906	0.4716981132075472	0.37777777777777777	0.3846153846153846	0.2571428571428571	0.19999999999999996	0.41463414634146345	0.5882352941176471	0.5652173913043479	0.29729729729729726
"Association of ambient air pollution with respiratory hospitalization in a government-designated ""area of concern"": the case of Windsor"	0.33333333333333337	0.3731343283582089	0.3548387096774194	0.33333333333333337	0.32352941176470584	0.34328358208955223	0.375	0.29166666666666663	0.33333333333333337	0.3015873015873016	0.25	0.15384615384615385	0.28	0.3448275862068966	0.4285714285714286	0.2692307692307693	0.29166666666666663	0.30434782608695654	0.2666666666666667	0.28301886792452835	0.2692307692307693	0.3015873015873016	0.30000000000000004	0.12727272727272732	0.13207547169811318	0.2692307692307693	0.33333333333333337	0.3793103448275862	0.34328358208955223	0.288135593220339	0.3207547169811321	0.34693877551020413	0.18367346938775508	0.23636363636363633	0.4390243902439024	0.6216216216216216	0.2549019607843137
