"Journal Data Filtered By:  Selected JCR Year: 2013 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,
Rank,Full Journal Title,Issn,Total Cites,Journal Impact Factor,5-Year Impact Factor,Citable Items,,Eigenfactor Score
4337,International Journal of Computer Assisted Radiology and Surgery,1861-6410,696,1.659,Not Available,93,,0.002820
4337,JOURNAL OF SCHOOL HEALTH,0022-4391,"2,174",1.659,2.132,115,,0.004540
4337,JOURNAL OF SCHOOL HEALTH,0022-4391,"2,174",1.659,2.132,115,,0.004540
4341,Ecology and Evolution,2045-7758,686,1.658,1.658,424,,0.003080
4342,BMC Womens Health,1472-6874,601,1.657,Not Available,52,,0.002360
4342,BMC Womens Health,1472-6874,601,1.657,Not Available,52,,0.002360
4342,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,0045-5067,"10,798",1.657,2.063,127,,0.013390
4342,IEEE TRANSACTIONS ON POWER DELIVERY,0885-8977,"9,325",1.657,1.970,305,,0.015800
4342,IEEE TRANSACTIONS ON RELIABILITY,0018-9529,"3,006",1.657,1.985,84,,0.005160
4347,INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,0890-6327,968,1.656,1.534,68,,0.002390
4347,NEW POLITICAL ECONOMY,1356-3467,450,1.656,1.766,39,,0.002140
4347,REVIEW OF PALAEOBOTANY AND PALYNOLOGY,0034-6667,"3,953",1.656,2.029,79,,0.005490
4350,JOURNAL OF HAND SURGERY-AMERICAN VOLUME,0363-5023,"8,445",1.655,1.777,291,,0.012150
4350,LIMNOLOGICA,0075-9511,891,1.655,1.948,61,,0.001820
4350,SCHOOL PSYCHOLOGY REVIEW,0279-6015,"1,610",1.655,2.645,26,,0.002470
4353,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,0960-085X,"1,441",1.654,2.619,37,,0.003440
4353,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,0960-085X,"1,441",1.654,2.619,37,,0.003440
4353,NEW YORK UNIVERSITY LAW REVIEW,0028-7881,"1,210",1.654,1.574,46,,0.002280
4356,HEALTH RISK & SOCIETY,1369-8575,773,1.653,1.900,40,,0.001250
4356,METROLOGIA,0026-1394,"2,297",1.653,1.474,73,,0.005570
4358,JOURNAL OF ADVERTISING RESEARCH,0021-8499,"1,558",1.651,1.678,7,,0.002020
4358,PEDIATRIC RADIOLOGY,0301-0449,"4,806",1.651,1.621,207,,0.008920
4358,VISUAL COGNITION,1350-6285,"2,081",1.651,1.940,71,,0.004820
4361,International Journal of Surgery,1743-9191,"1,097",1.650,Not Available,179,,0.004760
4361,READING RESEARCH QUARTERLY,0034-0553,"1,667",1.650,2.681,22,,0.002220
4361,WORLD POLITICS,0043-8871,"2,252",1.650,3.274,15,,0.005010
4364,AMERICAN JOURNAL OF MATHEMATICS,0002-9327,"4,013",1.649,1.596,56,,0.011700
4364,APPLIED OPTICS,1559-128X,"37,117",1.649,1.676,"1,185",,0.041220
4364,NEPHRON EXPERIMENTAL NEPHROLOGY,1660-2129,634,1.649,1.935,7,,0.001860
4364,OPTICS AND LASER TECHNOLOGY,0030-3992,"3,145",1.649,1.653,466,,0.007300
4368,ENVIRONMENTAL MANAGEMENT,0364-152X,"6,410",1.648,2.335,210,,0.011350
4368,Journal of Systematics and Evolution,1674-4918,546,1.648,1.682,71,,0.002460
4368,Particuology,1674-2001,932,1.648,2.058,100,,0.003770
4371,COMPUTERS AND GEOTECHNICS,0266-352X,"2,055",1.647,1.927,137,,0.005960
4371,European Review of Social Psychology,1046-3283,235,1.647,2.930,8,,0.001180
4371,SOCIAL PSYCHOLOGY QUARTERLY,0190-2725,"2,041",1.647,2.364,16,,0.002000
4374,Global Health Action,1654-9880,566,1.646,2.302,132,,0.002260
4374,Global Health Action,1654-9880,566,1.646,2.302,132,,0.002260
4374,Stata Journal,1536-867X,"1,939",1.646,3.554,51,,0.006680
4374,Stata Journal,1536-867X,"1,939",1.646,3.554,51,,0.006680
4378,AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,1058-0360,"1,109",1.644,2.289,52,,0.002020
4378,AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,1058-0360,"1,109",1.644,2.289,52,,0.002020
4378,AUSTRALIAN JOURNAL OF CHEMISTRY,0004-9425,"5,575",1.644,1.653,241,,0.006040
4378,ENDOCRINE PATHOLOGY,1046-3976,734,1.644,1.715,37,,0.001630
4378,JOURNAL OF PUBLIC HEALTH DENTISTRY,0022-4006,"1,138",1.644,1.653,44,,0.002150
4378,NEUROREPORT,0959-4965,"16,364",1.644,1.817,193,,0.012420
4378,New Directions for Child and Adolescent Development,1534-8687,677,1.644,1.840,29,,0.001760
4378,PPAR Research,1687-4757,802,1.644,2.114,32,,0.002910
4378,PUBLIC HEALTH REPORTS,0033-3549,"4,229",1.644,1.791,78,,0.006800
4378,PUBLIC HEALTH REPORTS,0033-3549,"4,229",1.644,1.791,78,,0.006800
4388,CRYOBIOLOGY,0011-2240,"3,064",1.643,1.890,113,,0.003370
4388,Current Oncology,1198-0052,795,1.643,1.619,95,,0.003300
4390,ADVANCED POWDER TECHNOLOGY,0921-8831,"1,262",1.642,1.769,125,,0.003210
4390,BEHAVIOURAL NEUROLOGY,0953-4180,760,1.642,1.773,77,,0.001740
4390,HEALTH CARE MANAGEMENT REVIEW,0361-6274,991,1.642,2.071,34,,0.002120
4390,HUMAN HEREDITY,0001-5652,"1,224",1.642,1.687,28,,0.003020
4390,MOLECULAR PHYSICS,0026-8976,"12,150",1.642,1.685,373,,0.012190
4390,NEOPLASMA,0028-2685,"1,239",1.642,1.467,90,,0.002680
4396,Human Gene Therapy Methods,1946-6536,89,1.641,1.641,0,,0.000330
4396,SMALL BUSINESS ECONOMICS,0921-898X,"2,611",1.641,2.621,114,,0.005190
4398,EMPIRICAL SOFTWARE ENGINEERING,1382-3256,564,1.640,2.610,32,,0.002450
4398,ENVIRONMENTAL POLITICS,0964-4016,"1,080",1.640,2.071,51,,0.002670
4398,JOURNAL OF APPLIED POLYMER SCIENCE,0021-8995,"47,335",1.640,1.635,"2,107",,0.049370
4398,PLANT ECOLOGY,1385-0237,"5,124",1.640,2.061,130,,0.009620
4398,SCANDINAVIAN JOURNAL OF INFECTIOUS DISEASES,0036-5548,"3,700",1.640,1.642,143,,0.006520
4403,ARCHIVES OF SUICIDE RESEARCH,1381-1118,645,1.639,2.191,37,,0.001740
4403,COMPTES RENDUS PHYSIQUE,1631-0705,"1,251",1.639,1.595,66,,0.004630
4403,IEEE SIGNAL PROCESSING LETTERS,1070-9908,"4,223",1.639,1.718,295,,0.014570
4403,JOURNAL OF NONVERBAL BEHAVIOR,0191-5886,"1,047",1.639,2.560,21,,0.001800
4407,Food Security,1876-4517,319,1.638,1.959,59,,0.001560
4407,Internet Research,1066-2243,611,1.638,1.846,27,,0.001120
4407,Internet Research,1066-2243,611,1.638,1.846,27,,0.001120
4407,JOURNAL OF ADOLESCENCE,0140-1971,"3,285",1.638,2.288,107,,0.006910
4407,REVISTA BRASILEIRA DE PSIQUIATRIA,1516-4446,"1,119",1.638,1.801,71,,0.002170
4407,REVISTA BRASILEIRA DE PSIQUIATRIA,1516-4446,"1,119",1.638,1.801,71,,0.002170
4407,STUDIES IN FAMILY PLANNING,0039-3665,"1,216",1.638,2.529,26,,0.002040
4414,AMERICAN MUSEUM NOVITATES,0003-0082,"2,108",1.636,1.629,27,,0.001620
4414,Review of Finance,1572-3097,505,1.636,2.533,52,,0.004940
4414,VIRAL IMMUNOLOGY,0882-8245,"1,367",1.636,1.892,45,,0.002670
4417,CELL BIOLOGY INTERNATIONAL,1065-6995,"3,161",1.635,1.543,161,,0.005570
4417,JOURNAL OF REPRODUCTION AND DEVELOPMENT,0916-8818,"1,652",1.635,1.693,89,,0.004030
4417,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,1369-8478,"1,482",1.635,2.349,100,,0.003270
4420,APPLIED PHYSICS B-LASERS AND OPTICS,0946-2171,"9,957",1.634,1.845,307,,0.023510
4420,Advances in Skin & Wound Care,1527-7941,813,1.634,Not Available,42,,0.001820
4420,Advances in Skin & Wound Care,1527-7941,813,1.634,Not Available,42,,0.001820
4420,CULTURE HEALTH & SEXUALITY,1369-1058,"1,126",1.634,1.833,119,,0.002960
4420,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,0340-7594,"5,083",1.634,1.937,91,,0.005300
4425,CHILD PSYCHIATRY & HUMAN DEVELOPMENT,0009-398X,965,1.633,2.160,65,,0.002730
4425,VETERINARY RECORD,0042-4900,"9,859",1.633,1.579,250,,0.009870
4427,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,0002-9254,"4,464",1.632,1.947,0,,0.003370
4427,Electronic Commerce Research,1389-5753,242,1.632,1.663,25,,0.000380
4427,JOURNAL OF ATMOSPHERIC CHEMISTRY,0167-7764,"1,766",1.632,1.808,20,,0.001620
4427,JOURNAL OF ELECTRON MICROSCOPY,0022-0744,"1,100",1.632,1.486,0,,0.002510
4427,JOURNAL OF SOCIAL POLICY,0047-2794,826,1.632,1.635,36,,0.002090
4432,ESAIM-MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS-MODELISATION MATHEMATIQUE ET ANALYSE NUMERIQUE,0764-583X,"1,214",1.631,1.655,74,,0.005950
4432,INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY,0277-1691,"2,065",1.631,1.724,80,,0.003710
4434,PEDIATRIC TRANSPLANTATION,1397-3142,"2,321",1.630,1.544,145,,0.005770
4434,PLANETARY AND SPACE SCIENCE,0032-0633,"5,529",1.630,1.705,181,,0.014510
4436,JOURNAL OF FORESTRY,0022-1201,"1,756",1.629,1.806,40,,0.002310
4436,JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,0891-9887,"1,167",1.629,2.914,30,,0.002190
4438,JOURNAL OF POLYMERS AND THE ENVIRONMENT,1566-2543,"1,827",1.628,1.987,128,,0.002680
4439,European Journal of Obstetrics & Gynecology and Reproductive Biology,0301-2115,"6,637",1.627,1.942,392,,0.013820
4439,Fottea,1802-5439,191,1.627,1.575,19,,0.000750
4439,RHEUMATOLOGY INTERNATIONAL,0172-8172,"4,361",1.627,1.620,450,,0.011500
4442,APPLIED ANIMAL BEHAVIOUR SCIENCE,0168-1591,"6,323",1.626,2.016,141,,0.007190
4442,FOOT & ANKLE INTERNATIONAL,1071-1007,"6,127",1.626,1.758,238,,0.006920
4442,PHYSICS LETTERS A,0375-9601,"25,015",1.626,1.706,555,,0.041910
4442,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,1361-9209,"1,666",1.626,2.040,107,,0.004380
4442,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,1361-9209,"1,666",1.626,2.040,107,,0.004380
4447,INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,1094-3420,627,1.625,1.515,33,,0.001800
4447,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,0309-1317,"2,169",1.625,2.403,117,,0.005510
4447,JOURNAL OF FINANCIAL INTERMEDIATION,1042-9573,938,1.625,2.534,31,,0.004810
4447,PLANT GROWTH REGULATION,0167-6903,"3,263",1.625,1.902,89,,0.003460
4447,Publications Mathematiques de l IHES,0073-8301,896,1.625,2.417,8,,0.003130
4447,QUALITATIVE HEALTH RESEARCH,1049-7323,"4,090",1.625,2.106,115,,0.007630
4447,QUANTUM INFORMATION & COMPUTATION,1533-7146,"1,245",1.625,1.668,58,,0.004170
4454,JOURNAL OF HYDROLOGIC ENGINEERING,1084-0699,"2,504",1.624,1.746,181,,0.004760
4455,Archives of Facial Plastic Surgery,1521-2491,"1,171",1.623,1.823,0,,0.002600
4455,COGNITIVE DEVELOPMENT,0885-2014,"1,666",1.623,2.392,25,,0.003240
4455,International Journal of Contemporary Hospitality Management,0959-6119,"1,037",1.623,Not Available,55,,0.001030
4455,WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,1386-145X,316,1.623,1.360,31,,0.000850
4459,Functional Materials Letters,1793-6047,447,1.622,1.461,84,,0.001530
4459,Pediatric Rheumatology,1546-0096,280,1.622,Not Available,45,,0.001160
4461,AUSTRALIAN & NEW ZEALAND JOURNAL OF OBSTETRICS & GYNAECOLOGY,0004-8666,"2,248",1.620,1.642,98,,0.004980
4461,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,0003-021X,"10,395",1.620,1.898,203,,0.006170
4461,PSYCHIATRY AND CLINICAL NEUROSCIENCES,1323-1316,"2,452",1.620,2.153,65,,0.004650
4461,Substance Abuse,0889-7077,579,1.620,2.077,46,,0.001680
4461,Substance Abuse,0889-7077,579,1.620,2.077,46,,0.001680
4466,ATOMIC SPECTROSCOPY,0195-5373,418,1.619,1.118,34,,0.000390
4466,IEEE TRANSACTIONS ON NANOTECHNOLOGY,1536-125X,"2,070",1.619,1.838,164,,0.007180
4468,BIOSECURITY AND BIOTERRORISM-BIODEFENSE STRATEGY PRACTICE AND SCIENCE,1538-7135,334,1.618,1.532,54,,0.001220
4468,Familial Cancer,1389-9600,"1,092",1.618,1.677,87,,0.003500
4470,PHYSIOLOGICAL MEASUREMENT,0967-3334,"3,069",1.617,1.792,131,,0.005960
4470,TRANSPORTATION,0049-4488,"1,629",1.617,2.061,56,,0.003900
4470,TRANSPORTATION,0049-4488,"1,629",1.617,2.061,56,,0.003900
4473,Personal and Ubiquitous Computing,1617-4909,988,1.616,1.461,148,,0.002030
4473,Reproductive Health,1742-4755,390,1.616,Not Available,61,,0.001460
4473,Reproductive Health,1742-4755,390,1.616,Not Available,61,,0.001460
4476,Clinical Neuroradiology,1869-1439,144,1.615,1.131,23,,0.000570
4477,ENVIRONMENT AND URBANIZATION,0956-2478,947,1.614,2.250,32,,0.002070
4477,GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,0952-1895,875,1.614,2.103,29,,0.002890
4479,LICHENOLOGIST,0024-2829,"1,285",1.613,1.337,65,,0.001540
4479,PEDIATRIC EXERCISE SCIENCE,0899-8493,"1,267",1.613,2.028,47,,0.002180
4481,COMPUTATIONAL GEOSCIENCES,1420-0597,750,1.612,1.802,61,,0.003340
4481,FOLIA GEOBOTANICA,1211-9520,894,1.612,1.597,29,,0.000920
4481,GEOLOGICAL JOURNAL,0072-1050,"1,031",1.612,1.647,39,,0.001610
4481,Geotechnique Letters,2049-825X,92,1.612,1.612,31,,0.000470
4481,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,0362-546X,"12,651",1.612,1.755,266,,0.052040
4486,JOURNAL OF RECEPTORS AND SIGNAL TRANSDUCTION,1079-9893,650,1.611,1.546,51,,0.001410
4486,JOURNAL OF WILDLIFE MANAGEMENT,0022-541X,"8,846",1.611,2.024,165,,0.010980
4486,Journal of Nanomaterials,1687-4110,"2,043",1.611,1.735,568,,0.006430
4489,IEEE ELECTRICAL INSULATION MAGAZINE,0883-7554,721,1.610,1.754,40,,0.001390
4489,JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,1005-0302,"2,091",1.610,1.420,189,,0.005420
4489,SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,0281-3432,"1,050",1.610,1.889,39,,0.001430
4492,Journal of Purchasing and Supply Management,1478-4092,609,1.609,Not Available,22,,0.000910
4493,BIOLOGICAL TRACE ELEMENT RESEARCH,0163-4984,"4,752",1.608,1.656,328,,0.007840
4493,ERGONOMICS,0014-0139,"5,066",1.608,1.778,155,,0.004890
4493,ERGONOMICS,0014-0139,"5,066",1.608,1.778,155,,0.004890
4493,EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY,0937-4477,"4,290",1.608,1.600,434,,0.010700
4497,NEUROLOGIC CLINICS,0733-8619,"1,625",1.607,1.914,58,,0.002860
4497,TEACHING AND TEACHER EDUCATION,0742-051X,"2,995",1.607,1.612,113,,0.006360
4499,CULTURAL ANTHROPOLOGY,0886-7356,"1,006",1.606,2.443,37,,0.003250
4499,Journal of Environment & Development,1070-4965,350,1.606,Not Available,19,,0.001030
4499,WEATHER AND FORECASTING,0882-8156,"3,071",1.606,2.200,91,,0.009370
4502,BLOOD PRESSURE,0803-7051,992,1.605,1.573,49,,0.002030
4502,JOURNAL OF ECONOMIC ENTOMOLOGY,0022-0493,"10,157",1.605,1.804,321,,0.011050
4502,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,0370-1972,"9,223",1.605,1.405,368,,0.018660
4505,CORNELL LAW REVIEW,0010-8847,"1,067",1.603,1.645,5,,0.002170
4505,JOURNAL OF CLINICAL DENSITOMETRY,1094-6950,"1,206",1.603,2.075,84,,0.002970
4505,Journal of Trauma & Dissociation,1529-9732,467,1.603,1.590,36,,0.000980
4505,New Microbiologica,1121-7138,784,1.603,1.405,39,,0.001760
4509,DYSPHAGIA,0179-051X,"1,937",1.602,1.959,58,,0.002370
4509,Energies,1996-1073,"1,276",1.602,2.026,341,,0.004610
4509,JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,0363-8715,"5,296",1.602,1.529,155,,0.006320
4512,AMERICAN BUSINESS LAW JOURNAL,0002-7766,614,1.600,1.538,19,,0.000280
4512,AMERICAN JOURNAL OF CRITICAL CARE,1062-3264,"1,690",1.600,2.211,58,,0.003090
4512,APPLIED MATHEMATICS AND COMPUTATION,0096-3003,"16,463",1.600,1.672,"1,089",,0.041110
4512,BMC Medical Ethics,1472-6939,338,1.600,Not Available,61,,0.001130
4512,BMC Medical Ethics,1472-6939,338,1.600,Not Available,61,,0.001130
4512,Chronic Diseases in Canada,0228-8699,356,1.600,2.200,0,,0.000820
4512,Clinical & Translational Oncology,1699-048X,"1,194",1.600,1.379,148,,0.003810
4512,Current Sports Medicine Reports,1537-890X,732,1.600,1.486,56,,0.002160
4512,Journal of Gynecologic Oncology,2005-0380,390,1.600,Not Available,48,,0.001750
4512,PSYCHOTHERAPY RESEARCH,1050-3307,"1,298",1.600,2.014,57,,0.003460
4522,CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,0317-1671,"2,503",1.599,1.451,104,,0.004530
4522,JOURNAL OF MOLECULAR STRUCTURE,0022-2860,"14,371",1.599,1.585,954,,0.016760
4522,PLASMA CHEMISTRY AND PLASMA PROCESSING,0272-4324,"1,782",1.599,2.241,76,,0.003270
4525,MINERALOGY AND PETROLOGY,0930-0708,"1,440",1.598,1.626,60,,0.002470
4525,OTOLOGY & NEUROTOLOGY,1531-7129,"4,497",1.598,1.949,266,,0.010080
4527,AMERICAN JOURNAL OF PERINATOLOGY,0735-1631,"1,967",1.597,1.439,113,,0.005050
4528,JOURNAL OF NEUROLINGUISTICS,0911-6044,800,1.596,1.970,49,,0.002190
4528,JOURNAL OF NEUROLINGUISTICS,0911-6044,800,1.596,1.970,49,,0.002190
4528,ZOOLOGY,0944-2006,969,1.596,1.777,43,,0.002120
4531,ACM Transactions on the Web,1559-1131,281,1.595,1.966,30,,0.001500
4531,COMPUTATIONAL BIOLOGY AND CHEMISTRY,1476-9271,687,1.595,1.592,61,,0.002140
4531,COMPUTER GRAPHICS FORUM,0167-7055,"3,287",1.595,1.920,240,,0.028190
4531,ELECTRIC POWER SYSTEMS RESEARCH,0378-7796,"4,241",1.595,2.026,225,,0.009520
4531,FINITE ELEMENTS IN ANALYSIS AND DESIGN,0168-874X,"2,452",1.595,1.679,102,,0.006060
4531,JOURNAL OF CLINICAL NEUROPHYSIOLOGY,0736-0258,"2,568",1.595,1.668,77,,0.003030
4537,ANTIQUITY,0003-598X,"2,033",1.594,1.675,71,,0.003570
4537,Harm Reduction Journal,1477-7517,510,1.594,1.930,41,,0.001950
4537,INVERTEBRATE SYSTEMATICS,1445-5226,563,1.594,1.780,36,,0.001610
4537,JOURNAL OF MANAGEMENT INQUIRY,1056-4926,708,1.594,1.775,31,,0.002030
4537,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,0022-3697,"12,329",1.594,1.635,298,,0.012190
4537,STATISTICS,0233-1888,843,1.594,1.322,92,,0.002860
4543,APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,1090-0586,702,1.593,2.058,28,,0.001180
4543,Health Economics Policy and Law,1744-1331,272,1.593,1.760,21,,0.001710
4543,Simulation in Healthcare-Journal of the Society for Simulation in Healthcare,1559-2332,641,1.593,1.960,52,,0.002580
4546,APPLIED RHEOLOGY,1430-6395,348,1.592,1.476,27,,0.000640
4547,AIP Advances,2158-3226,"1,143",1.590,1.591,401,,0.005960
4547,AMERICAN JOURNAL OF EDUCATION,0195-6744,529,1.590,1.304,21,,0.001680
4547,AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,0271-3586,"4,503",1.590,1.899,143,,0.005190
4547,BIORHEOLOGY,0006-355X,"1,688",1.590,2.130,21,,0.001530
4547,ECOLOGY OF FRESHWATER FISH,0906-6691,"1,468",1.590,2.051,59,,0.003850
4547,Journal of the American Academy of Audiology,1050-0545,"1,446",1.590,1.609,76,,0.002810
4547,Plant Biotechnology Reports,1863-5466,338,1.590,1.481,56,,0.001050
4554,Hamostaseologie,0720-9355,436,1.589,1.032,46,,0.001700
4554,International Journal for Equity in Health,1475-9276,722,1.589,1.925,94,,0.002350
4554,TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,0886-7798,"1,758",1.589,1.776,135,,0.003180
4557,Applied Developmental Science,1088-8691,790,1.586,1.714,17,,0.001090
4557,DISEASES OF AQUATIC ORGANISMS,0177-5103,"5,086",1.586,1.874,127,,0.005810
4557,Research in Human Development,1542-7609,266,1.586,1.877,16,,0.001150
4560,ETHICS,0014-1704,"1,503",1.585,2.194,22,,0.002000
4560,Islets,1938-2014,442,1.585,2.061,26,,0.002350
4560,PATHOLOGY INTERNATIONAL,1320-5463,"2,696",1.585,1.829,80,,0.005220
4563,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,1353-4505,"2,406",1.584,2.296,83,,0.004040
4563,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,1353-4505,"2,406",1.584,2.296,83,,0.004040
4563,PACKAGING TECHNOLOGY AND SCIENCE,0894-3214,692,1.584,1.503,45,,0.000990
4563,REVIEW OF SCIENTIFIC INSTRUMENTS,0034-6748,"24,499",1.584,1.556,969,,0.053790
4567,CLINICAL NEUROPSYCHOLOGIST,1385-4046,"2,258",1.583,2.097,76,,0.003330
4567,CLINICAL NEUROPSYCHOLOGIST,1385-4046,"2,258",1.583,2.097,76,,0.003330
4567,Seminars in Vascular Surgery,0895-7967,602,1.583,1.564,15,,0.001650
4570,Myrmecological News,1994-4136,277,1.582,Not Available,16,,0.001360
4570,RADIATION AND ENVIRONMENTAL BIOPHYSICS,0301-634X,"1,136",1.582,1.747,45,,0.002690
4572,ANIMAL REPRODUCTION SCIENCE,0378-4320,"5,717",1.581,1.854,217,,0.009570
4572,DYNAMICS OF ATMOSPHERES AND OCEANS,0377-0265,763,1.581,2.358,19,,0.002610
4572,IMAGE AND VISION COMPUTING,0262-8856,"3,760",1.581,2.095,76,,0.009040
4572,PHARMACOLOGY,0031-7012,"2,137",1.581,1.705,86,,0.003410
4576,ALLERGOLOGIA ET IMMUNOPATHOLOGIA,0301-0546,698,1.580,1.319,49,,0.001410
4576,APPLIED PSYCHOLINGUISTICS,0142-7164,"1,600",1.580,2.089,48,,0.002520
4576,JOURNAL OF EVALUATION IN CLINICAL PRACTICE,1356-1294,"2,236",1.580,1.534,158,,0.007030
4576,PHOTOMEDICINE AND LASER SURGERY,1549-5418,"1,704",1.580,1.709,89,,0.003690
4580,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,0020-7721,"2,526",1.579,1.714,194,,0.004170
4580,International Journal of Web and Grid Services,1741-1106,159,1.579,1.137,19,,0.000520
4580,JOURNAL OF CLINICAL APHERESIS,0733-2459,847,1.579,1.791,41,,0.001240
4583,Biopreservation and Biobanking,1947-5535,195,1.578,1.411,55,,0.000680
4583,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,0923-6082,355,1.578,1.420,35,,0.000950
4585,HABITAT INTERNATIONAL,0197-3975,"1,051",1.577,1.702,113,,0.001920
4585,JOURNAL OF FAMILY PSYCHOLOGY,0893-3200,"3,761",1.577,2.542,101,,0.008600
4585,Journal of Orthopaedic Surgery and Research,1749-799X,444,1.577,Not Available,48,,0.002160
4588,Sexual Health,1448-5028,813,1.576,1.796,74,,0.003460
4588,Sexual Health,1448-5028,813,1.576,1.796,74,,0.003460
4590,CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,1076-0296,"1,249",1.575,1.414,103,,0.003500
4590,Geriatrics & Gerontology International,1444-1586,746,1.575,1.724,136,,0.002500
4590,Geriatrics & Gerontology International,1444-1586,746,1.575,1.724,136,,0.002500
4590,Journal of Minimally Invasive Gynecology,1553-4650,"1,696",1.575,1.609,136,,0.005150
4594,JOURNAL OF COMMUNITY HEALTH,0094-5145,"1,447",1.573,1.765,148,,0.005000
4594,JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,0882-2689,"1,486",1.573,2.008,57,,0.002800
4594,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0964-1998,"2,222",1.573,2.832,44,,0.007420
4594,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0964-1998,"2,222",1.573,2.832,44,,0.007420
4594,Physical Review Special Topics-Physics Education Research,1554-9178,433,1.573,1.840,42,,0.001370
4594,Physical Review Special Topics-Physics Education Research,1554-9178,433,1.573,1.840,42,,0.001370
4600,DIAMOND AND RELATED MATERIALS,0925-9635,"7,516",1.572,1.766,147,,0.010980
4600,Environmental Earth Sciences,1866-6280,"3,103",1.572,1.750,723,,0.009290
4602,JOURNAL OF DIFFERENTIAL EQUATIONS,0022-0396,"8,970",1.570,1.736,351,,0.035310
4603,JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,1068-9583,737,1.568,1.868,57,,0.002040
4603,Journal of Family Nursing,1074-8407,435,1.568,1.548,20,,0.000650
4603,Journal of Family Nursing,1074-8407,435,1.568,1.548,20,,0.000650
4606,BIOLOGICAL BULLETIN,0006-3185,"4,937",1.567,2.321,41,,0.003620
4606,EXPERIMENTAL MECHANICS,0014-4851,"3,019",1.567,1.853,148,,0.006680
4606,IEEE Vehicular Technology Magazine,1556-6072,396,1.567,1.552,31,,0.001840
4606,Journal of Computational Science,1877-7503,221,1.567,1.610,52,,0.001060
4610,INTERNATIONAL JOURNAL OF CHEMICAL KINETICS,0538-8066,"2,724",1.566,1.426,79,,0.002640
4610,MEMORIAS DO INSTITUTO OSWALDO CRUZ,0074-0276,"5,757",1.566,1.961,185,,0.008580
4612,LEARNING AND INDIVIDUAL DIFFERENCES,1041-6080,"1,608",1.565,2.158,164,,0.005820
4613,Entropy,1099-4300,876,1.564,1.530,271,,0.004170
4613,GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY,0435-3676,"1,143",1.564,1.593,27,,0.001240
4613,Interaction Studies,1572-0373,229,1.564,1.165,13,,0.000670
4613,ROCK MECHANICS AND ROCK ENGINEERING,0723-2632,"1,150",1.564,1.767,111,,0.003200
4617,INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,0020-7292,"5,842",1.563,1.946,236,,0.012710
4617,MOUNT SINAI JOURNAL OF MEDICINE,0027-2507,"1,205",1.563,1.896,0,,0.003330
