"Journal Data Filtered By:  Selected JCR Year: 2012 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,
Rank,Full Journal Title,Issn,Total Cites,Journal Impact Factor,5-Year Impact Factor,Citable Items,,Eigenfactor Score
1308,VETERINARY RESEARCH,0928-4249,"3,246",3.426,3.828,86,,0.007060
1309,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,0168-1605,"17,723",3.425,3.938,342,,0.031010
1310,JOURNAL OF FINANCIAL ECONOMICS,0304-405X,"13,075",3.424,5.087,124,,0.058350
1310,MAMMAL REVIEW,0305-1838,"1,158",3.424,3.877,17,,0.001780
1312,CURRENT OPINION IN PSYCHIATRY,0951-7367,"2,320",3.422,3.593,76,,0.008440
1312,CURRENT OPINION IN PSYCHIATRY,0951-7367,"2,320",3.422,3.593,76,,0.008440
1314,AGRICULTURAL AND FOREST METEOROLOGY,0168-1923,"10,024",3.421,4.118,182,,0.019110
1314,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,0145-6008,"12,589",3.421,3.621,249,,0.021620
1316,JOURNAL OF MACHINE LEARNING RESEARCH,1532-4435,"6,024",3.420,4.284,119,,0.024470
1317,Cellular & Molecular Immunology,1672-7681,"1,471",3.419,3.108,56,,0.005320
1317,PROGRESS IN PHYSICAL GEOGRAPHY,0309-1333,"2,275",3.419,3.690,38,,0.004250
1319,CURRENT OPINION IN MOLECULAR THERAPEUTICS,1464-8431,"1,211",3.416,2.723,0,,0.003910
1320,CELLULAR PHYSIOLOGY AND BIOCHEMISTRY,1015-8987,"3,193",3.415,3.169,226,,0.010930
1321,AMERICAN JOURNAL OF SOCIOLOGY,0002-9602,"11,166",3.414,5.239,31,,0.013160
1322,DEVELOPMENTAL NEUROSCIENCE,0378-5866,"1,859",3.413,3.250,40,,0.004360
1323,ADVANCES IN ANATOMIC PATHOLOGY,1072-4109,"1,199",3.412,3.626,40,,0.003830
1324,APPLIED CATALYSIS A-GENERAL,0926-860X,"27,726",3.410,3.910,524,,0.043320
1324,Neurodegenerative Diseases,1660-2854,"1,119",3.410,3.023,95,,0.003950
1326,CLINICAL AND EXPERIMENTAL IMMUNOLOGY,0009-9104,"12,044",3.409,3.280,179,,0.021170
1327,DRUG SAFETY,0114-5916,"3,619",3.408,3.689,93,,0.008140
1327,Molecular Imaging,1535-3508,"1,090",3.408,3.295,25,,0.003050
1329,FOOD MICROBIOLOGY,0740-0020,"5,173",3.407,3.894,191,,0.012610
1330,JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,0022-5096,"10,460",3.406,3.746,116,,0.020920
1331,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,"23,331",3.405,4.125,144,,0.032070
1332,CLEVELAND CLINIC JOURNAL OF MEDICINE,0891-1150,"1,652",3.400,3.191,53,,0.004370
1332,JOURNAL OF METAMORPHIC GEOLOGY,0263-4929,"3,679",3.400,3.892,51,,0.005290
1332,MALARIA JOURNAL,1475-2875,"6,532",3.400,3.476,430,,0.024140
1335,BIOLOGICAL PSYCHOLOGY,0301-0511,"5,593",3.399,4.343,155,,0.015770
1335,BIOLOGICAL PSYCHOLOGY,0301-0511,"5,593",3.399,4.343,155,,0.015770
1337,Current Opinion in Allergy and Clinical Immunology,1528-4050,"2,255",3.398,3.337,87,,0.007640
1337,JOURNAL OF CLEANER PRODUCTION,0959-6526,"6,268",3.398,3.587,343,,0.015130
1339,BIOFOULING,0892-7014,"2,168",3.396,3.359,83,,0.004940
1339,CLINICAL ENDOCRINOLOGY,0300-0664,"10,809",3.396,3.257,258,,0.021920
1341,Oxidative Medicine and Cellular Longevity,1942-0900,535,3.393,3.740,155,,0.001800
1342,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,0143-005X,"10,342",3.392,3.858,218,,0.021640
1342,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,0143-005X,"10,342",3.392,3.858,218,,0.021640
1342,LUNG CANCER,0169-5002,"7,698",3.392,3.457,282,,0.020590
1345,BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,0005-2736,"12,506",3.389,3.919,342,,0.033130
1345,ECONOMIC GEOGRAPHY,0013-0095,"1,560",3.389,4.897,16,,0.002580
1347,BRAIN AND LANGUAGE,0093-934X,"5,351",3.386,3.841,118,,0.008990
1347,BRAIN AND LANGUAGE,0093-934X,"5,351",3.386,3.841,118,,0.008990
1347,PURE AND APPLIED CHEMISTRY,0033-4545,"13,333",3.386,3.115,173,,0.013270
1350,Biomicrofluidics,1932-1058,"1,240",3.385,3.320,146,,0.005020
1350,Journal of Crohns & Colitis,1873-9946,"1,048",3.385,3.281,133,,0.004490
1350,OPTICS LETTERS,0146-9592,"48,455",3.385,3.300,"1,755",,0.130040
1353,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1064-3389,"2,104",3.383,5.364,56,,0.003680
1353,CRITICAL REVIEWS IN IMMUNOLOGY,1040-8401,"1,159",3.383,3.221,16,,0.002680
1355,JOURNAL OF CLINICAL IMMUNOLOGY,0271-9142,"3,272",3.382,3.498,147,,0.009730
1356,IEEE Transactions on Industrial Informatics,1551-3203,969,3.381,3.191,92,,0.002710
1356,SOCIAL NETWORKS,0378-8733,"2,234",3.381,4.059,62,,0.005750
1358,POLYMER,0032-3861,"49,803",3.379,3.968,703,,0.062730
1359,BIOCHEMISTRY,0006-2960,"90,842",3.377,3.168,"1,004",,0.135690
1360,PEDIATRIC ALLERGY AND IMMUNOLOGY,0905-6157,"3,045",3.376,2.957,109,,0.007700
1361,JOURNAL OF PSYCHOPHARMACOLOGY,0269-8811,"4,318",3.374,3.441,156,,0.012620
1362,SURGERY,0039-6060,"15,431",3.373,3.851,271,,0.026330
1363,NEPHROLOGY DIALYSIS TRANSPLANTATION,0931-0509,"21,264",3.371,3.416,684,,0.052290
1364,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,0003-9861,"21,133",3.370,3.097,234,,0.026550
1364,INTEGRATED COMPUTER-AIDED ENGINEERING,1069-2509,421,3.370,2.389,27,,0.001030
1366,IEEE SIGNAL PROCESSING MAGAZINE,1053-5888,"4,516",3.368,6.895,67,,0.019580
1366,JOURNAL OF MARKETING,0022-2429,"13,275",3.368,5.717,48,,0.012290
1368,MICHIGAN LAW REVIEW,0026-2234,"2,102",3.367,2.347,29,,0.003210
1368,STRATEGIC MANAGEMENT JOURNAL,0143-2095,"16,677",3.367,6.393,78,,0.019340
1368,VIROLOGY,0042-6822,"26,591",3.367,3.164,346,,0.042440
1371,EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,0014-2972,"5,490",3.365,3.047,158,,0.010520
1371,MICROPOROUS AND MESOPOROUS MATERIALS,1387-1811,"15,134",3.365,3.414,589,,0.032510
1373,PSYCHIATRY RESEARCH-NEUROIMAGING,0925-4927,"4,048",3.364,3.832,113,,0.012610
1374,ACM TRANSACTIONS ON GRAPHICS,0730-0301,"7,674",3.361,4.283,203,,0.029010
1374,DRUG METABOLISM AND DISPOSITION,0090-9556,"13,822",3.361,3.678,271,,0.023110
1374,JOURNAL OF STRUCTURAL BIOLOGY,1047-8477,"7,844",3.361,3.549,211,,0.026150
1377,INTERNATIONAL GEOLOGY REVIEW,0020-6814,"2,271",3.359,2.663,99,,0.004190
1378,FUEL,0016-2361,"18,943",3.357,4.059,724,,0.036990
1378,SEMINARS IN HEMATOLOGY,0037-1963,"2,205",3.357,2.756,42,,0.004540
1380,JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,0949-8257,"4,011",3.353,3.355,108,,0.009130
1381,ORGANIZATION SCIENCE,1047-7039,"9,893",3.351,5.506,97,,0.020560
1382,Molecular BioSystems,1742-206X,"4,281",3.350,3.575,335,,0.021670
1383,CHEMPHYSCHEM,1439-4235,"11,279",3.349,3.388,487,,0.039470
1384,Biology Letters,1744-9561,"5,314",3.348,3.907,263,,0.027630
1385,PLANTA,0032-0935,"15,450",3.347,3.651,254,,0.019390
1386,EXPERT OPINION ON BIOLOGICAL THERAPY,1471-2598,"3,225",3.345,2.908,154,,0.010670
1387,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,1434-193X,"19,346",3.344,3.137,764,,0.047420
1388,JOURNAL OF APPLIED CRYSTALLOGRAPHY,0021-8898,"18,236",3.343,4.477,154,,0.035490
1389,CHROMOSOMA,0009-5915,"3,493",3.340,3.488,47,,0.007180
1390,COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS,0010-3640,"6,536",3.337,3.253,44,,0.014430
1390,LEARNING AND INSTRUCTION,0959-4752,"2,108",3.337,3.621,42,,0.005480
1390,PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,0887-3585,"16,773",3.337,3.103,242,,0.040620
1393,DISEASES OF THE COLON & RECTUM,0012-3706,"12,462",3.336,3.273,171,,0.020010
1394,FOOD CHEMISTRY,0308-8146,"41,375",3.334,4.072,"1,666",,0.090610
1395,Advances in Geophysics,0065-2687,370,3.333,1.553,3,,0.000610
1395,BMC CANCER,1471-2407,"10,306",3.333,3.591,620,,0.042860
1395,Frontiers in Neural Circuits,1662-5110,376,3.333,4.479,102,,0.003410
1395,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,1460-8545,915,3.333,4.981,24,,0.003320
1395,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,0022-1465,"5,554",3.333,4.025,31,,0.005170
1400,Biomechanics and Modeling in Mechanobiology,1617-7959,"1,283",3.331,3.540,97,,0.005450
1400,JOURNAL OF NEUROENDOCRINOLOGY,0953-8194,"5,294",3.331,3.482,144,,0.012310
1402,Genes and Nutrition,1555-8932,606,3.329,2.859,52,,0.002430
1403,COMPOSITES SCIENCE AND TECHNOLOGY,0266-3538,"16,276",3.328,4.141,259,,0.037200
1404,BEHAVIOURAL BRAIN RESEARCH,0166-4328,"19,204",3.327,3.674,572,,0.043850
1404,Current Oncology Reports,1523-3790,"1,061",3.327,Not Available,70,,0.004100
1404,NEUROBIOLOGY OF LEARNING AND MEMORY,1074-7427,"4,648",3.327,3.860,100,,0.014520
1404,NEUROBIOLOGY OF LEARNING AND MEMORY,1074-7427,"4,648",3.327,3.860,100,,0.014520
1404,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,0035-9009,"10,467",3.327,3.253,166,,0.026180
1409,JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,0815-9319,"9,204",3.325,3.080,285,,0.024620
1410,OIKOS,0030-1299,"18,166",3.322,3.878,218,,0.028630
1411,JOURNAL OF CARDIAC FAILURE,1071-9164,"3,507",3.320,3.437,117,,0.012400
1411,Journal of Supply Chain Management,1523-2409,909,3.320,Not Available,27,,0.002170
1413,ANNALS OF PHYSICS,0003-4916,"11,782",3.318,3.262,146,,0.017480
1414,AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,1046-7408,"3,251",3.317,2.839,124,,0.006670
1415,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,0924-2716,"2,496",3.313,4.026,100,,0.006460
1416,ACS Medicinal Chemistry Letters,1948-5875,"1,087",3.311,3.318,193,,0.004590
1416,CURRENT PHARMACEUTICAL DESIGN,1381-6128,"11,195",3.311,3.696,537,,0.029420
1418,Future Medicinal Chemistry,1756-8919,"1,081",3.310,3.245,120,,0.004640
1419,Microbial Cell Factories,1475-2859,"2,054",3.306,4.100,155,,0.006670
1420,BRITISH JOURNAL OF NUTRITION,0007-1145,"16,968",3.302,3.596,528,,0.036470
1420,INDOOR AIR,0905-6947,"2,218",3.302,3.533,46,,0.005040
1422,JOURNAL OF NEUROPHYSIOLOGY,0022-3077,"43,389",3.301,3.607,598,,0.079820
1423,ANESTHESIA AND ANALGESIA,0003-2999,"20,930",3.300,3.233,301,,0.037100
1424,CLINICAL NUTRITION,0261-5614,"5,003",3.298,3.877,140,,0.009910
1425,IEEE Journal of Selected Topics in Signal Processing,1932-4553,"1,709",3.297,3.819,68,,0.015330
1425,JOURNAL OF INTERFERON AND CYTOKINE RESEARCH,1079-9907,"2,890",3.297,2.830,73,,0.007330
1427,PALEOCEANOGRAPHY,0883-8305,"5,818",3.296,3.883,70,,0.015130
1428,JOURNAL OF AFFECTIVE DISORDERS,0165-0327,"14,622",3.295,3.856,512,,0.034870
1428,JOURNAL OF AFFECTIVE DISORDERS,0165-0327,"14,622",3.295,3.856,512,,0.034870
1430,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,0004-8674,"4,828",3.293,3.102,84,,0.009500
1430,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,0004-8674,"4,828",3.293,3.102,84,,0.009500
1432,ACADEMIC MEDICINE,1040-2446,"8,646",3.292,3.284,200,,0.020600
1432,FUNCTIONAL & INTEGRATIVE GENOMICS,1438-793X,"1,305",3.292,3.762,56,,0.003700
1434,EDUCATIONAL PSYCHOLOGIST,0046-1520,"2,344",3.289,4.044,19,,0.003240
1435,SYSTEMATIC AND APPLIED MICROBIOLOGY,0723-2020,"3,819",3.288,3.484,74,,0.006920
1436,CANCER BIOLOGY & THERAPY,1538-4047,"6,270",3.287,3.330,166,,0.021290
1436,JOURNAL OF CLINICAL VIROLOGY,1386-6532,"5,514",3.287,3.120,202,,0.018530
1438,Frontiers in Bioscience-Landmark,1093-9946,"9,463",3.286,3.234,173,,0.029980
1439,BMC EVOLUTIONARY BIOLOGY,1471-2148,"8,703",3.285,4.432,254,,0.048410
1439,EUROPEAN PSYCHIATRY,0924-9338,"3,467",3.285,3.702,106,,0.008620
1439,EUROPEAN PSYCHIATRY,0924-9338,"3,467",3.285,3.702,106,,0.008620
1439,JOURNAL OF NATURAL PRODUCTS,0163-3864,"19,898",3.285,3.267,333,,0.026940
1443,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,0363-6119,"20,652",3.284,3.304,279,,0.039580
1443,BIOMETALS,0966-0844,"3,214",3.284,3.325,108,,0.007340
1445,Journal of Neural Engineering,1741-2560,"2,308",3.282,4.049,117,,0.009320
1446,ARCHIVES OF SEXUAL BEHAVIOR,0004-0002,"3,517",3.280,3.502,131,,0.007330
1447,FREE RADICAL RESEARCH,1071-5762,"6,241",3.279,2.836,137,,0.007730
1448,JOURNAL OF GENERAL INTERNAL MEDICINE,0884-8734,"11,955",3.278,3.599,217,,0.035530
1449,MICROBIAL ECOLOGY,0095-3628,"6,702",3.277,3.677,181,,0.015680
1450,Drug Testing and Analysis,1942-7603,808,3.276,3.017,143,,0.002310
1451,PARKINSONISM & RELATED DISORDERS,1353-8020,"3,605",3.274,3.361,194,,0.012900
1452,JOURNAL OF HYDROMETEOROLOGY,1525-755X,"4,146",3.273,3.932,124,,0.014120
1452,RIVISTA DEL NUOVO CIMENTO,0393-697X,565,3.273,3.122,10,,0.001340
1452,Review of Environmental Economics and Policy,1750-6816,350,3.273,3.975,15,,0.003660
1455,Current Opinion in Organ Transplantation,1087-2418,"1,268",3.272,2.400,89,,0.006750
1456,EMOTION,1528-3542,"4,029",3.269,4.555,155,,0.017680
1457,Annual Review of Public Health,0163-7525,"3,637",3.268,8.903,25,,0.008830
1457,Annual Review of Public Health,0163-7525,"3,637",3.268,8.903,25,,0.008830
1457,CRIMINOLOGY,0011-1384,"3,610",3.268,3.861,32,,0.005710
1457,JOURNAL OF PSYCHOSOMATIC RESEARCH,0022-3999,"9,147",3.268,3.608,152,,0.014150
1457,JOURNAL OF PSYCHOSOMATIC RESEARCH,0022-3999,"9,147",3.268,3.608,152,,0.014150
1462,MAGNETIC RESONANCE IN MEDICINE,0740-3194,"24,561",3.267,3.948,422,,0.037310
1463,NITRIC OXIDE-BIOLOGY AND CHEMISTRY,1089-8603,"2,526",3.265,3.070,67,,0.005770
1464,MECHANISMS OF AGEING AND DEVELOPMENT,0047-6374,"5,030",3.264,3.812,77,,0.008880
1465,FUNGAL GENETICS AND BIOLOGY,1087-1845,"4,076",3.263,3.379,104,,0.011370
1466,EAR AND HEARING,0196-0202,"3,754",3.262,3.271,78,,0.009060
1467,ELECTROPHORESIS,0173-0835,"16,985",3.261,2.869,432,,0.026850
1467,PSYCHOPHYSIOLOGY,0048-5772,"10,150",3.261,4.009,165,,0.015800
1467,PSYCHOPHYSIOLOGY,0048-5772,"10,150",3.261,4.009,165,,0.015800
1470,REVIEWS IN THE NEUROSCIENCES,0334-1763,"1,174",3.260,3.102,56,,0.003060
1471,JOURNAL OF RHEUMATOLOGY,0315-162X,"21,050",3.258,3.544,330,,0.032860
1471,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,"28,281",3.258,3.789,992,,0.060880
1473,REVIEW OF FINANCIAL STUDIES,0893-9454,"6,280",3.256,5.367,95,,0.064760
1473,SOLAR PHYSICS,0038-0938,"9,921",3.256,3.263,226,,0.018770
1475,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,1534-4320,"2,372",3.255,3.163,85,,0.006130
1476,Bioanalysis,1757-6180,"1,318",3.253,3.044,195,,0.003580
1477,STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,1025-3890,"1,631",3.252,3.453,68,,0.004790
1478,MOLECULAR BREEDING,1380-3743,"3,453",3.251,3.304,227,,0.007050
1479,Parasites & Vectors,1756-3305,"1,558",3.246,3.071,293,,0.005260
1480,Advances in Nutrition,2161-8313,264,3.245,3.264,89,,0.000890
1481,DIABETIC MEDICINE,0742-3071,"9,441",3.241,3.303,298,,0.020060
1482,JOURNAL OF PAIN,1526-5900,"4,586",3.240,4.245,130,,0.015710
1482,VIRGINIA LAW REVIEW,0042-6601,"2,114",3.240,2.905,32,,0.003340
1484,DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY,0145-305X,"4,972",3.238,3.400,192,,0.009970
1484,ENVIRONMENTAL RESEARCH,0013-9351,"6,592",3.238,3.854,115,,0.015170
1486,Business Strategy and the Environment,0964-4733,"1,436",3.236,Not Available,38,,0.002190
1486,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,1083-4419,"5,821",3.236,3.949,132,,0.017460
1486,JOURNAL OF EXPERIMENTAL BIOLOGY,0022-0949,"24,795",3.236,3.316,470,,0.041680
1489,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,0965-1748,"5,526",3.234,3.620,97,,0.010130
1489,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,0021-9355,"34,843",3.234,4.176,272,,0.020960
1491,AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,1552-4841,"4,452",3.231,3.395,108,,0.016000
1492,Current Psychiatry Reports,1523-3812,"1,646",3.230,Not Available,86,,0.006000
1492,Current Psychiatry Reports,1523-3812,"1,646",3.230,Not Available,86,,0.006000
1494,JOURNAL OF BIOLOGICAL RHYTHMS,0748-7304,"2,498",3.229,3.385,46,,0.005210
1495,MEDICAL CARE,0025-7079,"15,413",3.227,Not Available,179,,0.028470
1495,MEDICAL CARE,0025-7079,"15,413",3.227,Not Available,179,,0.028470
1497,Technological and Economic Development of Economy,2029-4913,458,3.224,1.972,38,,0.001310
1498,CHEMICAL SENSES,0379-864X,"3,798",3.222,2.932,75,,0.006080
1499,Protein & Cell,1674-800X,715,3.220,3.220,99,,0.004160
1499,Spine Journal,1529-9430,"3,547",3.220,3.335,134,,0.013630
1501,Expert Review of Anti-Infective Therapy,1478-7210,"1,781",3.218,3.038,107,,0.007550
1501,HOLOCENE,0959-6836,"4,748",3.218,3.314,129,,0.011350
1501,Microfluidics and Nanofluidics,1613-4982,"3,065",3.218,3.447,176,,0.013260
1504,Biomarkers in Medicine,1752-0363,598,3.217,2.233,62,,0.002940
1505,BEHAVIORAL ECOLOGY,1045-2249,"7,392",3.216,3.309,173,,0.018710
1506,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,1351-0711,"6,967",3.215,3.811,135,,0.013980
1507,JOURNAL OF MASS SPECTROMETRY,1076-5174,"5,573",3.214,3.227,194,,0.011630
1507,Microbial Biotechnology,1751-7907,771,3.214,3.272,69,,0.003550
1507,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,0905-7188,"3,798",3.214,3.269,118,,0.010730
1510,EUROPEAN JOURNAL OF CELL BIOLOGY,0171-9335,"4,048",3.213,3.320,104,,0.009280
1511,VASCULAR PHARMACOLOGY,1537-1891,"1,676",3.212,2.553,62,,0.004170
1512,SEMINARS IN REPRODUCTIVE MEDICINE,1526-8004,"1,550",3.211,3.864,54,,0.005510
1513,AMERICAN JOURNAL OF CARDIOLOGY,0002-9149,"34,877",3.209,3.408,594,,0.070150
1514,Atmospheric Measurement Techniques,1867-1381,"1,315",3.205,3.170,203,,0.007300
1515,REVISTA ESPANOLA DE CARDIOLOGIA,0300-8932,"2,196",3.204,2.501,101,,0.004690
1516,JOURNAL OF CLINICAL GASTROENTEROLOGY,0192-0790,"6,167",3.203,2.788,154,,0.013750
1517,Future Oncology,1479-6694,"1,706",3.202,Not Available,123,,0.008170
1518,Advances in Anatomy Embryology and Cell Biology,0301-5556,352,3.200,3.208,0,,0.000490
1518,CANCER CAUSES & CONTROL,0957-5243,"7,164",3.200,3.474,215,,0.019720
1518,EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,0940-1334,"3,426",3.200,3.362,72,,0.006240
1518,JOURNAL OF DENTISTRY,0300-5712,"4,800",3.200,3.116,164,,0.009120
1522,IEEE TRANSACTIONS ON IMAGE PROCESSING,1057-7149,"13,814",3.199,4.017,408,,0.035350
1523,JOURNAL OF INORGANIC BIOCHEMISTRY,0162-0134,"10,014",3.197,3.430,259,,0.013260
1523,TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY,0280-6509,"3,170",3.197,3.476,48,,0.009250
1525,Forensic Toxicology,1860-8965,208,3.194,Not Available,27,,0.000730
1526,American Economic Journal-Macroeconomics,1945-7707,409,3.191,4.092,30,,0.010460
1527,BIOGERONTOLOGY,1389-5729,"1,413",3.190,3.047,48,,0.003360
1527,MATRIX BIOLOGY,0945-053X,"3,149",3.190,3.455,44,,0.006240
1529,ONCOLOGY-NEW YORK,0890-9091,"2,057",3.188,2.516,53,,0.004400
1530,JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,1381-1169,"17,999",3.187,3.319,266,,0.026700
1530,Journal of Exposure Science and Environmental Epidemiology,1559-0631,"2,222",3.187,2.951,77,,0.005660
1532,JOURNAL OF BIOTECHNOLOGY,0168-1656,"11,530",3.183,3.340,294,,0.021020
1533,Advances in the Study of Behavior,0065-3454,"1,119",3.182,6.111,7,,0.002120
1534,NEUROTOXICOLOGY AND TERATOLOGY,0892-0362,"3,056",3.181,3.082,65,,0.004430
1535,JOURNAL OF PHYSICAL OCEANOGRAPHY,0022-3670,"11,562",3.179,2.951,143,,0.022280
1536,JOURNAL OF BACTERIOLOGY,0021-9193,"67,908",3.177,3.586,"1,204",,0.099200
1536,TECHNOVATION,0166-4972,"2,536",3.177,3.449,52,,0.004000
1536,TECHNOVATION,0166-4972,"2,536",3.177,3.449,52,,0.004000
1539,Biomedical Optics Express,2156-7085,"1,552",3.176,3.179,278,,0.007110
1540,Academy of Management Perspectives,1558-9080,581,3.174,3.318,25,,0.004190
1540,JOURNAL OF GEOPHYSICAL RESEARCH,0148-0227,"161,862",3.174,3.546,"2,753",,0.343020
1542,EuroIntervention,1774-024X,"2,257",3.173,Not Available,155,,0.010800
1543,JOURNAL OF COLLOID AND INTERFACE SCIENCE,0021-9797,"44,929",3.172,3.390,870,,0.070090
1543,JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN,0920-654X,"3,793",3.172,3.605,124,,0.005330
1545,HAEMOPHILIA,1351-8216,"4,851",3.170,3.131,231,,0.009630
1546,ANNALS OF BEHAVIORAL MEDICINE,0883-6612,"3,982",3.169,4.877,71,,0.010760
1547,Current Opinion in Environmental Sustainability,1877-3435,668,3.168,3.391,89,,0.003550
1547,International Journal of Biological Sciences,1449-2288,"1,492",3.168,3.436,121,,0.006070
1549,AMERICAN JOURNAL OF NEURORADIOLOGY,0195-6108,"17,318",3.167,3.566,350,,0.035160
1549,Sociological Methodology,0081-1750,"1,924",3.167,2.662,0,,0.002240
1551,Current Diabetes Reports,1534-4827,"1,292",3.165,Not Available,86,,0.004550
1551,ECOSYSTEMS,1432-9840,"5,569",3.165,4.613,101,,0.015280
1553,JOURNAL OF CHEMICAL PHYSICS,0021-9606,"188,038",3.164,3.176,"2,541",,0.217270
1554,MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,1072-3714,"3,749",3.163,3.131,167,,0.010510
1555,DIGESTIVE AND LIVER DISEASE,1590-8658,"3,631",3.162,2.960,159,,0.010770
1556,ICARUS,0019-1035,"15,754",3.161,3.190,402,,0.044790
1557,Developmental Cognitive Neuroscience,1878-9293,203,3.160,3.160,55,,0.001210
1557,PHYSIOLOGY & BEHAVIOR,0031-9384,"17,003",3.160,3.339,354,,0.026180
1557,PHYSIOLOGY & BEHAVIOR,0031-9384,"17,003",3.160,3.339,354,,0.026180
1560,JOURNAL OF EDUCATIONAL PSYCHOLOGY,0022-0663,"9,378",3.158,5.267,80,,0.012830
1561,Elements,1811-5209,"1,153",3.156,3.612,40,,0.005860
1561,Nutrition & Metabolism,1743-7075,"1,288",3.156,3.055,112,,0.004310
1563,BEST PRACTICE & RESEARCH IN CLINICAL GASTROENTEROLOGY,1521-6918,"2,097",3.155,2.729,55,,0.004590
1563,EVOLUTION & DEVELOPMENT,1520-541X,"1,759",3.155,2.917,46,,0.006030
1563,GLOBAL AND PLANETARY CHANGE,0921-8181,"5,213",3.155,4.476,136,,0.017330
1563,HIV MEDICINE,1464-2662,"2,083",3.155,3.324,78,,0.008180
1563,JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,0267-9477,"7,362",3.155,2.953,218,,0.013050
1563,TRANSPLANT INTERNATIONAL,0934-0874,"3,526",3.155,2.943,159,,0.011220
1569,CHEMICAL GEOLOGY,0009-2541,"19,219",3.154,4.051,346,,0.035030
1569,SEPARATION AND PURIFICATION REVIEWS,1542-2119,222,3.154,3.543,10,,0.000620
1571,PHOTOSYNTHESIS RESEARCH,0166-8595,"5,293",3.150,3.570,88,,0.009290
1572,WATER RESOURCES RESEARCH,0043-1397,"29,480",3.149,3.448,504,,0.047990
1573,JOURNAL OF NEUROSURGERY,0022-3085,"28,432",3.148,3.133,324,,0.032980
1574,BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY,1542-9768,"2,025",3.146,2.780,106,,0.006990
1575,TOXICOLOGY LETTERS,0378-4274,"10,541",3.145,3.666,325,,0.019330
1576,CLINICAL NEUROPHYSIOLOGY,1388-2457,"12,672",3.144,3.707,278,,0.027920
1576,CLINICS IN GERIATRIC MEDICINE,0749-0690,"1,298",3.144,2.429,41,,0.003220
1578,BIOCHIMIE,0300-9084,"7,646",3.142,3.555,321,,0.018530
1579,DRUG AND ALCOHOL DEPENDENCE,0376-8716,"10,805",3.141,3.951,319,,0.028750
1579,REPRODUCTIVE TOXICOLOGY,0890-6238,"4,264",3.141,3.940,143,,0.010700
1579,SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,0584-8547,"6,414",3.141,3.047,143,,0.010650
1582,CHEMOSPHERE,0045-6535,"39,087",3.137,3.634,752,,0.077260
1583,EUROPEAN JOURNAL OF ENDOCRINOLOGY,0804-4643,"9,665",3.136,3.575,234,,0.023510
1583,Human Vaccines,1554-8600,"1,478",3.136,2.939,0,,0.006980
