"Journal Data Filtered By:  Selected JCR Year: 2011 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,
Rank,Full Journal Title,Issn,Total Cites,Journal Impact Factor,5-Year Impact Factor,Citable Items,,Eigenfactor Score
3306,Diabetes Technology & Therapeutics,1520-9156,"1,707",1.931,1.990,161,,0.005050
3306,JOURNAL OF SPORTS SCIENCES,0264-0414,"4,696",1.931,2.446,196,,0.008770
3310,BIORHEOLOGY,0006-355X,"1,657",1.930,2.348,16,,0.002420
3311,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,1052-7613,"1,782",1.929,2.217,68,,0.005080
3311,Journal of Sustainable Tourism,0966-9582,954,1.929,Not Available,43,,0.001790
3313,INTERNATIONAL JOURNAL OF DAMAGE MECHANICS,1056-7895,357,1.928,1.653,53,,0.001240
3314,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,0090-4341,"5,635",1.927,2.102,145,,0.008670
3314,BIOCONTROL,1386-6141,"1,307",1.927,2.065,79,,0.003130
3314,ENVIRONMENTAL CONSERVATION,0376-8929,"2,057",1.927,2.441,41,,0.002820
3314,GEOFORUM,0016-7185,"2,086",1.927,2.120,65,,0.008050
3314,INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW,0142-727X,"3,191",1.927,2.247,108,,0.010070
3319,Ecological Complexity,1476-945X,467,1.926,1.853,43,,0.001990
3319,PHYSICS OF FLUIDS,1070-6631,"19,803",1.926,2.075,488,,0.045240
3321,ENGINEERING IN LIFE SCIENCES,1618-0240,837,1.925,1.731,73,,0.002380
3321,GEOGRAPHICAL JOURNAL,0016-7398,"1,055",1.925,1.956,31,,0.001360
3323,CHEMICAL ENGINEERING AND PROCESSING,0255-2701,"3,522",1.924,2.167,161,,0.009550
3323,ENVIRONMENT AND PLANNING D-SOCIETY & SPACE,0263-7758,"1,696",1.924,2.634,55,,0.005410
3323,JOURNAL OF OPTICS A-PURE AND APPLIED OPTICS,1464-4258,"2,850",1.924,1.652,0,,0.011240
3323,WEED RESEARCH,0043-1737,"2,180",1.924,2.091,68,,0.003310
3327,Advances in Physical Organic Chemistry,0065-3160,462,1.923,2.960,4,,0.000490
3327,BIOLOGICAL TRACE ELEMENT RESEARCH,0163-4984,"3,653",1.923,1.708,501,,0.004670
3327,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,1096-4959,"6,533",1.923,1.984,95,,0.008430
3327,INTERNATIONAL JOURNAL OF HYPERTHERMIA,0265-6736,"1,724",1.923,2.421,79,,0.003750
3327,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,1537-4416,"2,351",1.923,3.731,79,,0.008520
3332,ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,0098-3500,"2,145",1.922,2.222,24,,0.004690
3332,FOOD AND NUTRITION BULLETIN,0379-5721,"1,341",1.922,2.063,53,,0.004320
3332,MEMORY & COGNITION,0090-502X,"6,253",1.922,2.305,123,,0.013300
3332,PROTOPLASMA,0033-183X,"2,817",1.922,1.757,73,,0.002950
3336,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,0018-9545,"6,506",1.921,1.910,440,,0.027280
3336,Reproductive Biology,1642-431X,324,1.921,Not Available,28,,0.000710
3338,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,0169-7439,"4,494",1.920,2.295,137,,0.006300
3339,COMMUNICATIONS OF THE ACM,0001-0782,"9,070",1.919,2.113,120,,0.015310
3339,GEOTHERMICS,0375-6505,908,1.919,1.716,25,,0.001910
3339,INHALATION TOXICOLOGY,0895-8378,"2,867",1.919,2.678,102,,0.008730
3339,International Journal of Web and Grid Services,1741-1106,124,1.919,Not Available,20,,0.000480
3343,APPLIED ANIMAL BEHAVIOUR SCIENCE,0168-1591,"5,753",1.918,2.184,174,,0.008290
3344,COMMENTS ON INORGANIC CHEMISTRY,0260-3594,447,1.917,2.370,6,,0.000560
3344,Journal of Physiotherapy,1836-9553,53,1.917,1.958,23,,0.000210
3346,Dose-Response,1559-3258,287,1.915,Not Available,34,,0.001100
3346,MINNESOTA LAW REVIEW,0026-5535,983,1.915,1.686,48,,0.003070
3348,JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,"6,268",1.914,2.142,349,,0.015370
3348,JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,"6,268",1.914,2.142,349,,0.015370
3350,Allergy Asthma & Immunology Research,2092-7355,122,1.913,1.913,34,,0.000430
3350,DIAMOND AND RELATED MATERIALS,0925-9635,"7,196",1.913,1.803,258,,0.016850
3350,EDUCATIONAL PSYCHOLOGIST,0046-1520,"2,155",1.913,5.094,13,,0.003970
3350,TOXICOLOGIC PATHOLOGY,0192-6233,"3,056",1.913,2.595,84,,0.006550
3354,BIOMETRIKA,0006-3444,"13,222",1.912,2.575,78,,0.018800
3354,Journal of Mixed Methods Research,1558-6898,248,1.912,3.785,16,,0.001340
3356,ATMOSPHERIC RESEARCH,0169-8095,"3,238",1.911,2.048,227,,0.010220
3357,BOREAS,0300-9483,"1,611",1.910,2.699,48,,0.003930
3357,IOWA LAW REVIEW,0021-0552,797,1.910,1.528,50,,0.002320
3357,MEDICAL AND VETERINARY ENTOMOLOGY,0269-283X,"2,422",1.910,2.340,60,,0.003390
3360,Journal of Plant Ecology-UK,1752-9921,198,1.907,2.229,30,,0.001210
3360,REHABILITATION PSYCHOLOGY,0090-5550,"1,004",1.907,1.732,41,,0.002190
3362,MICROBES AND ENVIRONMENTS,1342-6311,558,1.906,Not Available,52,,0.002010
3363,OTOLOGY & NEUROTOLOGY,1531-7129,"3,727",1.904,2.069,257,,0.011310
3364,International Journal of Advertising,0265-0487,558,1.903,1.920,32,,0.000820
3365,POLYMER INTERNATIONAL,0959-8103,"5,315",1.902,2.275,227,,0.009880
3366,BRITISH JOURNAL OF CLINICAL PSYCHOLOGY,0144-6657,"2,462",1.900,2.690,32,,0.003110
3366,Body Image,1740-1445,937,1.900,Not Available,66,,0.002920
3366,CURRENT APPLIED PHYSICS,1567-1739,"3,224",1.900,1.821,530,,0.012900
3369,LUNG,0341-2040,"1,069",1.899,1.890,61,,0.003250
3370,JOURNAL OF PALEOLIMNOLOGY,0921-2728,"2,781",1.898,2.198,78,,0.006560
3371,AQUATIC GEOCHEMISTRY,1380-6165,635,1.897,2.009,40,,0.001390
3371,CATALYSIS SURVEYS FROM ASIA,1571-1013,445,1.897,2.630,20,,0.001140
3371,CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,0964-8410,733,1.897,1.502,32,,0.001840
3374,CHEMICAL PHYSICS,0301-0104,"13,382",1.896,1.976,171,,0.023500
3374,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,0148-0731,"5,580",1.896,2.132,161,,0.009470
3376,SWISS MEDICAL WEEKLY,1424-7860,"1,673",1.895,1.762,169,,0.005030
3376,YEAST,0749-503X,"4,183",1.895,2.056,70,,0.005740
3376,Zoonoses and Public Health,1863-1959,674,1.895,2.172,76,,0.003360
3379,COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY,0301-5661,"3,187",1.894,2.831,62,,0.004430
3380,Food Engineering Reviews,1866-7910,56,1.893,1.893,13,,0.000240
3380,International Journal of Clinical and Experimental Pathology,1936-2625,457,1.893,1.964,93,,0.002810
3382,INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,0735-1933,"2,916",1.892,1.949,219,,0.008820
3382,JOURNAL OF MONETARY ECONOMICS,0304-3932,"5,218",1.892,2.576,43,,0.031920
3382,JOURNAL OF URBAN ECONOMICS,0094-1190,"2,563",1.892,2.629,34,,0.009610
3382,SOCIAL PSYCHOLOGY QUARTERLY,0190-2725,"1,785",1.892,2.204,18,,0.002550
3386,PEDIATRIC BLOOD & CANCER,1545-5009,"4,511",1.891,2.018,348,,0.022010
3387,THIN SOLID FILMS,0040-6090,"38,404",1.890,2.014,"1,608",,0.086470
3388,CATENA,0341-8162,"3,959",1.889,2.510,109,,0.007850
3388,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,0340-0131,"2,923",1.889,1.980,100,,0.005610
3390,ENVIRONMENT AND PLANNING A,0308-518X,"4,195",1.888,2.286,151,,0.012200
3391,JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,0923-0750,"2,929",1.886,1.713,180,,0.004630
3391,RURAL SOCIOLOGY,0036-0112,"1,016",1.886,2.202,20,,0.001910
3393,APPLIED LINGUISTICS,0142-6001,"1,209",1.885,2.536,23,,0.002910
3393,BMC Pediatrics,1471-2431,990,1.885,Not Available,120,,0.004390
3393,MANUAL THERAPY,1356-689X,"1,432",1.885,2.115,104,,0.003570
3393,RHEUMATOLOGY INTERNATIONAL,0172-8172,"3,024",1.885,1.673,270,,0.009070
3393,SOCIOLOGY OF HEALTH & ILLNESS,0141-9889,"2,189",1.885,2.546,68,,0.004920
3398,NEURAL COMPUTATION,0899-7667,"6,785",1.884,2.521,108,,0.012480
3399,Journal of Genetics and Genomics,1673-8527,615,1.883,1.587,67,,0.003260
3399,MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE,0968-5243,748,1.883,2.120,36,,0.002710
3401,AMERICAN MUSEUM NOVITATES,0003-0082,"2,042",1.882,1.806,23,,0.002620
3401,BULLETIN OF ENTOMOLOGICAL RESEARCH,0007-4853,"2,808",1.882,1.930,74,,0.003980
3403,Environmental Chemistry Letters,1610-3653,648,1.881,2.136,77,,0.002120
3404,Clinical Lymphoma Myeloma & Leukemia,2152-2650,676,1.880,1.601,98,,0.003900
3404,INVERSE PROBLEMS,0266-5611,"3,915",1.880,2.047,153,,0.015500
3404,SOFT COMPUTING,1432-7643,"1,185",1.880,1.464,188,,0.004910
3407,EUROPEAN JOURNAL OF PEDIATRICS,0340-6199,"5,799",1.879,1.731,215,,0.011840
3407,IEEE JOURNAL OF QUANTUM ELECTRONICS,0018-9197,"9,531",1.879,1.913,195,,0.011810
3409,EUROPEAN JOURNAL OF ORAL SCIENCES,0909-8836,"2,851",1.878,2.328,118,,0.006130
3409,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0140-0118,"3,539",1.878,1.874,142,,0.005430
3411,JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,0964-2633,"2,640",1.877,2.263,99,,0.005020
3411,PERSONALITY AND INDIVIDUAL DIFFERENCES,0191-8869,"10,722",1.877,2.313,425,,0.023250
3411,STATISTICS IN MEDICINE,0277-6715,"13,901",1.877,2.582,258,,0.041250
3414,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,0022-0981,"12,069",1.875,2.395,327,,0.020230
3414,JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS,0953-4075,"12,535",1.875,1.689,492,,0.031910
3414,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,1092-4388,"4,391",1.875,2.562,119,,0.008830
3414,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,1092-4388,"4,391",1.875,2.562,119,,0.008830
3414,Journal of Happiness Studies,1389-4978,931,1.875,Not Available,59,,0.003460
3414,TRANSPORT REVIEWS,0144-1647,718,1.875,1.910,37,,0.002550
3420,COMPUTERS & STRUCTURES,0045-7949,"6,792",1.874,1.961,211,,0.013450
3420,QUATERNARY INTERNATIONAL,1040-6182,"4,533",1.874,2.000,364,,0.013990
3422,COMPLEMENTARY THERAPIES IN MEDICINE,0965-2299,957,1.872,2.279,50,,0.001610
3422,JOURNAL OF BUSINESS RESEARCH,0148-2963,"5,600",1.872,2.473,195,,0.009200
3422,Journal of Optical Communications and Networking,1943-0620,392,1.872,1.877,100,,0.002810
3422,WEAR,0043-1648,"14,220",1.872,2.260,495,,0.023550
3426,Journal of Instrumentation,1748-0221,"1,849",1.869,2.504,364,,0.010410
3426,SEXUAL PLANT REPRODUCTION,0934-0882,995,1.869,2.016,24,,0.001530
3428,ACCIDENT ANALYSIS AND PREVENTION,0001-4575,"5,730",1.867,2.367,264,,0.013910
3428,International Journal of Endocrinology,1687-8337,115,1.867,1.867,34,,0.000650
3428,PSYCHOLOGY OF SPORT AND EXERCISE,1469-0292,"1,200",1.867,2.590,81,,0.003780
3428,PSYCHOLOGY OF SPORT AND EXERCISE,1469-0292,"1,200",1.867,2.590,81,,0.003780
3428,STRUCTURAL SAFETY,0167-4730,"1,098",1.867,2.017,29,,0.004100
3428,SURFACE & COATINGS TECHNOLOGY,0257-8972,"24,107",1.867,2.193,829,,0.053400
3434,PUBLIC UNDERSTANDING OF SCIENCE,0963-6625,"1,057",1.866,2.703,56,,0.002920
3435,Energies,1996-1073,345,1.865,1.951,125,,0.001640
3435,MARINE POLICY,0308-597X,"1,741",1.865,1.986,96,,0.006420
3437,JOURNAL FOR NATURE CONSERVATION,1617-1381,411,1.864,1.985,49,,0.001530
3437,JOURNAL OF BIOLOGICAL PHYSICS,0092-0606,584,1.864,1.478,33,,0.001880
3437,SCIENTIFIC STUDIES OF READING,1088-8438,856,1.864,3.582,23,,0.002870
3440,JOURNAL OF SOILS AND SEDIMENTS,1439-0108,"1,023",1.863,2.243,134,,0.003100
3441,ACADEMIC EMERGENCY MEDICINE,1069-6563,"5,400",1.861,2.474,209,,0.015530
3441,ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER,0940-9602,977,1.861,1.334,68,,0.002010
3441,INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS,0391-3988,"1,808",1.861,1.515,113,,0.003220
3441,Journal of Diabetes Investigation,2040-1116,77,1.861,1.861,64,,0.000310
3445,CALIFORNIA LAW REVIEW,0008-1221,"1,711",1.860,2.026,34,,0.003890
3446,Theoretical Biology and Medical Modelling,1742-4682,487,1.859,2.172,45,,0.002230
3447,AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL,1566-0702,"1,905",1.858,1.942,107,,0.005620
3447,JOURNAL OF EPIDEMIOLOGY,0917-5040,"1,136",1.858,2.025,64,,0.002750
3447,LIQUID CRYSTALS,0267-8292,"3,758",1.858,1.476,167,,0.004670
3450,INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,0020-7683,"12,501",1.857,2.076,300,,0.034490
3450,NEPHRON EXPERIMENTAL NEPHROLOGY,1660-2129,641,1.857,1.891,36,,0.002370
3452,Obesity Facts,1662-4025,309,1.856,2.000,73,,0.001540
3452,SOLID STATE SCIENCES,1293-2558,"4,125",1.856,1.907,329,,0.012980
3454,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,0005-7916,"1,561",1.855,2.589,71,,0.003950
3455,EMPIRICAL SOFTWARE ENGINEERING,1382-3256,363,1.854,1.496,26,,0.001310
3455,Immunotherapy,1750-743X,284,1.854,1.854,110,,0.001150
3457,IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,0018-9480,"13,445",1.853,2.056,342,,0.045410
3458,JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY,0193-3973,"1,482",1.852,2.450,36,,0.003830
3459,CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY,0305-1870,"4,716",1.851,2.001,120,,0.011250
3459,EYE,0950-222X,"4,884",1.851,1.893,202,,0.014910
3459,SCHOOL PSYCHOLOGY REVIEW,0279-6015,"1,475",1.851,2.817,31,,0.003210
3462,JOURNAL OF PALLIATIVE MEDICINE,1096-6218,"2,230",1.849,2.303,152,,0.007970
3462,STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,1011-6125,"1,327",1.849,1.913,51,,0.002770
3464,FITOTERAPIA,0367-326X,"4,531",1.848,2.000,202,,0.005090
3464,Macromolecular Reaction Engineering,1862-832X,312,1.848,1.657,42,,0.001140
3466,BULLETIN OF MATHEMATICAL BIOLOGY,0092-8240,"2,783",1.847,2.002,128,,0.008120
3466,CANCER INVESTIGATION,0735-7907,"2,476",1.847,1.857,92,,0.006820
3466,JOURNAL OF ENDOUROLOGY,0892-7790,"4,335",1.847,1.748,291,,0.014040
3466,PLATELETS,0953-7104,"1,493",1.847,2.188,80,,0.004790
3470,COMPUTERS AND ELECTRONICS IN AGRICULTURE,0168-1699,"2,297",1.846,2.204,159,,0.005580
3470,INORGANICA CHIMICA ACTA,0020-1693,"15,652",1.846,1.976,781,,0.022390
3470,STRUCTURAL CHEMISTRY,1040-0400,"1,506",1.846,1.392,148,,0.002560
3473,Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,1757-7241,256,1.845,Not Available,63,,0.001240
3473,VIRUS GENES,0920-8569,"1,893",1.845,1.804,119,,0.005000
3475,International Journal of Shipping and Transport Logistics,1756-6517,95,1.844,1.844,24,,0.000260
3475,JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,1058-0468,"1,679",1.844,1.623,153,,0.003200
3477,Hernia,1265-4906,"1,694",1.843,Not Available,113,,0.004780
3478,ANNALES GEOPHYSICAE,0992-7689,"5,581",1.842,1.757,202,,0.019890
3478,Advances in Chromatography,0065-2415,244,1.842,1.864,10,,0.000460
3478,BIOELECTROMAGNETICS,0197-8462,"2,127",1.842,2.165,70,,0.003300
3481,JOURNAL OF INVASIVE CARDIOLOGY,1042-3931,"1,531",1.841,Not Available,104,,0.005670
3482,Sleep and Breathing,1520-9512,711,1.839,2.018,107,,0.002530
3483,Clinical & Developmental Immunology,1740-2522,513,1.838,2.306,117,,0.001670
3483,OPTICS AND LASERS IN ENGINEERING,0143-8166,"2,290",1.838,1.660,208,,0.006880
3483,ULTRASONICS,0041-624X,"3,229",1.838,1.470,131,,0.007060
3486,INDIAN JOURNAL OF MEDICAL RESEARCH,0971-5916,"3,382",1.837,2.193,125,,0.008530
3487,HUMAN COMMUNICATION RESEARCH,0360-3989,"1,565",1.836,2.667,23,,0.002920
3487,Marine Ecology-An Evolutionary Perspective,0173-9565,"1,193",1.836,1.837,56,,0.003390
3489,ONCOLOGY REPORTS,1021-335X,"6,434",1.835,1.827,423,,0.020920
3490,CONSTRUCTION AND BUILDING MATERIALS,0950-0618,"4,396",1.834,2.134,532,,0.017000
3491,Advances in Protein Chemistry and Structural Biology,1876-1623,52,1.833,1.875,24,,0.000610
3491,IET Nanobiotechnology,1751-8741,119,1.833,2.300,23,,0.000510
3491,PSYCHOLOGISCHE RUNDSCHAU,0033-3042,180,1.833,1.306,13,,0.000270
3491,Simulation in Healthcare,1559-2332,365,1.833,Not Available,63,,0.001650
3495,INTERNATIONAL UROGYNECOLOGY JOURNAL,0937-3462,"3,416",1.832,1.957,221,,0.009340
3496,AAPG BULLETIN,0149-1423,"6,068",1.831,2.380,75,,0.006240
3496,BRITISH JOURNAL OF GENERAL PRACTICE,0960-1643,"3,513",1.831,2.179,151,,0.006890
3496,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,1064-8011,"6,018",1.831,2.338,465,,0.009730
3499,JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME,0022-1481,"7,497",1.830,2.286,220,,0.013490
3499,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,1528-7394,"3,137",1.830,1.774,122,,0.007450
3499,Journal of Clinical Hypertension,1524-6175,"1,421",1.830,Not Available,116,,0.005030
3499,Pituitary,1386-341X,947,1.830,Not Available,63,,0.002270
3503,ACTA HISTOCHEMICA,0065-1281,"1,013",1.829,1.639,119,,0.002130
3503,IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,0892-3973,882,1.829,1.407,108,,0.001700
3503,PLANT ECOLOGY,1385-0237,"4,528",1.829,2.115,174,,0.010380
3503,SYNTHETIC METALS,0379-6779,"13,845",1.829,2.081,396,,0.014450
3507,ANNALS OF THE MISSOURI BOTANICAL GARDEN,0026-6493,"2,323",1.828,1.877,18,,0.002190
3507,EUROPEAN JOURNAL OF PHYCOLOGY,0967-0262,"1,320",1.828,2.193,31,,0.002570
3507,Human Resources for Health,1478-4491,537,1.828,Not Available,29,,0.002590
3507,INSTRUCTIONAL SCIENCE,0020-4277,871,1.828,1.960,47,,0.001740
3511,BIOMETRICS,0006-341X,"14,212",1.827,2.249,171,,0.020460
3511,EUROPEAN UROLOGY SUPPLEMENTS,1569-9056,745,1.827,1.267,34,,0.002460
3513,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,0002-9254,"4,676",1.826,2.483,65,,0.003700
3513,Current Opinion in Otolaryngology & Head and Neck Surgery,1068-9508,"1,197",1.826,Not Available,75,,0.004540
3513,ORYX,0030-6053,"1,525",1.826,2.023,67,,0.004690
3516,AUSTRAL ECOLOGY,1442-9985,"2,488",1.824,2.074,101,,0.006460
3516,FOOD QUALITY AND PREFERENCE,0950-3293,"2,632",1.824,2.368,90,,0.004300
3516,MECHANICAL SYSTEMS AND SIGNAL PROCESSING,0888-3270,"3,552",1.824,2.471,204,,0.012370
3516,UROLOGIC CLINICS OF NORTH AMERICA,0094-0143,"1,899",1.824,2.026,50,,0.003330
3520,CLINICAL DRUG INVESTIGATION,1173-2563,"1,055",1.822,1.443,79,,0.002710
3521,COUNSELING PSYCHOLOGIST,0011-0000,"1,465",1.821,3.266,38,,0.003360
3522,Electronic Materials Letters,1738-8090,223,1.819,Not Available,59,,0.000730
3522,LETTERS IN MATHEMATICAL PHYSICS,0377-9017,"1,598",1.819,1.223,69,,0.006410
3522,MOLECULAR PHYSICS,0026-8976,"11,899",1.819,1.625,275,,0.014670
3522,Preventing Chronic Disease,1545-1151,"1,520",1.819,Not Available,117,,0.008130
3522,Preventing Chronic Disease,1545-1151,"1,520",1.819,Not Available,117,,0.008130
3527,Advances in Heterocyclic Chemistry,0065-2725,884,1.818,2.280,6,,0.000400
3527,EXPERIMENTAL ASTRONOMY,0922-6435,394,1.818,1.950,49,,0.001550
3527,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,1477-8599,308,1.818,1.604,17,,0.001180
3530,INTERNATIONAL JOURNAL OF REFRIGERATION-REVUE INTERNATIONALE DU FROID,0140-7007,"3,484",1.817,2.089,208,,0.007920
3531,CHEMOTHERAPY,0009-3157,"1,423",1.816,1.786,63,,0.002170
3531,Cell Adhesion & Migration,1933-6918,490,1.816,1.797,68,,0.003510
3531,PEDOBIOLOGIA,0031-4056,"1,855",1.816,2.000,67,,0.002090
3531,PSYCHOPATHOLOGY,0254-4962,"1,378",1.816,1.929,50,,0.002620
3531,PSYCHOPATHOLOGY,0254-4962,"1,378",1.816,1.929,50,,0.002620
3531,YOUTH & SOCIETY,0044-118X,762,1.816,1.845,63,,0.001420
3537,CURRENT MICROBIOLOGY,0343-8651,"4,228",1.815,1.771,363,,0.008360
3537,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0377-2217,"20,878",1.815,2.277,455,,0.061040
3537,Population Space and Place,1544-8444,441,1.815,2.007,45,,0.002210
3540,Contemporary Clinical Trials,1551-7144,939,1.814,1.892,131,,0.005930
3540,DISEASES OF THE ESOPHAGUS,1120-8694,"1,486",1.814,1.747,103,,0.005400
3542,FOLIA PARASITOLOGICA,0015-5683,961,1.812,1.679,32,,0.001640
3542,JOURNAL OF THERMAL SPRAY TECHNOLOGY,1059-9630,"1,920",1.812,2.036,132,,0.006070
3542,PROGRESS IN PLANNING,0305-9006,249,1.812,1.425,7,,0.000550
3545,Annals of Hepatology,1665-2681,590,1.811,Not Available,67,,0.002310
3545,EUROPEAN NEUROLOGY,0014-3022,"2,463",1.811,1.793,107,,0.004330
3545,Journal of Gastrointestinal and Liver Diseases,1841-8724,581,1.811,Not Available,62,,0.002510
3545,TRANSPORT IN POROUS MEDIA,0169-3913,"2,567",1.811,1.643,211,,0.007890
3549,COMPUTERS & FLUIDS,0045-7930,"2,982",1.810,1.935,324,,0.011130
3550,BIOPROCESS AND BIOSYSTEMS ENGINEERING,1615-7591,"1,108",1.809,1.808,120,,0.002870
3550,Neuropsychiatric Disease and Treatment,1176-6328,734,1.809,Not Available,75,,0.003130
3550,Transboundary and Emerging Diseases,1865-1674,350,1.809,2.095,64,,0.001540
3553,ACM Transactions on Sensor Networks,1550-4859,567,1.808,2.923,18,,0.004060
3553,JOURNAL OF FINANCIAL INTERMEDIATION,1042-9573,753,1.808,2.134,28,,0.005320
3553,JOURNAL OF MEMBRANE BIOLOGY,0022-2631,"4,064",1.808,2.002,86,,0.005120
3556,LANGENBECKS ARCHIVES OF SURGERY,1435-2443,"2,274",1.807,1.806,133,,0.005750
3557,SPINAL CORD,1362-4393,"3,438",1.805,2.113,187,,0.006210
3557,THERMOCHIMICA ACTA,0040-6031,"10,554",1.805,2.028,359,,0.012730
3559,CHEMISTRY & BIODIVERSITY,1612-1872,"2,298",1.804,1.819,182,,0.008180
3559,PALAIOS,0883-1351,"2,629",1.804,1.991,66,,0.004760
3561,BOREAL ENVIRONMENT RESEARCH,1239-6095,"1,012",1.803,1.878,63,,0.003230
3561,COMPTES RENDUS CHIMIE,1631-0748,"2,253",1.803,1.836,123,,0.006690
3563,SENSORS AND ACTUATORS A-PHYSICAL,0924-4247,"10,389",1.802,2.009,438,,0.025840
3564,Journal of Perinatology,0743-8346,"3,069",1.801,1.960,139,,0.009690
3565,ANNALS OF GLACIOLOGY,0260-3055,"2,616",1.800,Not Available,97,,0.004630
3565,American Economic Journal-Microeconomics,1945-7669,99,1.800,1.800,36,,0.002080
3565,Surgical Infections,1096-2964,984,1.800,Not Available,73,,0.003590
3568,BMC Family Practice,1471-2296,977,1.799,Not Available,142,,0.004460
3568,FUNDAMENTAL & CLINICAL PHARMACOLOGY,0767-3981,"1,717",1.799,2.139,80,,0.003930
3568,JOURNAL OF PEPTIDE SCIENCE,1075-2617,"1,715",1.799,1.714,111,,0.004940
3568,Journal of Applied Meteorology and Climatology,1558-8424,"7,798",1.799,2.254,174,,0.015880
3572,DERMATOLOGIC SURGERY,1076-0512,"6,266",1.798,2.307,197,,0.011380
3572,INTERNATIONAL REVIEW OF PSYCHIATRY,0954-0261,"1,405",1.798,2.196,61,,0.004450
3572,SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,1059-1311,"2,558",1.798,1.982,160,,0.005840
3575,CHILD NEUROPSYCHOLOGY,0929-7049,"1,033",1.797,2.354,35,,0.002440
3575,JOURNAL OF MOLECULAR MODELING,1610-2940,"2,515",1.797,2.312,317,,0.006720
3575,Phytotaxa,1179-3155,179,1.797,1.797,90,,0.000430
3578,CHEMICAL VAPOR DEPOSITION,0948-1907,"1,203",1.796,1.851,50,,0.003370
3578,CROATIAN MEDICAL JOURNAL,0353-9504,"1,160",1.796,1.628,77,,0.002840
3578,International Journal of Sports Physiology and Performance,1555-0265,438,1.796,1.972,48,,0.001750
3578,JOURNAL OF ATHLETIC TRAINING,1062-6050,"2,278",1.796,2.935,84,,0.004920
3578,JOURNAL OF INFECTION AND CHEMOTHERAPY,1341-321X,"1,051",1.796,Not Available,145,,0.003350
3583,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,0198-9715,551,1.795,1.923,44,,0.002570
3584,AGRONOMY JOURNAL,0002-1962,"10,437",1.794,2.267,216,,0.011990
3584,COPD-Journal of Chronic Obstructive Pulmonary Disease,1541-2555,672,1.794,Not Available,48,,0.003040
3584,Earth Interactions,1087-3562,511,1.794,2.161,34,,0.001910
3587,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,1389-1723,"5,230",1.793,2.149,267,,0.010260
3588,CANCER NURSING,0162-220X,"2,176",1.792,2.395,75,,0.003640
3588,CANCER NURSING,0162-220X,"2,176",1.792,2.395,75,,0.003640
3588,JOURNAL OF BIOMEDICAL INFORMATICS,1532-0464,"1,548",1.792,2.151,108,,0.005760
