	Availability of Nutrition Information from Chain Restaurants in	Is the Obesity Epidemic a Public Health Problem A Decade	Strategies for Promoting Healthier Food Choices” American Economic Review Papers and Proceedings	Doing it Now or	Prevalence and Trends in Obesity Among US	Prevalence of Overweight Obesity and Extreme Obesity Among Adults United States	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US” Obesity	Size Matters The Influence of Adolescent’s Weight and	SelfPerception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity Payer	Will all Americans become Overweight or Obese Estimating the Progression and	Department of Health and Human Services and US Department of Agriculture “2010 Dietary Guidelines for Americans” 7th ed Washington DC US Government Printing Office	The Growth of Obesity and Technological Change A Theoretical and Empirical Examination”	The LongRun Growth in Obesity as a Function of Technological Change”	Nutrient Contribution of Food Away From Home In Americaaposs Eating Habits Changes and Consequences	Separating what We Eat from where	Foundation “Menu Labeling Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior” Healthy Eating Research	Taxing Caloric Sweetened Beverages Potential Effects on	FDA Labeling Cost Model Final Report” Prepared for Amber Jessup DHHSPHSFDACFSAN Prepared by	Silliker Information” Memo to File	Online Appendix for ‘Are Restaurants Really Supersizing America’”	Testing Laboratory “Quality Nutrition Analysis”	Evaluation Of Recordkeeping Costs For Food Manufacturers Final Report” Prepared for Andy Estrin and Cristina McLaughlin DHHSPHSFDACFSAN Prepared by Aylin Sertkaya Ayesha Berlind and Seda Erdem Contract No 223012461 Task Order Number 5	FDA Report” ReCount Restaurant Census	Under the Radar Top 50	Acquisition Pace Quickens in 2010 but Despite Consolidation Top Chains Still Account for Nearly 40	Sector 72 Sub Single Unit  Multiunit Firms for the US	Insights “New menu items at restaurants” Memo to File	Display Signs  Design “OrderGet Menu Pricing” website httpwwwdsdsigncomPagesmenus3htm accessed on October 6	McDonald’s meeting	Sector 72 Sub Seating Capacity for the US and States	Statistics “Job Openings and Labor Turnover Survey Accommodation and food services	Paying Attention to Retention”	KFC’s New ComputerBased Training Program Proves a Time Saver and Better Tool for	Statistics “Occupational Employment Statistics Query System	Consumer Awareness of FastFood Calorie Information in New York City After Implementation of a Menu Labeling Regulation”	Calorie Posting in Chain Restaurants	Purchasing Behavior and Calorie Information at FastFood Chains in	The Psychology of Food Consumption Strategies for Promoting Healthier Food Choices” American Economic Review	Calorie Labeling And Food Choices A First Look At The Effects On LowIncome People In New York City	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information”	Do Nutrition Labels Improve Dietary Outcomes	Mandatory Menu Labeling in One FastFood Chain in King County	Child and Adolescent FastFood Choice and the Influence of Calorie Labeling	Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children Pediatrics	Measuring the Health of the US Population” Brookings Paper Microeconomics	ObesityRelated QualityAdjusted Life Years Lost in the US from 19932008”	Trends in QualityAdjusted LifeYears Lost Contributed by Smoking and Obesity”	Statistical Abstract of the United States	Modeling WeightLoss Maintenance to Help Prevent Body Weight Regain”	Sectors 4445 Sub Single Unit  Multiunit Firms for the US	Sector 71 Sub Single Unit  Multiunit Firms for the US	Sector 51 Sub Single Unit  Multiunit Firms for the US	Association	Association When American Flies it Works	Global Airline Industry Program “Total Operating Fleet” Airline Data Project	Global Airline Industry Program “Average Seat Capacity of Total Operating Fleet” Airline Data Project	Transportation Statistics “Appendix D – Modal Profiles Rail Profile” National Transportation Statistics	The Partner of Choice Annual Report FY	Transportation Statistics National Census of Ferry Operators
Menu Labeling Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior	0.19999999999999996	0.2692307692307693	0.31034482758620685	0.5263157894736843	0.2941176470588235	0.25	0.3548387096774194	0.2962962962962963	0.29166666666666663	0.3913043478260869	0.28	0.2549019607843137	0.33333333333333337	0.3448275862068966	0.3571428571428571	0.25	0.4666666666666667	0.1384615384615384	0.2941176470588235	0.24590163934426235	0.44680851063829785	0.4035087719298246	0.37254901960784315	0.28	0.4782608695652174	0.5813953488372092	0.30000000000000004	0.31999999999999995	0.33333333333333337	0.33333333333333337	0.34782608695652173	0.33333333333333337	0.3214285714285714	0.5348837209302326	0.29824561403508776	0.48	0.2666666666666667	0.31818181818181823	0.13725490196078427	0.3114754098360656	0.23333333333333328	0.2068965517241379	0.24	0.28	0.16000000000000003	0.16981132075471694	0.3090909090909091	0.4285714285714286	0.3448275862068966	0.30434782608695654	0.3090909090909091	0.31999999999999995	0.31999999999999995	0.31999999999999995	0.5555555555555556	0.37777777777777777	0.3220338983050848	0.2698412698412699	0.3571428571428571	0.34693877551020413	0.3877551020408163
Menucalc Plans	0.5625	0.5294117647058824	0.6	0.8	0.5151515151515151	0.5263157894736843	0.5909090909090908	0.5	0.4666666666666667	0.5714285714285714	0.375	0.5151515151515151	0.625	0.65	0.5789473684210527	0.631578947368421	0.7037037037037037	0.574468085106383	0.5151515151515151	0.5813953488372092	0.5862068965517242	0.5897435897435898	0.5757575757575757	0.6491228070175439	0.5714285714285714	0.6799999999999999	0.5714285714285714	0.5	0.5151515151515151	0.5238095238095238	0.4285714285714286	0.5757575757575757	0.631578947368421	0.6	0.5897435897435898	0.5	0.6190476190476191	0.3846153846153846	0.4545454545454546	0.5813953488372092	0.6190476190476191	0.55	0.5	0.5	0.5	0.4285714285714286	0.45945945945945943	0.6888888888888889	0.65	0.5	0.5135135135135135	0.5	0.5	0.5	0.5555555555555556	0.4814814814814815	0.5609756097560976	0.6	0.5263157894736843	0.4838709677419355	0.4838709677419355
Silliker Information	0.33333333333333337	0.4736842105263158	0.4545454545454546	0.5	0.4054054054054054	0.4285714285714286	0.45833333333333337	0.4	0.2941176470588235	0.375	0.4444444444444444	0.45945945945945943	0.5384615384615384	0.5	0.5238095238095238	0.47619047619047616	0.29032258064516125	0.5294117647058824	0.4054054054054054	0.4893617021276596	0.1515151515151515	0.4418604651162791	0.5135135135135135	0.5737704918032787	0.5625	0.5172413793103448	0.4782608695652174	0.38888888888888884	0.4054054054054054	0.5217391304347826	0.4375	0.45945945945945943	0.47619047619047616	0.5172413793103448	0.4418604651162791	0.38888888888888884	0.4347826086956522	0.4	0.3513513513513513	0.4893617021276596	0.4347826086956522	0.4545454545454546	0.38888888888888884	0.5	0.38888888888888884	0.4871794871794872	0.36585365853658536	0.5102040816326531	0.40909090909090906	0.3125	0.5609756097560976	0.38888888888888884	0.38888888888888884	0.38888888888888884	0.5454545454545454	0.29032258064516125	0.5111111111111111	0.4693877551020408	0.47619047619047616	0.4285714285714286	0.37142857142857144
Total Operating Fleet	0.5	0.4736842105263158	0.4545454545454546	0.41666666666666663	0.3513513513513513	0.47619047619047616	0.45833333333333337	0.44999999999999996	0.3529411764705882	0.375	0.33333333333333337	0.4054054054054054	0.5384615384615384	0.40909090909090906	0.38095238095238093	0.47619047619047616	0.3548387096774194	0.5686274509803921	0.4054054054054054	0.4893617021276596	0.3939393939393939	0.4418604651162791	0.4054054054054054	0.540983606557377	0.4375	0.3793103448275862	0.5217391304347826	0.4444444444444444	0.4054054054054054	0.4782608695652174	0.4375	0.45945945945945943	0.4285714285714286	0.4482758620689655	0.39534883720930236	0.38888888888888884	0.4782608695652174	0.33333333333333337	0.4054054054054054	0.44680851063829785	0.3913043478260869	0.4545454545454546	0.38888888888888884	0.33333333333333337	0.38888888888888884	0.4871794871794872	0.46341463414634143	0.5918367346938775	0.4545454545454546	0.4375	0.46341463414634143	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.5454545454545454	0.3548387096774194	0.37777777777777777	0.4285714285714286	0.47619047619047616	0.3142857142857143	0.2571428571428571
2010 Restaurant Industry Forecast	0.4	0.4285714285714286	0.5	0.6428571428571428	0.46341463414634143	0.4782608695652174	0.46153846153846156	0.4545454545454546	0.5263157894736843	0.4444444444444444	0.4	0.5121951219512195	0.4642857142857143	0.5416666666666667	0.4347826086956522	0.3913043478260869	0.6	0.4545454545454546	0.5121951219512195	0.4901960784313726	0.5135135135135135	0.44680851063829785	0.5121951219512195	0.4769230769230769	0.38888888888888884	0.3939393939393939	0.4	0.44999999999999996	0.46341463414634143	0.52	0.5	0.36585365853658536	0.4782608695652174	0.5151515151515151	0.5319148936170213	0.44999999999999996	0.43999999999999995	0.4117647058823529	0.36585365853658536	0.4509803921568627	0.48	0.41666666666666663	0.4	0.4	0.35	0.39534883720930236	0.5555555555555556	0.4339622641509434	0.5416666666666667	0.4444444444444444	0.4666666666666667	0.5	0.44999999999999996	0.44999999999999996	0.5384615384615384	0.4285714285714286	0.4285714285714286	0.4716981132075472	0.5217391304347826	0.4358974358974359	0.3846153846153846
The Partner of Choice Annual Report FY 2009	0.34782608695652173	0.41666666666666663	0.33333333333333337	0.6470588235294117	0.44680851063829785	0.42307692307692313	0.3448275862068966	0.4	0.36363636363636365	0.4285714285714286	0.3913043478260869	0.44680851063829785	0.3870967741935484	0.40740740740740744	0.34615384615384615	0.3846153846153846	0.46341463414634143	0.4098360655737705	0.4042553191489362	0.4035087719298246	0.4883720930232558	0.4339622641509434	0.4893617021276596	0.3802816901408451	0.38095238095238093	0.3846153846153846	0.2857142857142857	0.3913043478260869	0.4893617021276596	0.5	0.5714285714285714	0.36170212765957444	0.46153846153846156	0.4871794871794872	0.39622641509433965	0.4782608695652174	0.3928571428571429	0.30000000000000004	0.3191489361702128	0.29824561403508776	0.3214285714285714	0.37037037037037035	0.4782608695652174	0.4347826086956522	0.30434782608695654	0.34693877551020413	0.4117647058823529	0.38983050847457623	0.4444444444444444	0.38095238095238093	0.4509803921568627	0.4347826086956522	0.4347826086956522	0.4347826086956522	0.5625	0.36585365853658536	0.4181818181818182	0.38983050847457623	0.3846153846153846	0.06666666666666665	0.28888888888888886
When American Flie it Work 2010 Economic Report	0.40909090909090906	0.3913043478260869	0.34615384615384615	0.625	0.4666666666666667	0.43999999999999995	0.3928571428571429	0.45833333333333337	0.38095238095238093	0.44999999999999996	0.4545454545454546	0.33333333333333337	0.4	0.42307692307692313	0.48	0.4	0.33333333333333337	0.4576271186440678	0.5111111111111111	0.49090909090909096	0.41463414634146345	0.4509803921568627	0.5555555555555556	0.3913043478260869	0.44999999999999996	0.4054054054054054	0.37037037037037035	0.40909090909090906	0.4666666666666667	0.5185185185185186	0.5	0.4666666666666667	0.52	0.5135135135135135	0.5294117647058824	0.40909090909090906	0.4444444444444444	0.42105263157894735	0.4222222222222223	0.38181818181818183	0.37037037037037035	0.42307692307692313	0.4545454545454546	0.5	0.40909090909090906	0.4893617021276596	0.4285714285714286	0.4385964912280702	0.5384615384615384	0.4	0.4285714285714286	0.4545454545454546	0.40909090909090906	0.40909090909090906	0.5333333333333333	0.17948717948717952	0.4716981132075472	0.5087719298245614	0.48	0.3023255813953488	0.4418604651162791
Quality Nutrition Analysis 	0.2777777777777778	0.42105263157894735	0.5454545454545454	0.41666666666666663	0.4054054054054054	0.4285714285714286	0.5416666666666667	0.44999999999999996	0.5294117647058824	0.5	0.33333333333333337	0.45945945945945943	0.5384615384615384	0.5	0.47619047619047616	0.4285714285714286	0.5483870967741935	0.4901960784313726	0.5135135135135135	0.44680851063829785	0.5151515151515151	0.4418604651162791	0.2432432432432432	0.5737704918032787	0.4375	0.5862068965517242	0.3913043478260869	0.5	0.4054054054054054	0.5217391304347826	0.5	0.45945945945945943	0.47619047619047616	0.4482758620689655	0.4883720930232558	0.33333333333333337	0.4347826086956522	0.33333333333333337	0.45945945945945943	0.4893617021276596	0.4782608695652174	0.5	0.33333333333333337	0.38888888888888884	0.38888888888888884	0.3846153846153846	0.5121951219512195	0.4693877551020408	0.40909090909090906	0.375	0.5121951219512195	0.5	0.5	0.5	0.36363636363636365	0.3548387096774194	0.4666666666666667	0.5102040816326531	0.47619047619047616	0.4285714285714286	0.3142857142857143
McDonalds meeting	0.45945945945945943	0.3846153846153846	0.4222222222222223	0.43999999999999995	0.3157894736842105	0.39534883720930236	0.5102040816326531	0.36585365853658536	0.2571428571428571	0.3939393939393939	0.29729729729729726	0.3157894736842105	0.4716981132075472	0.4222222222222223	0.4883720930232558	0.4418604651162791	0.4375	0.42307692307692313	0.368421052631579	0.41666666666666663	0.4117647058823529	0.40909090909090906	0.4736842105263158	0.5161290322580645	0.5151515151515151	0.5333333333333333	0.4893617021276596	0.3513513513513513	0.368421052631579	0.36170212765957444	0.09090909090909094	0.42105263157894735	0.4418604651162791	0.4666666666666667	0.4545454545454546	0.4054054054054054	0.44680851063829785	0.3548387096774194	0.3157894736842105	0.45833333333333337	0.44680851063829785	0.37777777777777777	0.3513513513513513	0.3513513513513513	0.3513513513513513	0.35	0.38095238095238093	0.56	0.4666666666666667	0.33333333333333337	0.38095238095238093	0.3513513513513513	0.3513513513513513	0.3513513513513513	0.3913043478260869	0.3125	0.3913043478260869	0.43999999999999995	0.39534883720930236	0.5	0.4444444444444444
Strategies for Promoting Healthier Food Choices	0.34883720930232553	0.33333333333333337	0.17647058823529416	0.5483870967741935	0.2727272727272727	0.26530612244897955	0.3090909090909091	0.3191489361702128	0.12195121951219512	0.3846153846153846	0.3023255813953488	0.2727272727272727	0.3220338983050848	0.33333333333333337	0.34693877551020413	0.26530612244897955	0.3157894736842105	0.31034482758620685	0.2272727272727273	0.2962962962962963	0.35	0.36	0.5	0.38235294117647056	0.4871794871794872	0.5	0.3584905660377359	0.2558139534883721	0.36363636363636365	0.3584905660377359	0.33333333333333337	0.2727272727272727	0.3877551020408163	0.5	0.28	0.39534883720930236	0.39622641509433965	0.2432432432432432	0.13636363636363635	0.2222222222222222	0.28301886792452835	0.2941176470588235	0.4418604651162791	0.3023255813953488	0.2093023255813954	0.26086956521739135	0.25	0.4642857142857143	0.37254901960784315	0.23076923076923073	0.33333333333333337	0.2558139534883721	0.2558139534883721	0.2558139534883721	0.5172413793103448	0.26315789473684215	0.3846153846153846	0.3214285714285714	0.3877551020408163	0.2857142857142857	0.2857142857142857
Availability of Nutrition Information from Chain Restaurants in the United States	0.06382978723404253	0.30612244897959184	0.3090909090909091	0.6	0.25	0.2075471698113207	0.2542372881355932	0.33333333333333337	0.37777777777777777	0.34883720930232553	0.3191489361702128	0.33333333333333337	0.33333333333333337	0.34545454545454546	0.3584905660377359	0.24528301886792447	0.4285714285714286	0.25806451612903225	0.375	0.27586206896551724	0.40909090909090906	0.33333333333333337	0.375	0.36111111111111116	0.4418604651162791	0.44999999999999996	0.29824561403508776	0.3191489361702128	0.375	0.4035087719298246	0.4883720930232558	0.25	0.3207547169811321	0.5	0.33333333333333337	0.4042553191489362	0.26315789473684215	0.31707317073170727	0.25	0.27586206896551724	0.29824561403508776	0.2727272727272727	0.276595744680851	0.3191489361702128	0.23404255319148937	0.24	0.3846153846153846	0.30000000000000004	0.3090909090909091	0.2093023255813954	0.42307692307692313	0.3191489361702128	0.3191489361702128	0.3191489361702128	0.5757575757575757	0.38095238095238093	0.3928571428571429	0.30000000000000004	0.39622641509433965	0.34782608695652173	0.30434782608695654
ObesityRelated QualityAdjusted Life Years Lost in the US from 19932008	0.33333333333333337	0.3928571428571429	0.4516129032258065	0.7142857142857143	0.34545454545454546	0.30000000000000004	0.36363636363636365	0.4482758620689655	0.46153846153846156	0.43999999999999995	0.37037037037037035	0.4181818181818182	0.34285714285714286	0.4193548387096774	0.4	0.43333333333333335	0.5102040816326531	0.42028985507246375	0.5272727272727273	0.3846153846153846	0.5294117647058824	0.3770491803278688	0.4181818181818182	0.3417721518987342	0.56	0.4893617021276596	0.3125	0.37037037037037035	0.5272727272727273	0.40625	0.56	0.34545454545454546	0.3666666666666667	0.574468085106383	0.5081967213114754	0.40740740740740744	0.375	0.45833333333333337	0.4545454545454546	0.41538461538461535	0.375	0.4193548387096774	0.40740740740740744	0.37037037037037035	0.37037037037037035	0.368421052631579	0.4576271186440678	0.04477611940298509	0.25806451612903225	0.31999999999999995	0.4915254237288136	0.40740740740740744	0.37037037037037035	0.37037037037037035	0.65	0.4693877551020408	0.4285714285714286	0.4029850746268657	0.5	0.4339622641509434	0.4339622641509434
Trends in QualityAdjusted LifeYears Lost Contributed by Smoking and Obesity	0.30612244897959184	0.37254901960784315	0.4035087719298246	0.6216216216216216	0.24	0.2727272727272727	0.3114754098360656	0.3584905660377359	0.4042553191489362	0.37777777777777777	0.26530612244897955	0.36	0.3846153846153846	0.29824561403508776	0.3090909090909091	0.34545454545454546	0.4545454545454546	0.375	0.36	0.30000000000000004	0.4347826086956522	0.3214285714285714	0.28	0.3513513513513513	0.5111111111111111	0.5714285714285714	0.288135593220339	0.3877551020408163	0.48	0.38983050847457623	0.4666666666666667	0.31999999999999995	0.23636363636363633	0.5238095238095238	0.3571428571428571	0.34693877551020413	0.2542372881355932	0.39534883720930236	0.36	0.33333333333333337	0.22033898305084743	0.368421052631579	0.34693877551020413	0.26530612244897955	0.26530612244897955	0.3076923076923077	0.40740740740740744	0.25806451612903225	0.052631578947368474	0.33333333333333337	0.4814814814814815	0.3877551020408163	0.3877551020408163	0.3877551020408163	0.6	0.40909090909090906	0.31034482758620685	0.25806451612903225	0.4545454545454546	0.375	0.29166666666666663
Size Matters The Influence of Adolescents Weight and Height on Dating and Sex	0.375	0.31999999999999995	0.3571428571428571	0.5555555555555556	0.34693877551020413	0.2962962962962963	0.4	0.11538461538461542	0.26086956521739135	0.40909090909090906	0.29166666666666663	0.34693877551020413	0.34375	0.3571428571428571	0.40740740740740744	0.33333333333333337	0.39534883720930236	0.33333333333333337	0.30612244897959184	0.35593220338983056	0.4222222222222223	0.3090909090909091	0.4285714285714286	0.3972602739726028	0.5	0.5121951219512195	0.3448275862068966	0.33333333333333337	0.3877551020408163	0.3793103448275862	0.36363636363636365	0.34693877551020413	0.37037037037037035	0.5609756097560976	0.4181818181818182	0.45833333333333337	0.4137931034482759	0.38095238095238093	0.30612244897959184	0.3220338983050848	0.3793103448275862	0.3214285714285714	0.41666666666666663	0.375	0.25	0.33333333333333337	0.3207547169811321	0.47540983606557374	0.3928571428571429	0.2727272727272727	0.3584905660377359	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.5294117647058824	0.34883720930232553	0.368421052631579	0.34426229508196726	0.2962962962962963	0.36170212765957444	0.36170212765957444
The Impact of Obesity on Wages	0.33333333333333337	0.31818181818181823	0.43999999999999995	0.6	0.3023255813953488	0.33333333333333337	0.37037037037037035	0.34782608695652173	0.35	0.052631578947368474	0.33333333333333337	0.3023255813953488	0.4137931034482759	0.28	0.33333333333333337	0.29166666666666663	0.29729729729729726	0.4385964912280702	0.4418604651162791	0.4716981132075472	0.4871794871794872	0.3877551020408163	0.4418604651162791	0.4626865671641791	0.5789473684210527	0.48571428571428577	0.42307692307692313	0.38095238095238093	0.4418604651162791	0.3846153846153846	0.42105263157894735	0.3023255813953488	0.29166666666666663	0.48571428571428577	0.4693877551020408	0.38095238095238093	0.42307692307692313	0.4444444444444444	0.34883720930232553	0.39622641509433965	0.2692307692307693	0.4	0.2857142857142857	0.38095238095238093	0.33333333333333337	0.37777777777777777	0.4042553191489362	0.49090909090909096	0.4	0.368421052631579	0.4042553191489362	0.38095238095238093	0.38095238095238093	0.38095238095238093	0.5	0.3513513513513513	0.33333333333333337	0.34545454545454546	0.5	0.41463414634146345	0.31707317073170727
Doing it Now or Later	0.48571428571428577	0.5675675675675675	0.5348837209302326	0.13043478260869568	0.5	0.5121951219512195	0.6595744680851063	0.5384615384615384	0.4545454545454546	0.5483870967741935	0.48571428571428577	0.4444444444444444	0.607843137254902	0.5348837209302326	0.46341463414634143	0.46341463414634143	0.33333333333333337	0.52	0.4444444444444444	0.4782608695652174	0.5	0.5714285714285714	0.38888888888888884	0.6	0.4838709677419355	0.5	0.5555555555555556	0.5428571428571429	0.38888888888888884	0.5111111111111111	0.4193548387096774	0.5	0.5121951219512195	0.4285714285714286	0.47619047619047616	0.5428571428571429	0.4666666666666667	0.3793103448275862	0.5	0.5652173913043479	0.4666666666666667	0.5348837209302326	0.37142857142857144	0.4285714285714286	0.4285714285714286	0.368421052631579	0.55	0.625	0.5348837209302326	0.4838709677419355	0.5	0.5428571428571429	0.5428571428571429	0.5428571428571429	0.5238095238095238	0.4666666666666667	0.5454545454545454	0.5833333333333333	0.5121951219512195	0.5294117647058824	0.47058823529411764
The Economics of Immediate Gratification	0.35	0.33333333333333337	0.375	0.5714285714285714	0.36585365853658536	0.34782608695652173	0.3846153846153846	0.31818181818181823	0.3157894736842105	0.2222222222222222	0.44999999999999996	0.31707317073170727	0.4642857142857143	0.29166666666666663	0.3913043478260869	0.30434782608695654	0.3142857142857143	0.4181818181818182	0.31707317073170727	0.5294117647058824	0.4054054054054054	0.44680851063829785	0.5121951219512195	0.5076923076923077	0.5555555555555556	0.3939393939393939	0.43999999999999995	0.4	0.41463414634146345	0.43999999999999995	0.38888888888888884	0.36585365853658536	0.3913043478260869	0.5757575757575757	0.44680851063829785	0.4	0.48	0.4117647058823529	0.2682926829268293	0.37254901960784315	0.31999999999999995	0.375	0.4	0.44999999999999996	0.30000000000000004	0.39534883720930236	0.4222222222222223	0.5094339622641509	0.45833333333333337	0.2777777777777778	0.4666666666666667	0.4	0.4	0.4	0.46153846153846156	0.3142857142857143	0.3877551020408163	0.39622641509433965	0.4347826086956522	0.3846153846153846	0.3846153846153846
Mandatory Menu Labeling in One FastFood Chain in King County Washington	0.33333333333333337	0.36170212765957444	0.4339622641509434	0.5757575757575757	0.34782608695652173	0.33333333333333337	0.368421052631579	0.34693877551020413	0.39534883720930236	0.41463414634146345	0.24444444444444446	0.30434782608695654	0.4098360655737705	0.3584905660377359	0.2549019607843137	0.33333333333333337	0.44999999999999996	0.33333333333333337	0.4347826086956522	0.3214285714285714	0.47619047619047616	0.42307692307692313	0.34782608695652173	0.4	0.46341463414634143	0.5263157894736843	0.4181818181818182	0.33333333333333337	0.34782608695652173	0.34545454545454546	0.41463414634146345	0.30434782608695654	0.37254901960784315	0.5263157894736843	0.3846153846153846	0.4222222222222223	0.3090909090909091	0.28205128205128205	0.30434782608695654	0.3928571428571429	0.3090909090909091	0.3207547169811321	0.33333333333333337	0.022222222222222254	0.19999999999999996	0.20833333333333337	0.43999999999999995	0.4137931034482759	0.3207547169811321	0.36585365853658536	0.31999999999999995	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.6129032258064516	0.35	0.37037037037037035	0.3793103448275862	0.5294117647058824	0.40909090909090906	0.31818181818181823
The Economics of Obesity	0.368421052631579	0.35	0.4782608695652174	0.6153846153846154	0.33333333333333337	0.31818181818181823	0.36	0.47619047619047616	0.4444444444444444	0.11764705882352944	0.42105263157894735	0.33333333333333337	0.5185185185185186	0.30434782608695654	0.36363636363636365	0.36363636363636365	0.3939393939393939	0.4716981132075472	0.4358974358974359	0.5510204081632653	0.5428571428571429	0.4666666666666667	0.4871794871794872	0.4920634920634921	0.6470588235294117	0.5483870967741935	0.45833333333333337	0.368421052631579	0.5384615384615384	0.45833333333333337	0.47058823529411764	0.3846153846153846	0.36363636363636365	0.5483870967741935	0.5555555555555556	0.368421052631579	0.5416666666666667	0.5	0.4358974358974359	0.4285714285714286	0.33333333333333337	0.4782608695652174	0.368421052631579	0.42105263157894735	0.42105263157894735	0.41463414634146345	0.4883720930232558	0.4901960784313726	0.4347826086956522	0.3529411764705882	0.5348837209302326	0.368421052631579	0.368421052631579	0.368421052631579	0.5	0.3939393939393939	0.44680851063829785	0.4509803921568627	0.5454545454545454	0.45945945945945943	0.3513513513513513
Separating what We Eat from where Measuring the Effect of Food Away from Home on Diet	0.3877551020408163	0.2549019607843137	0.22807017543859653	0.5135135135135135	0.36	0.23636363636363633	0.34426229508196726	0.28301886792452835	0.23404255319148937	0.37777777777777777	0.26530612244897955	0.28	0.29230769230769227	0.29824561403508776	0.38181818181818183	0.1636363636363637	0.2272727272727273	0.28125	0.36	0.2666666666666667	0.4347826086956522	0.3214285714285714	0.48	0.32432432432432434	0.4222222222222223	0.5238095238095238	0.35593220338983056	0.30612244897959184	0.36	0.288135593220339	0.37777777777777777	0.28	0.3090909090909091	0.5238095238095238	0.3571428571428571	0.34693877551020413	0.3220338983050848	0.4418604651162791	0.31999999999999995	0.19999999999999996	0.288135593220339	0.29824561403508776	0.3877551020408163	0.34693877551020413	0.30612244897959184	0.3076923076923077	0.2962962962962963	0.4516129032258065	0.4035087719298246	0.33333333333333337	0.33333333333333337	0.30612244897959184	0.30612244897959184	0.30612244897959184	0.5428571428571429	0.31818181818181823	0.3448275862068966	0.32258064516129037	0.38181818181818183	0.375	0.33333333333333337
Will all Americans become Overweight or Obese Estimating the Progression and Cost of the US Obesity Epidemic	0.2941176470588235	0.24528301886792447	0.18644067796610164	0.5897435897435898	0.15384615384615385	0.08771929824561409	0.2063492063492064	0.34545454545454546	0.26530612244897955	0.3191489361702128	0.21568627450980393	0.11538461538461542	0.22388059701492535	0.18644067796610164	0.33333333333333337	0.22807017543859653	0.26086956521739135	0.303030303030303	0.23076923076923073	0.32258064516129037	0.5	0.31034482758620685	0.46153846153846156	0.3157894736842105	0.5319148936170213	0.5	0.3114754098360656	0.33333333333333337	0.46153846153846156	0.2786885245901639	0.44680851063829785	0.23076923076923073	0.26315789473684215	0.5	0.31034482758620685	0.33333333333333337	0.34426229508196726	0.37777777777777777	0.2692307692307693	0.19354838709677424	0.180327868852459	0.288135593220339	0.33333333333333337	0.33333333333333337	0.2941176470588235	0.2592592592592593	0.3214285714285714	0.375	0.3220338983050848	0.23404255319148937	0.3214285714285714	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.5675675675675675	0.34782608695652173	0.33333333333333337	0.25	0.4035087719298246	0.36	0.31999999999999995
Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information	0.22448979591836737	0.33333333333333337	0.22807017543859653	0.5675675675675675	0.31999999999999995	0.23636363636363633	0.3114754098360656	0.28301886792452835	0.3191489361702128	0.37777777777777777	0.30612244897959184	0.24	0.3538461538461538	0.29824561403508776	0.2727272727272727	0.23636363636363633	0.40909090909090906	0.21875	0.28	0.33333333333333337	0.3913043478260869	0.3214285714285714	0.48	0.32432432432432434	0.4222222222222223	0.5238095238095238	0.423728813559322	0.30612244897959184	0.28	0.35593220338983056	0.37777777777777777	0.36	0.34545454545454546	0.5238095238095238	0.2857142857142857	0.4285714285714286	0.2542372881355932	0.3023255813953488	0.12	0.23333333333333328	0.2542372881355932	0.052631578947368474	0.34693877551020413	0.26530612244897955	0.18367346938775508	0.23076923076923073	0.33333333333333337	0.4193548387096774	0.368421052631579	0.33333333333333337	0.33333333333333337	0.30612244897959184	0.30612244897959184	0.30612244897959184	0.5428571428571429	0.31818181818181823	0.3448275862068966	0.29032258064516125	0.4181818181818182	0.29166666666666663	0.33333333333333337
Prevalence and Trends in Obesity Among US Adults 19992008	0.37254901960784315	0.3207547169811321	0.38983050847457623	0.641025641025641	0.11538461538461542	0.19298245614035092	0.3015873015873016	0.38181818181818183	0.3877551020408163	0.4042553191489362	0.21568627450980393	0.2692307692307693	0.25373134328358204	0.35593220338983056	0.4035087719298246	0.4035087719298246	0.5217391304347826	0.3939393939393939	0.34615384615384615	0.3870967741935484	0.5416666666666667	0.3448275862068966	0.3846153846153846	0.3157894736842105	0.574468085106383	0.5	0.2786885245901639	0.33333333333333337	0.5	0.34426229508196726	0.44680851063829785	0.3076923076923077	0.26315789473684215	0.5	0.3793103448275862	0.37254901960784315	0.4426229508196722	0.4222222222222223	0.34615384615384615	0.32258064516129037	0.34426229508196726	0.38983050847457623	0.33333333333333337	0.37254901960784315	0.37254901960784315	0.37037037037037035	0.3928571428571429	0.25	0.3220338983050848	0.3191489361702128	0.4285714285714286	0.37254901960784315	0.33333333333333337	0.33333333333333337	0.5675675675675675	0.4347826086956522	0.30000000000000004	0.28125	0.4385964912280702	0.43999999999999995	0.36
