ria,cite,jac,jac_match,jac_check,lev,lev_match,lev_check,partial,partial_match,partial_check,sor,sor_match,sor_check,source,type
2060-AP58,10 CFR 4743,0.783783784,Nordhaus The Challenge of Global Warming 2008 Nicholas Stern The Economics of Climate Change 2008 Discounting and 49673 Federal Register ,0,0.891304348,861835–01 Confirmatory certification testing,0,0.46,This section contains regulations implementing greenhouse gas emission standards for CO2 N2O and CH4 applicable to all LDVs LDTs and MDPVs This section applies to 2012 and later model year LDVs LDTs and MDPVs including multifuel vehicles vehicles fueled with alternative fuels hybrid electric vehicles plugin hybrid electric vehicles electric vehicles and fuel cell electric vehicles Unless otherwise specified multifuel vehicles must comply with all requirements established for each consumed fuel The provisions of this section also apply to aftermarket conversion systems aftermarket conversion installers and aftermarket conversion certifiers as those terms are defined in 40 CFR 85502 of all model year lightduty vehicles lightduty trucks,0,0.644444444,Nordhaus The Challenge of Global Warming 2008 Nicholas Stern The Economics of Climate Change 2008 Discounting and 49673 Federal Register ,0,gt,Regulation
2060-AM44,Environmental regulation and labor demand Evidence from the south coast air basin,0,Environmental regulation and labor demand Evidence from the south coast air basin,1,0,Environmental regulation and labor demand Evidence from the south coast air basin,1,0,Environmental regulation and labor demand Evidence from the south coast air basin,1,0,Environmental regulation and labor demand Evidence from the south coast air basin,1,gt,Scholarly Journal
2070-AJ57,Investing in the Child Care Industry An Economic Development Strategy for Louisiana,0.071428571,Investing in the Child Care Industry An Economic Development Strategy for Kansas,0,0.084337349,Investing in the Child Care Industry An Economic Development Strategy for Kansas,0,0.07,Investing in the Child Care Industry An Economic Development Strategy for Kansas,0,0.037037037,Investing in the Child Care Industry An Economic Development Strategy for Kansas,0,gt,Government Report 
2060-AN99,Integrated Pollution Prevention and Control IPPC Reference Document on Best Available Techniques in the ChlorAlkali Manufacturing Industry,0.277777778,Quarterly Financial Report for Manufacturing Mining and Trade Corporations 1st Quarter reports httpwwwcensusgovprodwwwabsqfrmmhtml Accessed,0,0.746376812,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US” Environ Sci Technol,0,0.5,Special Focus on Chlorine”,0,0.161290323,Quarterly Financial Report for Manufacturing Mining and Trade Corporations 1st Quarter reports httpwwwcensusgovprodwwwabsqfrmmhtml Accessed,0,gt,Regulation/Directive
0938-AQ13,Letter to Kathleen G Sebelius Secretary US Department of Health and Human Services,0.366666667,a Covered health care providers A covered health care provider must comply with the implementation specifications,0,0.725663717,a Covered health care providers A covered health care provider must comply with the implementation specifications,0,0.52,124 Stat 146–154 and 915– 917 Subpart A—General Provisions 2 Section 162103 is amended by health plan Subpart D—Standard Unique Health Identifier for Health Care Providers § 162402 Removed and Reserved 3 Section 162402 is removed and reserved 4 Section 162404 is amended as follows A Redesignating paragraph a as paragraph a1 B Adding a paragraph a2 The addition reads as follows § 162404 Compliance dates of the implementation of the standard unique health identifier for health care providers 6 Subpart E is added to part 162 to read as follows Subpart E—Standard Unique Health Identifier for Health Plans Sec 162502 Reserved 162504 Compliance dates for the implementation of the standard unique health plan identifier 162506 Standard unique health plan identifier 162508 Enumeration System 162510 Implementation specifications Covered entities 162512 Implementation specifications Health plans 162514 Other entity identifier Subpart E—Standard Unique Health Identifier for Health Plans § 162502 Reserved § 162504 Compliance dates for the implementation of the standard unique health plan identifier,0,0.224489796,a Covered health care providers A covered health care provider must comply with the implementation specifications,0,gt,Other
2130-AC27,�US DOTFRA  Positive Train Control Systems,0.3125,DOTFRA–Positive Train Control Systems Final Rule Regulatory Impact Analysis,1,0.584415584,DOTFRA–Positive Train Control Systems Final Rule Regulatory Impact Analysis,1,0.15,DOTFRA–Positive Train Control Systems Final Rule Regulatory Impact Analysis,1,0.185185185,DOTFRA–Positive Train Control Systems Final Rule Regulatory Impact Analysis,1,gt,Regulation
1210-AB13,The Role of Company Stock in 401k Plans,0.43902439,List of Subjects in 29 CFR Part 2550 Employee benefit plans Exemptions Fiduciaries Investments Pensions Prohibited transactions Reporting and recordkeeping requirements and 1 The authority citation for part 2550 is revised to read as follows,0,0.659090909,The Effects of Expenses on Mutual Fund Flows,0,0.57,The Effects of Expenses on Mutual Fund Flows,0,0.28125,List of Subjects in 29 CFR Part 2550 Employee benefit plans Exemptions Fiduciaries Investments Pensions Prohibited transactions Reporting and recordkeeping requirements and 1 The authority citation for part 2550 is revised to read as follows,0,gt,Other
2060-AP58, Toxicological profile for  Formaldehyde,0.375,2 Calculate separately the grams for Testing,0,0.75,Environmental Protection Agency,0,0.43,Toxicological Review of Benzene Noncancer Effects Environmental Protection Agency Integrated Risk Information System IRIS Research and Development National Center for Environmental Assessment Washington DC This material is available electronically at httpwwwepagovirissubst0276htm,0,0.230769231,2 Calculate separately the grams for Testing,0,gt,
2060-AQ58,Industrial Production and Capacity Utilization Industrial Production,0.344827586,The Federal Reserve Board “Industrial Production and Capacity Utilization Industrial,1,0.465116279,The Federal Reserve Board “Industrial Production and Capacity Utilization Industrial,1,0,and,0,0.208333333,The Federal Reserve Board “Industrial Production and Capacity Utilization Industrial,1,gt,Database 
2060-AO81,Benzene metabolism in rodents at doses relevant to human exposure of Urban Air,0.178571429,Benzene metabolism in rodents at doses relevant to human exposure from Urban Air Research Reports Health Effect Inst,1,0.336206897,Benzene metabolism in rodents at doses relevant to human exposure from Urban Air Research Reports Health Effect Inst,1,0.04,Benzene metabolism in rodents at doses relevant to human exposure from Urban Air Research Reports Health Effect Inst,1,0.098039216,Benzene metabolism in rodents at doses relevant to human exposure from Urban Air Research Reports Health Effect Inst,1,gt,Non-government Report
2060-AO81,Working Document of the NPC Global Oil  Gas Study,0.034482759,Working Document of the NPC Global Oil  Gas Studyquot,1,0.075471698,Working Document of the NPC Global Oil  Gas Studyquot,1,0,Working Document of the NPC Global Oil  Gas Studyquot,1,0.01754386,Working Document of the NPC Global Oil  Gas Studyquot,1,gt,Government Report
2060-AP58,Final Report Third Peer Review of the CMAQ Model,0.416666667,INFORMATION CONTACT EPA Tad Wysor Office of Transportation and Air Quality Assessment and Standards Division Environmental Protection Agency,0,0.73015873,Benzene toxicity Occupational medicine State of the Art Reviews,0,0.55,The Physical Science Basis Contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change,0,0.263157895,INFORMATION CONTACT EPA Tad Wysor Office of Transportation and Air Quality Assessment and Standards Division Environmental Protection Agency,0,gt,Government Report
9000-AK91,EVerify program,0.954545455,NO PARSCIT CITATIONS,,0.95,NO PARSCIT CITATIONS,,0.94,NO PARSCIT CITATIONS,,0.913043478,NO PARSCIT CITATIONS,,gt,
2060-AO15,A MicroEconometric Model of Capital Utilization and Retirement The Case of the US Cement Industry,0.107142857,A MicroEconometric Model of Capital Utilization and Retirement The Case of the US,1,0.164948454,A MicroEconometric Model of Capital Utilization and Retirement The Case of the US,1,0,A MicroEconometric Model of Capital Utilization and Retirement The Case of the US,1,0.056603774,A MicroEconometric Model of Capital Utilization and Retirement The Case of the US,1,gt,Scholarly Journal
2050-AE81,The PUC Ratemaking Process and the Role of Consumers,0.37037037,Plantbyplant disaggregated data comparison to statewide benchmarks,0,0.725806452,Clash in Alabama Over Tennessee Coal Ash” The New York Times,0,0.52,administration and enforcement costs to RCRAauthorized state government programsagencies Consistent with the “direct cost” scope of EO 13132 not included in Exhibit 7L are potential indirect costs in the form of potential lost annual revenues to electricity plants associated with potential reductions in CCR sold by plants for beneficial use under the three Subtitle C options for which such an possible indirect effect is estimated in this RIA EPA’s 2008 guidance194 for compliance with EO 13132 describes two numerical methods ie numerical tests for evaluating whether an EPA rule may have federalism implications with respect to “substantial direct compliance costs”,0,0.227272727,Plantbyplant disaggregated data comparison to statewide benchmarks,0,gt,Government Report 
2060-AP50,Assessing the Impact of Progress and Learning Curves on Clean Air Act Compliance Costs,0.222222222,Air Pollution and Exacerbation of Asthma in AfricanAmerican Children in Los Angeles,0,0.659090909,Assessing the Economic Impact of Invasive Weeds The Case of Leafy Spurge Euphorbia esula,0,0.42,The Benefits and Costs of the Clean Air Act,0,0.125,Air Pollution and Exacerbation of Asthma in AfricanAmerican Children in Los Angeles,0,gt,Non-Government Report 
1210-AB35,Reasonable Contract or Arrangement under Section 408b2�Fee Disclosure Proposed Rule,0.404761905,Section 408g11A of the Employee Retirement Income accordance with 29 CFR 2550408g– 1b5 and v Is maintained in accordance with 29 CFR 2550408g–1e,0,0.759036145,Sec 2550401b–1 also issued under sec 102 Reorganization Plan No,0,0.58,For purposes of paragraph c6i retirement ages life expectancies income levels financial resources replacement income ratios inflation VerDate Nov242008,0,0.253731343,Section 408g11A of the Employee Retirement Income accordance with 29 CFR 2550408g– 1b5 and v Is maintained in accordance with 29 CFR 2550408g–1e,0,gt,Regulation 
0938-AQ13,Financial Management Service,0.551724138,55 ‘‘Project Swipe IT Savings Model’’,0,0.765957447,Avoidance Interest on Loans and Lines of Credit,0,0.43,Aetna Chief Financial Officer and Senior Executive Vice President Aetna Fourth Quarter 2011 Earnings Call Webcast transcript,0,0.380952381,55 ‘‘Project Swipe IT Savings Model’’,0,gt,Government Report
2060-AQ58,Expanded Expert Judgment Assessment of the Concentration Response Relationship Between PM25 Exposure and Mortality,0.161290323,Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between,1,0.254385965,Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between,1,0,and,0,0.087719298,Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between,1,gt,Government Report 
2060-AP50,Assessment of Deaths Attributable to Air Pollution Should We Use Risk Estimates Based on Time Series or on Cohort Studies,0,Assessment of Deaths Attributable to Air Pollution Should We Use Risk Estimates Based on Time Series or on Cohort Studies,1,0,Assessment of Deaths Attributable to Air Pollution Should We Use Risk Estimates Based on Time Series or on Cohort Studies,1,0,Assessment of Deaths Attributable to Air Pollution Should We Use Risk Estimates Based on Time Series or on Cohort Studies,1,0,Assessment of Deaths Attributable to Air Pollution Should We Use Risk Estimates Based on Time Series or on Cohort Studies,1,gt,Scholarly Journal
2060-AO48,Trends in Asthma Morbidity and Mortality,0.304347826,Ambient air pollution and asthma exacerbations in children an eightcity analysis,0,0.725,Ambient air pollution and asthma exacerbations in children an eightcity analysis,0,0.5,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US Environ Sci Technol,0,0.179487179,Ambient air pollution and asthma exacerbations in children an eightcity analysis,0,gt,Non-governmental Report
0596-AC74,Tourism Jobs Gain Ground in Colorado,0.384615385,Tourism Jobs Gain Ground in Colorado Prepared for the Colorado Department of Local Affairs,1,0.6,Tourism Jobs Gain Ground in Colorado Prepared for the Colorado Department of Local Affairs,1,0,Tourism Jobs Gain Ground in Colorado Prepared for the Colorado Department of Local Affairs,1,0.238095238,Tourism Jobs Gain Ground in Colorado Prepared for the Colorado Department of Local Affairs,1,gt,Government Report
2060-AP90,The State of Garbage in America Table 4,0.37037037,The influence of location source and emission type in estimates of the human health benefits of reducing a ton of air pollution Air Qual Atmos Health,0,0.73255814,Where state data unavailable NSWMA’s 2005 Tip Fee Survey regional averages were used,0,0.49,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US” Environ Sci Technol,0,0.227272727,The influence of location source and emission type in estimates of the human health benefits of reducing a ton of air pollution Air Qual Atmos Health,0,gt,Scholarly Journal
2060-AQ58,2003 Farm and Ranch Irrigation Survey,0.230769231,Farm and Ranch Irrigation Survey”,1,0.216216216,Farm and Ranch Irrigation Survey”,1,0,and,0,0.130434783,Farm and Ranch Irrigation Survey”,1,gt,Other
2502-AI61,Statement of Susan Woodward PhD Prepared for Hearing on Predatory Mortgage Lending Practices Abusive Uses of Yield Spread Premiums,0,Statement of Susan Woodward PhD Prepared for Hearing on Predatory Mortgage Lending Practices Abusive Uses of Yield Spread,1,0.069230769,Statement of Susan Woodward PhD Prepared for Hearing on Predatory Mortgage Lending Practices Abusive Uses of Yield Spread,1,0,Statement of Susan Woodward PhD Prepared for Hearing on Predatory Mortgage Lending Practices Abusive Uses of Yield Spread,1,0,Statement of Susan Woodward PhD Prepared for Hearing on Predatory Mortgage Lending Practices Abusive Uses of Yield Spread,1,gt,Hearing
2040-AE95,Microeconomics,0.466666667,The more things change,0,0.75,2001The Economics of Art and Culture,0,0.36,Findings for Regulatory Options Economic and Benefits Analysis for Proposed 316b Existing Facilities Rule Chapter 9 Other Administrative Requirements 912,0,0.304347826,The more things change,0,gt,Book
2070-AJ55,Table 116 Real Gross Domestic Product Chained Dollars Last revised November 29 2006,0.368421053,US Census Population Data Table created at httpwwwncesedgovccdbatindexasp Accessed 12152006,0,0.722891566,Department of Housing and Urban Development HUD,0,0.53,of Labor Statistics,0,0.225806452,US Census Population Data Table created at httpwwwncesedgovccdbatindexasp Accessed 12152006,0,gt,Government Report
2060-AO81,Miscanthus European experience with a novel energy crop,0.125,Miscanthus European experience with a novel energy crop Biomass and Bioenergy,1,0.285714286,Miscanthus European experience with a novel energy crop Biomass and Bioenergy,1,0,Miscanthus European experience with a novel energy crop Biomass and Bioenergy,1,0.066666667,Miscanthus European experience with a novel energy crop Biomass and Bioenergy,1,gt,Scholarly Journal
2060-AP90,Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead,0.09375,Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead Office of Air Quality Planning and Standards Research Triangle Park,1,0.388571429,Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead Office of Air Quality Planning and Standards Research Triangle Park,1,0,Regulatory Impact Analysis,1,0.049180328,Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead Office of Air Quality Planning and Standards Research Triangle Park,1,gt,RIA
2060-AP52,Analysis of PM25 Using the Environmental Benefits Mapping and Analysis Program BenMAP,0.303030303,Evaluation of the Community Multiscale Air Quality CMAQ model version 45 Sensitivities impacting model performance Part I ,0,0.670588235,Adverse effects from environmental mercury loads on breeding common loons,0,0.4,Environmental Protection Agency EPA,0,0.178571429,Evaluation of the Community Multiscale Air Quality CMAQ model version 45 Sensitivities impacting model performance Part I ,0,gt,Scholarly Journal
2127-AK29,Public Citizen v NHTSA,0.605263158,The survival rates were calculated from RL Polk National Vehicle Population Profile 19772003 see NHTSA,0,0.842105263,CAFE Compliance and Effects Modeling System Documentation,0,0.6,The survival rates were calculated from RL Polk National Vehicle Population Profile 19772003 see NHTSA,0,0.433962264,The survival rates were calculated from RL Polk National Vehicle Population Profile 19772003 see NHTSA,0,gt,Court Case
2060-AO81,Effect of possible smog irritants on human subjects,0.15,Effects of organic chemicals in the atmosphere on terrestrial plants,0,0.25,Effect of possible smog irritants on human subjects JAMA165 19802010,1,0,Effect of possible smog irritants on human subjects JAMA165 19802010,1,0.081081081,Effects of organic chemicals in the atmosphere on terrestrial plants,0,gt,Scholarly Journal
2060-AO38,HoustonGalveston Area Vessel Emissions Inventory,0.35483871,HoustonGalveston Area Vessel Emissions Inventory Prepared for the Port of Houston Authority and the Texas Natural Resource Conservation Commission,1,0.602739726,Puget Sound Maritime Air Forum Maritime Air Emissions Inventory Docket ID,0,0,HoustonGalveston Area Vessel Emissions Inventory Prepared for the Port of Houston Authority and the Texas Natural Resource Conservation Commission,1,0.215686275,HoustonGalveston Area Vessel Emissions Inventory Prepared for the Port of Houston Authority and the Texas Natural Resource Conservation Commission,1,gt,Government Report
2060-AM44,Petroleum Supply Annuals Volume 1,0.391304348,Regulatory Impact Analysis,0,0.756756757,Do environmental regulations cost jobs An industrylevel analysis of the UK,0,0.49,Department of Energy Energy Information Administration 2010d “Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85,0,0.243243243,Regulatory Impact Analysis,0,gt,Government Report 
2070-AJ57,The Economic Impact and Profile of Connecticut�s ECE Industry,0.153846154,Childcare and Early Education Arrangements of Infants Toddlers and Preschoolers,0,0.459016393,The Economic Impact of Oklahoma’s Child Care Industry,0,0.36,Child Care Economic Impact Council,0,0.083333333,Childcare and Early Education Arrangements of Infants Toddlers and Preschoolers,0,gt,Non-Government Report 
0920-AA26,World Population Prospects The  2006 Revision,0.304347826,Population Prospects The,0,0.466666667,Population Prospects The,0,0,Population Prospects The,0,0.179487179,Population Prospects The,0,gt,
0938-AP53,Accounting Statement,0.45,2iA1 of this section the amount of such FY,0,0.697674419,Any amount redistributed to the State in FY,0,0.45,Determination of a State Allotment for FY 2011 For the 50 States and the District of Columbia and the Commonwealths and Territories the State allotment for FY 2011 is equal to the product of,0,0.290322581,2iA1 of this section the amount of such FY,0,gt,Regulation
2060-AO79,2007 Report on Socially Responsible Investing Trends in the United States Executive Summary,0.3,Building Trust in Emissions Reporting Global Trends in Emissions Trading Schemes httpwwwpwccomextwebpwcpublicationsnsf docid8df4237f6b2f7fcf8525728300503b70 Social Investment Forum,0,0.724489796,Draft Industry Profile for the Cement Industry Prepared for the US Environmental Protection Agency,0,0.53,Attitudes Project,0,0.176470588,Building Trust in Emissions Reporting Global Trends in Emissions Trading Schemes httpwwwpwccomextwebpwcpublicationsnsf docid8df4237f6b2f7fcf8525728300503b70 Social Investment Forum,0,gt,Non-Government Report
2060-AP50,Optimal environmental taxation in the presence of other taxes Generalequilibrium analyses,0.28,The effects of ambient air pollution on school absenteeism due to respiratory illnesses,0,0.509090909,Optimal Environmental Taxation in the Presence of Other Taxes General Equilibrium Analysis” American Economic Review 864985–1000 Available at httpwwwaeaweborgaer,1,0.11,Optimal Environmental Taxation in the Presence of Other Taxes General Equilibrium Analysis” American Economic Review 864985–1000 Available at httpwwwaeaweborgaer,1,0.162790698,The effects of ambient air pollution on school absenteeism due to respiratory illnesses,0,gt,Scholarly Journal
2060-AN99,BBT Capital Markets Presentation Manufacturing Materials Conference,0.275862069,BBT Capital Markets Presentation Manufacturing and Materials Conference” httpwwwolincom Accessed,1,0.316326531,BBT Capital Markets Presentation Manufacturing and Materials Conference” httpwwwolincom Accessed,1,0.06,BBT Capital Markets Presentation Manufacturing and Materials Conference” httpwwwolincom Accessed,1,0.16,BBT Capital Markets Presentation Manufacturing and Materials Conference” httpwwwolincom Accessed,1,gt,NGO Report
2060-AO81,Technical Support Document on Benefits of Reducing GHG Emissions,0.142857143,Graduate Research Assistant Department of Biological Systems Engineering,0,0.666666667,Estimating the Energy Security Benefits of Reduced US Oil Imports Final Report”,0,0,On Discounting Regulatory Benefits Risk Money and Intergenerational Equity Chicago Law Review Technical Support Document on Benefits of Reducing GHG Emissions US Environmental Protection Agency,0,0.076923077,Graduate Research Assistant Department of Biological Systems Engineering,0,gt,Other
2502-AI61,AVMs and Appraiser Technological Advances,0.173913043,AVM’s and Appraiser Technological Advances”,1,0.127659574,AVM’s and Appraiser Technological Advances”,1,0.08,AVM’s and Appraiser Technological Advances”,1,0.095238095,AVM’s and Appraiser Technological Advances”,1,gt,Article
2060-AO81,The Effect of Oxygenated Fuels on Emissions from a Modern HeavyDuty Diesel Engine,0.258064516,Effects of Using Oxygenated Fuels on Carbon Monoxide Formaldehyde and Acetaldehyde Concentrations,0,0.587628866,Effects of Using Oxygenated Fuels on Carbon Monoxide Formaldehyde and Acetaldehyde Concentrations,0,0.31,Evaluation of the Effects of Biodiesel Fuel on Emissions from HeavyDuty NonRoad Enginesquot University of California Final Report submitted to South Coast Air Quality Management District,0,0.148148148,Effects of Using Oxygenated Fuels on Carbon Monoxide Formaldehyde and Acetaldehyde Concentrations,0,gt,Non-government Report
2060-AP36,AHA Hospital Statistics 2008 Edition,0.476190476,Electric Holdings,0,0.75,Information Administration,0,0.42,Bureau generated by RTI International using American FactFinder “Sector 21 Mining Industry Series Historical Statistics for the Industry,0,0.3125,Electric Holdings,0,gt,Non-Government Report
2060-AP58,42 FR 33537,0.810810811,Nordhaus The Challenge of Global Warming 2008 Nicholas Stern The Economics of Climate Change 2008 Discounting and 49673 Federal Register ,0,0.904761905,5315 by redesignating,0,0.46,E9–22516 Filed 9–17–09 415 pm BILLING CODE 4910–59–P 6560–50–P VerDate Novlt24gt2008 2331 Sep 25 2009 Jkt 217001 PO 00000 Frm 00337 Fmt 4701 Sfmt 4700 EFRFM28SEP2SGM 28SEP2 EP,0,0.681818182,Nordhaus The Challenge of Global Warming 2008 Nicholas Stern The Economics of Climate Change 2008 Discounting and 49673 Federal Register ,0,gt,Regulation
2060-AP58,2002 National Emissions Inventory NEI  Data and Documentation,0.36,Administrator Environmental Protection Agency,0,0.704918033,202 Global Climate Change Impacts in the,0,0.53,Toxicological Review of Benzene Noncancer Effects Environmental Protection Agency Integrated Risk Information System IRIS Research and Development National Center for Environmental Assessment Washington DC This material is available electronically at httpwwwepagovirissubst0276htm,0,0.219512195,Administrator Environmental Protection Agency,0,gt,
2060-AP50,Respiratory Health and PM10 Pollution A Daily Time Series Analysis,0.133333333,Respiratory Health and PM10 Pollution A Daily Time Series Analysis American Review of Respiratory Diseases,1,0.377358491,Respiratory Health and PM10 Pollution A Daily Time Series Analysis American Review of Respiratory Diseases,1,0,Respiratory Health and PM10 Pollution A Daily Time Series Analysis American Review of Respiratory Diseases,1,0.071428571,Respiratory Health and PM10 Pollution A Daily Time Series Analysis American Review of Respiratory Diseases,1,gt,Scholarly Journal
2060-AP58,11th Report on Carinogens ,0.434782609,2 Calculate separately the grams for Testing,0,0.688888889,Hematotoxicity and carcinogenicity of benzene,0,0.43,Intergovernmental Panel on Climate Change IPCC the US Climate Change Science Program CCSP and EPA Our discussion relies heavily on the most recent thoroughly peerreviewed and credible assessments of global and US climate change the IPCC Fourth Assessment Report Climate Change 2007 EPA’s proposed Endangerment and Cause or Contribute Findings for Greenhouse Gases under,0,0.277777778,2 Calculate separately the grams for Testing,0,gt,Government Report
2060-AO79,How Are the Toxics Release Inventory Data Used�Government Business Academic and Citizen Uses,0.405405405,Draft Industry Profile for the Cement Industry Prepared for the US Environmental Protection Agency,0,0.668639053,Wage Rates for Economic Analyses of the Toxics Release Inventory Program” Analytical Support Branch Environmental Analysis Division Office of Environmental Information,0,0.38,Business Administration SBA,0,0.254237288,Draft Industry Profile for the Cement Industry Prepared for the US Environmental Protection Agency,0,gt,Government Report
2060-AO81,Changes in soil characteristics and foilage nutrient content in Jatropha curcas plantations in relation to stand density in Indian wasteland,0.214285714,Changes in soil characteristics and foliage nutrient content in Jatropha curcas plantations in relation to stand density in Indian wasteland Expert seminar on Jatropha curcas L Agronomy and Genetics,1,0.303030303,Changes in soil characteristics and foliage nutrient content in Jatropha curcas plantations in relation to stand density in Indian wasteland Expert seminar on Jatropha curcas L Agronomy and Genetics,1,0.01,Changes in soil characteristics and foliage nutrient content in Jatropha curcas plantations in relation to stand density in Indian wasteland Expert seminar on Jatropha curcas L Agronomy and Genetics,1,0.12,Changes in soil characteristics and foliage nutrient content in Jatropha curcas plantations in relation to stand density in Indian wasteland Expert seminar on Jatropha curcas L Agronomy and Genetics,1,gt,Other
2060-AO38,Marine Emission Inventory Study Eastern Canada and Great Lakes � Interim Report 4 Gridding Results,0.205882353,Marine Emission Inventory Study Eastern Canada and Great Lakes – Interim Report 4 Gridding Results prepared for Transportation Development Centre Transport Canada,1,0.408536585,Marine Emission Inventory Study Eastern Canada and Great Lakes – Interim Report 4 Gridding Results prepared for Transportation Development Centre Transport Canada,1,0.04,Marine Emission Inventory Study Eastern Canada and Great Lakes – Interim Report 4 Gridding Results prepared for Transportation Development Centre Transport Canada,1,0.114754098,Marine Emission Inventory Study Eastern Canada and Great Lakes – Interim Report 4 Gridding Results prepared for Transportation Development Centre Transport Canada,1,gt,Government Report
1625-AA32,Global spread of microorganisms by ships  Ballast water discharged from vessels harbours a cocktail of potential pathogens,0.258064516,Shipboard and Dockside Trials of Ballast Water Treatment Technology Marine Environmental Engineering Technology Symposium,0,0.719387755,Detection and Enumeration of Pathogenic Bacteria in Ballast Water of Transoceanic Vessels Entering the Great Lakes and Resistance to Common Antibiotics Abstract Q317 Chicago General Meeting of the,0,0.46,Ballast Water Discharge Standard Draft Programmatic Environmental Impact Statement,0,0.148148148,Shipboard and Dockside Trials of Ballast Water Treatment Technology Marine Environmental Engineering Technology Symposium,0,gt,Scholarly Journal
1218-AB80,Federal Participation in the Development and Use of Voluntary Consensus Standards and in Conformity Assessment Activities,0.28125,Occupational Safety and Health Administration 29 CFR Part,0,0.727272727,0000 Agencies Brokerages and Other Insurance Related Activities,0,0.4,Care Facilities,0,0.163636364,Occupational Safety and Health Administration 29 CFR Part,0,gt,Government Report 
2060-AP58,74 FR 18886,0.810810811,Nordhaus The Challenge of Global Warming 2008 Nicholas Stern The Economics of Climate Change 2008 Discounting and 49673 Federal Register ,0,0.904761905,5315 by redesignating,0,0.55,This section contains regulations implementing greenhouse gas emission standards for CO2 N2O and CH4 applicable to all LDVs LDTs and MDPVs This section applies to 2012 and later model year LDVs LDTs and MDPVs including multifuel vehicles vehicles fueled with alternative fuels hybrid electric vehicles plugin hybrid electric vehicles electric vehicles and fuel cell electric vehicles Unless otherwise specified multifuel vehicles must comply with all requirements established for each consumed fuel The provisions of this section also apply to aftermarket conversion systems aftermarket conversion installers and aftermarket conversion certifiers as those terms are defined in 40 CFR 85502 of all model year lightduty vehicles lightduty trucks,0,0.681818182,Nordhaus The Challenge of Global Warming 2008 Nicholas Stern The Economics of Climate Change 2008 Discounting and 49673 Federal Register ,0,gt,Regulation
2060-AN99,Asia Mercury Storage Project Inception Workshop,0.470588235,BBT Capital Markets Presentation Manufacturing and Materials Conference” httpwwwolincom Accessed,0,0.744680851,Environmental Protection Agency EPA,0,0.49,The Innovation Group TIG,0,0.307692308,BBT Capital Markets Presentation Manufacturing and Materials Conference” httpwwwolincom Accessed,0,gt,Other:NGO Project
2060-AO48,Guidelines for Preparing Economic  Analyses External Review Draft,0.222222222,Guidelines for Preparing Economic Analyses,1,0.353846154,Guidelines for Preparing Economic Analyses,1,0.03,Guidelines for Preparing Economic Analyses,1,0.125,Guidelines for Preparing Economic Analyses,1,gt,Government Report
2040-AE95,The 2009 HHS Poverty Guidelines,0.413793103,SP 2001a Industry Surveys Chemicals Basic,0,0.677419355,The Food and Beverage Industry,0,0.49,Regulatory Impact Analysis for the Final Clean Air Visibility Rule or the Guidelines for Best Available Retrofit Technology BART Determinations Under the Regional Haze Regulations US Environmental Protection Agency Office of Air and Radiation,0,0.260869565,SP 2001a Industry Surveys Chemicals Basic,0,gt,Government Report
2070-AJ55,Firm Size Data,0.6,Establishment and Firm Size Including Legal Form and Organization,0,0.727272727,Paint Stripping Trials,0,0.29,Establishment and Firm Size Including Legal Form and Organization,0,0.428571429,Establishment and Firm Size Including Legal Form and Organization,0,gt,Government Report
2060-AP52,The NearTerm Impacts of Carbon Mitigation Policies on Manufacturing Industries,0.230769231,These include current and future state programs in Alabama,0,0.679487179,The Measurement of Environmental and Resource Values Theory and Methods,0,0.5,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US Environ,0,0.130434783,These include current and future state programs in Alabama,0,gt,Scholarly Journal
0910-AG56,The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes,0.096774194,The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes”,1,0.033333333,The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes”,1,0,The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes”,1,0.050847458,The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes”,1,gt,Scholarly Journal
