	Availability of Nutrition Information from Chain Restaurants in	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Prevalence and Trends in Obesity Among U.S.	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Size Matters: The Influence of Adolescent’s Weight and	Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	Will all Americans become Overweight or Obese? Estimating the Progression and	Department of Health and Human Services and U.S. Department of Agriculture, “2010 Dietary Guidelines for Americans,” 7th ed., Washington DC: U.S. Government Printing Office,	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	"Nutrient Contribution of Food Away From Home."" In America&apos;s Eating Habits: Changes and Consequences,"	Separating what We Eat from where:	Foundation. “Menu Labeling: Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior?” Healthy Eating Research,	Taxing Caloric Sweetened Beverages: Potential Effects on	FDA Labeling Cost Model, Final Report.” Prepared for Amber Jessup, DHHS/PHS/FDA/CFSAN. Prepared by	Silliker Information.” Memo to File,	Online Appendix for ‘Are Restaurants Really Supersizing America?’”	Testing Laboratory. “Quality Nutrition Analysis.”	Evaluation Of Recordkeeping Costs For Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin DHHS/PHS/FDA/CFSAN. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	FDA Report,” ReCount Restaurant Census.	Under the Radar: Top 50	Acquisition Pace Quickens in 2010, but Despite Consolidation, Top Chains Still Account for Nearly 40	Sector 72: Sub: Single Unit & Multiunit Firms for the U.S:	Insights “New menu items at restaurants” Memo to File.	Display Signs & Design “Order/Get Menu Pricing” website http://www.dsdsign.com/Pages/menus3.htm. accessed on October 6,	McDonald’s meeting	Sector 72: Sub: Seating Capacity for the U.S. and States:	Statistics. “Job Openings and Labor Turnover Survey: Accommodation and food services,	Paying Attention to Retention.”	KFC’s New Computer-Based Training Program Proves a Time Saver and Better Tool for	Statistics. “Occupational Employment Statistics Query System:	Consumer Awareness of Fast-Food Calorie Information in New York City After Implementation of a Menu Labeling Regulation.”	"Calorie Posting in Chain Restaurants."""	Purchasing Behavior and Calorie Information at Fast-Food Chains in	The Psychology of Food Consumption: Strategies for Promoting Healthier Food Choices”. American Economic Review:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Measuring the Health of the U.S. Population,” Brookings Paper, Microeconomics,	Obesity-Related Quality-Adjusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Modeling Weight-Loss Maintenance to Help Prevent Body Weight Regain,”	Sectors 44-45: Sub: Single Unit & Multiunit Firms for the U.S:	Sector 71: Sub: Single Unit & Multiunit Firms for the US:	Sector 51: Sub: Single Unit & Multiunit Firms for the US:	Association.	Association. When American Flies, it Works:	Global Airline Industry Program, “Total Operating Fleet,” Airline Data Project.	Global Airline Industry Program, “Average Seat Capacity of Total Operating Fleet,” Airline Data Project.	Transportation Statistics. “Appendix D – Modal Profiles, Rail Profile,” National Transportation Statistics.	The Partner of Choice: Annual Report FY	Transportation Statistics. National Census of Ferry Operators.
Menucalc Plans	0.72	0.6923076923076923	0.75	0.8888888888888888	0.6799999999999999	0.6896551724137931	0.7428571428571429	0.6666666666666667	0.6363636363636364	0.7272727272727273	0.5454545454545454	0.6799999999999999	0.7692307692307692	0.7878787878787878	0.7333333333333334	0.7741935483870968	0.8260869565217391	0.7297297297297297	0.6799999999999999	0.7352941176470589	0.7391304347826086	0.7419354838709677	0.7307692307692308	0.7872340425531915	0.7272727272727273	0.8095238095238095	0.7272727272727273	0.6666666666666667	0.6799999999999999	0.6875	0.6	0.7307692307692308	0.7741935483870968	0.75	0.7419354838709677	0.6666666666666667	0.7647058823529411	0.5555555555555556	0.625	0.7352941176470589	0.7647058823529411	0.7096774193548387	0.6666666666666667	0.6666666666666667	0.6666666666666667	0.6	0.6296296296296297	0.8157894736842105	0.7878787878787878	0.6666666666666667	0.6785714285714286	0.6666666666666667	0.6666666666666667	0.6666666666666667	0.7142857142857143	0.65	0.71875	0.75	0.6896551724137931	0.6521739130434783	0.6521739130434783
Silliker Information	0.5	0.6428571428571428	0.625	0.6666666666666667	0.5769230769230769	0.6	0.6285714285714286	0.5714285714285714	0.4545454545454546	0.5454545454545454	0.6153846153846154	0.6296296296296297	0.7	0.6666666666666667	0.6875	0.6451612903225806	0.44999999999999996	0.6923076923076923	0.5769230769230769	0.6571428571428571	0.26315789473684215	0.6129032258064516	0.6785714285714286	0.7291666666666667	0.72	0.6818181818181819	0.6470588235294117	0.56	0.5769230769230769	0.6857142857142857	0.6086956521739131	0.6296296296296297	0.6451612903225806	0.6818181818181819	0.6129032258064516	0.56	0.6060606060606061	0.5714285714285714	0.52	0.6571428571428571	0.6060606060606061	0.625	0.56	0.6666666666666667	0.56	0.6551724137931034	0.5357142857142857	0.6756756756756757	0.5806451612903225	0.47619047619047616	0.71875	0.56	0.56	0.56	0.7058823529411764	0.44999999999999996	0.6764705882352942	0.6388888888888888	0.6451612903225806	0.6	0.5416666666666667
Total Operating Fleet	0.6666666666666667	0.6428571428571428	0.625	0.5882352941176471	0.52	0.6451612903225806	0.6285714285714286	0.6206896551724138	0.5217391304347826	0.5454545454545454	0.5	0.5769230769230769	0.7	0.5806451612903225	0.5517241379310345	0.6451612903225806	0.5238095238095238	0.725	0.5769230769230769	0.6571428571428571	0.5652173913043479	0.6129032258064516	0.5769230769230769	0.7021276595744681	0.6086956521739131	0.55	0.6857142857142857	0.6153846153846154	0.5769230769230769	0.6470588235294117	0.6086956521739131	0.6296296296296297	0.6	0.6190476190476191	0.5666666666666667	0.56	0.6470588235294117	0.5	0.5769230769230769	0.6176470588235294	0.5625	0.625	0.56	0.5	0.56	0.6551724137931034	0.6333333333333333	0.7435897435897436	0.625	0.6086956521739131	0.6333333333333333	0.6153846153846154	0.6153846153846154	0.6153846153846154	0.7058823529411764	0.5238095238095238	0.5483870967741935	0.6	0.6451612903225806	0.4782608695652174	0.40909090909090906
2010 Restaurant Industry Forecast	0.5714285714285714	0.6	0.6666666666666667	0.782608695652174	0.6333333333333333	0.6470588235294117	0.631578947368421	0.625	0.6896551724137931	0.6153846153846154	0.5714285714285714	0.6774193548387097	0.6341463414634146	0.7027027027027026	0.6060606060606061	0.5625	0.75	0.625	0.6774193548387097	0.6578947368421053	0.6785714285714286	0.6176470588235294	0.6774193548387097	0.6458333333333333	0.56	0.5652173913043479	0.5714285714285714	0.6206896551724138	0.6333333333333333	0.6842105263157895	0.6666666666666667	0.5357142857142857	0.6470588235294117	0.6799999999999999	0.6944444444444444	0.6206896551724138	0.6111111111111112	0.5833333333333333	0.5357142857142857	0.6216216216216216	0.6486486486486487	0.5882352941176471	0.5714285714285714	0.5714285714285714	0.5185185185185186	0.5666666666666667	0.7142857142857143	0.6052631578947368	0.7027027027027026	0.6153846153846154	0.6363636363636364	0.6666666666666667	0.6206896551724138	0.6206896551724138	0.7	0.6	0.6	0.641025641025641	0.6857142857142857	0.6071428571428572	0.5555555555555556
The Partner of Choice Annual Report FY 2009	0.5161290322580645	0.5882352941176471	0.5	0.7857142857142857	0.6176470588235294	0.5945945945945945	0.5128205128205128	0.5714285714285714	0.5333333333333333	0.6	0.5625	0.6176470588235294	0.5581395348837209	0.5789473684210527	0.5142857142857142	0.5555555555555556	0.6333333333333333	0.5813953488372092	0.5757575757575757	0.575	0.65625	0.6052631578947368	0.6571428571428571	0.5510204081632653	0.5517241379310345	0.5555555555555556	0.4444444444444444	0.5625	0.6571428571428571	0.6666666666666667	0.7272727272727273	0.53125	0.631578947368421	0.6551724137931034	0.5675675675675675	0.6470588235294117	0.5641025641025641	0.46153846153846156	0.4838709677419355	0.45945945945945943	0.4864864864864865	0.5405405405405406	0.6470588235294117	0.6060606060606061	0.4666666666666667	0.5151515151515151	0.5833333333333333	0.5609756097560976	0.6153846153846154	0.5517241379310345	0.6216216216216216	0.6060606060606061	0.6060606060606061	0.6060606060606061	0.72	0.5357142857142857	0.5897435897435898	0.5609756097560976	0.5555555555555556	0.125	0.4482758620689655
When American Flie it Work 2010 Economic Report	0.5806451612903225	0.5625	0.5142857142857142	0.7692307692307692	0.6363636363636364	0.6111111111111112	0.5641025641025641	0.6285714285714286	0.5517241379310345	0.6206896551724138	0.625	0.5	0.5714285714285714	0.5945945945945945	0.6486486486486487	0.5714285714285714	0.5	0.627906976744186	0.6764705882352942	0.6585365853658536	0.5862068965517242	0.6216216216216216	0.7142857142857143	0.5625	0.6206896551724138	0.5769230769230769	0.5405405405405406	0.5806451612903225	0.6363636363636364	0.6829268292682926	0.6666666666666667	0.6363636363636364	0.6842105263157895	0.6785714285714286	0.6923076923076923	0.5806451612903225	0.6153846153846154	0.5925925925925926	0.59375	0.5526315789473684	0.5405405405405406	0.5945945945945945	0.625	0.6666666666666667	0.5806451612903225	0.6571428571428571	0.6	0.6097560975609756	0.7	0.5714285714285714	0.6	0.625	0.5806451612903225	0.5806451612903225	0.6956521739130435	0.30434782608695654	0.641025641025641	0.6744186046511628	0.6486486486486487	0.4642857142857143	0.6129032258064516
Quality Nutrition Analysis 	0.4347826086956522	0.5925925925925926	0.7058823529411764	0.5882352941176471	0.5769230769230769	0.6	0.7027027027027026	0.6206896551724138	0.6923076923076923	0.6666666666666667	0.5	0.6296296296296297	0.7	0.6666666666666667	0.6451612903225806	0.6	0.7083333333333333	0.6578947368421053	0.6785714285714286	0.6176470588235294	0.6799999999999999	0.6129032258064516	0.3913043478260869	0.7291666666666667	0.6086956521739131	0.7391304347826086	0.5625	0.6666666666666667	0.5769230769230769	0.6857142857142857	0.6666666666666667	0.6296296296296297	0.6451612903225806	0.6190476190476191	0.65625	0.5	0.6060606060606061	0.5	0.6296296296296297	0.6571428571428571	0.6470588235294117	0.6666666666666667	0.5	0.56	0.56	0.5555555555555556	0.6774193548387097	0.6388888888888888	0.5806451612903225	0.5454545454545454	0.6774193548387097	0.6666666666666667	0.6666666666666667	0.6666666666666667	0.5333333333333333	0.5238095238095238	0.6363636363636364	0.6756756756756757	0.6451612903225806	0.6	0.4782608695652174
McDonalds meeting	0.6296296296296297	0.5555555555555556	0.59375	0.6111111111111112	0.48	0.5666666666666667	0.6756756756756757	0.5357142857142857	0.40909090909090906	0.5652173913043479	0.45833333333333337	0.48	0.641025641025641	0.59375	0.65625	0.6129032258064516	0.6086956521739131	0.5945945945945945	0.5384615384615384	0.5882352941176471	0.5833333333333333	0.5806451612903225	0.6428571428571428	0.6808510638297872	0.6799999999999999	0.6956521739130435	0.6571428571428571	0.52	0.5384615384615384	0.53125	0.16666666666666663	0.5925925925925926	0.6129032258064516	0.6363636363636364	0.625	0.5769230769230769	0.6176470588235294	0.5238095238095238	0.48	0.6285714285714286	0.6176470588235294	0.5483870967741935	0.52	0.52	0.52	0.5185185185185186	0.5517241379310345	0.717948717948718	0.6363636363636364	0.5	0.5517241379310345	0.52	0.52	0.52	0.5625	0.47619047619047616	0.5625	0.6111111111111112	0.5666666666666667	0.6666666666666667	0.6153846153846154
Strategies for Promoting Healthier Food Choices	0.5172413793103448	0.5	0.30000000000000004	0.7083333333333333	0.4285714285714286	0.4193548387096774	0.4722222222222222	0.4838709677419355	0.21739130434782605	0.5555555555555556	0.4642857142857143	0.4285714285714286	0.4871794871794872	0.5	0.5151515151515151	0.4193548387096774	0.48	0.4736842105263158	0.37037037037037035	0.4571428571428572	0.5185185185185186	0.5294117647058824	0.6666666666666667	0.5531914893617021	0.6551724137931034	0.6666666666666667	0.5277777777777778	0.40740740740740744	0.5333333333333333	0.5277777777777778	0.5	0.4285714285714286	0.5588235294117647	0.6666666666666667	0.4375	0.5666666666666667	0.5675675675675675	0.3913043478260869	0.24	0.36363636363636365	0.4411764705882353	0.4545454545454546	0.6129032258064516	0.4642857142857143	0.34615384615384615	0.4137931034482759	0.4	0.6341463414634146	0.5428571428571429	0.375	0.5	0.40740740740740744	0.40740740740740744	0.40740740740740744	0.6818181818181819	0.41666666666666663	0.5555555555555556	0.4864864864864865	0.5588235294117647	0.4444444444444444	0.4444444444444444
Availability of Nutrition Information from Chain Restaurants in the United States	0.12	0.46875	0.4722222222222222	0.75	0.4	0.34375	0.4054054054054054	0.5	0.5483870967741935	0.5172413793103448	0.4838709677419355	0.5	0.5	0.5135135135135135	0.5277777777777778	0.3939393939393939	0.6	0.41025641025641024	0.5454545454545454	0.43243243243243246	0.5806451612903225	0.5	0.5454545454545454	0.5306122448979591	0.6129032258064516	0.6206896551724138	0.45945945945945943	0.4838709677419355	0.5454545454545454	0.575	0.65625	0.4	0.48571428571428577	0.6666666666666667	0.5	0.5757575757575757	0.41666666666666663	0.4814814814814815	0.4	0.43243243243243246	0.45945945945945943	0.4285714285714286	0.43333333333333335	0.4838709677419355	0.3793103448275862	0.3870967741935484	0.5555555555555556	0.46153846153846156	0.4722222222222222	0.34615384615384615	0.5945945945945945	0.4838709677419355	0.4838709677419355	0.4838709677419355	0.7307692307692308	0.5517241379310345	0.5641025641025641	0.46153846153846156	0.5675675675675675	0.5161290322580645	0.4666666666666667
ObesityRelated QualityAdjusted Life Years Lost in the US from 19932008	0.5	0.5641025641025641	0.6222222222222222	0.8333333333333334	0.5135135135135135	0.46153846153846156	0.5333333333333333	0.6190476190476191	0.631578947368421	0.6111111111111112	0.5405405405405406	0.5897435897435898	0.5106382978723405	0.5909090909090908	0.5714285714285714	0.6046511627906976	0.6756756756756757	0.5918367346938775	0.6904761904761905	0.5555555555555556	0.6923076923076923	0.5476190476190477	0.5897435897435898	0.5094339622641509	0.717948717948718	0.6571428571428571	0.47619047619047616	0.5405405405405406	0.6904761904761905	0.5777777777777777	0.717948717948718	0.5135135135135135	0.5365853658536586	0.7297297297297297	0.6739130434782609	0.5789473684210527	0.5454545454545454	0.6285714285714286	0.625	0.5869565217391304	0.5454545454545454	0.5909090909090908	0.5789473684210527	0.5405405405405406	0.5405405405405406	0.5384615384615384	0.627906976744186	0.08571428571428574	0.41025641025641024	0.48484848484848486	0.6590909090909092	0.5789473684210527	0.5405405405405406	0.5405405405405406	0.7878787878787878	0.6388888888888888	0.6	0.574468085106383	0.6666666666666667	0.6052631578947368	0.6052631578947368
Trends in QualityAdjusted LifeYears Lost Contributed by Smoking and Obesity	0.46875	0.5428571428571429	0.575	0.7666666666666666	0.3870967741935484	0.4285714285714286	0.475	0.5277777777777778	0.5757575757575757	0.5483870967741935	0.4193548387096774	0.5294117647058824	0.5555555555555556	0.45945945945945943	0.4722222222222222	0.5135135135135135	0.625	0.5454545454545454	0.5294117647058824	0.46153846153846156	0.6060606060606061	0.4864864864864865	0.4375	0.52	0.6764705882352942	0.7272727272727273	0.4473684210526315	0.5588235294117647	0.6486486486486487	0.5609756097560976	0.6363636363636364	0.48484848484848486	0.38235294117647056	0.6875	0.5263157894736843	0.5151515151515151	0.4054054054054054	0.5666666666666667	0.5294117647058824	0.5	0.36111111111111116	0.5384615384615384	0.5151515151515151	0.4193548387096774	0.4193548387096774	0.47058823529411764	0.5789473684210527	0.41025641025641024	0.09999999999999998	0.5	0.65	0.5588235294117647	0.5588235294117647	0.5588235294117647	0.75	0.5806451612903225	0.4736842105263158	0.41025641025641024	0.625	0.5454545454545454	0.4516129032258065
Size Matters The Influence of Adolescents Weight and Height on Dating and Sex	0.5454545454545454	0.48484848484848486	0.5263157894736843	0.7142857142857143	0.5151515151515151	0.4571428571428572	0.5714285714285714	0.2068965517241379	0.4137931034482759	0.5806451612903225	0.4516129032258065	0.5151515151515151	0.5116279069767442	0.5263157894736843	0.5789473684210527	0.5	0.5666666666666667	0.5	0.46875	0.525	0.59375	0.4722222222222222	0.6	0.5686274509803921	0.6666666666666667	0.6774193548387097	0.5128205128205128	0.5	0.5588235294117647	0.55	0.5333333333333333	0.5151515151515151	0.5405405405405406	0.71875	0.5897435897435898	0.6285714285714286	0.5853658536585367	0.5517241379310345	0.46875	0.4871794871794872	0.55	0.4864864864864865	0.5882352941176471	0.5454545454545454	0.4	0.5	0.48571428571428577	0.6444444444444444	0.5641025641025641	0.4285714285714286	0.5277777777777778	0.5	0.5	0.5	0.6923076923076923	0.5172413793103448	0.5384615384615384	0.5121951219512195	0.4571428571428572	0.53125	0.53125
The Impact of Obesity on Wages	0.5	0.48275862068965514	0.6111111111111112	0.75	0.4642857142857143	0.5	0.5405405405405406	0.5161290322580645	0.5185185185185186	0.09999999999999998	0.5	0.4642857142857143	0.5853658536585367	0.4375	0.5	0.4516129032258065	0.45833333333333337	0.6097560975609756	0.6129032258064516	0.641025641025641	0.6551724137931034	0.5588235294117647	0.6129032258064516	0.6326530612244898	0.7333333333333334	0.6538461538461539	0.5945945945945945	0.5517241379310345	0.6129032258064516	0.5555555555555556	0.5925925925925926	0.4642857142857143	0.4516129032258065	0.6538461538461539	0.6388888888888888	0.5517241379310345	0.5945945945945945	0.6153846153846154	0.5172413793103448	0.5675675675675675	0.4242424242424242	0.5714285714285714	0.4444444444444444	0.5517241379310345	0.5	0.5483870967741935	0.5757575757575757	0.6585365853658536	0.5714285714285714	0.5384615384615384	0.5757575757575757	0.5517241379310345	0.5517241379310345	0.5517241379310345	0.6666666666666667	0.52	0.5	0.5135135135135135	0.6666666666666667	0.5862068965517242	0.4814814814814815
Doing it Now or Later	0.6538461538461539	0.7241379310344828	0.696969696969697	0.23076923076923073	0.6666666666666667	0.6774193548387097	0.7948717948717949	0.7	0.625	0.7083333333333333	0.6538461538461539	0.6153846153846154	0.7560975609756098	0.696969696969697	0.6333333333333333	0.6333333333333333	0.5	0.6842105263157895	0.6153846153846154	0.6470588235294117	0.6666666666666667	0.7272727272727273	0.56	0.75	0.6521739130434783	0.6666666666666667	0.7142857142857143	0.7037037037037037	0.56	0.6764705882352942	0.5909090909090908	0.6666666666666667	0.6774193548387097	0.6	0.6451612903225806	0.7037037037037037	0.6363636363636364	0.55	0.6666666666666667	0.7222222222222222	0.6363636363636364	0.696969696969697	0.5416666666666667	0.6	0.6	0.5384615384615384	0.7096774193548387	0.7692307692307692	0.696969696969697	0.6521739130434783	0.6666666666666667	0.7037037037037037	0.7037037037037037	0.7037037037037037	0.6875	0.6363636363636364	0.7058823529411764	0.736842105263158	0.6774193548387097	0.6923076923076923	0.64
The Economics of Immediate Gratification	0.5185185185185186	0.5	0.5454545454545454	0.7272727272727273	0.5357142857142857	0.5161290322580645	0.5555555555555556	0.48275862068965514	0.48	0.36363636363636365	0.6206896551724138	0.4814814814814815	0.6341463414634146	0.4516129032258065	0.5625	0.4666666666666667	0.4782608695652174	0.5897435897435898	0.4814814814814815	0.6923076923076923	0.5769230769230769	0.6176470588235294	0.6774193548387097	0.6734693877551021	0.7142857142857143	0.5652173913043479	0.6111111111111112	0.5714285714285714	0.5862068965517242	0.6111111111111112	0.56	0.5357142857142857	0.5625	0.7307692307692308	0.6176470588235294	0.5714285714285714	0.6486486486486487	0.5833333333333333	0.42307692307692313	0.5428571428571429	0.48484848484848486	0.5454545454545454	0.5714285714285714	0.6206896551724138	0.46153846153846156	0.5666666666666667	0.59375	0.675	0.6285714285714286	0.4347826086956522	0.6363636363636364	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.631578947368421	0.4782608695652174	0.5588235294117647	0.5675675675675675	0.6060606060606061	0.5555555555555556	0.5555555555555556
Mandatory Menu Labeling in One FastFood Chain in King County Washington	0.5	0.53125	0.6052631578947368	0.7307692307692308	0.5161290322580645	0.5	0.5384615384615384	0.5151515151515151	0.5666666666666667	0.5862068965517242	0.3928571428571429	0.4666666666666667	0.5813953488372092	0.5277777777777778	0.40625	0.5	0.6206896551724138	0.5	0.6060606060606061	0.4864864864864865	0.6451612903225806	0.5945945945945945	0.5161290322580645	0.5714285714285714	0.6333333333333333	0.6896551724137931	0.5897435897435898	0.5	0.5161290322580645	0.5135135135135135	0.5862068965517242	0.4666666666666667	0.5428571428571429	0.6896551724137931	0.5555555555555556	0.59375	0.4722222222222222	0.43999999999999995	0.4666666666666667	0.5641025641025641	0.4722222222222222	0.48571428571428577	0.5	0.04347826086956519	0.33333333333333337	0.3448275862068966	0.6111111111111112	0.5853658536585367	0.48571428571428577	0.5357142857142857	0.48484848484848486	0.5	0.5	0.5	0.76	0.5185185185185186	0.5405405405405406	0.55	0.6923076923076923	0.5806451612903225	0.48275862068965514
The Economics of Obesity	0.5384615384615384	0.5185185185185186	0.6470588235294117	0.7619047619047619	0.5	0.48275862068965514	0.5294117647058824	0.6451612903225806	0.6153846153846154	0.21052631578947367	0.5925925925925926	0.5	0.6829268292682926	0.4666666666666667	0.5333333333333333	0.5333333333333333	0.5652173913043479	0.641025641025641	0.6071428571428572	0.7105263157894737	0.7037037037037037	0.6363636363636364	0.6551724137931034	0.6595744680851063	0.7857142857142857	0.7083333333333333	0.6285714285714286	0.5384615384615384	0.7	0.6285714285714286	0.64	0.5555555555555556	0.5333333333333333	0.7083333333333333	0.7142857142857143	0.5384615384615384	0.7027027027027026	0.6666666666666667	0.6071428571428572	0.6	0.5	0.6470588235294117	0.5384615384615384	0.5925925925925926	0.5925925925925926	0.5862068965517242	0.65625	0.6578947368421053	0.6060606060606061	0.5217391304347826	0.696969696969697	0.5384615384615384	0.5384615384615384	0.5384615384615384	0.6666666666666667	0.5652173913043479	0.6176470588235294	0.6216216216216216	0.7058823529411764	0.6296296296296297	0.52
Separating what We Eat from where Measuring the Effect of Food Away from Home on Diet	0.5588235294117647	0.40625	0.37142857142857144	0.6785714285714286	0.5294117647058824	0.38235294117647056	0.5121951219512195	0.4411764705882353	0.3793103448275862	0.5483870967741935	0.4193548387096774	0.4375	0.45238095238095233	0.45945945945945943	0.5526315789473684	0.28125	0.37037037037037035	0.4390243902439024	0.5294117647058824	0.42105263157894735	0.6060606060606061	0.4864864864864865	0.6486486486486487	0.4897959183673469	0.59375	0.6875	0.525	0.46875	0.5294117647058824	0.4473684210526315	0.5483870967741935	0.4375	0.4722222222222222	0.6875	0.5263157894736843	0.5151515151515151	0.4871794871794872	0.6129032258064516	0.48484848484848486	0.33333333333333337	0.4473684210526315	0.45945945945945943	0.5588235294117647	0.5151515151515151	0.46875	0.47058823529411764	0.4571428571428572	0.6222222222222222	0.575	0.5	0.5	0.46875	0.46875	0.46875	0.7037037037037037	0.48275862068965514	0.5128205128205128	0.4878048780487805	0.5526315789473684	0.5454545454545454	0.5
Will all Americans become Overweight or Obese Estimating the Progression and Cost of the US Obesity Epidemic	0.4545454545454546	0.3939393939393939	0.3142857142857143	0.7419354838709677	0.2666666666666667	0.16129032258064513	0.3421052631578947	0.5135135135135135	0.4193548387096774	0.4838709677419355	0.3548387096774194	0.2068965517241379	0.36585365853658536	0.3142857142857143	0.5	0.37142857142857144	0.4137931034482759	0.4651162790697675	0.375	0.4878048780487805	0.6666666666666667	0.4736842105263158	0.631578947368421	0.48	0.6944444444444444	0.6666666666666667	0.475	0.5	0.631578947368421	0.4358974358974359	0.6176470588235294	0.375	0.41666666666666663	0.6666666666666667	0.4736842105263158	0.5	0.5121951219512195	0.5483870967741935	0.4242424242424242	0.32432432432432434	0.3055555555555556	0.4473684210526315	0.5	0.5	0.4545454545454546	0.4117647058823529	0.4864864864864865	0.5454545454545454	0.4871794871794872	0.3793103448275862	0.4864864864864865	0.5	0.5	0.5	0.7241379310344828	0.5161290322580645	0.5	0.4	0.575	0.5294117647058824	0.48484848484848486
Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information	0.3666666666666667	0.5	0.37142857142857144	0.7241379310344828	0.48484848484848486	0.38235294117647056	0.475	0.4411764705882353	0.4838709677419355	0.5483870967741935	0.46875	0.3870967741935484	0.5227272727272727	0.45945945945945943	0.4285714285714286	0.38235294117647056	0.5806451612903225	0.3589743589743589	0.4375	0.5	0.5625	0.4864864864864865	0.6486486486486487	0.4897959183673469	0.59375	0.6875	0.5952380952380952	0.46875	0.4375	0.525	0.5483870967741935	0.5294117647058824	0.5135135135135135	0.6875	0.4444444444444444	0.6	0.4054054054054054	0.4642857142857143	0.2142857142857143	0.3783783783783784	0.4054054054054054	0.09999999999999998	0.5151515151515151	0.4193548387096774	0.31034482758620685	0.375	0.5	0.5909090909090908	0.5384615384615384	0.5	0.5	0.46875	0.46875	0.46875	0.7037037037037037	0.48275862068965514	0.5128205128205128	0.44999999999999996	0.5897435897435898	0.4516129032258065	0.5
Prevalence and Trends in Obesity Among US Adults 19992008	0.5428571428571429	0.48571428571428577	0.5609756097560976	0.78125	0.2068965517241379	0.32352941176470584	0.46341463414634143	0.5526315789473684	0.5588235294117647	0.5757575757575757	0.3548387096774194	0.4242424242424242	0.40476190476190477	0.525	0.575	0.575	0.6857142857142857	0.5652173913043479	0.5142857142857142	0.5581395348837209	0.7027027027027026	0.5128205128205128	0.5555555555555556	0.48	0.7297297297297297	0.6666666666666667	0.4358974358974359	0.5	0.6666666666666667	0.5121951219512195	0.6176470588235294	0.47058823529411764	0.41666666666666663	0.6666666666666667	0.55	0.5428571428571429	0.6136363636363636	0.59375	0.5142857142857142	0.4878048780487805	0.5121951219512195	0.5609756097560976	0.5	0.5428571428571429	0.5428571428571429	0.5405405405405406	0.5641025641025641	0.4	0.4871794871794872	0.4838709677419355	0.6	0.5428571428571429	0.5	0.5	0.7241379310344828	0.6060606060606061	0.46153846153846156	0.4390243902439024	0.6097560975609756	0.6111111111111112	0.5294117647058824
Prevalence of High Body Mass Index in US Children and Adolescents 20072008	0.5277777777777778	0.5526315789473684	0.475	0.7941176470588236	0.4571428571428572	0.4054054054054054	0.5227272727272727	0.5	0.4545454545454546	0.6388888888888888	0.48571428571428577	0.5405405405405406	0.39534883720930236	0.5476190476190477	0.627906976744186	0.525	0.6666666666666667	0.4545454545454546	0.4117647058823529	0.5454545454545454	0.6486486486486487	0.5714285714285714	0.6829268292682926	0.5	0.7435897435897436	0.6857142857142857	0.5	0.48571428571428577	0.65	0.6	0.6388888888888888	0.4117647058823529	0.5952380952380952	0.6857142857142857	0.5714285714285714	0.675	0.6	0.5757575757575757	0.4117647058823529	0.47619047619047616	0.5348837209302326	0.475	0.641025641025641	0.5675675675675675	0.48571428571428577	0.4864864864864865	0.4736842105263158	0.5652173913043479	0.6136363636363636	0.46875	0.4736842105263158	0.5675675675675675	0.5277777777777778	0.5675675675675675	0.7419354838709677	0.6285714285714286	0.6222222222222222	0.5333333333333333	0.5609756097560976	0.5945945945945945	0.5945945945945945
