	State of the Vending Industry Report” httpwwwvendingmarketwatchcomcontentreports accessed	National Automatic Merchandising Association “Comments of The National Automatic Merchandising Association” Docket No	Business Administration “Table of Small Business Size Standards Matched to North American Industry Classification System Codes” Effective	Operators Find Todayaposs Patrons Favor aposBetterForYouapos Food Selections In	Is the Obesity Epidemic a Public Health Problem A Decade	Strategies for Promoting Healthier Food Choices” American Economic Review Papers and Proceedings	Doing it Now or	Will all Americans Become Overweight or Obese Estimating the Progression and	Prevalence of Overweight Obesity and Extreme Obesity Among Adults United States	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US” Obesity	Social Network and Weight Misperception Among Adolescents” Southern Economic Journal Forthcoming	Size Matters The Influence of Adolescent’s Weight and	Body Weight SelfPerception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity Payer	The Growth of Obesity and Technological Change A Theoretical and Empirical Examination”	The LongRun Growth in Obesity as a Function of Technological Change”	An Economic Analysis of Adult Obesity Results from the Behavioral Risk Factor Surveillance System”	A Pricing Strategy to Promote LowFat Snack Choices through Vending Machines”	Department of Agriculture Economic Research Service “Table 15 Sales of meals and snacks away from home by type of outlet” Food CPI and Expenditures Food Expenditure Tables httpwwwersusdagovBriefingCPIFoodAndExpendituresData Accessed 1082010	Testing Laboratory “Quality Nutrition Analysis” httpwwwrlfoodtestinglaboratorycomservicesasp accessed	Evaluation of Recordkeeping Costs for Food Manufacturers Final Report” Prepared for Andy Estrin and Cristina McLaughlin of FDAaposs Center for Food Safety and Applied Nutrition Prepared by Aylin Sertkaya Ayesha Berlind and Seda Erdem Contract No 223012461 Task Order Number 5	City’s Soda Cost Millions Monthly Tax on Soft Drinks	Taxing Food Implications for Public	Ounces of Prevention — The Public Policy Case for Taxes on Sugared Beverages” New England	The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes”	Schoolchildren’s Consumption of Competitive Foods and Beverages Excluding à la	Choose Beverages and Foods to Moderate your Intake of Sugars Measurement Requires Quantification	Measuring the Health of the US	ObesityRelated QualityAdusted Life Years Lost in the US from 19932008”	Trends in QualityAdjusted LifeYears Lost Contributed by Smoking and Obesity”	Statistical Abstract of the United States	Separating what We Eat from where	Calorie Labeling And Food Choices A First Look At The Effects On LowIncome People In New York City	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information”	Do Nutrition Labels Improve Dietary Outcomes	Mandatory Menu Labeling in One FastFood Chain in King County	Child and Adolescent FastFood Choice and the Influence of Calorie Labeling	Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children Pediatrics	Modeling weightloss maintenance to help prevent body weight regain”	School Vending Machine Use and FastFood Restaurant Use Are Associated with Sugar Sweetened Beverage Intake in Youth”
Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information	0.2727272727272727	0.2727272727272727	0.2666666666666667	0.2941176470588235	0.33333333333333337	0.22807017543859653	0.5675675675675675	0.21568627450980393	0.23636363636363633	0.3114754098360656	0.29824561403508776	0.28301886792452835	0.31999999999999995	0.37777777777777777	0.30612244897959184	0.29824561403508776	0.2727272727272727	0.22807017543859653	0.2857142857142857	0.295774647887324	0.31034482758620685	0.31506849315068497	0.43999999999999995	0.30612244897959184	0.30000000000000004	0.31034482758620685	0.26315789473684215	0.1636363636363637	0.33333333333333337	0.4098360655737705	0.368421052631579	0.33333333333333337	0.40909090909090906	0.2542372881355932	0.052631578947368474	0.34693877551020413	0.26530612244897955	0.18367346938775508	0.23076923076923073	0.2941176470588235	0.2068965517241379
An Economic Analysis of Adult Obesity Results from the Behavioral Risk Factor Surveillance System	0.2727272727272727	0.34545454545454546	0.23333333333333328	0.2549019607843137	0.2549019607843137	0.26315789473684215	0.6756756756756757	0.21568627450980393	0.1636363636363637	0.180327868852459	0.29824561403508776	0.3584905660377359	0.31999999999999995	0.33333333333333337	0.26530612244897955	0.29824561403508776	0.3090909090909091	0.052631578947368474	0.3214285714285714	0.2676056338028169	0.31034482758620685	0.26027397260273977	0.4	0.34693877551020413	0.2666666666666667	0.27586206896551724	0.26315789473684215	0.19999999999999996	0.37777777777777777	0.3114754098360656	0.29824561403508776	0.24444444444444446	0.40909090909090906	0.2542372881355932	0.22807017543859653	0.30612244897959184	0.30612244897959184	0.26530612244897955	0.3076923076923077	0.33333333333333337	0.27586206896551724
Choose Beverages and Foods to Moderate your Intake of Sugars Measurement Requires Quantification	0.2142857142857143	0.3214285714285714	0.2786885245901639	0.3076923076923077	0.42307692307692313	0.31034482758620685	0.631578947368421	0.3846153846153846	0.3214285714285714	0.29032258064516125	0.3448275862068966	0.33333333333333337	0.2941176470588235	0.3913043478260869	0.36	0.4137931034482759	0.3571428571428571	0.24137931034482762	0.26315789473684215	0.3055555555555556	0.35593220338983056	0.32432432432432434	0.37254901960784315	0.36	0.34426229508196726	0.35593220338983056	0.27586206896551724	0.0	0.34782608695652173	0.4193548387096774	0.3448275862068966	0.3913043478260869	0.4222222222222223	0.33333333333333337	0.2068965517241379	0.4	0.31999999999999995	0.28	0.28301886792452835	0.34615384615384615	0.2542372881355932
Modeling weightloss maintenance to help prevent body weight regain	0.26530612244897955	0.34693877551020413	0.33333333333333337	0.33333333333333337	0.28888888888888886	0.2941176470588235	0.4838709677419355	0.19999999999999996	0.22448979591836737	0.34545454545454546	0.2941176470588235	0.36170212765957444	0.2272727272727273	0.28205128205128205	0.2093023255813954	0.2549019607843137	0.34693877551020413	0.33333333333333337	0.31999999999999995	0.3846153846153846	0.23076923076923073	0.4029850746268657	0.40909090909090906	0.3023255813953488	0.33333333333333337	0.3846153846153846	0.33333333333333337	0.30612244897959184	0.33333333333333337	0.4545454545454546	0.4117647058823529	0.28205128205128205	0.3157894736842105	0.28301886792452835	0.2941176470588235	0.2558139534883721	0.2558139534883721	0.3023255813953488	0.21739130434782605	0.06666666666666665	0.34615384615384615
Child and Adolescent FastFood Choice and the Influence of Calorie Labeling A Natural Experiment	0.34545454545454546	0.2727272727272727	0.2666666666666667	0.37254901960784315	0.2549019607843137	0.26315789473684215	0.5675675675675675	0.2941176470588235	0.23636363636363633	0.2786885245901639	0.26315789473684215	0.3207547169811321	0.36	0.33333333333333337	0.30612244897959184	0.22807017543859653	0.3090909090909091	0.29824561403508776	0.3214285714285714	0.295774647887324	0.24137931034482762	0.31506849315068497	0.43999999999999995	0.18367346938775508	0.30000000000000004	0.24137931034482762	0.22807017543859653	0.3090909090909091	0.37777777777777777	0.4098360655737705	0.33333333333333337	0.28888888888888886	0.36363636363636365	0.15254237288135597	0.26315789473684215	0.26530612244897955	0.26530612244897955	0.10204081632653061	0.23076923076923073	0.33333333333333337	0.3793103448275862
Calorie Labeling And Food Choices A First Look At The Effects On LowIncome People In New York City	0.33333333333333337	0.30000000000000004	0.29230769230769227	0.2857142857142857	0.25	0.25806451612903225	0.5714285714285714	0.25	0.23333333333333328	0.24242424242424243	0.29032258064516125	0.3793103448275862	0.34545454545454546	0.28	0.2962962962962963	0.19354838709677424	0.2666666666666667	0.29032258064516125	0.2786885245901639	0.26315789473684215	0.23809523809523814	0.2564102564102564	0.4181818181818182	0.2592592592592593	0.2615384615384615	0.2698412698412699	0.3548387096774194	0.33333333333333337	0.48	0.3939393939393939	0.25806451612903225	0.36	0.3877551020408163	0.0	0.29032258064516125	0.2962962962962963	0.2962962962962963	0.2222222222222222	0.22807017543859653	0.3214285714285714	0.3650793650793651
Annual Medical Spending Attributable to Obesity Payer and ServiceSpecific Estimates	0.2962962962962963	0.33333333333333337	0.2542372881355932	0.24	0.19999999999999996	0.25	0.6111111111111112	0.19999999999999996	0.11111111111111116	0.23333333333333328	0.2857142857142857	0.3076923076923077	0.22448979591836737	0.31818181818181823	0.08333333333333337	0.25	0.37037037037037035	0.2142857142857143	0.3090909090909091	0.3142857142857143	0.26315789473684215	0.2777777777777778	0.4285714285714286	0.25	0.2542372881355932	0.26315789473684215	0.2857142857142857	0.2962962962962963	0.31818181818181823	0.3666666666666667	0.2857142857142857	0.2727272727272727	0.34883720930232553	0.24137931034482762	0.2857142857142857	0.25	0.29166666666666663	0.29166666666666663	0.2549019607843137	0.24	0.368421052631579
Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children	0.3076923076923077	0.2692307692307693	0.29824561403508776	0.41666666666666663	0.375	0.33333333333333337	0.47058823529411764	0.33333333333333337	0.2692307692307693	0.3448275862068966	0.33333333333333337	0.31999999999999995	0.3191489361702128	0.38095238095238093	0.26086956521739135	0.2962962962962963	0.1923076923076923	0.33333333333333337	0.28301886792452835	0.38235294117647056	0.23636363636363633	0.34285714285714286	0.36170212765957444	0.34782608695652173	0.26315789473684215	0.38181818181818183	0.37037037037037035	0.2692307692307693	0.2857142857142857	0.3793103448275862	0.33333333333333337	0.2857142857142857	0.41463414634146345	0.25	0.2592592592592593	0.30434782608695654	0.17391304347826086	0.17391304347826086	0.020408163265306145	0.25	0.34545454545454546
The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US	0.288135593220339	0.35593220338983056	0.28125	0.23636363636363633	0.2727272727272727	0.24590163934426235	0.7073170731707317	0.3090909090909091	0.15254237288135597	0.0461538461538461	0.34426229508196726	0.4035087719298246	0.33333333333333337	0.30612244897959184	0.28301886792452835	0.24590163934426235	0.288135593220339	0.180327868852459	0.33333333333333337	0.22666666666666668	0.32258064516129037	0.24675324675324672	0.33333333333333337	0.24528301886792447	0.21875	0.22580645161290325	0.24590163934426235	0.2542372881355932	0.3877551020408163	0.3538461538461538	0.3114754098360656	0.30612244897959184	0.41666666666666663	0.2063492063492064	0.3114754098360656	0.3207547169811321	0.3207547169811321	0.3207547169811321	0.2857142857142857	0.34545454545454546	0.3548387096774194
Schoolchildren�s Consumption of Competitive Foods and Beverages Excluding � la Carte	0.3090909090909091	0.34545454545454546	0.30000000000000004	0.2941176470588235	0.37254901960784315	0.22807017543859653	0.6216216216216216	0.2941176470588235	0.23636363636363633	0.24590163934426235	0.29824561403508776	0.3584905660377359	0.28	0.4222222222222223	0.34693877551020413	0.29824561403508776	0.38181818181818183	0.26315789473684215	0.3571428571428571	0.295774647887324	0.3448275862068966	0.34246575342465757	0.4	0.26530612244897955	0.2666666666666667	0.24137931034482762	0.1228070175438597	0.23636363636363633	0.33333333333333337	0.47540983606557374	0.4035087719298246	0.33333333333333337	0.31818181818181823	0.3220338983050848	0.26315789473684215	0.3877551020408163	0.34693877551020413	0.26530612244897955	0.34615384615384615	0.33333333333333337	0.3448275862068966
A Pricing Strategy to Promote LowFat Snack Choices through Vending Machines	0.2592592592592593	0.2962962962962963	0.35593220338983056	0.36	0.36	0.2857142857142857	0.5555555555555556	0.31999999999999995	0.2592592592592593	0.33333333333333337	0.25	0.34615384615384615	0.30612244897959184	0.4545454545454546	0.25	0.3571428571428571	0.33333333333333337	0.3214285714285714	0.054545454545454564	0.34285714285714286	0.33333333333333337	0.33333333333333337	0.3877551020408163	0.375	0.35593220338983056	0.33333333333333337	0.3571428571428571	0.2222222222222222	0.36363636363636365	0.43333333333333335	0.3214285714285714	0.36363636363636365	0.39534883720930236	0.24137931034482762	0.2857142857142857	0.41666666666666663	0.25	0.25	0.21568627450980393	0.31999999999999995	0.26315789473684215
Social Network and Weight Misperception Among Adolescents	0.2941176470588235	0.2549019607843137	0.3571428571428571	0.4042553191489362	0.36170212765957444	0.28301886792452835	0.4545454545454546	0.23404255319148937	0.2941176470588235	0.4035087719298246	0.13207547169811318	0.26530612244897955	0.21739130434782605	0.41463414634146345	0.24444444444444446	0.3207547169811321	0.4509803921568627	0.3584905660377359	0.2692307692307693	0.4029850746268657	0.2962962962962963	0.3913043478260869	0.3913043478260869	0.37777777777777777	0.3928571428571429	0.2592592592592593	0.3584905660377359	0.33333333333333337	0.31707317073170727	0.4736842105263158	0.39622641509433965	0.2682926829268293	0.25	0.2727272727272727	0.3207547169811321	0.37777777777777777	0.37777777777777777	0.33333333333333337	0.29166666666666663	0.23404255319148937	0.2962962962962963
Body Weight SelfPerception and Mental Health among Adolescents	0.3207547169811321	0.3207547169811321	0.31034482758620685	0.30612244897959184	0.26530612244897955	0.23636363636363633	0.6	0.22448979591836737	0.24528301886792447	0.35593220338983056	0.2727272727272727	0.2549019607843137	0.04166666666666663	0.34883720930232553	0.19148936170212771	0.3090909090909091	0.4339622641509434	0.3090909090909091	0.2962962962962963	0.3623188405797102	0.3214285714285714	0.352112676056338	0.375	0.3191489361702128	0.3448275862068966	0.2857142857142857	0.3090909090909091	0.28301886792452835	0.2558139534883721	0.423728813559322	0.38181818181818183	0.2558139534883721	0.2857142857142857	0.29824561403508776	0.3090909090909091	0.4042553191489362	0.36170212765957444	0.3191489361702128	0.28	0.26530612244897955	0.3571428571428571
Do Nutrition Labels Improve Dietary Outcomes	0.36	0.4	0.34545454545454546	0.26086956521739135	0.21739130434782605	0.46153846153846156	0.5	0.34782608695652173	0.31999999999999995	0.3571428571428571	0.42307692307692313	0.45833333333333337	0.4222222222222223	0.25	0.2727272727272727	0.3846153846153846	0.36	0.34615384615384615	0.4509803921568627	0.4242424242424242	0.28301886792452835	0.38235294117647056	0.5111111111111111	0.31818181818181823	0.38181818181818183	0.39622641509433965	0.42307692307692313	0.4	0.44999999999999996	0.4285714285714286	0.3846153846153846	0.4	0.4871794871794872	0.2962962962962963	0.3846153846153846	0.0	0.31818181818181823	0.31818181818181823	0.3191489361702128	0.30434782608695654	0.4716981132075472
Bias Discrimination and Obesity	0.4222222222222223	0.4222222222222223	0.4	0.31707317073170727	0.2682926829268293	0.4893617021276596	0.4814814814814815	0.2682926829268293	0.33333333333333337	0.4117647058823529	0.4893617021276596	0.4883720930232558	0.35	0.2571428571428571	0.28205128205128205	0.36170212765957444	0.4222222222222223	0.3191489361702128	0.4347826086956522	0.47540983606557374	0.41666666666666663	0.46031746031746035	0.44999999999999996	0.3846153846153846	0.4	0.41666666666666663	0.44680851063829785	0.37777777777777777	0.48571428571428577	0.4509803921568627	0.4042553191489362	0.3142857142857143	0.47058823529411764	0.3877551020408163	0.4042553191489362	0.23076923076923073	0.33333333333333337	0.3846153846153846	0.38095238095238093	0.31707317073170727	0.5
The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes	0.3214285714285714	0.2142857142857143	0.3114754098360656	0.34615384615384615	0.2692307692307693	0.27586206896551724	0.5789473684210527	0.2692307692307693	0.2142857142857143	0.22580645161290325	0.24137931034482762	0.2592592592592593	0.2941176470588235	0.34782608695652173	0.28	0.2068965517241379	0.3571428571428571	0.27586206896551724	0.33333333333333337	0.2777777777777778	0.3220338983050848	0.29729729729729726	0.2941176470588235	0.28	0.2786885245901639	0.05084745762711862	0.24137931034482762	0.3214285714285714	0.34782608695652173	0.4193548387096774	0.27586206896551724	0.30434782608695654	0.28888888888888886	0.23333333333333328	0.31034482758620685	0.36	0.36	0.28	0.3584905660377359	0.3846153846153846	0.38983050847457623
Ounces of Prevention � The Public Policy Case for Taxes on Sugared Beverages	0.34545454545454546	0.34545454545454546	0.2666666666666667	0.21568627450980393	0.33333333333333337	0.33333333333333337	0.6216216216216216	0.2549019607843137	0.1636363636363637	0.21311475409836067	0.4385964912280702	0.3207547169811321	0.28	0.33333333333333337	0.22448979591836737	0.26315789473684215	0.2727272727272727	0.26315789473684215	0.3571428571428571	0.295774647887324	0.31034482758620685	0.31506849315068497	0.31999999999999995	0.26530612244897955	0.1333333333333333	0.27586206896551724	0.26315789473684215	0.2727272727272727	0.33333333333333337	0.4098360655737705	0.29824561403508776	0.28888888888888886	0.4545454545454546	0.288135593220339	0.29824561403508776	0.34693877551020413	0.26530612244897955	0.26530612244897955	0.23076923076923073	0.33333333333333337	0.3793103448275862
