	State of the Vending Industry Report” httpwwwvendingmarketwatchcomcontentreports accessed	National Automatic Merchandising Association “Comments of The National Automatic Merchandising Association” Docket No	Business Administration “Table of Small Business Size Standards Matched to North American Industry Classification System Codes” Effective	Operators Find Todayaposs Patrons Favor aposBetterForYouapos Food Selections In	Is the Obesity Epidemic a Public Health Problem A Decade	Strategies for Promoting Healthier Food Choices” American Economic Review Papers and Proceedings	Doing it Now or	Will all Americans Become Overweight or Obese Estimating the Progression and	Prevalence of Overweight Obesity and Extreme Obesity Among Adults United States	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US” Obesity	Social Network and Weight Misperception Among Adolescents” Southern Economic Journal Forthcoming	Size Matters The Influence of Adolescent’s Weight and	Body Weight SelfPerception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity Payer	The Growth of Obesity and Technological Change A Theoretical and Empirical Examination”	The LongRun Growth in Obesity as a Function of Technological Change”	An Economic Analysis of Adult Obesity Results from the Behavioral Risk Factor Surveillance System”	A Pricing Strategy to Promote LowFat Snack Choices through Vending Machines”	Department of Agriculture Economic Research Service “Table 15 Sales of meals and snacks away from home by type of outlet” Food CPI and Expenditures Food Expenditure Tables httpwwwersusdagovBriefingCPIFoodAndExpendituresData Accessed 1082010	Testing Laboratory “Quality Nutrition Analysis” httpwwwrlfoodtestinglaboratorycomservicesasp accessed	Evaluation of Recordkeeping Costs for Food Manufacturers Final Report” Prepared for Andy Estrin and Cristina McLaughlin of FDAaposs Center for Food Safety and Applied Nutrition Prepared by Aylin Sertkaya Ayesha Berlind and Seda Erdem Contract No 223012461 Task Order Number 5	City’s Soda Cost Millions Monthly Tax on Soft Drinks	Taxing Food Implications for Public	Ounces of Prevention — The Public Policy Case for Taxes on Sugared Beverages” New England	The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes”	Schoolchildren’s Consumption of Competitive Foods and Beverages Excluding à la	Choose Beverages and Foods to Moderate your Intake of Sugars Measurement Requires Quantification	Measuring the Health of the US	ObesityRelated QualityAdusted Life Years Lost in the US from 19932008”	Trends in QualityAdjusted LifeYears Lost Contributed by Smoking and Obesity”	Statistical Abstract of the United States	Separating what We Eat from where	Calorie Labeling And Food Choices A First Look At The Effects On LowIncome People In New York City	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information”	Do Nutrition Labels Improve Dietary Outcomes	Mandatory Menu Labeling in One FastFood Chain in King County	Child and Adolescent FastFood Choice and the Influence of Calorie Labeling	Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children Pediatrics	Modeling weightloss maintenance to help prevent body weight regain”	School Vending Machine Use and FastFood Restaurant Use Are Associated with Sugar Sweetened Beverage Intake in Youth”
An Economic Analysis of Adult Obesity Results from the Behavioral Risk Factor Surveillance System	0.845360824742268	0.7768595041322314	0.75177304964539	0.7835051546391752	0.7731958762886598	0.8775510204081632	0.8865979381443299	0.7835051546391752	0.7628865979381443	0.822429906542056	0.8877551020408163	0.8247422680412371	0.8041237113402062	0.8350515463917526	0.7731958762886598	0.8350515463917526	0.7525773195876289	0.03	0.7835051546391752	0.7950819672131147	0.8095238095238095	0.8086642599277978	0.7835051546391752	0.8247422680412371	0.8556701030927835	0.8350515463917526	0.8041237113402062	0.845360824742268	0.8247422680412371	0.8041237113402062	0.7938144329896907	0.7525773195876289	0.8144329896907216	0.8571428571428571	0.7719298245614035	0.8041237113402062	0.7835051546391752	0.7835051546391752	0.845360824742268	0.7835051546391752	0.8050847457627118
Choose Beverages and Foods to Moderate your Intake of Sugars Measurement Requires Quantification	0.8229166666666666	0.7851239669421488	0.7730496453900709	0.78125	0.7916666666666666	0.8367346938775511	0.90625	0.7916666666666666	0.7916666666666666	0.8037383177570093	0.8061224489795918	0.7708333333333334	0.7604166666666666	0.84375	0.8229166666666666	0.7916666666666666	0.7708333333333334	0.84	0.7708333333333334	0.7909836065573771	0.8476190476190476	0.8194945848375451	0.7916666666666666	0.8020833333333334	0.7708333333333334	0.8229166666666666	0.78125	0.0	0.84375	0.7916666666666666	0.8125	0.8020833333333334	0.8229166666666666	0.7448979591836735	0.7368421052631579	0.8020833333333334	0.8020833333333334	0.7604166666666666	0.8020833333333334	0.78125	0.7033898305084746
Modeling weightloss maintenance to help prevent body weight regain	0.8131868131868132	0.7933884297520661	0.7801418439716312	0.7341772151898734	0.7878787878787878	0.7755102040816326	0.8181818181818182	0.8026315789473685	0.759493670886076	0.7663551401869159	0.7551020408163265	0.696969696969697	0.696969696969697	0.803030303030303	0.8181818181818182	0.7865168539325843	0.8428571428571429	0.79	0.782051282051282	0.8442622950819673	0.780952380952381	0.851985559566787	0.7727272727272727	0.803030303030303	0.7849462365591398	0.7333333333333333	0.8148148148148148	0.75	0.7575757575757576	0.8611111111111112	0.8076923076923077	0.7575757575757576	0.7575757575757576	0.7653061224489796	0.7543859649122807	0.7727272727272727	0.8181818181818182	0.7837837837837838	0.75	0.043478260869565216	0.7627118644067796
Child and Adolescent FastFood Choice and the Influence of Calorie Labeling A Natural Experiment	0.8526315789473684	0.7768595041322314	0.7872340425531915	0.8421052631578947	0.7578947368421053	0.7653061224489796	0.8947368421052632	0.7368421052631579	0.8	0.794392523364486	0.8163265306122449	0.6842105263157895	0.7684210526315789	0.8421052631578947	0.7789473684210526	0.8	0.7684210526315789	0.85	0.8	0.8114754098360656	0.8571428571428571	0.8086642599277978	0.7684210526315789	0.7894736842105263	0.8421052631578947	0.7894736842105263	0.8315789473684211	0.7604166666666666	0.8210526315789474	0.8105263157894737	0.7789473684210526	0.7894736842105263	0.8210526315789474	0.7551020408163265	0.7105263157894737	0.8105263157894737	0.7368421052631579	0.22105263157894736	0.8541666666666666	0.7684210526315789	0.7033898305084746
Calorie Labeling And Food Choices A First Look At The Effects On LowIncome People In New York City	0.8367346938775511	0.7933884297520661	0.8085106382978723	0.7857142857142857	0.7857142857142857	0.8163265306122449	0.8673469387755102	0.7755102040816326	0.7755102040816326	0.7570093457943925	0.8061224489795918	0.7959183673469388	0.8061224489795918	0.8775510204081632	0.8163265306122449	0.8061224489795918	0.7551020408163265	0.84	0.7959183673469388	0.819672131147541	0.8476190476190476	0.8122743682310469	0.7959183673469388	0.7959183673469388	0.8061224489795918	0.826530612244898	0.8163265306122449	0.7448979591836735	0.8367346938775511	0.8061224489795918	0.7959183673469388	0.8163265306122449	0.8061224489795918	0.0	0.7719298245614035	0.8163265306122449	0.7244897959183674	0.7040816326530612	0.7857142857142857	0.7857142857142857	0.7542372881355932
Annual Medical Spending Attributable to Obesity Payer and ServiceSpecific Estimates	0.8131868131868132	0.7603305785123967	0.7588652482269503	0.8554216867469879	0.7710843373493976	0.7755102040816326	0.8795180722891566	0.7831325301204819	0.7469879518072289	0.7757009345794392	0.8061224489795918	0.8192771084337349	0.7710843373493976	0.8313253012048193	0.3614457831325301	0.8202247191011236	0.7951807228915663	0.77	0.8313253012048193	0.819672131147541	0.8095238095238095	0.8231046931407943	0.7831325301204819	0.8313253012048193	0.7956989247311828	0.8555555555555555	0.8072289156626506	0.78125	0.8072289156626506	0.8433734939759037	0.8192771084337349	0.7228915662650602	0.8072289156626506	0.826530612244898	0.7543859649122807	0.7951807228915663	0.7710843373493976	0.8313253012048193	0.7916666666666666	0.7831325301204819	0.7627118644067796
Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children	0.8131868131868132	0.7603305785123967	0.7588652482269503	0.788235294117647	0.7411764705882353	0.7653061224489796	0.8588235294117647	0.788235294117647	0.8352941176470589	0.794392523364486	0.8061224489795918	0.8117647058823529	0.7764705882352941	0.8588235294117647	0.7764705882352941	0.8089887640449438	0.8117647058823529	0.82	0.8	0.8237704918032787	0.780952380952381	0.8194945848375451	0.8	0.7764705882352941	0.7956989247311828	0.8666666666666667	0.8588235294117647	0.7604166666666666	0.788235294117647	0.788235294117647	0.8	0.788235294117647	0.7764705882352941	0.7653061224489796	0.7105263157894737	0.7176470588235294	0.6823529411764706	0.788235294117647	0.11458333333333333	0.7529411764705882	0.7796610169491526
The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US	0.84375	0.8016528925619835	0.8014184397163121	0.7708333333333334	0.7291666666666666	0.826530612244898	0.8854166666666666	0.78125	0.7291666666666666	0.102803738317757	0.8775510204081632	0.8020833333333334	0.8229166666666666	0.7916666666666666	0.7916666666666666	0.625	0.75	0.81	0.78125	0.7745901639344263	0.8380952380952381	0.8050541516245487	0.8020833333333334	0.8020833333333334	0.7916666666666666	0.7083333333333334	0.8125	0.8333333333333334	0.8125	0.8020833333333334	0.7916666666666666	0.7708333333333334	0.8229166666666666	0.826530612244898	0.7631578947368421	0.78125	0.7604166666666666	0.7708333333333334	0.8229166666666666	0.7708333333333334	0.7372881355932204
Schoolchildren�s Consumption of Competitive Foods and Beverages Excluding � la Carte	0.8461538461538461	0.743801652892562	0.7872340425531915	0.8333333333333334	0.7976190476190477	0.8163265306122449	0.8809523809523809	0.8571428571428571	0.8452380952380952	0.8037383177570093	0.8061224489795918	0.7857142857142857	0.7619047619047619	0.8214285714285714	0.8095238095238095	0.8426966292134831	0.7976190476190477	0.79	0.8214285714285714	0.8155737704918032	0.8285714285714286	0.8231046931407943	0.8095238095238095	0.8095238095238095	0.7741935483870968	0.8555555555555555	0.13095238095238096	0.78125	0.8333333333333334	0.8452380952380952	0.8452380952380952	0.7976190476190477	0.8214285714285714	0.8061224489795918	0.7982456140350878	0.8333333333333334	0.7738095238095238	0.7976190476190477	0.8125	0.8095238095238095	0.711864406779661
A Pricing Strategy to Promote LowFat Snack Choices through Vending Machines	0.8021978021978022	0.768595041322314	0.7872340425531915	0.8227848101265823	0.8133333333333334	0.7244897959183674	0.8533333333333334	0.868421052631579	0.8607594936708861	0.7476635514018691	0.7959183673469388	0.7733333333333333	0.7866666666666666	0.84	0.8	0.8089887640449438	0.84	0.77	0.038461538461538464	0.8278688524590164	0.7714285714285715	0.8411552346570397	0.7866666666666666	0.8	0.7849462365591398	0.8111111111111111	0.8395061728395061	0.7708333333333334	0.7866666666666666	0.84	0.8333333333333334	0.7466666666666667	0.7733333333333333	0.7857142857142857	0.7631578947368421	0.7733333333333333	0.7866666666666666	0.84	0.6666666666666666	0.7866666666666666	0.7372881355932204
Social Network and Weight Misperception Among Adolescents	0.7582417582417582	0.768595041322314	0.8156028368794326	0.7974683544303798	0.8596491228070176	0.7653061224489796	0.8070175438596491	0.7368421052631579	0.6582278481012658	0.7850467289719626	0.41836734693877553	0.8245614035087719	0.7368421052631579	0.8421052631578947	0.8070175438596491	0.7865168539325843	0.7857142857142857	0.8	0.782051282051282	0.8688524590163934	0.7904761904761904	0.8592057761732852	0.8421052631578947	0.7368421052631579	0.7956989247311828	0.7444444444444445	0.7654320987654321	0.7708333333333334	0.7894736842105263	0.8194444444444444	0.7692307692307693	0.7894736842105263	0.7543859649122807	0.7653061224489796	0.7543859649122807	0.7719298245614035	0.8	0.8108108108108109	0.7916666666666666	0.7391304347826086	0.7966101694915254
Body Weight SelfPerception and Mental Health among Adolescents	0.7692307692307693	0.768595041322314	0.7872340425531915	0.810126582278481	0.7258064516129032	0.7755102040816326	0.8548387096774194	0.7894736842105263	0.6582278481012658	0.8130841121495327	0.6836734693877551	0.8387096774193549	0.1935483870967742	0.8225806451612904	0.8225806451612904	0.797752808988764	0.8285714285714286	0.79	0.7948717948717948	0.8483606557377049	0.8095238095238095	0.851985559566787	0.7258064516129032	0.8064516129032258	0.8064516129032258	0.7777777777777778	0.8148148148148148	0.7708333333333334	0.7258064516129032	0.8333333333333334	0.7564102564102564	0.7903225806451613	0.7580645161290323	0.7755102040816326	0.7719298245614035	0.7741935483870968	0.8064516129032258	0.7837837837837838	0.7604166666666666	0.7681159420289855	0.7711864406779662
Do Nutrition Labels Improve Dietary Outcomes	0.8021978021978022	0.8099173553719008	0.8014184397163121	0.7721518987341772	0.8214285714285714	0.7857142857142857	0.7954545454545454	0.8026315789473685	0.7848101265822784	0.7850467289719626	0.7653061224489796	0.8181818181818182	0.82	0.75	0.8490566037735849	0.8202247191011236	0.8142857142857143	0.81	0.782051282051282	0.8770491803278688	0.7428571428571429	0.8880866425992779	0.8333333333333334	0.8181818181818182	0.8064516129032258	0.7222222222222222	0.8271604938271605	0.8020833333333334	0.7954545454545454	0.8194444444444444	0.7948717948717948	0.7954545454545454	0.7954545454545454	0.8163265306122449	0.8333333333333334	0.0	0.75	0.8243243243243243	0.7395833333333334	0.782608695652174	0.8305084745762712
Bias Discrimination and Obesity	0.8351648351648352	0.8264462809917356	0.8368794326241135	0.8227848101265823	0.8035714285714286	0.8061224489795918	0.8064516129032258	0.7763157894736842	0.7721518987341772	0.794392523364486	0.826530612244898	0.8	0.72	0.7096774193548387	0.6981132075471698	0.8426966292134831	0.8428571428571429	0.83	0.8076923076923077	0.9098360655737705	0.8476190476190476	0.9133574007220217	0.7592592592592593	0.6857142857142857	0.8494623655913979	0.7777777777777778	0.7901234567901234	0.8229166666666666	0.8387096774193549	0.8472222222222222	0.717948717948718	0.7804878048780488	0.8787878787878788	0.8367346938775511	0.8421052631578947	0.8181818181818182	0.7666666666666667	0.7837837837837838	0.84375	0.7971014492753623	0.8559322033898306
The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes	0.8461538461538461	0.8016528925619835	0.75177304964539	0.7816091954022989	0.7816091954022989	0.7653061224489796	0.8850574712643678	0.8275862068965517	0.735632183908046	0.6915887850467289	0.7244897959183674	0.6666666666666666	0.7816091954022989	0.8160919540229885	0.8160919540229885	0.7528089887640449	0.7471264367816092	0.81	0.8275862068965517	0.8114754098360656	0.8	0.8086642599277978	0.7586206896551724	0.8045977011494253	0.8387096774193549	0.03333333333333333	0.8735632183908046	0.8125	0.8275862068965517	0.8390804597701149	0.8160919540229885	0.7701149425287356	0.8275862068965517	0.8061224489795918	0.7368421052631579	0.7126436781609196	0.7471264367816092	0.7471264367816092	0.8125	0.7471264367816092	0.7796610169491526
Ounces of Prevention � The Public Policy Case for Taxes on Sugared Beverages	0.7912087912087912	0.8099173553719008	0.7659574468085106	0.8354430379746836	0.75	0.7448979591836735	0.868421052631579	0.8552631578947368	0.7974683544303798	0.7570093457943925	0.8061224489795918	0.7763157894736842	0.8026315789473685	0.8552631578947368	0.7763157894736842	0.7752808988764045	0.8289473684210527	0.79	0.8461538461538461	0.819672131147541	0.8	0.8267148014440433	0.75	0.8157894736842105	0.1935483870967742	0.7666666666666667	0.8148148148148148	0.7708333333333334	0.7894736842105263	0.8552631578947368	0.8205128205128205	0.7631578947368421	0.7631578947368421	0.7959183673469388	0.7631578947368421	0.7631578947368421	0.7763157894736842	0.8157894736842105	0.7708333333333334	0.8157894736842105	0.7372881355932204
