	Regulatory Impact Analysis: Heavy‐Duty Engine and Vehicle Standards and Highway Diesel Fuel Sulfur Control Requirements, U.S. Environmental Protection Agency, Office of Transportation and Air Quality, Assessment and Standards Division,	Environmental Protection Agency (EPA). 2005a. Clean Air Interstate Rule Emissions Inventory Technical Support Document, U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Emissions Inventory and Emissions Processing for the Clean Air Mercury Rule (CAMR), U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA). 2007b, Proposed Emission Standards for New Nonroad Spark‐Ignition Engines, Equipment, and Vessels.	Environmental Protection Agency (EPA). 2008a. Air Quality Modeling Platform for the Ozone National Ambient Air Quality Standard Final Rule Regulatory Impact Analysis. North Carolina.	Environmental Protection Agency (EPA). 2008b. Final Ozone NAAQS Regulatory Impact Analysis. U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA).	Development and applications of a standard visual index.	Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci. Technol.,	Oxidants and Asthmatics in Los Angeles: A Benefits Analysis -- Executive Summary. Prepared for U.S. Environmental Protection Agency, Office of Policy Analysis. Prepared by Energy and Resource Consultants,	Ambient air pollution and asthma exacerbations in children: an eight-city analysis.	Guidelines for Preparing Economic Analyses.	Letter to Recipients of Third Draft EPA PM Criteria Document. National Center for Environmental Assessment,	Air Quality Criteria for Particulate Matter. Volume I	Regulatory Impact Analysis for the Final Clean Air Interstate Rule.	Regulatory Impact Analysis,	Willingness to Pay for Environmental	Forest Inventory and Analysis National Program: Forest Inventory Data Online. Online database. U.S. Department of Agriculture Forest Service, Forest Inventory and Analysis,	Investigations and Monitoring of Mercury in Indiana by the U.S. Geological Survey.	Episodic acidification of small streams in the northeastern United States: Fish mortality in field bioassays.	Pricing Environmental Health Risks: Survey Assessments of Risk-Risk and Risk-Dollar Trade-Offs for Chronic Bronchitis.”	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Effect of short-term exposure to low levels of gaseous pollutants on chronic obstructive pulmonary disease hospitalizations.	Association between ozone and respiratory admissions among children and the elderly in Vancouver,	Chapter 6: Cost Analysis Approach and Results Commercial, and Institutional	Pechan and Associates and Industrial Economics, Direct Cost Estimates for the Clean Air Act Second Section 812 Prospective Analysis: Draft Report, prepared for U.S. EPA, Office of Air and Radiation,	Learning and Cost Reductions for Generating Technologies in the National Energy Modeling System (NEMS),	Proposed Approach for Expanding the Treatment of Learning Curve Impacts for the Second Section 812 Prospective Analysis: Memorandum, prepared for U.S. EPA, Office of Air and Radiation,	Sulfur Dioxide Control by Electric Utilities: What Are the Gains from Trade?”	Ex Post Evaluation of Tradable Permits: The U.S.	Testimony of Jeffrey Holmstead, Assistant Administrator, Office of Air	Are the costs of proposed environmental regulations overestimated?	The Clean Air Act Amendment: Spurring Innovation and Growth While Cleaning the Air.	Incorporating Technological Learning in the Coal Utility Environmental Cost (CUECost) Model: Estimating the Future Cost Trends of SO2, NOx, and Mercury Control Technologies.” Prepared for ARCADIS Geraghty and Miller, Research Triangle Park, NC 27711. Available at http://steps.ucdavis.edu/People/slyeh/syeh‐ resources/Drft%20Fnl%20Rpt%20Lrng%20for%20CUECost_v3.pdf.	Census Bureau	f No data on budget or revenues for this NAICS code is included
Introduction to visibility	0.9043478260869565	0.8917525773195877	0.875	0.8636363636363636	0.8863636363636364	0.8734939759036144	0.7714285714285715	0.7272727272727273	0.8214285714285714	0.873015873015873	0.9076923076923077	0.7625	0.8333333333333334	0.8476190476190476	0.8269230769230769	0.803030303030303	0.9615384615384616	0.7777777777777778	0.8727272727272727	0.7974683544303798	0.8317757009345794	0.8620689655172413	0.8817204301075269	0.860655737704918	0.8333333333333334	0.821917808219178	0.8900523560209425	0.81	0.8876404494382022	0.8441558441558441	0.7555555555555555	0.8382352941176471	0.7846153846153846	0.8148148148148148	0.9358600583090378	0.9230769230769231	0.7777777777777778
Reanalysis of the Harvard Six Cities Study and the American Cancer Society Study of Particulate Air Pollution and Mortality	0.7130434782608696	0.7371134020618557	0.75625	0.8106060606060606	0.7272727272727273	0.7650602409638554	0.8455284552845529	0.7886178861788617	0.6260162601626016	0.7857142857142857	0.7333333333333333	0.7398373983739838	0.8373983739837398	0.7886178861788617	0.7560975609756098	0.7560975609756098	0.8699186991869918	0.8373983739837398	0.7333333333333333	0.7560975609756098	0.7560975609756098	0.8292682926829268	0.6991869918699187	0.8048780487804879	0.7886178861788617	0.7398373983739838	0.7068062827225131	0.7804878048780488	0.7415730337078652	0.7967479674796748	0.8211382113821138	0.7642276422764228	0.7886178861788617	0.7804878048780488	0.8104956268221575	0.9186991869918699	0.7723577235772358
Spatial and seasonal patterns and longterm variability of the composition of the haze in the United States an analysis of data from the IMPROVE network	0.7565217391304347	0.7835051546391752	0.7875	0.7814569536423841	0.7613636363636364	0.8072289156626506	0.847682119205298	0.7814569536423841	0.7549668874172185	0.7350993377483444	0.7384615384615385	0.7483443708609272	0.8344370860927153	0.7615894039735099	0.8079470198675497	0.7682119205298014	0.8675496688741722	0.8543046357615894	0.8	0.7284768211920529	0.695364238410596	0.7880794701986755	0.7615894039735099	0.7748344370860927	0.7350993377483444	0.7947019867549668	0.7225130890052356	0.7284768211920529	0.7640449438202247	0.7615894039735099	0.8344370860927153	0.8013245033112583	0.8013245033112583	0.7615894039735099	0.7959183673469388	0.9536423841059603	0.8013245033112583
The Social Costs of Chronic Heart and Lung Disease	0.8478260869565217	0.8402061855670103	0.83125	0.7878787878787878	0.8181818181818182	0.8313253012048193	0.8	0.8	0.7976190476190477	0.7777777777777778	0.8461538461538461	0.75	0.78	0.7523809523809524	0.7884615384615384	0.7575757575757576	0.78	0.78	0.8303030303030303	0.759493670886076	0.7757009345794392	0.8189655172413793	0.7419354838709677	0.7459016393442623	0.78125	0.7534246575342466	0.8219895287958116	0.76	0.8370786516853933	0.7142857142857143	0.8	0.8235294117647058	0.7076923076923077	0.7530864197530864	0.8775510204081632	0.84	0.7936507936507936
Trends in Asthma Morbidity and Mortality	0.8782608695652174	0.8608247422680413	0.8375	0.8333333333333334	0.8295454545454546	0.8493975903614458	0.825	0.7454545454545455	0.7738095238095238	0.8174603174603174	0.8564102564102564	0.725	0.8095238095238095	0.8	0.7307692307692307	0.7878787878787878	0.825	0.8	0.8424242424242424	0.759493670886076	0.7757009345794392	0.8103448275862069	0.8064516129032258	0.819672131147541	0.8020833333333334	0.7534246575342466	0.8534031413612565	0.78	0.848314606741573	0.7922077922077922	0.8666666666666667	0.8088235294117647	0.7692307692307693	0.7283950617283951	0.9067055393586005	0.825	0.7936507936507936
Linkage Between Health Effects Estimation and Morbidity Valuation in the Section 812 Analysis�Draft Valuation Document	0.7695652173913043	0.7525773195876289	0.775	0.8257575757575758	0.7556818181818182	0.7650602409638554	0.8305084745762712	0.7627118644067796	0.7542372881355932	0.7857142857142857	0.7230769230769231	0.7372881355932204	0.8050847457627118	0.7796610169491526	0.7711864406779662	0.7796610169491526	0.8305084745762712	0.8305084745762712	0.7636363636363637	0.7542372881355932	0.788135593220339	0.8389830508474576	0.7711864406779662	0.8114754098360656	0.7457627118644068	0.7627118644067796	0.7120418848167539	0.7542372881355932	0.7471910112359551	0.8050847457627118	0.8220338983050848	0.7711864406779662	0.7711864406779662	0.7542372881355932	0.8104956268221575	0.923728813559322	0.7796610169491526
nan	0.9869565217391304	0.9845360824742269	0.98125	0.9772727272727273	0.9829545454545454	0.9819277108433735	0.9142857142857143	0.9454545454545454	0.9642857142857143	0.9761904761904762	0.9846153846153847	0.9625	0.9285714285714286	0.9714285714285714	0.9807692307692307	0.9545454545454546	0.9230769230769231	0.9166666666666666	0.9818181818181818	0.9620253164556962	0.9719626168224299	0.9741379310344828	0.989247311827957	0.9754098360655737	0.96875	0.958904109589041	0.9842931937172775	0.97	0.9831460674157303	0.961038961038961	0.9555555555555556	0.9558823529411765	0.9538461538461539	0.9629629629629629	0.9912536443148688	0.8461538461538461	0.9682539682539683
Regional Haze Regulations	0.9043478260869565	0.9020618556701031	0.89375	0.8863636363636364	0.8806818181818182	0.8734939759036144	0.7714285714285715	0.8181818181818182	0.8095238095238095	0.8650793650793651	0.9128205128205128	0.8125	0.8095238095238095	0.8571428571428571	0.8076923076923077	0.7727272727272727	0.7692307692307693	0.8055555555555556	0.8848484848484849	0.8354430379746836	0.8504672897196262	0.8448275862068966	0.8602150537634409	0.860655737704918	0.8645833333333334	0.7671232876712328	0.9109947643979057	0.84	0.9101123595505618	0.8441558441558441	0.8222222222222222	0.8235294117647058	0.7692307692307693	0.8518518518518519	0.9387755102040817	0.84	0.8412698412698413
Regulatory Impact Analysis for the Final Clean Air Interstate Rule	0.7652173913043478	0.8092783505154639	0.7875	0.7803030303030303	0.7727272727272727	0.7469879518072289	0.7727272727272727	0.7575757575757576	0.7380952380952381	0.746031746031746	0.8051282051282052	0.7625	0.7424242424242424	0.7428571428571429	0.7575757575757576	0.0	0.6060606060606061	0.7424242424242424	0.7575757575757576	0.7721518987341772	0.7663551401869159	0.8103448275862069	0.7634408602150538	0.7950819672131147	0.7291666666666666	0.6712328767123288	0.806282722513089	0.73	0.8033707865168539	0.8051948051948052	0.7424242424242424	0.8529411764705882	0.8484848484848485	0.7777777777777778	0.8717201166180758	0.8636363636363636	0.7878787878787878
Regulatory Impact Analysis 2006 National Ambient Air Quality Standards for Particulate Matter Chapter 5	0.7260869565217392	0.7731958762886598	0.78125	0.7803030303030303	0.6477272727272727	0.7289156626506024	0.8349514563106796	0.7087378640776699	0.7378640776699029	0.7063492063492064	0.7743589743589744	0.7766990291262136	0.8446601941747572	0.8285714285714286	0.6213592233009708	0.5533980582524272	0.7475728155339806	0.8155339805825242	0.696969696969697	0.8058252427184466	0.8317757009345794	0.8189655172413793	0.7669902912621359	0.8114754098360656	0.8349514563106796	0.7184466019417476	0.7853403141361257	0.8446601941747572	0.7752808988764045	0.7669902912621359	0.7669902912621359	0.7572815533980582	0.7669902912621359	0.7864077669902912	0.8454810495626822	0.912621359223301	0.7864077669902912
Regulatory Impact Analysis 2008 National Ambient Air Quality Standards for Groundlevel Ozone Chapter 6	0.7304347826086957	0.7783505154639175	0.7875	0.7803030303030303	0.6590909090909091	0.7409638554216867	0.8431372549019608	0.7058823529411765	0.8137254901960784	0.7857142857142857	0.7743589743589744	0.7941176470588235	0.8431372549019608	0.819047619047619	0.7647058823529411	0.5686274509803921	0.7450980392156863	0.803921568627451	0.7212121212121212	0.7941176470588235	0.8504672897196262	0.8017241379310345	0.7745098039215687	0.8278688524590164	0.8235294117647058	0.7254901960784313	0.7905759162303665	0.8529411764705882	0.7808988764044944	0.7549019607843137	0.7941176470588235	0.7647058823529411	0.7745098039215687	0.7647058823529411	0.8454810495626822	0.9117647058823529	0.7745098039215687
Basic characteristics of the fall tourism market	0.8652173913043478	0.8556701030927835	0.825	0.8181818181818182	0.8295454545454546	0.8493975903614458	0.8125	0.7818181818181819	0.7738095238095238	0.8174603174603174	0.8564102564102564	0.7625	0.8333333333333334	0.8	0.8076923076923077	0.7272727272727273	0.8333333333333334	0.7708333333333334	0.8303030303030303	0.7721518987341772	0.7663551401869159	0.8275862068965517	0.7526881720430108	0.7704918032786885	0.7604166666666666	0.8082191780821918	0.837696335078534	0.76	0.8202247191011236	0.7662337662337663	0.7708333333333334	0.8088235294117647	0.7846153846153846	0.7901234567901234	0.8979591836734694	0.8541666666666666	0.7619047619047619
Acute respiratory health effects of air pollution on children with asthma in US inner cities	0.7782608695652173	0.788659793814433	0.775	0.7878787878787878	0.7727272727272727	0.7771084337349398	0.8260869565217391	0.7391304347826086	0.8260869565217391	0.6904761904761905	0.7743589743589744	0.6847826086956522	0.782608695652174	0.7904761904761904	0.75	0.7282608695652174	0.8369565217391305	0.8152173913043478	0.7757575757575758	0.7608695652173914	0.7289719626168224	0.75	0.8279569892473119	0.680327868852459	0.7083333333333334	0.7934782608695652	0.7643979057591623	0.78	0.7471910112359551	0.782608695652174	0.7717391304347826	0.75	0.7065217391304348	0.7717391304347826	0.8396501457725948	0.9130434782608695	0.75
Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution	0.7913043478260869	0.7835051546391752	0.7625	0.803030303030303	0.7556818181818182	0.7771084337349398	0.8064516129032258	0.7849462365591398	0.16129032258064516	0.6587301587301587	0.8	0.7741935483870968	0.7849462365591398	0.7904761904761904	0.6881720430107527	0.7634408602150538	0.8172043010752689	0.8064516129032258	0.7515151515151515	0.7741935483870968	0.7570093457943925	0.8189655172413793	0.8387096774193549	0.7540983606557377	0.8333333333333334	0.7419354838709677	0.7696335078534031	0.81	0.7696629213483146	0.7956989247311828	0.7956989247311828	0.7849462365591398	0.7956989247311828	0.7634408602150538	0.8338192419825073	0.9032258064516129	0.7526881720430108
Air pollution and exacerbation of asthma in AfricanAmerican children in Los Angeles	0.7913043478260869	0.7731958762886598	0.78125	0.7575757575757576	0.7556818181818182	0.7590361445783133	0.8072289156626506	0.6867469879518072	0.8095238095238095	0.7380952380952381	0.7846153846153846	0.6506024096385542	0.7590361445783133	0.7619047619047619	0.7349397590361446	0.7710843373493976	0.8313253012048193	0.7590361445783133	0.7333333333333333	0.7228915662650602	0.7289719626168224	0.7931034482758621	0.7956989247311828	0.7622950819672131	0.7083333333333334	0.8192771084337349	0.7958115183246073	0.75	0.7752808988764045	0.8072289156626506	0.7228915662650602	0.7831325301204819	0.7710843373493976	0.8072289156626506	0.8571428571428571	0.9156626506024096	0.7349397590361446
Fish Consumption Patterns and Blood Mercury Levels in Wisconsin Chippewa Indians	0.808695652173913	0.7783505154639175	0.725	0.7575757575757576	0.7954545454545454	0.7831325301204819	0.8125	0.7625	0.7976190476190477	0.7936507936507936	0.7897435897435897	0.775	0.7875	0.7904761904761904	0.7625	0.825	0.85	0.775	0.7696969696969697	0.7875	0.7289719626168224	0.7844827586206896	0.8494623655913979	0.7704918032786885	0.7291666666666666	0.85	0.8010471204188482	0.8	0.7921348314606742	0.8625	0.775	0.8	0.8	0.8641975308641975	0.8513119533527697	0.8625	0.775
What Determines the Value of Life A MetaAnalysis	0.8521739130434782	0.8402061855670103	0.80625	0.8181818181818182	0.8181818181818182	0.8313253012048193	0.7916666666666666	0.8363636363636363	0.7976190476190477	0.7857142857142857	0.8358974358974359	0.7125	0.7083333333333334	0.780952380952381	0.8461538461538461	0.7575757575757576	0.7291666666666666	0.75	0.7818181818181819	0.7974683544303798	0.7757009345794392	0.8103448275862069	0.7849462365591398	0.7868852459016393	0.7708333333333334	0.7808219178082192	0.8324607329842932	0.77	0.8202247191011236	0.7922077922077922	0.8958333333333334	0.8382352941176471	0.8153846153846154	0.7777777777777778	0.8950437317784257	0.8541666666666666	0.7619047619047619
Ambient air pollution and respiratory emergency department visits	0.808695652173913	0.7989690721649485	0.76875	0.75	0.7897727272727273	0.7891566265060241	0.7692307692307693	0.7846153846153846	0.7619047619047619	0.7777777777777778	0.7897435897435897	0.5125	0.7846153846153846	0.7523809523809524	0.7692307692307693	0.8484848484848485	0.7538461538461538	0.7538461538461538	0.7575757575757576	0.7974683544303798	0.7289719626168224	0.7931034482758621	0.8279569892473119	0.7622950819672131	0.6875	0.7671232876712328	0.806282722513089	0.73	0.7921348314606742	0.8311688311688312	0.7384615384615385	0.8529411764705882	0.8153846153846154	0.8148148148148148	0.8688046647230321	0.8769230769230769	0.8307692307692308
Air Pollution and Hospital Admissions for Chronic Obstructive Pulmonary Disease in Three Metropolitan Areas in the United States	0.7652173913043478	0.7268041237113402	0.71875	0.8333333333333334	0.75	0.7650602409638554	0.84375	0.765625	0.734375	0.7890625	0.7487179487179487	0.7265625	0.796875	0.7890625	0.765625	0.7265625	0.8828125	0.8125	0.7333333333333333	0.7265625	0.7578125	0.8046875	0.7421875	0.7578125	0.7421875	0.75	0.7277486910994765	0.6640625	0.7640449438202247	0.7734375	0.7734375	0.8046875	0.7578125	0.734375	0.8163265306122449	0.9296875	0.7734375
Air Pollution and Daily Mortality in Three US Counties	0.8478260869565217	0.8092783505154639	0.81875	0.7878787878787878	0.7954545454545454	0.8012048192771084	0.7777777777777778	0.8181818181818182	0.7142857142857143	0.7698412698412699	0.8205128205128205	0.5875	0.7962962962962963	0.7428571428571429	0.7407407407407407	0.7878787878787878	0.7962962962962963	0.7592592592592593	0.8	0.6835443037974683	0.7289719626168224	0.7931034482758621	0.7526881720430108	0.8032786885245902	0.7291666666666666	0.7808219178082192	0.8272251308900523	0.75	0.8258426966292135	0.7532467532467533	0.7222222222222222	0.8235294117647058	0.7846153846153846	0.7654320987654321	0.8892128279883382	0.9074074074074074	0.7777777777777778
The cost of asthma in the emergency department and hospital	0.8217391304347826	0.8092783505154639	0.79375	0.7803030303030303	0.8068181818181818	0.8132530120481928	0.8305084745762712	0.8305084745762712	0.75	0.753968253968254	0.8051282051282052	0.7375	0.8305084745762712	0.7523809523809524	0.8135593220338984	0.7727272727272727	0.7796610169491526	0.7966101694915254	0.7818181818181819	0.7721518987341772	0.6915887850467289	0.8017241379310345	0.6989247311827957	0.7377049180327869	0.75	0.7123287671232876	0.7958115183246073	0.76	0.7921348314606742	0.7922077922077922	0.7288135593220338	0.8088235294117647	0.7076923076923077	0.7654320987654321	0.8717201166180758	0.8813559322033898	0.7936507936507936
Reduction in Fine Particulate Air Pollution and Mortality	0.8217391304347826	0.7938144329896907	0.76875	0.803030303030303	0.7840909090909091	0.7650602409638554	0.7719298245614035	0.7543859649122807	0.6785714285714286	0.7380952380952381	0.8051282051282052	0.75	0.7894736842105263	0.7428571428571429	0.7543859649122807	0.7575757575757576	0.7719298245614035	0.7192982456140351	0.8	0.7468354430379747	0.7289719626168224	0.8017241379310345	0.7526881720430108	0.7622950819672131	0.71875	0.7397260273972602	0.8115183246073299	0.7	0.8033707865168539	0.7532467532467533	0.8421052631578947	0.7941176470588235	0.7692307692307693	0.7530864197530864	0.892128279883382	0.8771929824561403	0.7936507936507936
The effect of air pollution on innercity children with asthma	0.8391304347826087	0.8195876288659794	0.80625	0.803030303030303	0.7784090909090909	0.8072289156626506	0.7868852459016393	0.7704918032786885	0.7976190476190477	0.746031746031746	0.8256410256410256	0.625	0.7868852459016393	0.7238095238095238	0.8032786885245902	0.8181818181818182	0.819672131147541	0.8032786885245902	0.8	0.7468354430379747	0.7476635514018691	0.8189655172413793	0.7419354838709677	0.7213114754098361	0.7291666666666666	0.7671232876712328	0.8219895287958116	0.74	0.8033707865168539	0.7922077922077922	0.7213114754098361	0.75	0.7384615384615385	0.7160493827160493	0.880466472303207	0.9016393442622951	0.8412698412698413
A Poisson process approach for recurrent event data with environmental covariates	0.8	0.7628865979381443	0.725	0.7727272727272727	0.7670454545454546	0.7650602409638554	0.8148148148148148	0.7530864197530864	0.8214285714285714	0.7698412698412699	0.7897435897435897	0.8518518518518519	0.7530864197530864	0.6761904761904762	0.7530864197530864	0.7777777777777778	0.8395061728395061	0.7037037037037037	0.7575757575757576	0.7777777777777778	0.7570093457943925	0.7586206896551724	0.8172043010752689	0.7540983606557377	0.75	0.7777777777777778	0.7801047120418848	0.74	0.7752808988764045	0.8271604938271605	0.7901234567901234	0.8024691358024691	0.7160493827160493	0.8271604938271605	0.8629737609329446	0.9135802469135802	0.7654320987654321
Choices of stratification in Poisson process analysis of recurrent event data with environmental covariates	0.7739130434782608	0.7422680412371134	0.7375	0.7424242424242424	0.7556818181818182	0.7289156626506024	0.8411214953271028	0.7570093457943925	0.794392523364486	0.7936507936507936	0.7487179487179487	0.7102803738317757	0.8037383177570093	0.719626168224299	0.7757009345794392	0.7289719626168224	0.8598130841121495	0.7476635514018691	0.7393939393939394	0.6915887850467289	0.7570093457943925	0.8189655172413793	0.719626168224299	0.7377049180327869	0.7570093457943925	0.7476635514018691	0.7382198952879581	0.822429906542056	0.7528089887640449	0.7757009345794392	0.794392523364486	0.7757009345794392	0.7383177570093458	0.8037383177570093	0.8279883381924198	0.9065420560747663	0.7570093457943925
Direct Medical Costs of Coronary Artery Disease in the United States	0.8130434782608695	0.7835051546391752	0.76875	0.7575757575757576	0.7840909090909091	0.7650602409638554	0.7941176470588235	0.7794117647058824	0.7857142857142857	0.7063492063492064	0.8	0.7375	0.7647058823529411	0.7142857142857143	0.7352941176470589	0.8088235294117647	0.8235294117647058	0.7647058823529411	0.7636363636363637	0.6962025316455697	0.6915887850467289	0.7844827586206896	0.7956989247311828	0.7459016393442623	0.7395833333333334	0.821917808219178	0.7958115183246073	0.74	0.797752808988764	0.7532467532467533	0.7205882352941176	0.8382352941176471	0.7058823529411765	0.7901234567901234	0.8542274052478134	0.8970588235294118	0.8088235294117647
Development and applications of a standard visual index	0.8304347826086956	0.8144329896907216	0.81875	0.7803030303030303	0.8068181818181818	0.8132530120481928	0.7090909090909091	0.0	0.75	0.7857142857142857	0.841025641025641	0.7125	0.7636363636363637	0.7523809523809524	0.8727272727272727	0.7575757575757576	0.7818181818181819	0.8	0.793939393939394	0.7215189873417721	0.7570093457943925	0.7758620689655172	0.7634408602150538	0.7868852459016393	0.71875	0.7534246575342466	0.8324607329842932	0.76	0.8089887640449438	0.7792207792207793	0.7090909090909091	0.7794117647058824	0.8153846153846154	0.7654320987654321	0.8833819241982507	0.8909090909090909	0.7936507936507936
Characterization of PM25 gaseous pollutants and meteorological interactions in the context of timeseries health effects models	0.7565217391304347	0.7319587628865979	0.76875	0.8181818181818182	0.7386363636363636	0.7469879518072289	0.8253968253968254	0.753968253968254	0.7301587301587301	0.8412698412698413	0.7589743589743589	0.6825396825396826	0.7936507936507936	0.7380952380952381	0.7936507936507936	0.753968253968254	0.8571428571428571	0.8253968253968254	0.7515151515151515	0.7301587301587301	0.746031746031746	0.8492063492063492	0.7380952380952381	0.753968253968254	0.7142857142857143	0.7380952380952381	0.7591623036649214	0.7301587301587301	0.7921348314606742	0.7698412698412699	0.8095238095238095	0.753968253968254	0.7222222222222222	0.753968253968254	0.8046647230320699	0.9126984126984127	0.7777777777777778
Soil chemistry and nutrition of North American sprucefir stands evidence for recent change	0.7956521739130434	0.7628865979381443	0.73125	0.7878787878787878	0.7443181818181818	0.7771084337349398	0.8111111111111111	0.7333333333333333	0.8111111111111111	0.7698412698412699	0.7794871794871795	0.7555555555555555	0.7888888888888889	0.7619047619047619	0.7444444444444445	0.7666666666666667	0.8555555555555555	0.7666666666666667	0.7090909090909091	0.7666666666666667	0.7663551401869159	0.7586206896551724	0.8279569892473119	0.7622950819672131	0.8125	0.8	0.7486910994764397	0.81	0.7471910112359551	0.7777777777777778	0.7444444444444445	0.7777777777777778	0.7333333333333333	0.8111111111111111	0.8338192419825073	0.9	0.7444444444444445
Air pollution and daily hospital admissions in metropolitan Los Angeles	0.8130434782608695	0.7731958762886598	0.78125	0.7196969696969697	0.7670454545454546	0.7710843373493976	0.8028169014084507	0.7464788732394366	0.7619047619047619	0.7777777777777778	0.8102564102564103	0.6375	0.7605633802816901	0.7333333333333333	0.7464788732394366	0.8309859154929577	0.8309859154929577	0.7464788732394366	0.7818181818181819	0.7721518987341772	0.7570093457943925	0.7844827586206896	0.7634408602150538	0.7868852459016393	0.6666666666666666	0.7671232876712328	0.8115183246073299	0.74	0.8146067415730337	0.8051948051948052	0.7605633802816901	0.8028169014084507	0.8169014084507042	0.8148148148148148	0.8629737609329446	0.9154929577464789	0.7746478873239436
Association of asthma symptoms with peak particulate air pollution and effect modification by antiinflammatory medication use	0.7739130434782608	0.7731958762886598	0.74375	0.8409090909090909	0.7613636363636364	0.7710843373493976	0.832	0.792	0.752	0.8333333333333334	0.7487179487179487	0.728	0.816	0.792	0.776	0.776	0.872	0.848	0.7757575757575758	0.744	0.744	0.832	0.768	0.76	0.696	0.76	0.7277486910994765	0.76	0.7640449438202247	0.792	0.824	0.736	0.752	0.744	0.8250728862973761	0.928	0.792
Asthma symptoms in Hispanic children and daily ambient exposures to toxic and criteria air pollutants	0.7652173913043478	0.7731958762886598	0.75	0.8106060606060606	0.7613636363636364	0.7710843373493976	0.8415841584158416	0.7722772277227723	0.6633663366336634	0.746031746031746	0.7230769230769231	0.7425742574257426	0.8118811881188119	0.819047619047619	0.7623762376237624	0.7623762376237624	0.8514851485148515	0.8118811881188119	0.7393939393939394	0.7821782178217822	0.8037383177570093	0.8103448275862069	0.801980198019802	0.7868852459016393	0.7920792079207921	0.7128712871287128	0.7643979057591623	0.8613861386138614	0.7640449438202247	0.7920792079207921	0.8217821782178217	0.7623762376237624	0.7524752475247525	0.801980198019802	0.8309037900874635	0.900990099009901	0.7524752475247525
Acid rain impacts on calcium nutrition and forest health	0.8391304347826087	0.8144329896907216	0.8	0.7878787878787878	0.8068181818181818	0.8012048192771084	0.7678571428571429	0.8571428571428571	0.7738095238095238	0.7777777777777778	0.8102564102564103	0.7	0.7678571428571429	0.7428571428571429	0.8214285714285714	0.7272727272727273	0.8035714285714286	0.7321428571428571	0.806060606060606	0.7848101265822784	0.7476635514018691	0.7758620689655172	0.7419354838709677	0.7540983606557377	0.7395833333333334	0.7671232876712328	0.8115183246073299	0.72	0.7865168539325843	0.7662337662337663	0.8035714285714286	0.8235294117647058	0.7538461538461538	0.6790123456790124	0.8862973760932945	0.8571428571428571	0.746031746031746
A national estimate of the economic costs of asthma 	0.8434782608695652	0.8195876288659794	0.80625	0.7954545454545454	0.8068181818181818	0.8072289156626506	0.75	0.8363636363636363	0.7619047619047619	0.7936507936507936	0.8153846153846154	0.725	0.75	0.7904761904761904	0.8269230769230769	0.7727272727272727	0.8076923076923077	0.75	0.7818181818181819	0.7468354430379747	0.7383177570093458	0.7931034482758621	0.7526881720430108	0.7704918032786885	0.7604166666666666	0.7808219178082192	0.7958115183246073	0.75	0.8033707865168539	0.7792207792207793	0.7884615384615384	0.7794117647058824	0.7538461538461538	0.7901234567901234	0.880466472303207	0.8846153846153846	0.7619047619047619
Association of ambient air pollution with respiratory hospitalization in a governmentdesignated area of concern the case of Windsor	0.7565217391304347	0.7216494845360825	0.75625	0.8333333333333334	0.75	0.7349397590361446	0.8244274809160306	0.7557251908396947	0.7709923664122137	0.7709923664122137	0.717948717948718	0.648854961832061	0.8244274809160306	0.7404580152671756	0.7862595419847328	0.7786259541984732	0.8702290076335878	0.8244274809160306	0.7272727272727273	0.7480916030534351	0.7557251908396947	0.7786259541984732	0.7175572519083969	0.7862595419847328	0.6106870229007634	0.7938931297709924	0.7068062827225131	0.732824427480916	0.7247191011235955	0.7633587786259542	0.8091603053435115	0.7175572519083969	0.7633587786259542	0.7404580152671756	0.8017492711370262	0.9389312977099237	0.7786259541984732
Association between air pollution and multiple respiratory hospitalizations among the elderly in Vancouver Canada	0.7739130434782608	0.7422680412371134	0.7375	0.8106060606060606	0.7386363636363636	0.7409638554216867	0.8053097345132744	0.7522123893805309	0.7522123893805309	0.8095238095238095	0.7487179487179487	0.6017699115044248	0.8141592920353983	0.7699115044247787	0.7610619469026548	0.7699115044247787	0.8495575221238938	0.8230088495575221	0.7515151515151515	0.7168141592920354	0.7610619469026548	0.8275862068965517	0.7876106194690266	0.8032786885245902	0.45132743362831856	0.7699115044247787	0.7329842931937173	0.7699115044247787	0.7471910112359551	0.7522123893805309	0.8053097345132744	0.7699115044247787	0.7433628318584071	0.7522123893805309	0.8309037900874635	0.9203539823008849	0.7168141592920354
