	Availability of Nutrition Information from Chain Restaurants in	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Prevalence and Trends in Obesity Among U.S.	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Size Matters: The Influence of Adolescent’s Weight and	Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	Will all Americans become Overweight or Obese? Estimating the Progression and	Department of Health and Human Services and U.S. Department of Agriculture, “2010 Dietary Guidelines for Americans,” 7th ed., Washington DC: U.S. Government Printing Office,	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	"Nutrient Contribution of Food Away From Home."" In America&apos;s Eating Habits: Changes and Consequences,"	Separating what We Eat from where:	Foundation. “Menu Labeling: Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior?” Healthy Eating Research,	Taxing Caloric Sweetened Beverages: Potential Effects on	FDA Labeling Cost Model, Final Report.” Prepared for Amber Jessup, DHHS/PHS/FDA/CFSAN. Prepared by	Silliker Information.” Memo to File,	Online Appendix for ‘Are Restaurants Really Supersizing America?’”	Testing Laboratory. “Quality Nutrition Analysis.”	Evaluation Of Recordkeeping Costs For Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin DHHS/PHS/FDA/CFSAN. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	FDA Report,” ReCount Restaurant Census.	Under the Radar: Top 50	Acquisition Pace Quickens in 2010, but Despite Consolidation, Top Chains Still Account for Nearly 40	Sector 72: Sub: Single Unit & Multiunit Firms for the U.S:	Insights “New menu items at restaurants” Memo to File.	Display Signs & Design “Order/Get Menu Pricing” website http://www.dsdsign.com/Pages/menus3.htm. accessed on October 6,	McDonald’s meeting	Sector 72: Sub: Seating Capacity for the U.S. and States:	Statistics. “Job Openings and Labor Turnover Survey: Accommodation and food services,	Paying Attention to Retention.”	KFC’s New Computer-Based Training Program Proves a Time Saver and Better Tool for	Statistics. “Occupational Employment Statistics Query System:	Consumer Awareness of Fast-Food Calorie Information in New York City After Implementation of a Menu Labeling Regulation.”	"Calorie Posting in Chain Restaurants."""	Purchasing Behavior and Calorie Information at Fast-Food Chains in	The Psychology of Food Consumption: Strategies for Promoting Healthier Food Choices”. American Economic Review:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Measuring the Health of the U.S. Population,” Brookings Paper, Microeconomics,	Obesity-Related Quality-Adjusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Modeling Weight-Loss Maintenance to Help Prevent Body Weight Regain,”	Sectors 44-45: Sub: Single Unit & Multiunit Firms for the U.S:	Sector 71: Sub: Single Unit & Multiunit Firms for the US:	Sector 51: Sub: Single Unit & Multiunit Firms for the US:	Association.	Association. When American Flies, it Works:	Global Airline Industry Program, “Total Operating Fleet,” Airline Data Project.	Global Airline Industry Program, “Average Seat Capacity of Total Operating Fleet,” Airline Data Project.	Transportation Statistics. “Appendix D – Modal Profiles, Rail Profile,” National Transportation Statistics.	The Partner of Choice: Annual Report FY	Transportation Statistics. National Census of Ferry Operators.
FDA Labeling Cost Model Final Report	0.7619047619047619	0.8035714285714286	0.8163265306122449	0.6944444444444444	0.8780487804878049	0.7974683544303798	0.8317757009345794	0.8	0.7894736842105263	0.7777777777777778	0.7924528301886793	0.7894736842105263	0.8802395209580839	0.797752808988764	0.8	0.8383838383838383	0.75	0.8226950354609929	0.7818181818181819	0.6129032258064516	0.9166666666666666	0.8309859154929577	0.803921568627451	0.885593220338983	0.717948717948718	0.7777777777777778	0.8163265306122449	0.7358490566037735	0.7894736842105263	0.8468468468468469	0.8055555555555556	0.7307692307692307	0.8095238095238095	0.8611111111111112	0.7804878048780488	0.8360655737704918	0.8347107438016529	0.8055555555555556	0.8	0.8272727272727273	0.7448979591836735	0.8157894736842105	0.7727272727272727	0.6833333333333333	0.7837837837837838	0.75	0.8133333333333334	0.821917808219178	0.782051282051282	0.8536585365853658	0.782608695652174	0.75	0.7358490566037735	0.7358490566037735	0.8333333333333334	0.825	0.7875	0.8285714285714286	0.8073394495412844	0.631578947368421	0.7666666666666667
FDA Report	0.9206349206349206	0.9285714285714286	0.9285714285714286	0.8666666666666667	0.926829268292683	0.9493670886075949	0.9532710280373832	0.9272727272727272	0.8947368421052632	0.8333333333333334	0.9056603773584906	0.9210526315789473	0.9580838323353293	0.9325842696629213	0.9428571428571428	0.9292929292929293	0.8787878787878788	0.9432624113475178	0.9272727272727272	0.8924731182795699	0.8888888888888888	0.9154929577464789	0.9215686274509803	0.961864406779661	0.7435897435897436	0.8636363636363636	0.9489795918367347	0.9056603773584906	0.9298245614035088	0.9459459459459459	0.85	0.8846153846153846	0.9404761904761905	0.84375	0.9146341463414634	0.9180327868852459	0.9504132231404959	0.8611111111111112	0.9230769230769231	0.9454545454545454	0.9183673469387755	0.9385964912280702	0.8636363636363636	0.9333333333333333	0.9324324324324325	0.9375	0.9333333333333333	0.9315068493150684	0.9230769230769231	0.9024390243902439	0.927536231884058	0.9107142857142857	0.9056603773584906	0.9056603773584906	1.0	0.875	0.9375	0.9333333333333333	0.926605504587156	0.7894736842105263	0.9166666666666666
Menu Labeling Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior	0.61	0.78	0.77	0.87	0.8	0.77	0.8317757009345794	0.79	0.8	0.86	0.75	0.79	0.7664670658682635	0.85	0.74	0.81	0.8	0.2907801418439716	0.74	0.76	0.76	0.78	0.8	0.7966101694915254	0.79	0.88	0.82	0.77	0.77	0.8018018018018018	0.89	0.78	0.81	0.79	0.78	0.79	0.7107438016528925	0.76	0.65	0.7454545454545455	0.74	0.7631578947368421	0.76	0.75	0.73	0.77	0.72	0.8	0.81	0.8	0.74	0.77	0.77	0.77	0.92	0.81	0.78	0.8285714285714286	0.8715596330275229	0.81	0.73
Menucalc Plans	0.9047619047619048	0.8392857142857143	0.8979591836734694	0.9333333333333333	0.8536585365853658	0.9113924050632911	0.9158878504672897	0.8181818181818182	0.8157894736842105	0.8333333333333334	0.8490566037735849	0.8947368421052632	0.9341317365269461	0.8876404494382022	0.8714285714285714	0.9090909090909091	0.8787878787878788	0.9148936170212766	0.8545454545454545	0.9139784946236559	0.8888888888888888	0.9014084507042254	0.8627450980392157	0.9449152542372882	0.8461538461538461	0.8636363636363636	0.9183673469387755	0.8679245283018868	0.8771929824561403	0.918918918918919	0.75	0.8461538461538461	0.9047619047619048	0.875	0.9146341463414634	0.9016393442622951	0.9173553719008265	0.8055555555555556	0.8769230769230769	0.9181818181818182	0.9183673469387755	0.9298245614035088	0.8636363636363636	0.85	0.8648648648648649	0.8854166666666666	0.8533333333333334	0.9178082191780822	0.8974358974358975	0.8292682926829268	0.8695652173913043	0.875	0.8679245283018868	0.8679245283018868	0.8571428571428571	0.825	0.9	0.9142857142857143	0.908256880733945	0.868421052631579	0.8833333333333333
Silliker Information	0.7301587301587301	0.875	0.8775510204081632	0.85	0.8048780487804879	0.8734177215189873	0.8878504672897196	0.7818181818181819	0.7631578947368421	0.8333333333333334	0.8490566037735849	0.8157894736842105	0.9041916167664671	0.8426966292134831	0.8857142857142857	0.8787878787878788	0.8484848484848485	0.8794326241134752	0.8181818181818182	0.8817204301075269	0.4444444444444444	0.8591549295774648	0.8431372549019608	0.9364406779661016	0.8461538461538461	0.9090909090909091	0.8775510204081632	0.8301886792452831	0.8596491228070176	0.8828828828828829	0.9	0.8461538461538461	0.8333333333333334	0.75	0.8780487804878049	0.8524590163934426	0.8842975206611571	0.8333333333333334	0.7692307692307693	0.8909090909090909	0.8877551020408163	0.8596491228070176	0.8181818181818182	0.85	0.8243243243243243	0.8645833333333334	0.8666666666666667	0.8493150684931506	0.8589743589743589	0.8048780487804879	0.855072463768116	0.8392857142857143	0.8301886792452831	0.8301886792452831	0.7	0.825	0.8375	0.8666666666666667	0.8623853211009175	0.8421052631578947	0.85
Total Operating Fleet	0.8253968253968254	0.8035714285714286	0.8673469387755102	0.8571428571428571	0.8048780487804879	0.810126582278481	0.8504672897196262	0.8363636363636363	0.8157894736842105	0.8333333333333334	0.7735849056603774	0.8157894736842105	0.9041916167664671	0.8426966292134831	0.8142857142857143	0.8585858585858586	0.7878787878787878	0.8936170212765957	0.7818181818181819	0.8709677419354839	0.7777777777777778	0.8169014084507042	0.7843137254901961	0.9194915254237288	0.8205128205128205	0.8636363636363636	0.8775510204081632	0.8301886792452831	0.8596491228070176	0.8828828828828829	0.9047619047619048	0.8076923076923077	0.8452380952380952	0.78125	0.8536585365853658	0.8032786885245902	0.8760330578512396	0.7777777777777778	0.8307692307692308	0.8727272727272727	0.8673469387755102	0.8596491228070176	0.7727272727272727	0.7833333333333333	0.8378378378378378	0.8541666666666666	0.8266666666666667	0.863013698630137	0.8333333333333334	0.7317073170731707	0.8405797101449275	0.8392857142857143	0.8301886792452831	0.8301886792452831	0.8571428571428571	0.75	0.7375	0.8	0.8715596330275229	0.7894736842105263	0.7833333333333333
2010 Restaurant Industry Forecast	0.8095238095238095	0.7857142857142857	0.8571428571428571	0.8484848484848485	0.7804878048780488	0.8227848101265823	0.822429906542056	0.7818181818181819	0.8421052631578947	0.7878787878787878	0.8113207547169812	0.8289473684210527	0.8682634730538922	0.8426966292134831	0.8142857142857143	0.8484848484848485	0.9090909090909091	0.8652482269503546	0.8	0.8602150537634409	0.8611111111111112	0.7464788732394366	0.803921568627451	0.8983050847457628	0.7948717948717948	0.8181818181818182	0.826530612244898	0.7924528301886793	0.8070175438596491	0.8648648648648649	0.8787878787878788	0.7884615384615384	0.8452380952380952	0.9090909090909091	0.8414634146341463	0.8032786885245902	0.859504132231405	0.8055555555555556	0.7846153846153846	0.8727272727272727	0.8571428571428571	0.8157894736842105	0.8181818181818182	0.8333333333333334	0.7702702702702703	0.8229166666666666	0.84	0.821917808219178	0.8205128205128205	0.8292682926829268	0.8115942028985508	0.8035714285714286	0.7924528301886793	0.7924528301886793	0.8787878787878788	0.825	0.8125	0.8380952380952381	0.8623853211009175	0.8421052631578947	0.7666666666666667
The Partner of Choice Annual Report FY 2009	0.7936507936507936	0.7857142857142857	0.7244897959183674	0.8372093023255814	0.8372093023255814	0.7974683544303798	0.8037383177570093	0.7636363636363637	0.7441860465116279	0.7441860465116279	0.8113207547169812	0.8026315789473685	0.8562874251497006	0.7640449438202247	0.7714285714285715	0.8282828282828283	0.7674418604651163	0.8156028368794326	0.8	0.8064516129032258	0.7674418604651163	0.7746478873239436	0.8431372549019608	0.8813559322033898	0.813953488372093	0.7441860465116279	0.8163265306122449	0.8301886792452831	0.8245614035087719	0.8468468468468469	0.8837209302325582	0.8269230769230769	0.8452380952380952	0.7674418604651163	0.8048780487804879	0.8524590163934426	0.8099173553719008	0.7674418604651163	0.7538461538461538	0.7727272727272727	0.7653061224489796	0.8070175438596491	0.8409090909090909	0.8333333333333334	0.7297297297297297	0.8020833333333334	0.8	0.7808219178082192	0.8076923076923077	0.8837209302325582	0.8115942028985508	0.8214285714285714	0.8301886792452831	0.8301886792452831	0.9069767441860465	0.8372093023255814	0.8	0.819047619047619	0.8073394495412844	0.11627906976744186	0.7666666666666667
When American Flie it Work 2010 Economic Report	0.7777777777777778	0.75	0.7346938775510204	0.7872340425531915	0.8297872340425532	0.7721518987341772	0.794392523364486	0.7818181818181819	0.8085106382978723	0.7659574468085106	0.7924528301886793	0.6842105263157895	0.8143712574850299	0.7752808988764045	0.7571428571428571	0.8080808080808081	0.7446808510638298	0.8226950354609929	0.8	0.8172043010752689	0.8085106382978723	0.7887323943661971	0.9019607843137255	0.8898305084745762	0.851063829787234	0.7872340425531915	0.7857142857142857	0.8490566037735849	0.8245614035087719	0.8108108108108109	0.8936170212765957	0.8461538461538461	0.7976190476190477	0.8297872340425532	0.8170731707317073	0.8524590163934426	0.7851239669421488	0.851063829787234	0.7846153846153846	0.7545454545454545	0.7244897959183674	0.7982456140350878	0.8297872340425532	0.7833333333333333	0.7567567567567568	0.7916666666666666	0.7866666666666666	0.8082191780821918	0.7948717948717948	0.7872340425531915	0.7971014492753623	0.8392857142857143	0.8490566037735849	0.8490566037735849	0.8723404255319149	0.723404255319149	0.825	0.8285714285714286	0.8165137614678899	0.7021276595744681	0.7833333333333333
Quality Nutrition Analysis 	0.6666666666666666	0.8392857142857143	0.8571428571428571	0.8148148148148148	0.8048780487804879	0.7721518987341772	0.8504672897196262	0.8181818181818182	0.8157894736842105	0.8518518518518519	0.7547169811320755	0.8289473684210527	0.8922155688622755	0.8651685393258427	0.8	0.8181818181818182	0.8484848484848485	0.8439716312056738	0.8	0.8709677419354839	0.7222222222222222	0.8169014084507042	0.49019607843137253	0.9110169491525424	0.8461538461538461	0.9259259259259259	0.8367346938775511	0.7924528301886793	0.8245614035087719	0.8828828828828829	0.9259259259259259	0.8269230769230769	0.8333333333333334	0.71875	0.8536585365853658	0.7540983606557377	0.8512396694214877	0.8055555555555556	0.7692307692307693	0.8545454545454545	0.8775510204081632	0.868421052631579	0.7954545454545454	0.8166666666666667	0.8378378378378378	0.8229166666666666	0.8266666666666667	0.7945205479452054	0.7692307692307693	0.7317073170731707	0.8260869565217391	0.8035714285714286	0.7924528301886793	0.7924528301886793	0.8518518518518519	0.8	0.825	0.8571428571428571	0.8623853211009175	0.7631578947368421	0.7833333333333333
McDonalds meeting	0.873015873015873	0.8928571428571429	0.8673469387755102	0.8235294117647058	0.7804878048780488	0.8734177215189873	0.8878504672897196	0.8363636363636363	0.7368421052631579	0.8333333333333334	0.8490566037735849	0.8552631578947368	0.9161676646706587	0.8764044943820225	0.8857142857142857	0.8888888888888888	0.8787878787878788	0.900709219858156	0.8363636363636363	0.9032258064516129	0.8333333333333334	0.8732394366197183	0.8627450980392157	0.9449152542372882	0.8461538461538461	0.9545454545454546	0.8877551020408163	0.8490566037735849	0.8771929824561403	0.9099099099099099	0.15	0.8461538461538461	0.8690476190476191	0.78125	0.8902439024390244	0.8524590163934426	0.9090909090909091	0.8333333333333334	0.8461538461538461	0.8909090909090909	0.8979591836734694	0.8947368421052632	0.7954545454545454	0.8166666666666667	0.8648648648648649	0.8854166666666666	0.8666666666666667	0.863013698630137	0.8461538461538461	0.8292682926829268	0.8405797101449275	0.8571428571428571	0.8490566037735849	0.8490566037735849	0.8235294117647058	0.8	0.8625	0.8857142857142857	0.8990825688073395	0.868421052631579	0.8333333333333334
Strategies for Promoting Healthier Food Choices	0.746031746031746	0.7321428571428571	0.5204081632653061	0.7872340425531915	0.7872340425531915	0.7848101265822784	0.8037383177570093	0.8181818181818182	0.723404255319149	0.851063829787234	0.8301886792452831	0.7763157894736842	0.8323353293413174	0.797752808988764	0.7857142857142857	0.7272727272727273	0.723404255319149	0.8014184397163121	0.8	0.8064516129032258	0.7446808510638298	0.7323943661971831	0.8431372549019608	0.864406779661017	0.7659574468085106	0.7872340425531915	0.7959183673469388	0.7924528301886793	0.8070175438596491	0.8108108108108109	0.8723404255319149	0.75	0.7261904761904762	0.8085106382978723	0.7682926829268293	0.7377049180327869	0.7933884297520661	0.7021276595744681	0.6923076923076923	0.5727272727272728	0.7959183673469388	0.7982456140350878	0.8297872340425532	0.7833333333333333	0.7702702702702703	0.7395833333333334	0.7466666666666667	0.7945205479452054	0.8076923076923077	0.723404255319149	0.7971014492753623	0.7857142857142857	0.7924528301886793	0.7924528301886793	0.851063829787234	0.7872340425531915	0.75	0.8	0.8073394495412844	0.8085106382978723	0.7833333333333333
Availability of Nutrition Information from Chain Restaurants in the United States	0.2222222222222222	0.7777777777777778	0.7755102040816326	0.8888888888888888	0.8024691358024691	0.691358024691358	0.7289719626168224	0.7654320987654321	0.7901234567901234	0.8518518518518519	0.7654320987654321	0.7901234567901234	0.7844311377245509	0.797752808988764	0.8518518518518519	0.7373737373737373	0.7901234567901234	0.6666666666666666	0.7901234567901234	0.7956989247311828	0.7037037037037037	0.8271604938271605	0.8148148148148148	0.8050847457627118	0.7407407407407407	0.8765432098765432	0.7551020408163265	0.7777777777777778	0.691358024691358	0.7927927927927928	0.9012345679012346	0.6666666666666666	0.8095238095238095	0.7530864197530864	0.8292682926829268	0.7530864197530864	0.7107438016528925	0.654320987654321	0.7530864197530864	0.7363636363636363	0.7857142857142857	0.7719298245614035	0.7160493827160493	0.7530864197530864	0.8148148148148148	0.71875	0.8271604938271605	0.7901234567901234	0.8395061728395061	0.6172839506172839	0.8271604938271605	0.7901234567901234	0.7777777777777778	0.7777777777777778	0.9012345679012346	0.7530864197530864	0.8148148148148148	0.7523809523809524	0.7614678899082569	0.7901234567901234	0.7160493827160493
ObesityRelated QualityAdjusted Life Years Lost in the US from 19932008	0.8285714285714286	0.7714285714285715	0.7959183673469388	0.8857142857142857	0.7857142857142857	0.8354430379746836	0.7476635514018691	0.8428571428571429	0.8142857142857143	0.8428571428571429	0.8142857142857143	0.8289473684210527	0.7964071856287425	0.8202247191011236	0.9	0.797979797979798	0.7714285714285715	0.8297872340425532	0.8	0.8279569892473119	0.8	0.8732394366197183	0.8285714285714286	0.8389830508474576	0.8571428571428571	0.8428571428571429	0.7653061224489796	0.8	0.8	0.8288288288288288	0.8714285714285714	0.7571428571428571	0.8214285714285714	0.8285714285714286	0.8170731707317073	0.8428571428571429	0.8099173553719008	0.8285714285714286	0.8571428571428571	0.7909090909090909	0.7857142857142857	0.7807017543859649	0.8142857142857143	0.8142857142857143	0.8243243243243243	0.7708333333333334	0.84	0.0410958904109589	0.5769230769230769	0.7428571428571429	0.8857142857142857	0.8	0.8	0.8	0.9	0.8142857142857143	0.85	0.8095238095238095	0.8073394495412844	0.8142857142857143	0.8142857142857143
Trends in QualityAdjusted LifeYears Lost Contributed by Smoking and Obesity	0.8266666666666667	0.7866666666666666	0.7448979591836735	0.88	0.7466666666666667	0.8354430379746836	0.7102803738317757	0.7866666666666666	0.8133333333333334	0.8133333333333334	0.7333333333333333	0.8289473684210527	0.7904191616766467	0.8089887640449438	0.8266666666666667	0.7676767676767676	0.8266666666666667	0.7801418439716312	0.7733333333333333	0.8279569892473119	0.7866666666666666	0.84	0.76	0.8305084745762712	0.84	0.8533333333333334	0.7755102040816326	0.7866666666666666	0.7866666666666666	0.7927927927927928	0.8533333333333334	0.7733333333333333	0.7857142857142857	0.8266666666666667	0.8292682926829268	0.8533333333333334	0.768595041322314	0.8	0.8	0.7818181818181819	0.7653061224489796	0.7631578947368421	0.8	0.7733333333333333	0.7866666666666666	0.7604166666666666	0.8533333333333334	0.56	0.038461538461538464	0.7466666666666667	0.8266666666666667	0.7866666666666666	0.7866666666666666	0.7866666666666666	0.8933333333333333	0.8133333333333334	0.8125	0.7714285714285715	0.7798165137614679	0.7866666666666666	0.76
Size Matters The Influence of Adolescents Weight and Height on Dating and Sex	0.8311688311688312	0.7662337662337663	0.7653061224489796	0.8961038961038961	0.7142857142857143	0.810126582278481	0.7757009345794392	0.35064935064935066	0.7402597402597403	0.7792207792207793	0.7922077922077922	0.7922077922077922	0.7784431137724551	0.7640449438202247	0.8181818181818182	0.7878787878787878	0.8051948051948052	0.7730496453900709	0.7792207792207793	0.8387096774193549	0.7662337662337663	0.8181818181818182	0.8181818181818182	0.8220338983050848	0.8181818181818182	0.8571428571428571	0.7857142857142857	0.7402597402597403	0.7792207792207793	0.7927927927927928	0.8441558441558441	0.7532467532467533	0.7976190476190477	0.7922077922077922	0.8536585365853658	0.7792207792207793	0.768595041322314	0.7922077922077922	0.8051948051948052	0.8	0.7959183673469388	0.7543859649122807	0.7922077922077922	0.7532467532467533	0.7922077922077922	0.7916666666666666	0.8571428571428571	0.8441558441558441	0.8205128205128205	0.7532467532467533	0.7662337662337663	0.7402597402597403	0.7402597402597403	0.7402597402597403	0.8961038961038961	0.7792207792207793	0.8125	0.7714285714285715	0.7706422018348624	0.7402597402597403	0.8311688311688312
The Impact of Obesity on Wages	0.7777777777777778	0.7678571428571429	0.8163265306122449	0.8333333333333334	0.7073170731707317	0.7468354430379747	0.7757009345794392	0.7090909090909091	0.8157894736842105	0.2	0.7735849056603774	0.75	0.8682634730538922	0.7640449438202247	0.7	0.8383838383838383	0.8484848484848485	0.8652482269503546	0.7818181818181819	0.8494623655913979	0.8055555555555556	0.8028169014084507	0.7450980392156863	0.9194915254237288	0.7435897435897436	0.8666666666666667	0.8469387755102041	0.8301886792452831	0.8070175438596491	0.8648648648648649	0.8333333333333334	0.7115384615384616	0.8333333333333334	0.875	0.8170731707317073	0.819672131147541	0.8429752066115702	0.8333333333333334	0.8153846153846154	0.8272727272727273	0.8571428571428571	0.8596491228070176	0.7272727272727273	0.8166666666666667	0.8108108108108109	0.84375	0.7733333333333333	0.8356164383561644	0.782051282051282	0.6829268292682927	0.7971014492753623	0.8392857142857143	0.8301886792452831	0.8301886792452831	0.8333333333333334	0.8	0.8	0.8	0.8532110091743119	0.6842105263157895	0.8
Doing it Now or Later	0.7936507936507936	0.8392857142857143	0.8469387755102041	0.2857142857142857	0.8536585365853658	0.8354430379746836	0.8691588785046729	0.8545454545454545	0.8421052631578947	0.8333333333333334	0.7735849056603774	0.8289473684210527	0.8982035928143712	0.8651685393258427	0.8285714285714286	0.8484848484848485	0.696969696969697	0.8723404255319149	0.8	0.8387096774193549	0.8333333333333334	0.8169014084507042	0.7843137254901961	0.9279661016949152	0.7948717948717948	0.8636363636363636	0.8469387755102041	0.7547169811320755	0.8245614035087719	0.8648648648648649	0.9047619047619048	0.7307692307692307	0.8214285714285714	0.6875	0.8414634146341463	0.8360655737704918	0.8760330578512396	0.75	0.8	0.8727272727272727	0.8469387755102041	0.8508771929824561	0.75	0.8166666666666667	0.8108108108108109	0.8333333333333334	0.8266666666666667	0.8356164383561644	0.8461538461538461	0.7804878048780488	0.7971014492753623	0.7678571428571429	0.7547169811320755	0.7547169811320755	0.9047619047619048	0.8	0.825	0.8571428571428571	0.8715596330275229	0.7894736842105263	0.75
The Economics of Immediate Gratification	0.7777777777777778	0.7857142857142857	0.8163265306122449	0.825	0.8536585365853658	0.8227848101265823	0.7476635514018691	0.7636363636363637	0.825	0.625	0.8490566037735849	0.7631578947368421	0.8502994011976048	0.7415730337078652	0.7428571428571429	0.797979797979798	0.8	0.8368794326241135	0.7272727272727273	0.8602150537634409	0.925	0.7887323943661971	0.803921568627451	0.8983050847457628	0.9	0.875	0.8061224489795918	0.8301886792452831	0.8245614035087719	0.8558558558558559	0.8	0.8461538461538461	0.8214285714285714	0.85	0.8170731707317073	0.819672131147541	0.7933884297520661	0.85	0.7846153846153846	0.7727272727272727	0.826530612244898	0.8157894736842105	0.8181818181818182	0.7833333333333333	0.7837837837837838	0.8125	0.8133333333333334	0.8493150684931506	0.8076923076923077	0.8780487804878049	0.8115942028985508	0.8214285714285714	0.8301886792452831	0.8301886792452831	0.8	0.85	0.8	0.8285714285714286	0.7981651376146789	0.75	0.7833333333333333
Mandatory Menu Labeling in One FastFood Chain in King County Washington	0.7605633802816901	0.8309859154929577	0.7448979591836735	0.8450704225352113	0.7323943661971831	0.7974683544303798	0.7663551401869159	0.8169014084507042	0.7887323943661971	0.8169014084507042	0.7605633802816901	0.8026315789473685	0.7784431137724551	0.7752808988764045	0.8169014084507042	0.7575757575757576	0.7887323943661971	0.7092198581560284	0.7887323943661971	0.8387096774193549	0.8309859154929577	0.8873239436619719	0.7887323943661971	0.826271186440678	0.8169014084507042	0.8309859154929577	0.7448979591836735	0.7323943661971831	0.8028169014084507	0.7927927927927928	0.8450704225352113	0.7464788732394366	0.8095238095238095	0.7746478873239436	0.8292682926829268	0.8028169014084507	0.7603305785123967	0.6901408450704225	0.8028169014084507	0.7727272727272727	0.7346938775510204	0.7192982456140351	0.7605633802816901	0.15492957746478872	0.7702702702702703	0.6770833333333334	0.84	0.863013698630137	0.8076923076923077	0.7746478873239436	0.8028169014084507	0.7323943661971831	0.7323943661971831	0.7323943661971831	0.9014084507042254	0.8028169014084507	0.8375	0.7714285714285715	0.7706422018348624	0.8028169014084507	0.7605633802816901
The Economics of Obesity	0.8095238095238095	0.8035714285714286	0.8367346938775511	0.8333333333333334	0.6829268292682927	0.8227848101265823	0.7850467289719626	0.7636363636363637	0.868421052631579	0.4583333333333333	0.7547169811320755	0.8026315789473685	0.9041916167664671	0.8426966292134831	0.8	0.8585858585858586	0.9090909090909091	0.8865248226950354	0.8181818181818182	0.8709677419354839	0.8055555555555556	0.8591549295774648	0.803921568627451	0.9322033898305084	0.8461538461538461	0.9166666666666666	0.8571428571428571	0.8490566037735849	0.8421052631578947	0.8828828828828829	0.7916666666666666	0.8461538461538461	0.8690476190476191	0.8125	0.8658536585365854	0.819672131147541	0.8760330578512396	0.8055555555555556	0.8153846153846154	0.8545454545454545	0.8367346938775511	0.9035087719298246	0.8181818181818182	0.8166666666666667	0.8108108108108109	0.8645833333333334	0.84	0.8767123287671232	0.7948717948717948	0.7804878048780488	0.8405797101449275	0.8571428571428571	0.8490566037735849	0.8490566037735849	0.875	0.8	0.875	0.8761904761904762	0.8715596330275229	0.7105263157894737	0.7833333333333333
Separating what We Eat from where Measuring the Effect of Food Away from Home on Diet	0.8	0.8117647058823529	0.8163265306122449	0.8705882352941177	0.7764705882352941	0.8235294117647058	0.794392523364486	0.7529411764705882	0.788235294117647	0.8235294117647058	0.8117647058823529	0.788235294117647	0.7604790419161677	0.8202247191011236	0.8	0.7777777777777778	0.611764705882353	0.7446808510638298	0.7529411764705882	0.8279569892473119	0.8235294117647058	0.788235294117647	0.7647058823529411	0.8220338983050848	0.8235294117647058	0.8352941176470589	0.8061224489795918	0.7764705882352941	0.7647058823529411	0.7657657657657657	0.8941176470588236	0.7647058823529411	0.8117647058823529	0.8	0.8588235294117647	0.8117647058823529	0.7768595041322314	0.8117647058823529	0.7294117647058823	0.7636363636363637	0.6938775510204082	0.7631578947368421	0.8117647058823529	0.7294117647058823	0.7411764705882353	0.78125	0.7176470588235294	0.8	0.8235294117647058	0.7764705882352941	0.7764705882352941	0.7764705882352941	0.7764705882352941	0.7764705882352941	0.9294117647058824	0.8	0.8352941176470589	0.7714285714285715	0.7522935779816514	0.8117647058823529	0.788235294117647
