	State of the Vending Industry Report.” http://www.vendingmarketwatch.com/content/reports/ accessed,	National Automatic Merchandising Association. “Comments of: The National Automatic Merchandising Association.” Docket No.	Business Administration. “Table of Small Business Size Standards Matched to North American Industry Classification System Codes,” Effective	Operators Find Today&apos;s Patrons Favor &apos;Better-For-You&apos; Food Selections In	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Will all Americans Become Overweight or Obese? Estimating the Progression and	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Social Network and Weight Misperception Among Adolescents”. Southern Economic Journal, Forthcoming,	Size Matters: The Influence of Adolescent’s Weight and	Body Weight, Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	An Economic Analysis of Adult Obesity: Results from the Behavioral Risk Factor Surveillance System.”	A Pricing Strategy to Promote Low-Fat Snack Choices through Vending Machines”.	Department of Agriculture Economic Research Service. “Table 15: Sales of meals and snacks away from home by type of outlet.” Food CPI and Expenditures: Food Expenditure Tables. http://www.ers.usda.gov/Briefing/CPIFoodAndExpenditures/Data/ Accessed 10/8/2010.	Testing Laboratory. “Quality Nutrition Analysis.” http://www.rlfoodtestinglaboratory.com/services.asp, accessed	Evaluation of Recordkeeping Costs for Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin of FDA&apos;s Center for Food Safety and Applied Nutrition. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	City’s Soda Cost Millions Monthly: Tax on Soft Drinks	Taxing Food: Implications for Public	Ounces of Prevention — The Public Policy Case for Taxes on Sugared Beverages.” New England	The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes.”	Schoolchildren’s Consumption of Competitive Foods and Beverages, Excluding à la	Choose Beverages and Foods to Moderate your Intake of Sugars: Measurement Requires Quantification.	Measuring the Health of the U.S.	Obesity-Related Quality-Adusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Separating what We Eat from where:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Modeling weight-loss maintenance to help prevent body weight regain,”	School Vending Machine Use and Fast-Food Restaurant Use Are Associated with Sugar Sweetened Beverage Intake in Youth.”
An Economic Analysis of Adult Obesity Results from the Behavioral Risk Factor Surveillance System	0.4285714285714286	0.5135135135135135	0.3783783783783784	0.40625	0.40625	0.41666666666666663	0.8064516129032258	0.3548387096774194	0.28125	0.3055555555555556	0.45945945945945943	0.5277777777777778	0.48484848484848486	0.5	0.4193548387096774	0.45945945945945943	0.4722222222222222	0.09999999999999998	0.4864864864864865	0.4222222222222223	0.4736842105263158	0.4130434782608695	0.5714285714285714	0.5151515151515151	0.42105263157894735	0.43243243243243246	0.41666666666666663	0.33333333333333337	0.5483870967741935	0.475	0.45945945945945943	0.3928571428571429	0.5806451612903225	0.4054054054054054	0.37142857142857144	0.46875	0.46875	0.4193548387096774	0.47058823529411764	0.5	0.43243243243243246
Choose Beverages and Foods to Moderate your Intake of Sugars Measurement Requires Quantification	0.3529411764705882	0.4864864864864865	0.4358974358974359	0.47058823529411764	0.5945945945945945	0.4736842105263158	0.7741935483870968	0.5555555555555556	0.4864864864864865	0.44999999999999996	0.5128205128205128	0.5	0.4545454545454546	0.5625	0.5294117647058824	0.5853658536585367	0.5263157894736843	0.38888888888888884	0.41666666666666663	0.46808510638297873	0.525	0.4897959183673469	0.5428571428571429	0.5294117647058824	0.5121951219512195	0.525	0.43243243243243246	0.0	0.5161290322580645	0.5909090909090908	0.5128205128205128	0.5625	0.59375	0.5	0.34285714285714286	0.5714285714285714	0.48484848484848486	0.4375	0.4411764705882353	0.5142857142857142	0.4054054054054054
Modeling weightloss maintenance to help prevent body weight regain	0.4193548387096774	0.5151515151515151	0.5	0.5	0.4482758620689655	0.4545454545454546	0.6521739130434783	0.33333333333333337	0.3666666666666667	0.5135135135135135	0.4545454545454546	0.53125	0.37037037037037035	0.43999999999999995	0.34615384615384615	0.40625	0.5151515151515151	0.5	0.48484848484848486	0.5555555555555556	0.375	0.574468085106383	0.5806451612903225	0.4642857142857143	0.5	0.5555555555555556	0.5	0.46875	0.5	0.625	0.5833333333333333	0.43999999999999995	0.48	0.4411764705882353	0.4545454545454546	0.40740740740740744	0.40740740740740744	0.4642857142857143	0.3571428571428571	0.125	0.5142857142857142
Child and Adolescent FastFood Choice and the Influence of Calorie Labeling A Natural Experiment	0.5135135135135135	0.4285714285714286	0.42105263157894735	0.5428571428571429	0.40625	0.41666666666666663	0.7241379310344828	0.4545454545454546	0.38235294117647056	0.4358974358974359	0.41666666666666663	0.48571428571428577	0.5294117647058824	0.5	0.46875	0.37142857142857144	0.4722222222222222	0.45945945945945943	0.4864864864864865	0.4565217391304348	0.38888888888888884	0.47916666666666663	0.6111111111111112	0.31034482758620685	0.46153846153846156	0.38888888888888884	0.37142857142857144	0.4722222222222222	0.5483870967741935	0.5813953488372092	0.5	0.4482758620689655	0.5333333333333333	0.2647058823529411	0.41666666666666663	0.4193548387096774	0.4193548387096774	0.18518518518518523	0.375	0.5	0.55
Calorie Labeling And Food Choices A First Look At The Effects On LowIncome People In New York City	0.5	0.46153846153846156	0.45238095238095233	0.4444444444444444	0.4	0.41025641025641024	0.7272727272727273	0.4	0.3783783783783784	0.3902439024390244	0.44999999999999996	0.55	0.5135135135135135	0.4375	0.4571428571428572	0.32432432432432434	0.42105263157894735	0.44999999999999996	0.4358974358974359	0.41666666666666663	0.3846153846153846	0.40816326530612246	0.5897435897435898	0.4117647058823529	0.41463414634146345	0.42500000000000004	0.5238095238095238	0.5	0.6486486486486487	0.5652173913043479	0.41025641025641024	0.5294117647058824	0.5588235294117647	0.0	0.44999999999999996	0.4571428571428572	0.4571428571428572	0.36363636363636365	0.37142857142857144	0.4864864864864865	0.5348837209302326
Annual Medical Spending Attributable to Obesity Payer and ServiceSpecific Estimates	0.4571428571428572	0.5	0.4054054054054054	0.3870967741935484	0.33333333333333337	0.4	0.7586206896551724	0.33333333333333337	0.19999999999999996	0.3783783783783784	0.4444444444444444	0.47058823529411764	0.3666666666666667	0.48275862068965514	0.15384615384615385	0.4	0.5405405405405406	0.3529411764705882	0.4722222222222222	0.4782608695652174	0.41666666666666663	0.4347826086956522	0.6	0.4	0.4054054054054054	0.41666666666666663	0.4444444444444444	0.4571428571428572	0.48275862068965514	0.5365853658536586	0.4444444444444444	0.4285714285714286	0.5172413793103448	0.38888888888888884	0.4444444444444444	0.4	0.4516129032258065	0.4516129032258065	0.40625	0.3870967741935484	0.5384615384615384
Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children	0.47058823529411764	0.4242424242424242	0.45945945945945943	0.5882352941176471	0.5454545454545454	0.5	0.64	0.5	0.4242424242424242	0.5128205128205128	0.5	0.48484848484848486	0.4838709677419355	0.5517241379310345	0.4137931034482759	0.4571428571428572	0.32258064516129037	0.5	0.4411764705882353	0.5531914893617021	0.38235294117647056	0.5106382978723405	0.53125	0.5161290322580645	0.41666666666666663	0.5526315789473684	0.5405405405405406	0.4242424242424242	0.4444444444444444	0.55	0.5	0.4444444444444444	0.5862068965517242	0.4	0.4117647058823529	0.4666666666666667	0.2962962962962963	0.2962962962962963	0.040000000000000036	0.4	0.5135135135135135
The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US	0.4473684210526315	0.525	0.4390243902439024	0.38235294117647056	0.4285714285714286	0.39473684210526316	0.8285714285714285	0.4722222222222222	0.2647058823529411	0.08823529411764708	0.5121951219512195	0.575	0.5	0.46875	0.4411764705882353	0.39473684210526316	0.4473684210526315	0.3055555555555556	0.5	0.3695652173913043	0.4878048780487805	0.39583333333333337	0.5	0.3939393939393939	0.3589743589743589	0.368421052631579	0.39473684210526316	0.4054054054054054	0.5588235294117647	0.5227272727272727	0.475	0.46875	0.5882352941176471	0.3421052631578947	0.475	0.48571428571428577	0.48571428571428577	0.48571428571428577	0.4444444444444444	0.5135135135135135	0.5238095238095238
Schoolchildren�s Consumption of Competitive Foods and Beverages Excluding � la Carte	0.4722222222222222	0.5135135135135135	0.46153846153846156	0.4545454545454546	0.5428571428571429	0.37142857142857144	0.7666666666666666	0.4545454545454546	0.38235294117647056	0.39473684210526316	0.45945945945945943	0.5277777777777778	0.4375	0.59375	0.5151515151515151	0.45945945945945943	0.5526315789473684	0.41666666666666663	0.5263157894736843	0.4565217391304348	0.5128205128205128	0.5102040816326531	0.5714285714285714	0.4193548387096774	0.42105263157894735	0.38888888888888884	0.21875	0.38235294117647056	0.5	0.6444444444444444	0.575	0.5	0.48275862068965514	0.4871794871794872	0.41666666666666663	0.5588235294117647	0.5151515151515151	0.4193548387096774	0.5142857142857142	0.5	0.5128205128205128
A Pricing Strategy to Promote LowFat Snack Choices through Vending Machines	0.4117647058823529	0.4571428571428572	0.525	0.5294117647058824	0.5294117647058824	0.4444444444444444	0.7142857142857143	0.48484848484848486	0.4117647058823529	0.5	0.4	0.5142857142857142	0.46875	0.625	0.4	0.5263157894736843	0.5	0.4864864864864865	0.10344827586206895	0.5106382978723405	0.5	0.5	0.5588235294117647	0.5454545454545454	0.525	0.5	0.5263157894736843	0.36363636363636365	0.5333333333333333	0.6046511627906976	0.4864864864864865	0.5333333333333333	0.5666666666666667	0.38888888888888884	0.4444444444444444	0.5882352941176471	0.4	0.4	0.3548387096774194	0.48484848484848486	0.41666666666666663
Social Network and Weight Misperception Among Adolescents	0.4545454545454546	0.40625	0.5263157894736843	0.5757575757575757	0.53125	0.4411764705882353	0.625	0.3793103448275862	0.4545454545454546	0.575	0.23333333333333328	0.4193548387096774	0.3571428571428571	0.5862068965517242	0.3928571428571429	0.48571428571428577	0.6216216216216216	0.5277777777777778	0.4242424242424242	0.574468085106383	0.4571428571428572	0.5625	0.5625	0.5483870967741935	0.5641025641025641	0.4117647058823529	0.5277777777777778	0.5	0.4814814814814815	0.6428571428571428	0.5675675675675675	0.42307692307692313	0.4	0.4285714285714286	0.48571428571428577	0.5483870967741935	0.5483870967741935	0.5	0.4516129032258065	0.3793103448275862	0.4571428571428572
Body Weight SelfPerception and Mental Health among Adolescents	0.48571428571428577	0.48571428571428577	0.4736842105263158	0.46875	0.4193548387096774	0.38235294117647056	0.75	0.3666666666666667	0.3939393939393939	0.525	0.4285714285714286	0.40625	0.07999999999999996	0.5172413793103448	0.3214285714285714	0.4722222222222222	0.6052631578947368	0.4722222222222222	0.4571428571428572	0.5319148936170213	0.4864864864864865	0.5208333333333333	0.5454545454545454	0.4838709677419355	0.5128205128205128	0.4444444444444444	0.4722222222222222	0.4411764705882353	0.40740740740740744	0.5952380952380952	0.5526315789473684	0.40740740740740744	0.4444444444444444	0.45945945945945943	0.4722222222222222	0.5757575757575757	0.53125	0.4838709677419355	0.4375	0.4193548387096774	0.5263157894736843
Do Nutrition Labels Improve Dietary Outcomes	0.5294117647058824	0.5714285714285714	0.5135135135135135	0.4137931034482759	0.3571428571428571	0.631578947368421	0.6666666666666667	0.5161290322580645	0.48484848484848486	0.5263157894736843	0.5945945945945945	0.6285714285714286	0.59375	0.4	0.4285714285714286	0.5555555555555556	0.5294117647058824	0.5142857142857142	0.6216216216216216	0.5957446808510638	0.4411764705882353	0.5531914893617021	0.6764705882352942	0.48275862068965514	0.5526315789473684	0.5675675675675675	0.5945945945945945	0.5714285714285714	0.6206896551724138	0.6	0.5555555555555556	0.5714285714285714	0.6551724137931034	0.4571428571428572	0.5555555555555556	0.0	0.48275862068965514	0.48275862068965514	0.4838709677419355	0.4666666666666667	0.641025641025641
Bias Discrimination and Obesity	0.59375	0.59375	0.5714285714285714	0.4814814814814815	0.42307692307692313	0.6571428571428571	0.65	0.42307692307692313	0.5	0.5833333333333333	0.6571428571428571	0.65625	0.5185185185185186	0.40909090909090906	0.43999999999999995	0.53125	0.59375	0.4838709677419355	0.6060606060606061	0.6444444444444444	0.5882352941176471	0.6304347826086957	0.6206896551724138	0.5555555555555556	0.5714285714285714	0.5882352941176471	0.6176470588235294	0.5483870967741935	0.6538461538461539	0.6216216216216216	0.5757575757575757	0.4782608695652174	0.64	0.5588235294117647	0.5757575757575757	0.375	0.5	0.5555555555555556	0.5517241379310345	0.4814814814814815	0.6666666666666667
The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes	0.4864864864864865	0.3529411764705882	0.475	0.5142857142857142	0.4242424242424242	0.43243243243243246	0.7333333333333334	0.4242424242424242	0.3529411764705882	0.368421052631579	0.38888888888888884	0.4117647058823529	0.4545454545454546	0.5161290322580645	0.4375	0.34285714285714286	0.5263157894736843	0.43243243243243246	0.5	0.4347826086956522	0.4871794871794872	0.45833333333333337	0.4545454545454546	0.4375	0.4358974358974359	0.09677419354838712	0.38888888888888884	0.4864864864864865	0.5161290322580645	0.5909090909090908	0.43243243243243246	0.4666666666666667	0.4482758620689655	0.3783783783783784	0.4736842105263158	0.5294117647058824	0.5294117647058824	0.4375	0.5277777777777778	0.5555555555555556	0.5609756097560976
Ounces of Prevention � The Public Policy Case for Taxes on Sugared Beverages	0.5135135135135135	0.5135135135135135	0.42105263157894735	0.3548387096774194	0.5	0.5	0.7666666666666666	0.40625	0.28125	0.3513513513513513	0.6097560975609756	0.48571428571428577	0.4375	0.5	0.3666666666666667	0.41666666666666663	0.4285714285714286	0.41666666666666663	0.5263157894736843	0.4565217391304348	0.4736842105263158	0.47916666666666663	0.48484848484848486	0.4193548387096774	0.23529411764705888	0.43243243243243246	0.41666666666666663	0.4285714285714286	0.5	0.5813953488372092	0.45945945945945943	0.4482758620689655	0.625	0.4473684210526315	0.45945945945945943	0.5151515151515151	0.4193548387096774	0.4193548387096774	0.375	0.5	0.55
